feature	Actinobacteriota	Bacteroidota	Cyanobacteria	Desulfobacterota	Firmicutes	Fusobacteriota	Patescibacteria	Proteobacteria	Verrucomicrobiota	Campylobacterota
run02-102	-3.71163585558132	-1.7931774102429	-10.3530855476489	-5.78154356269011	-0.932774391806166	-10.9380480483701	-16.2535151305899	-3.44485974135661	-15.4729446337796	-15.6805518260777
run02-103	-3.89417020424369	-2.08094729614412	-7.06304021840617	-5.61052801370866	-0.647298450116076	-15.6803595235137	-16.2535151305899	-5.16630948901787	-8.88470297714765	-15.6805518260777
run02-104	-3.28973396495568	-1.87970720205047	-14.7872904265596	-15.3571395900055	-0.72622545035727	-15.6803595235137	-16.2535151305899	-5.53810032100064	-15.4729446337796	-15.6805518260777
run02-105	-5.31445626139151	-14.3016033642667	-14.7872904265596	-15.3571395900055	-1.6109911181494	-15.6803595235137	-16.2535151305899	-0.627054996576527	-15.4729446337796	-15.6805518260777
run02-106	-3.94254308968963	-1.7900419949666	-8.01833357729407	-6.63072930813834	-0.777313601068874	-9.68459618011708	-16.2535151305899	-4.40564177105287	-15.4729446337796	-15.6805518260777
run02-107	-2.51123046462244	-2.74076692001678	-14.7872904265596	-15.3571395900055	-0.985902340879553	-3.22966385118327	-9.53518278636689	-4.00863697187105	-15.4729446337796	-15.6805518260777
run02-108	-2.74763702653346	-3.67276824712325	-14.7872904265596	-15.3571395900055	-0.607253477433901	-10.1237295200008	-16.2535151305899	-3.11589524601183	-15.4729446337796	-15.6805518260777
run02-109	-3.79307069605136	-1.79630795218339	-6.96399100283904	-5.72885384278256	-0.905948844720765	-9.54002037879019	-16.2535151305899	-3.72410344322916	-8.83547626231636	-12.2949078809537
run02-110	-4.57970645073126	-2.14020133630178	-14.7872904265596	-7.21240156223652	-0.633795165262745	-8.85130287006848	-16.2535151305899	-4.22736913783449	-5.34759068987049	-15.6805518260777
run02-111	-4.98194582355945	-1.52742969533627	-9.53776197862109	-8.82406616377773	-0.780605353013009	-15.6803595235137	-16.2535151305899	-4.80440763800727	-15.4729446337796	-15.6805518260777
run02-112	-1.51185725313766	-2.865446542929	-14.7872904265596	-5.20779958830636	-1.27246702463392	-10.3204997210557	-12.6424278159431	-7.36940932153667	-3.96294771643764	-15.6805518260777
run02-113	-2.30832207788514	-2.24866908694498	-14.7872904265596	-7.29512714805873	-0.886137201882626	-12.2838118348309	-10.9618837399435	-4.67278703752354	-12.2838118348309	-12.6988493341097
run02-114	-3.16591337365441	-2.19268607046788	-14.7872904265596	-9.33223742286667	-0.852146333663279	-15.6803595235137	-16.2535151305899	-3.12879529527158	-15.4729446337796	-15.6805518260777
run02-115	-3.16775175075173	-2.21320706548049	-14.7872904265596	-6.58811380471043	-0.73355467318943	-9.03657430552673	-16.2535151305899	-4.07753835611334	-15.4729446337796	-13.0365743055267
run02-116	-2.73614315516575	-1.78880006675792	-14.7872904265596	-7.51312442817984	-1.12486790976212	-15.6803595235137	-16.2535151305899	-3.37357307578105	-15.4729446337796	-15.6805518260777
run02-117	-5.89126436045912	-2.0904402176155	-4.55120581234496	-6.87446911791614	-0.863759718502212	-15.6803595235137	-16.2535151305899	-4.91511110241349	-3.12652481601287	-15.6805518260777
run02-118	-3.9804988204981	-2.33974515967097	-14.7872904265596	-7.128040920406	-1.08628282414687	-5.54307841968485	-16.2535151305899	-2.06169232240624	-15.4729446337796	-15.6805518260777
run02-119	-3.98919668863649	-2.15346506353079	-4.80943290199083	-7.88241234734793	-0.763275455819798	-15.6803595235137	-11.8029778798535	-3.64382735000539	-8.48104978496617	-13.02537030119
run02-120	-3.28588255681937	-1.98281348918332	-14.7872904265596	-6.1216192802468	-0.78235916780703	-10.3600240195719	-16.2535151305899	-4.38704423350559	-15.4729446337796	-12.7750615188507
run02-121	-6.24234497448615	-2.15981442877804	-14.7872904265596	-7.38181939340721	-0.637213140244808	-15.6803595235137	-11.4371018289084	-3.13674926858018	-15.4729446337796	-15.6805518260777
run02-122	-5.08460027339804	-2.4442170353934	-11.3779076903456	-15.3571395900055	-0.940452835790056	-15.6803595235137	-16.2535151305899	-1.91409142126346	-15.4729446337796	-15.6805518260777
run02-124	-3.95581257437219	-2.20416081916519	-14.7872904265596	-7.72469334861516	-0.595771954692738	-10.0981517441426	-16.2535151305899	-4.28962627837706	-15.4729446337796	-13.5575833627799
run02-125	-2.3696501302833	-2.44820436321404	-14.7872904265596	-8.13750352374993	-0.851407868180806	-15.6803595235137	-16.2535151305899	-3.94866745071941	-10.4594316186373	-15.6805518260777
run02-126	-4.86060460776576	-4.82921769092151	-14.7872904265596	-15.3571395900055	-0.508842829675173	-5.59475243728448	-9.6303763470152	-2.28803494958366	-15.4729446337796	-10.1043075353476
run02-127	-4.56516085950567	-1.78671862936331	-14.7872904265596	-9.40251052186111	-0.696776504050507	-8.81754802113996	-16.2535151305899	-4.40251052186111	-15.4729446337796	-15.6805518260777
run02-128	-1.94065704318533	-2.51096693421602	-14.7872904265596	-15.3571395900055	-0.891824450099366	-15.6803595235137	-16.2535151305899	-5.31432546856333	-15.4729446337796	-15.6805518260777
run02-129	-8.90280576972531	-14.3016033642667	-14.7872904265596	-15.3571395900055	-0.00532042031400717	-15.6803595235137	-16.2535151305899	-9.29512319250407	-15.4729446337796	-15.6805518260777
run02-130	-2.96609851609604	-2.22828588577357	-14.7872904265596	-8.77114450988132	-0.749273692336063	-15.6803595235137	-16.2535151305899	-4.07651375287346	-8.85995377683917	-15.6805518260777
run02-131	-4.91230119144188	-2.22172394751159	-14.7872904265596	-8.90534843080011	-0.618998006158816	-11.3833957276048	-16.2535151305899	-3.3390016082463	-15.4729446337796	-15.6805518260777
run02-132	-3.94407507117702	-2.01201664814872	-14.7872904265596	-15.3571395900055	-0.821154784086169	-15.6803595235137	-16.2535151305899	-3.04555506217605	-15.4729446337796	-15.6805518260777
run02-133	-2.96256995937108	-1.93310508092386	-14.7872904265596	-9.24458158903255	-0.886781805102414	-15.6803595235137	-16.2535151305899	-3.89149690447049	-15.4729446337796	-15.6805518260777
run02-134	-2.343510587645	-2.18342604442615	-14.7872904265596	-8.51183170338472	-0.877674097041288	-13.1556878931594	-13.1556878931594	-4.81583789027482	-15.4729446337796	-13.1556878931594
run02-135	-3.79188269993667	-1.76519927489515	-14.7872904265596	-15.3571395900055	-0.839118006719066	-4.0873865908848	-16.2535151305899	-5.98362279402865	-15.4729446337796	-15.6805518260777
run02-136	-3.25361309523382	-2.20012665931185	-14.7872904265596	-15.3571395900055	-0.59635615954845	-15.6803595235137	-16.2535151305899	-5.95590741581683	-15.4729446337796	-15.6805518260777
run02-137	-2.95772541698332	-2.85694200710305	-14.7872904265596	-9.41809354655313	-0.626186473293556	-15.6803595235137	-16.2535151305899	-3.57511471476481	-15.4729446337796	-15.6805518260777
run02-138	-3.80544669208702	-1.98800550798105	-14.7872904265596	-9.21740698783686	-0.611646893520216	-15.6803595235137	-16.2535151305899	-6.20110517550776	-7.22837810565786	-15.6805518260777
run02-145	-3.26035927428692	-2.90793808712702	-14.7872904265596	-9.6505282304871	-0.492970759546962	-9.1062077142633	-16.2535151305899	-4.35743981847972	-15.4729446337796	-15.6805518260777
run02-146	-3.93611826737269	-2.64962845325284	-7.46899225694539	-7.484422297515	-0.428906604933124	-15.6803595235137	-16.2535151305899	-5.55597555854003	-15.4729446337796	-15.6805518260777
run02-147	-3.75744379773158	-1.7472180661534	-14.7872904265596	-15.3571395900055	-0.683649723677653	-15.6803595235137	-16.2535151305899	-7.48211409312941	-15.4729446337796	-15.6805518260777
run02-148	-3.90477365459642	-2.24828063914377	-10.8589699649833	-9.99647348873323	-0.846472395978899	-12.3184015836206	-16.2535151305899	-4.70001608136198	-2.98356965550259	-15.6805518260777
run02-150	-3.17852553131713	-1.85231714472305	-10.9357964720549	-5.93902037292918	-0.871919930711563	-11.5732263926702	-16.2535151305899	-4.34976093666851	-15.4729446337796	-15.6805518260777
run02-151	-3.9894781942982	-1.98384423160896	-7.73913343084892	-6.12199052437861	-0.634938676239985	-15.6803595235137	-16.2535151305899	-5.73642414359093	-8.66513284940514	-15.6805518260777
run02-152	-3.19099134849073	-1.98559373875532	-14.7872904265596	-15.3571395900055	-0.692818490481824	-15.6803595235137	-16.2535151305899	-5.69177871022717	-15.4729446337796	-15.6805518260777
run02-153	-4.41620804298678	-10.4606021623452	-14.7872904265596	-15.3571395900055	-1.54685789569565	-15.6803595235137	-16.2535151305899	-0.71264898300151	-15.4729446337796	-15.6805518260777
run02-154	-3.8768447071914	-2.37372913296161	-8.00090658158971	-6.52498684016384	-0.586841052327341	-9.92028812138142	-16.2535151305899	-4.1230495285568	-15.4729446337796	-15.6805518260777
run02-155	-3.1586906572878	-2.60120889298875	-14.7872904265596	-15.3571395900055	-0.752801020744971	-3.40182848877313	-10.138149878847	-4.87583127309776	-15.4729446337796	-12.2085392067384
run02-156	-3.79366825785135	-2.32983564086234	-14.7872904265596	-15.3571395900055	-0.545967592168111	-15.6803595235137	-16.2535151305899	-4.57976638878836	-8.80556907182874	-15.6805518260777
run02-157	-4.14774028647842	-1.65145751154387	-7.72894086840337	-5.97672750053823	-0.88016146194266	-15.6803595235137	-16.2535151305899	-4.05722290327414	-9.59143734465344	-15.6805518260777
run02-158	-4.41278152533848	-1.78709846409856	-14.7872904265596	-7.23720996075502	-0.85523448219772	-10.6846689377262	-16.2535151305899	-3.94197673253308	-4.70947232872682	-15.6805518260777
