feature	Actinobacteriota	Bacteroidota	Campylobacterota	Cyanobacteria	Desulfobacterota	Firmicutes	Fusobacteriota	Patescibacteria	Proteobacteria	Verrucomicrobiota
run03-176	0.0740021025134593	0.287725781274888	0	0	0.000127425058137683	0.618138957025899	0	0	0.0200057341276162	0
run03-177	0.0323167128766874	0.000681787191491296	0	0	0	0.62869869551384	0	0	0.338302804417981	0
run03-178	0.0466146622235686	0.281922144804605	0.000416540442290215	0	0.0481293547409876	0.508444410784611	0.00177976370796728	0.000265071190548319	0.112428052105423	0
run03-179	0.0787304044900329	0.253764273272692	0	0	0.0185020321269596	0.577936907296303	0	0	0.0702922392103735	0.000774143603638475
run03-180	0.0706926395032558	0.303898672967552	0	0	0.00318707585790038	0.599609857955326	5.4949583756903e-05	0	0.0225568041322087	0
run03-181	0.171399849208344	0.117240512691631	0	0.000293205998156991	0.000963391136801541	0.667923263801625	0	0	0.0421797771634414	0
run03-183	0.0786819683533299	0.257781255433838	0	0	0.00917231785776387	0.60924187097896	0.00312989045383412	0	0.0419926969222744	0
run03-184	0.226325424206154	0.258184890516088	0	0	0	0.481870027458988	0	0.00010561149053017	0.0335140463282405	0
run03-185	0.10240647724717	0.303358572606642	0	0	0	0.571182247544793	0	0.00029987255416448	0.0227528300472299	0
run03-187	0.00131883590750564	0.332141496439143	0	0	0.019577386360306	0.614870607543741	0	0	0.0320916737493039	0
run03-97	0.0177933347918034	0.259461824546051	0	0	0	0.710639539123459	0	0	0.0121053015386859	0
run03-98	0.0519493083099545	0.175050788429912	0	0	0	0.649269614007933	0.0345845022733869	0	0.089145786978814	0
run04-100	0.126894580465606	0.207040505472188	0	0	0.0547594870059047	0.558200759712663	0	0	0.0531046673436383	0
run04-101	0.00346283783783784	0.0230574324324324	0	0	8.44594594594595e-05	0.953828828828829	0	0	0.0195664414414414	0
run04-102	0.00216285374843879	0.293112377006732	0	0	0	0.0879458981935602	0.0225728820787766	0.000274164559661254	0.424955067474944	0.168976756937886
run04-103	0.1073311504523	0.137299517176314	0	0.00776957655807758	0.00452300349630945	0.588906154614574	0	0	0.154170597702425	0
run04-104	0.0644506001846722	0.156380424746076	0.000110803324099723	0	0	0.762437673130194	0	7.38688827331487e-05	0.0165466297322253	0
run04-105	0.0120776639657545	0.200642103653876	0	0	0	0.784772970493808	0	0	0.00250726188656169	0
run04-106	0.130716996205313	0.177618001464616	0	0	0	0.653318687171293	0.00778909526662672	0	0.030557219892151	0
run04-107	0.0825299355234879	0.211390850475898	0	0.00181148295977894	0.00377648142462389	0.666564322996623	0	0.000337734111145226	0.029597789376727	0.0039914031317163
run04-108	0.271054363564565	0.081663814663683	0	0.00455442938001843	0	0.583941029353692	0	0.000131630906936949	0.0584441226800053	0.000210609451099118
run04-109	0.0369017752230938	0.080694845819175	0	0	0.0112420210232145	0.283813395153863	0.266124678459144	0	0.291593889929817	0.0296293943916923
run04-110	0.00904231804846682	0.216493188120403	0.000281316561507857	0	0	0.584857131374834	0.0699272595748101	0.000160752320861632	0.119238033999116	0
run04-111	0.168028577807546	0.118731859790132	0	0.000937709310113865	0.0246483590087073	0.677204733199375	0.000357222594329091	0.000223264121455682	0.00986827416834115	0
run04-112	0.141360814292351	0.106601343075559	0	0	0.00299869071250581	0.732947586265152	0	8.44701609156565e-05	0.0132195801833002	0.00278751531021667
run04-113	0.102887648628974	0.132284119665823	0	0	0.00239192983672479	0.741914237182376	0.00783443685651888	6.93312996152113e-05	0.0126182965299685	0
run04-114	0.0632463511720478	0.170550811417684	0	0	0	0.692239648895996	0.000238151940938319	0.000204130235089987	0.0720239512809172	0.00149695505732657
run04-145	0.0788064748426688	0.291931494411221	0	0	0	0.590250164375841	0	0	0.0343467234415605	0.00466514292870785
run04-147	0.122576404863621	0.0756654617154124	0.00139664804469274	0	0	0.50624383831745	0.00303976339139008	0.00221820571804141	0.287627341439369	0.001232336510023
run04-148	0.0457676928265164	0.227441345088404	9.63530375295081e-05	0	0	0.651105651105651	0	0	0.0755889579418991	0
run04-149	0.180121089808274	0.202458490046785	0.00100908173562059	0	0.00738464361067792	0.59301898908357	0.0010549490872397	0	0.0149527566278323	0
run04-150	0.00307043503995265	0.204276413139982	0	7.39863865048831e-05	0.002848475880438	0.761652855874519	0.000332938739271974	0	0.0277448949393312	0
run04-151	0.0832545162205618	0.243071975787383	0	0	0.0395346637661969	0.605031684479334	0	0	0.0291071597465242	0
run04-152	0.010035259018172	0.0391723817273044	0	0	0	0.933124103994731	0	0	0.0176682552597931	0
run04-153	0.14081066409313	0.154713794559382	0.000211110440919235	0	0.000965076301345075	0.679624826587852	0.00129682127993244	0	0.0223777067374389	0
run04-154	0.0684056966230465	0.27310281075772	0	0.000115550163214606	0.000953288846520496	0.641361180922668	0	0	0.0111794782910131	0.00488199439581708
run04-155	0.0215287200361827	0.230619629127092	0	0.000135685210312076	0	0.154862053369516	0.0239710538218001	0	0.317096336499322	0.251786521935776
run04-156	0.107178043631246	0.171569317382125	0	0.00464461646727657	0.00584095707248417	0.593666432090077	0	7.03729767769177e-05	0.117030260380014	0
run04-159	0.0913495543924176	0.138279813269204	0	7.07313622860376e-05	0.00088414202857547	0.750601216579431	0	0	0.018814542368086	0
run04-160	0.0359002330539991	0.212376654931323	0	0	0.000743789358853573	0.745326523528537	0	0	0.00505776764020429	0.000595031487082858
