feature	Actinomyces	Bifidobacterium	Corynebacterium	Rothia	Atopobium	Libanicoccus	Olsenella	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Paraprevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Campylobacter	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalicoccus	Faecalitalea	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lactobacillus	Ligilactobacillus	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Staphylococcus	Christensenellaceae_R.7_group	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Eubacterium._coprostanoligenes_group	Peptococcus	Family_XIII_AD3011_group	Mogibacterium	X.Eubacterium._brachy_group	X.Eubacterium._nodatum_group	Anaerococcus	Finegoldia	Peptoniphilus	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Megamonas	Allisonella	Dialister	Megasphaera	Veillonella	Veillonellaceae	Fusobacterium	TM7x	f__Xanthobacteraceae.g__unassigned	o__Rhodospirillales.f__uncultured.g__uncultured	Sphingobium	Neisseria	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Aggregatibacter	Haemophilus	Pseudomonas	Akkermansia	Alloscardovia	f__Barnesiellaceae.g__uncultured	Dysgonomonas	Muribaculaceae	Porphyromonas	Alloprevotella	Abiotrophia	Lacticaseibacillus	Leuconostoc	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	f__Christensenellaceae.g__unassigned	Anaerofustis	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lactonifactor	Oribacterium	Robinsoniella	X.Eubacterium._fissicatena_group	X.Eubacterium._ruminantium_group	Pseudoflavonifractor	CAG.352	Candidatus_Soleaferrea	Paludicola	X.Clostridium._methylpentosum_group	Family_XIII_UCG.001	Parvimonas	Clostridioides	Anaeroglobus	Citrobacter	o__Enterobacterales.f__unassigned.g__unassigned	Azotobacter
run02-135	13	1143	0	0	0	0	0	0	0	0	182	0	0	0	0	0	4889	0	339	0	0	0	0	0	338	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	124	0	0	431	0	13	23	0	0	6	0	0	0	0	0	0	1498	2866	106	0	390	0	0	36	8	0	34	1045	0	0	0	5	25	24	11	0	125	14	5	128	0	0	0	196	3	545	3	60	14	94	23	0	63	3	0	34	4	4	41	0	4	929	0	84	0	244	705	0	0	9	7	0	330	0	5	0	0	0	0	0	0	68	0	0	0	0	0	0	0	150	0	5	0	1113	0	0	0	3	0	0	0	294	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
run02-136	0	214	0	0	0	0	0	1635	0	97	0	0	0	0	0	0	3851	0	0	0	0	0	0	0	188	0	0	0	0	0	0	0	0	78	0	7	0	8	0	15	4	0	0	2	0	11	8	0	0	0	0	0	0	0	19	749	37	1351	76	746	240	0	0	257	4	0	10	524	88	28	42	2	0	19	0	297	27	0	19	145	21	0	46	308	766	564	15	9	23	52	20	0	53	27	174	21	0	0	29	0	0	1363	0	17	0	1646	1738	2	0	0	0	0	203	0	0	0	0	0	0	2	0	136	0	20	0	0	0	0	0	181	0	7	0	0	0	0	0	0	0	0	189	12	0	39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0
run02-137	5	859	0	4	0	0	0	2214	0	0	0	0	0	0	0	0	2805	457	0	0	0	0	0	0	9	34	0	0	35	0	0	0	0	349	0	35	0	0	0	3	16	0	0	0	0	5	201	7	0	0	3	0	0	0	10	207	105	524	0	971	1074	0	0	69	0	0	0	162	7	13	0	0	52	23	21	1031	0	0	0	137	12	0	0	89	5098	1502	0	48	0	25	0	0	6	0	122	0	0	0	0	0	0	2885	0	95	0	0	156	6	0	0	0	0	0	0	0	0	2	0	0	0	0	271	0	16	0	0	0	0	0	141	0	3	0	0	0	0	0	10	0	0	311	1655	0	0	0	0	26	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
run02-138	4	673	0	0	0	18	6	562	0	0	0	16	0	68	35	23	886	136	3	19	25	99	401	3118	191	67	0	0	33	0	0	756	0	8	0	0	494	0	0	0	0	143	13	0	0	0	130	0	8	2	0	13	80	0	0	2165	77	1939	9	272	387	0	0	104	26	15	0	119	19	19	87	9	25	41	9	337	0	0	45	104	33	80	198	0	321	1467	49	46	6	0	4	55	0	0	186	31	42	0	6	0	0	999	0	16	0	517	710	0	0	0	0	0	193	18	18	0	3	0	0	0	0	9	0	2	0	0	364	0	5	0	0	0	0	0	0	0	116	4	0	0	98	18	2	2	8	0	14	0	131	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
run02-145	22	194	82	0	0	0	0	1460	0	0	0	0	0	116	127	0	2412	9	11	0	0	0	0	138	0	0	0	0	24	0	0	0	0	366	0	0	41	0	0	0	1	0	0	0	0	0	202	4	0	0	21	0	0	0	39	169	83	1017	290	750	2169	0	0	0	0	0	0	33	30	0	0	0	229	0	0	71	0	53	0	133	0	0	0	111	3618	672	0	153	0	194	0	0	0	0	0	0	0	0	0	0	0	2834	97	90	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	6	0	47	16	0	0	0	0	0	0	0	0	161	0	28	0	0	0	55	0	24	97	160	0	0	17	0	540	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-146	0	337	2	0	0	0	0	582	8	28	23	0	3	0	46	0	2420	0	0	0	0	0	0	0	159	75	0	94	93	0	0	0	41	0	0	2	0	9	6	47	2	0	2	2	0	0	67	0	0	0	0	55	159	13	2	1683	46	1385	0	74	264	0	110	73	12	0	0	110	0	7	105	21	15	5	19	73	3	0	83	165	25	77	8	0	565	630	90	19	40	10	18	25	31	26	721	0	113	0	34	9	0	1689	5	49	23	1425	1065	0	28	0	16	9	151	0	12	0	0	0	0	0	0	356	0	73	8	0	122	0	0	0	0	3	0	0	0	0	0	10	0	119	0	206	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	2	138	0	0	4	0	0	2	0	0	0	0	0	0
run02-147	0	46	0	0	0	0	0	1382	0	0	0	10	0	0	0	0	2142	3	0	0	0	210	0	3360	3	87	0	0	0	0	0	893	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	2	0	0	0	0	0	0	0	390	441	2839	206	169	448	0	0	474	72	0	0	573	0	16	0	5	58	53	0	0	0	0	358	265	10	0	197	0	362	779	0	193	18	0	3	0	0	0	9	35	0	0	4	4	0	1769	0	30	0	0	1152	0	0	0	0	0	0	0	0	0	0	0	3	10	2	4	0	0	0	21	0	0	5	60	0	24	0	0	0	0	2	4	0	93	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
run02-148	4	416	0	0	0	0	0	783	0	77	5	0	20	0	0	59	3708	126	117	0	130	0	0	0	182	37	0	11	0	11	9	0	0	267	0	0	0	6	13	12	0	0	0	0	0	0	27	0	2	0	0	100	41	0	0	141	0	1770	139	1026	370	0	0	59	45	0	0	204	14	20	61	20	26	0	17	2073	37	0	7	129	0	0	103	26	837	515	5	151	16	32	43	97	41	6	627	40	93	7	67	0	0	1202	0	86	0	63	352	12	0	4	3	0	7	0	13	0	6	0	0	8	5	18	0	0	0	0	161	0	0	0	0	6	0	4	0	42	60	10	0	14	145	409	0	64	0	0	0	3	2583	0	0	0	0	0	0	0	0	4	0	0	0	0	8	6	0	0	0	0	0	0	10	4	0	0	0	0	0	0	0	19	0
run02-150	0	212	0	5	6	22	0	2605	0	0	171	0	0	0	0	8	5886	715	0	0	0	0	0	161	667	166	0	14	447	0	0	0	0	349	0	0	659	0	0	4	5	3	0	0	0	0	79	4	0	6	2	0	0	0	0	85	9	575	0	240	1050	0	0	124	4	64	5	240	0	0	7	0	324	552	0	432	7	7	0	140	0	0	0	452	3584	324	0	63	14	23	0	0	11	9	31	0	0	0	0	0	0	1350	0	0	16	2	2278	8	0	0	0	0	12	0	37	0	0	0	0	0	2	0	0	0	132	782	0	0	0	251	4	35	589	9	0	0	0	6	0	0	951	3	375	0	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-151	2	370	3	4	0	55	98	1092	15	0	0	15	0	72	63	0	2840	348	51	91	75	213	0	2597	567	397	0	133	52	332	24	0	32	0	21	3	63	7	19	7	0	0	0	0	17	0	803	0	0	0	5	46	94	21	341	705	17	2225	0	298	191	0	0	157	20	27	0	194	186	76	47	5	4	7	27	808	142	0	65	118	53	0	0	0	817	1722	4	39	39	3	0	132	18	36	560	58	239	52	80	0	0	2074	0	43	113	959	860	8	46	6	34	102	199	0	58	4	31	0	0	0	0	343	2	268	0	696	117	384	0	234	188	32	0	0	0	0	234	0	0	37	143	0	0	0	0	0	87	0	49	0	5	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	753	0	0	0	0	0	0	0	0	0	0	0	0
run02-152	0	1632	0	0	0	0	0	0	0	0	332	0	0	0	0	0	1713	0	0	0	0	0	0	0	0	2816	0	0	0	0	0	0	2	0	0	0	0	0	0	0	140	0	0	76	0	0	7	0	0	0	0	0	0	0	84	0	372	4355	0	0	262	0	0	0	0	0	0	892	30	0	0	0	0	0	0	1171	148	0	0	0	0	0	0	1371	0	635	0	6	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	10	0	612	0	0	0	0	846	0	0	0	0	0	0	0	0	0	0	19	301	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
run02-153	0	922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	6473	0	0	0	9	0	0	0	5	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	0	0	0	0	60	0	0	0	41	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	1141	5	278	9108	0	0	0	0	9	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
run02-154	35	30	2	3	0	0	0	1320	0	0	20	0	0	0	107	0	3575	188	277	39	56	0	0	0	116	46	0	87	167	0	75	0	0	0	0	0	667	0	0	0	10	0	0	0	0	0	126	20	0	3	0	0	0	0	881	38	14	1509	0	0	545	0	0	41	0	0	0	282	0	0	0	0	0	0	0	2639	0	6	7	87	0	0	37	310	2966	388	0	99	0	22	12	0	6	0	0	0	0	0	0	0	0	1357	0	84	0	0	1816	0	0	0	0	0	0	0	0	3	0	0	13	46	25	0	4	0	0	571	22	0	0	0	2	159	0	23	0	0	94	21	0	0	512	294	90	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
run02-155	79	1162	0	54	12	0	0	1100	0	0	14	0	0	104	116	0	3776	65	18	0	0	0	0	0	8	28	5	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	1062	83	0	24	0	0	0	0	10	25	330	1126	0	90	3736	0	0	0	0	0	33	326	307	2	12	0	0	0	0	1269	0	0	0	172	0	0	132	526	2905	783	0	0	0	8	0	0	13	0	13	0	0	0	0	0	0	0	0	34	0	0	67	4	0	0	0	0	0	0	0	3	0	0	0	0	0	96	0	4	0	0	197	0	2	4	0	549	0	2194	19	0	0	7	22	0	326	211	0	104	0	0	110	10	0	3	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	19	14	0	0	0	0
run02-156	71	540	6	0	0	0	0	1940	0	0	54	0	0	0	0	0	6279	0	0	0	0	0	0	0	0	771	0	0	0	0	0	0	0	645	0	2	0	0	0	0	201	0	0	0	118	0	371	0	0	74	0	0	0	0	123	19	0	3358	137	110	1433	0	0	0	0	0	39	842	0	224	0	0	0	135	0	6009	38	0	0	334	25	0	122	2472	745	1800	0	9	143	131	0	0	0	82	0	0	74	0	0	0	0	3213	41	164	0	30	1817	0	0	78	0	0	46	0	0	0	0	0	95	0	0	62	0	0	0	0	0	0	0	0	0	3	0	0	0	75	0	353	0	0	0	161	0	0	0	73	158	226	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-157	7	333	0	0	0	0	0	1279	0	22	5	18	24	106	56	60	4381	1552	59	0	566	0	0	1275	1989	897	0	160	323	216	0	0	0	87	0	0	0	12	0	9	2	0	3	0	0	0	54	0	149	0	0	190	66	304	0	174	168	1352	24	915	760	0	0	582	9	31	0	164	22	55	68	60	72	307	21	295	0	0	13	166	62	4	115	0	772	1127	65	65	25	61	72	4	88	10	1906	154	486	7	327	26	0	1451	0	32	52	733	2650	29	38	21	84	25	488	0	163	0	24	14	0	0	0	279	0	35	0	0	684	0	0	71	0	25	0	0	0	0	689	6	0	6	465	0	873	0	0	0	0	0	44	0	75	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	2	2	0	6	0	0	0	0	0	0
run02-158	0	26	13	0	0	0	0	604	0	9	116	0	0	0	44	0	4435	329	99	0	0	0	0	0	171	205	0	0	120	0	0	0	0	215	0	0	1235	2	0	0	13	0	13	6	0	0	4	0	0	0	0	7	0	0	5	16	90	914	0	99	1864	0	0	264	29	0	2	475	66	0	120	27	108	0	6	212	0	2	0	159	7	0	0	258	456	425	5	60	0	48	28	0	0	0	349	11	50	0	18	2	0	995	0	68	0	82	125	28	0	0	0	0	0	0	13	0	0	0	23	20	29	652	0	0	22	54	128	0	0	0	47	27	0	11	0	0	30	18	0	19	601	288	0	0	6	0	25	167	692	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-159	6	198	0	2	0	0	0	129	0	101	0	0	4	0	181	0	2010	764	36	49	0	0	0	0	289	55	0	12	17	0	0	0	0	182	0	0	0	2	0	0	14	0	0	0	0	0	127	0	0	0	0	10	0	5	0	356	135	1722	0	107	204	5	0	0	5	0	0	53	4	11	40	50	30	132	50	478	0	0	86	236	5	0	0	29	671	51	82	20	39	20	20	0	121	20	165	6	41	0	64	2	0	2348	0	2	23	80	25	5	0	0	16	0	39	0	0	0	0	0	0	0	0	2	0	17	0	0	0	0	0	46	0	2	0	0	0	0	0	0	0	2	54	11	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-160	46	5463	4	18	2	0	0	678	30	38	5	0	16	0	14	0	992	257	5	21	19	23	0	34	275	313	0	0	106	227	5	0	0	8	0	0	0	2	21	0	0	2	0	0	0	3	329	5	0	0	8	276	206	64	0	149	313	947	3	477	291	0	0	122	0	0	0	24	0	18	27	2	9	13	7	89	0	0	5	81	20	4	60	0	40	76	5	8	16	7	2	59	31	8	579	10	476	34	69	3	0	339	0	54	36	718	241	0	0	0	86	59	256	14	35	2	0	2	0	0	0	2	0	90	0	0	80	0	0	7	0	4	0	5	0	0	0	12	4	28	0	0	0	0	0	7	69	2	861	0	0	0	0	0	0	0	0	0	0	0	95	3	2	0	0	0	0	6	0	0	0	0	5	0	2	4	0	0	0	0	0
run02-161	9	756	0	4	0	53	11	1094	0	0	0	0	0	114	29	8	1624	143	0	5	29	4	0	1333	101	282	2	0	18	190	8	0	0	184	0	0	1154	0	0	0	3	172	0	0	0	0	439	10	0	10	0	0	17	2	11	202	38	2852	0	231	505	0	0	385	4	65	0	100	0	8	161	20	6	366	6	144	6	0	0	71	0	0	1926	0	478	400	0	41	13	11	14	12	36	0	315	0	33	7	19	9	3	700	36	71	59	16	175	4	10	0	4	2	18	24	14	85	5	2	0	0	0	0	0	15	0	0	256	0	21	0	0	107	0	0	0	0	0	0	0	9	50	261	0	6	74	5	152	7	12	0	0	0	0	0	51	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
run02-162	0	787	0	0	0	0	0	663	0	0	0	6	0	170	141	0	3642	18	2	0	0	99	0	1510	61	52	0	0	10	0	11	0	0	859	0	0	1223	0	0	0	6	0	3	0	0	0	20	4	0	3	0	0	0	0	0	437	152	3110	0	265	648	0	0	274	55	0	0	231	0	3	13	0	18	0	3	843	0	0	93	518	0	0	610	0	386	244	5	79	13	8	0	0	8	3	49	6	3	0	4	0	0	1587	0	69	0	0	1350	2	0	0	0	0	0	0	7	0	0	0	0	0	0	60	0	0	0	32	0	217	0	153	0	6	0	0	0	0	0	0	0	0	369	1741	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-163	7	587	2	0	0	0	0	1761	0	0	0	0	11	0	50	0	4024	0	0	112	0	0	0	1032	100	1237	0	0	128	0	64	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	130	2	0	10	0	0	0	0	0	0	410	1350	0	0	360	0	0	90	0	0	4	573	82	0	93	0	515	38	0	46	63	3	60	80	0	0	167	278	1579	335	15	160	0	75	0	5	0	0	0	0	0	0	37	0	0	2906	0	13	0	0	0	44	0	0	0	0	0	0	0	34	0	0	0	2	0	262	1154	2	0	996	0	0	0	582	50	1269	380	29	0	0	0	8	0	0	645	78	0	174	0	2	87	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0
run02-164	0	2267	0	0	0	0	0	1272	0	0	0	0	0	0	0	0	6096	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	97	0	0	110	0	0	0	4	0	0	0	0	0	1663	0	0	0	0	2	0	0	129	0	74	1320	0	704	556	0	0	168	0	0	0	171	136	23	90	0	0	0	10	907	2	5	0	107	124	0	88	1947	43	1064	127	283	277	54	0	0	0	0	52	0	0	0	44	26	0	923	0	10	0	56	96	10	0	0	0	0	23	0	0	0	0	0	0	0	0	394	0	50	0	0	0	0	0	159	717	37	0	0	0	0	388	3	0	0	291	591	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-165	5	170	7	0	0	0	0	0	0	343	0	0	0	0	0	0	4041	867	0	0	0	0	0	0	89	370	0	702	248	0	0	0	55	0	0	517	0	0	19	0	41	0	0	0	0	0	21	6	0	0	0	0	0	0	0	0	109	3104	0	1234	16	38	0	0	17	0	4	372	0	0	0	0	24	43	0	285	176	183	96	269	81	5	0	59	2783	937	6	130	129	306	13	0	38	61	0	27	0	0	35	0	0	300	0	219	0	0	251	756	0	0	2	0	41	0	0	0	0	0	0	5	0	0	0	72	0	0	0	0	5	216	0	0	0	0	0	0	238	9	0	320	0	0	0	0	0	0	5	2	4749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	37	0	10	0	0	0	0	0	0	0	0	0
run02-166	0	197	0	4	0	0	0	580	0	0	0	0	3	57	88	0	3893	166	0	0	0	82	0	0	222	60	0	0	101	0	0	0	0	452	0	0	0	0	0	60	10	0	27	0	0	0	817	0	0	2	0	0	0	0	11	561	70	1426	180	374	320	0	0	94	0	0	0	83	9	4	67	0	0	19	8	311	0	9	0	87	19	0	0	0	851	188	6	30	0	130	13	0	10	3	602	0	0	0	0	7	0	1130	0	48	0	0	436	0	0	0	8	0	8	0	0	0	0	0	0	0	0	0	0	143	0	0	135	0	21	0	0	20	0	365	0	0	0	7	0	0	256	62	0	0	0	0	76	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
run02-169	13	185	4	0	0	0	6	1430	8	18	17	8	0	192	0	0	3359	147	438	25	49	118	0	0	261	73	2	805	169	0	0	0	0	250	0	0	0	6	0	0	0	0	0	0	0	0	150	7	57	0	0	10	0	0	124	196	79	1636	34	1267	952	0	0	450	24	0	0	239	85	6	67	6	13	178	10	665	0	0	0	162	23	5	212	103	1895	528	32	171	28	26	11	55	46	13	732	5	105	8	115	0	0	2562	0	69	8	594	892	20	26	0	26	0	35	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	15	164	60	27	0	3	0	4	0	12	3	11	199	2020	0	2	0	0	32	10	506	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-170	31	231	3	15	0	7	0	356	0	0	0	0	0	55	15	13	3400	220	43	46	10	0	0	855	237	184	0	0	80	0	12	78	0	0	65	0	0	0	64	0	6	0	2	0	4	0	320	5	14	6	0	258	80	11	310	43	9	1077	25	557	133	0	0	33	69	0	0	14	0	31	0	0	19	94	5	311	0	11	22	198	0	0	0	0	1563	1356	0	37	22	47	5	22	16	22	195	15	105	10	18	0	0	2561	0	56	27	9	496	4	5	0	14	6	44	0	5	0	0	0	0	5	2	0	0	0	0	31	0	0	0	129	0	18	0	9	0	0	75	8	0	0	144	0	0	64	36	31	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-171	7	21	0	7	15	0	0	383	0	0	111	0	0	0	0	0	5145	0	0	0	0	0	6	0	0	220	6	0	92	0	0	0	41	0	0	0	0	4	0	0	51	0	0	0	0	0	1874	70	0	0	3	0	0	0	0	65	409	1164	0	126	1888	0	0	0	3	0	0	695	25	0	3	0	0	0	0	230	0	55	0	248	0	0	0	1492	2352	78	0	15	0	21	0	0	0	0	2	0	0	0	52	0	0	81	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	447	229	0	0	0	28	2028	0	0	0	0	50	0	19	0	1003	1678	0	0	0	0	207	0	0	7	0	0	0	0	0	0	2	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-172	0	199	6	0	0	0	0	437	0	16	2	0	0	76	0	0	3805	86	126	8	88	0	0	0	135	136	0	8	0	0	0	0	9	292	0	5	0	0	0	3	6	0	7	0	0	0	43	2	0	5	0	20	0	0	2	464	114	1437	387	343	376	0	0	36	0	0	0	163	14	7	33	9	74	166	0	359	0	0	0	141	0	0	55	16	165	678	4	49	0	10	8	0	0	6	96	32	0	0	6	0	0	2177	0	21	0	153	965	0	0	0	0	0	24	0	21	0	0	0	0	0	2	0	0	3	0	0	0	0	0	208	0	7	0	0	0	18	24	5	0	8	198	108	0	0	0	0	91	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-174	69	821	0	208	0	0	0	788	0	0	0	0	0	0	0	0	9002	0	0	0	0	0	0	0	78	0	0	0	211	0	0	0	0	0	0	159	0	67	0	0	257	0	2	0	0	15	1937	43	0	0	29	0	0	0	0	161	39	1142	0	168	771	0	0	20	0	0	0	385	23	0	0	0	0	0	0	134	0	0	0	0	0	0	0	2104	5217	95	0	66	96	67	38	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	327	0	0	550	0	0	0	0	959	0	17	0	140	0	314	0	0	0	2650	0	33	0	316	571	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
run02-175	30	1180	9	11	0	0	0	3820	0	11	23	0	0	0	132	0	4476	0	0	0	17	0	792	0	7	0	0	0	91	0	0	0	0	505	0	0	2166	0	0	0	14	0	0	0	0	0	356	7	0	0	0	17	0	0	5	0	140	2120	0	558	237	0	0	374	0	0	10	208	56	0	36	0	124	317	6	16	0	0	0	248	6	0	84	340	1195	526	94	60	47	19	0	26	11	0	56	44	0	0	51	0	0	2030	0	58	0	185	897	0	0	0	0	0	12	0	0	4	2	0	0	0	0	0	0	0	0	582	0	0	0	312	0	450	58	2	0	0	15	0	0	0	570	59	0	0	0	0	29	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1201	0
run02-177	384	0	0	75	0	20	0	1166	0	0	0	9	0	326	142	9	1348	0	0	13	0	58	75	1445	0	27	0	0	28	0	0	31	0	0	0	0	1705	0	0	0	0	33	0	0	0	0	406	46	0	192	0	0	0	0	206	0	0	165	0	727	803	0	0	12	10	86	0	442	0	3	31	3	77	131	2	1759	0	0	0	258	0	0	37	0	1309	3980	0	87	14	52	6	0	0	0	20	4	0	0	0	2	0	2109	0	13	0	0	1686	0	0	0	0	0	0	0	0	106	4	6	0	0	0	0	65	0	0	0	0	0	14	255	38	77	0	64	21	0	0	0	0	0	420	1434	0	0	0	0	33	6	0	0	0	0	0	0	4189	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0
