feature	Actinomyces	Bifidobacterium	Rothia	Cutibacterium	Collinsella	Adlercreutzia	Eggerthella	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Muribaculaceae	Paraprevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Parasediminibacterium	Gastranaerophilales	Bilophila	Desulfovibrio	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalitalea	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Enterococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	f__Christensenellaceae.g__uncultured	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Fusicatenibacter	GCA.900066575	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.003	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	UC5.1.2E3	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Intestinibacter	Romboutsia	Phascolarctobacterium	Dialister	Veillonella	Fusobacterium	Methylobacterium.Methylorubrum	o__Rhodospirillales.f__uncultured.g__uncultured	Methylotenera	Janthinobacterium	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Haemophilus	Pseudomonas	Akkermansia	Prevotella	Tannerellaceae	Holdemanella	Limosilactobacillus	Howardella	CAG.352	Parvimonas	Allisonella	Megasphaera	Veillonellaceae	Burkholderia.Caballeronia.Paraburkholderia	Ralstonia	Actinobacillus
4027.4.lib30	0	0.000525776177081416	0	0	0	0	0.00304950182707222	0	0	0	0.415231735850049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000394332132811062	0.00494229606456531	0.00031546570624885	0.000262888088540708	0	0	0.000289176897394779	0	0.00276032492967744	0	0	0	0	0	0.000499487368227346	0	0.00110412997187097	0	0.00654591340466363	0.127132679618287	0	0.00155103972239018	0.0199269171113857	0.000446909750519204	0.00520518415310602	0.000341754515102921	0.000105155235416283	0.00835984121559452	7.88664265622125e-05	0	0.00155103972239018	0	0	0.00333867872446699	5.25776177081416e-05	0	0.122321827597992	0	0.00896448381923815	0	0	0	0	0.00194537185520124	0	0.000131444044270354	0	0	0.0167985488577513	0.049370383027945	0.019295985698888	0.000499487368227346	0.00628302531612293	0	0.0023397039880123	0	0.000893819501038408	0.000525776177081416	0.000289176897394779	0.000289176897394779	0	0.000131444044270354	0	0	0	0	0	0.119982123609979	0	0.00102526354530876	7.88664265622125e-05	0.000289176897394779	0.000131444044270354	0.00241857041457452	0.000262888088540708	0	0	0	0	0	0	0	0	0	0.000604642603643629	0	0	0.00031546570624885	0.00031546570624885	0	0	0	0	0	0	0.0303372854175977	0.00941139356975735	0	0	0.000736086647913983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4028.2.lib27	0	0.0129678439641539	0	0	0.0152872957301002	0	0.0002460024600246	0	0.000175716042874714	0	0.211772974872606	0	0	0	0.00347917764891935	0	0	0	0.108908803373748	0.00917237743806009	0.00411175540326832	0	0	0.00625549112633983	0	0	0.00165173080302232	0	0	0.000175716042874714	0.012897557547004	0	0	0	0	0	0.000843437005798629	0.000140572834299772	0	0.00101915304867334	0	0.0106483921982077	0.00808293797223687	0.000386575294324372	0.0922860657178	0.00144087155157266	0.00864522930943595	0.0224565102793885	0.000140572834299772	0.00766121946933755	0.000702864171498858	0	0.00530662449481638	0.00101915304867334	0.00639606396063961	0.0002460024600246	0.00263574064312072	0	0.00439290107186786	0.00386575294324372	0.000632577754348972	0.041855561412757	0	0	0.000702864171498858	0	7.02864171498858e-05	0	0.00305745914602003	0.000527148128624143	0.0029520295202952	0	0.00379546652609383	0.00231945176594623	0.047408188367598	0.0532068177824635	0.000878580214373572	0.000738007380073801	0.000667720962923915	0.000105429625724829	0.00231945176594623	0.0019680196801968	0.000140572834299772	0.000140572834299772	0.0154981549815498	0.0034440344403444	0.00305745914602003	0	0.000105429625724829	0	0	0	0.144087155157266	0	0.000738007380073801	0.0014760147601476	0.00130029871727289	0.0475136179933228	0.000175716042874714	0	0	0.000386575294324372	0	0	0.00101915304867334	0	0	0.000351432085749429	0	0.00189773326304692	0.0273414162713056	0	0.0100861008610086	0	0	0	0	0	0	0.000351432085749429	0.00544719732911615	0.00101915304867334	0	0	0.0017220172201722	0.000421718502899315	0.0002460024600246	0	0	0	0	0	0	0	0	0.00340889123176946	0	0	0	0
4028.3.lib30	0	0.0130190195553174	0	0	0.00798285561210822	0	8.92936869363336e-05	0	0	0	0.212643986070185	0	0	0	0.00566121975176355	0	0	0	0.131797481918028	0.0129297258683811	0.00669702652022502	0	0	0.00364318242700241	0	0.0001607286364854	0.00594695954995982	0	0	0.000571479596392535	0.0118582016251451	0	0	0.000482185909456201	0	0	0.000928654344137869	0.000625055808554335	0	0.0012322528797214	0	0.00821501919814269	0.00508974015537102	0.000321457272970801	0.142137690865256	0.000767925707652469	0.0134476292526118	0.0235556746138048	0	0.00651843914635235	0.000857219394588803	0	0.00448254308420395	0.000625055808554335	0.00491115278149835	0.000446468434681668	0.00212518974908474	0	0.00253594070899187	0.00403607464952228	0.000267881060809001	0.0387177426555943	3.57174747745334e-05	0	0.00164300383962854	0	0	0	0.00341101884096794	0.000785784445039736	0.00587552460041075	0	0.00326814894186981	0.00176801500133941	0.029324046789892	0.0464505759442807	0.00132154656665774	0.000464327172068935	0.000732208232877936	0.0001607286364854	0.00551834985266542	0.00146441646575587	0.000375033485132601	0.000517903384230735	0.0279132065362979	0.00728636485400482	0.00498258773104741	0	0.000375033485132601	0	0	7.14349495490669e-05	0.0865434413786945	0	0.00108938298062327	0.000660773283328869	0.00228591838557014	0.0309491918921332	0	0	0	0.000428609697294401	7.14349495490669e-05	0	0.000964371818912403	0	0	0.000553620859005268	0	0.00212518974908474	0.0225913027948924	0	0.0201267970354496	3.57174747745334e-05	0	0	0	0	0	0.000321457272970801	0.00682203768193589	0.00125011161710867	0	0	0.00114295919278507	0.000285739798196268	0.000321457272970801	0	0	0	0	0	0	0.000125011161710867	0	0.00223234217340834	0	0	0	0
4028.4.lib30	0	0.0182128441571227	0	0	0.0106979949463459	0	0.000262527483345913	0	0	0	0.188888524267384	0	0	0	0.0043645194106258	0	0	0	0.152430020017721	0.0132248219735504	0.00597250024611952	0	0	0.00882748662750632	0	9.84478062547173e-05	0.00206740393134906	0.000131263741672956	0	0.000196895612509435	0.00964788501296229	0	6.56318708364782e-05	0.000525054966691825	0	0	0.00147671709382076	0.00141108522298428	0	0.00144390115840252	6.56318708364782e-05	0.0164407836445378	0.00649755521281134	0.000328159354182391	0.0662553736094247	0.000820398385455977	0.00823679978997801	0.0229055229219309	0	0.00754766514619499	0.000426607160437108	0.000131263741672956	0.00439733534604404	0.00177206051258491	0.00515210186066354	0.000787582450037738	0.00265809076887737	0	0.00351130508975158	0.00282217044596856	0.000820398385455977	0.0511600433170348	0	0	0.000886030256292456	0	9.84478062547173e-05	0	0.00295343418764152	0.000853214320874217	0.00242837922094969	0.000131263741672956	0.0022642995438585	0.00164079677091195	0.0330456469661668	0.0502740130607423	0.00160798083549372	0.000557870902110065	0.00036097528960063	0.000295343418764152	0.00249401109178617	0.00160798083549372	0.000459423095855347	0.00036097528960063	0.0284186000721951	0.00406917599186165	0.00423325566895284	0.000164079677091195	0.000229711547927674	0	0	0.000131263741672956	0.117907655957733	0	0.00105010993338365	0.0013454533521478	0.00232993141469498	0.041315262691563	0	0	0	0.00147671709382076	0	0	0.00147671709382076	0	0	0.000492239031273586	0	0.00265809076887737	0.0239556328553145	0	0.0273356742033932	0	0	0	0	0	0	0.000689134643783021	0.00764611295244971	0.00180487644800315	0	0	0.00157516490007548	3.28159354182391e-05	0.000328159354182391	0	0	0	0	0	0	0	0	0.00433170347520756	0	0	0	0
4029.2.lib29	0.00016677228911644	0	0.000100063373469864	0	0.00016677228911644	0	0	0	0	0	0.00563690337213569	0	0	0	0	0	0	0	0	0.000266835662586305	0	0	0	0.000200126746939729	0	0	0	0	0	0	0	0	0.000233481204763017	0.00373569927620827	0.00016677228911644	0	0	0	0	0	0	0	0	6.67089156465762e-05	0.00206797638504386	0	0	0	0	0	0	0.000266835662586305	0.0014008872285781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0061705746973083	0.000466962409526033	0	0	0	0	0	0	0	0	0	0	0.000133417831293152	0	0	0	0	0	0	0.00320202795103566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00016677228911644	0	6.67089156465762e-05	0	0	0.000133417831293152	0	0.000600380240819186	0.951902871818819	0	0.0209465995130249	0.00173443180681098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4029.3.lib29	0.000596362190637114	0.000695755889076633	0.00114302753205447	0.000546665341417354	0	0	0	0	0	0	0.0125236060033794	0	0	0	0	0	0	0	0	0	0	0.00109333068283471	0	0	0	0	0	0	0	0	0	0	0.00124242123049399	0.0149090547659278	0.000198787396879038	0.000695755889076633	0	0	0	0	0	0	0	0.000149090547659278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0501441208627373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000248484246098797	0	0	0	0	0.000695755889076633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000993936984395189	0	0.000546665341417354	0	0.00104363383361495	9.93936984395189e-05	0	0	0.899413577179207	0	0.00983997614551237	0.00223635821488918	0.000596362190637114	0	0	0	0	0	0	0	0	0	0	0	0.000347877944538316	0	0
4029.4.lib29	0.000485554746297645	0	0	0	0	0	0	0	0	0	0.00659545197054301	0	0	0	0	0	0	0	0	0	0	0.000222545925386421	0	0	0	0	0	0	0	0	0	0	0.00157805292546735	0.0182689973294489	0.000485554746297645	0.00145666423889294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307315691510885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000809257910496075	0	4.04628955248038e-05	0	0	0	0	0	0.926944242129967	0	0.00825443068705997	0.00358096625394513	0.000546249089584851	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4030.2.rerun.lib32	0	0.000608674941117316	0.00044989017386932	0	0	0	0.00367851377457856	0	0	0	0.24831291184799	0	0	0	0	0	0	0	0	0.0640431894566914	0	0.000291105406621325	0	0	0	0	0	0.000688067324741313	0	0	0	0	0.0103210098711197	0.00285812581046392	0	0	0	0	0	0.00251409214809326	0	0.0132849921930823	0	0.00129674226585863	0.0354354672241776	0	0.00526636144705851	0.0148728398655622	0	0.0154285865509302	0	0	0.0156138354460529	0.00235530738084526	0	0.000291105406621325	0	0	0.00463122237806653	0.00044989017386932	0	0.317701855135364	0.0111413978352343	0.000476354301743986	0	0	0.0010056368592373	0	0	0	0	0	0	0.011644216264853	0.0478736073252706	0.0388493397200095	0	0.000211713022997327	0.00222298674147193	0.00288458993833858	0	0	0.00412840394844788	0.00264641278746659	0.000211713022997327	0	0	0	0	0	0	0	0.056077486966417	0	0.0011644216264853	0.000396961918119988	0.000423426045994654	0.0350649694339323	0	0	0	0.000846852091989308	0	0	0.00172016831185328	0	0.00280519755471458	0	0.00156138354460529	0.00243469976446926	0	0	0.00476354301743986	0.00174663243972795	0.000132320639373329	0	0	0	0	0	0.00299044644983725	0	0	0	0.0035726572630799	0.000423426045994654	0	0	0	0	0	0	0	0	0	0	0	0.000185248895122661	0	0
4030.3.rerun.lib32	0.000102808734630094	0.00125426656248715	0	0	0	0	0.00252909487190032	0	0	0	0.302381050294033	0	0	0	0	0	0	0	0	0.066620060040301	0	0	0	0	0	0.000226179216186207	0	0.00133651355019122	0	0	0.000555167167002509	0.000514043673150471	0.0282724020232759	0.00694987046099437	0	0	0	0	0	0.00242628613727022	0	0.00914997738207838	0	0.00220010692108402	0.0403010239749969	0	0.0126865978533536	0.0108360406300119	6.16852407780565e-05	0.0124809803840934	0	0.000719661142410659	0.0149689517621417	0.00154213101945141	0.000143932228482132	0.000267302710038245	0	0	0.00900604515359625	0.000123370481556113	0	0.170724184726734	0.00779290208496114	0.000370111444668339	0	0	0.00123370481556113	4.11234938520377e-05	0	0	0	0	0.000555167167002509	0.00970514454908089	0.0541802031500596	0.0378747378377267	0	0.000287864456964264	0.00604515359624954	0.00322819426738496	0.000678537648558622	0	0.00470864004605831	0.00450302257679812	0.000945840358596866	0	0	0	0.000678537648558622	0	0	0.000123370481556113	0.0821853024632973	0	0.00201505119874985	0.00154213101945141	6.16852407780565e-05	0.0289920631656866	0	0	0	0.000760784636262697	0	0	0.00386560842209154	0	0.0114528930377925	0	0.00172718674178558	0.00793683431344327	0.000945840358596866	0	0.0139819879096928	0.00154213101945141	0	0	0	0	0	0	0.00731998190566271	0	0	0	0.00427684336061192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.16852407780565e-05
4030.4.lib30	0	0.00110275824042819	0	0	0	0	0.00121034441022607	0	0	0	0.234927850024879	0	0	0	0	0	0	0	0	0.0943261743702847	0	0	0	0	0	0.000376551594292554	0	0.00173482698799069	0	0	0.000645517018787235	0.000255517153269947	0.0167162011323444	0.00364448150190293	0	0.000121034441022607	0	0	0	0.00260896461759841	0	0.0124262026116543	0	0.000753103188585107	0.0472572250837155	0	0.0120093062036875	0.0177248214741995	0	0.0205624067026184	0	0.00134482712247341	0.0230503368791942	0.00400758482497075	0.000282413695719415	0.000188275797146277	0	0	0.0115655132532713	0.000739654917360373	0	0.197447518121545	0.00905068653424602	0.000161379254696809	0	0	0.00155999946206915	0	0	0	0	0	0.000887585900832448	0.0139324089888245	0.0690568727390094	0.0492879140386503	0	0.00108930996920346	0.00823034198953724	0.00502965343805054	0.000349655051843086	0	0.00817654890463831	0.00641482537419815	0.000618620476337767	0	0	0	0.00150620637717021	0	0	0	0.050619292889899	0	0.00161379254696809	0.00112965478287766	0.000295861966944149	0.0173617181511317	0	0	0	0.00086068935838298	0	0	0.0018962062426875	0	0.0092793071450665	0	0.00137172366492287	0.00595758415255719	0.000282413695719415	0	0.0130313748167673	0.00107586169797872	0.000147930983472075	4.03448136742022e-05	0	0	0	0	0.00813620409096411	0	0	0	0.00414206753721809	0	0	0	0	0	0	0	0	0	0	0	0	0	6.72413561236703e-05	0.000309310238168883
4031.2.lib29	9.59877135726627e-05	0	9.59877135726627e-05	0	0.0149260894605491	0	0.000671913995008639	0	0	0	0.177097331541563	0.0286523325014398	0	0.00283163755039355	0	0	0	0	0.071846803609138	0.0055192935304281	0	0.000143981570358994	0	0	0	0	0.00393549625647917	0	0.000287963140717988	0.000239969283931657	0.00182376655788059	0.000191975427145325	0	0.00547129967364177	0	0	0.0217892109809944	0	0.00537531196006911	0.00777500479938568	0	0	0.0363793434440392	0	0.104674601650989	0.00537531196006911	0.0142061816087541	0.0172777884430793	0.000863889422153964	0.0217412171242081	0.00287963140717988	0.00100787099251296	0.00863889422153964	0.00479938567863313	0	0.00100787099251296	0.00523133038971012	0.000575926281435976	0.00364753311576118	0.000335956997504319	0.00124784027644462	0.0225091188327894	0.000431944711076982	0.00393549625647917	0	0	0.0114705317719332	0	0	0	0.000671913995008639	0	0.0123824150508735	0.000671913995008639	0.0162699174505663	0.0295642157803801	0.00604722595507775	0.040266845843732	0.00139182184680361	0.00119984641965828	0.00835093108082166	0.00071990785179497	0.00249568055288923	0.00273564983682089	0.0251487809560376	0.000767901708581302	0.00220771741217124	0.000335956997504319	0.000527932424649645	0	9.59877135726627e-05	0	0.142445766941831	0.00134382799001728	0.00278364369360722	0.0032155884046842	0.00527932424649645	0.0301401420618161	0.000623920138222308	0.00220771741217124	0.000383950854290651	0.00359953925897485	0.000191975427145325	0	0.000575926281435976	0	0.000527932424649645	0.000239969283931657	0.00105586484929929	0	9.59877135726627e-05	0	0	0.00115185256287195	9.59877135726627e-05	9.59877135726627e-05	0	0.000143981570358994	0	0.0279804185064312	0	0.00129583413323095	0	0	0.00201574198502592	0	0	0	0	0.000335956997504319	0	0	0	0.0032155884046842	0	0	0	0	9.59877135726627e-05	0
4031.3.lib29	0	0.000400391493905152	0	0	0.0018240056944568	0	0.000934246819112021	0	0	0	0.37334282409467	0.0238900258030074	0	0.00524957736453421	0	0	0	0	0.0459115579677907	0.00440430643295667	0	0	0	0	0	0	0.00209093335706024	0	0	0	0.000622831212741347	0.000177951775068956	0	0.00338108372631017	0	0	0.0149034611620251	0	0.00106771065041374	0.00471572203932734	0	0	0.0346561081946792	0	0.0593024290417297	0.00137912625678441	0.0107660823916719	0.00814129370940475	0.00382596316398256	0.0111219859418098	0.00502713764569802	0.00164605391938785	0.0117893050983184	0.0069401192276893	0	0.000444879437672391	0.0038704511077498	0.000711807100275825	0.00965388379749088	0.000578343268974108	0.000622831212741347	0.0399056855592135	0.000177951775068956	0.00262478868226711	0	0	0.00538304119583593	0	0	0	0	0	0.00858617314707714	0.000533855325206869	0.0158377079811371	0.0318088797935759	0.00195746952575852	0.0186404484384732	0.00155707803185337	0.000934246819112021	0.0121896965922235	0	0.00213542130082748	0.00186849363822404	0.0167719548002491	0.000889758875344782	0.00173502980692232	0.000444879437672391	0.000578343268974108	0	0	0	0.0955156152682623	0.00120117448171546	0.00142361420055165	0.00151259008808613	0.00298069223240502	0.0524067977578076	0.00200195746952576	0.00293620428863778	0	0.00516060147699973	0.000533855325206869	0.00129015036924993	0.000444879437672391	0	0.00115668653794822	0.000311415606370674	0.00133463831301717	0	0	0	0	0.000800782987810303	0	0.00048936738143963	0	0.000266927662603434	0.000177951775068956	0.00845270931577542	0	0.000133463831301717	0	0	0.000578343268974108	0.000533855325206869	0	0	0	0	0	0	0	0.000400391493905152	0	0	0	0	0	0
4031.4.lib29	0	0	0	0	0.00297009833433674	0	0.000401364639775236	0	0	0	0.285009030704395	0.0252859723058399	0	0.00598033313265101	0	0	0	0	0.0559100943206903	0.00321091711820189	0	0.000280955247842665	0	0	0	0.000200682319887618	0.00180614087898856	0	0.000240818783865141	0	0.000602046959662854	8.02729279550472e-05	0	0.00461569335741521	0	0	0.0168171784065824	0	0.00100341159943809	0.00337146297411198	0	0	0.052739313666466	0	0.0756973710616095	0.00212723259080875	0.0113184828416616	0.018703592213526	0.00260887015853903	0.0114388922335942	0.00517760385310054	0.000842865743527995	0.00959261489062814	0.00682319887617901	0	0	0.00405378286172988	0.000120409391932571	0.00618101545253863	0.000361228175797712	0.00244832430262894	0.0440698374473209	0.000361228175797712	0.00429460164559502	0	0	0.00878988561107766	0	0	0	0.000361228175797712	0	0.0133253060405378	0.000642183423640377	0.020389323700582	0.0286574352799518	0.00112382099137066	0.0206702789484246	0.00148504916716837	0.000802729279550472	0.0112783463776841	0.000441501103752759	0.00180614087898856	0.00144491270319085	0.0190648203893237	0.000883002207505519	0.000602046959662854	0.000321091711820189	0.000682319887617901	0	0	0	0.100260887015854	0.000842865743527995	0.00236805137467389	0.00244832430262894	0.00441501103752759	0.0657836644591611	0.00148504916716837	0.00264900662251656	0	0.00602046959662854	0.000160545855910094	8.02729279550472e-05	0.000240818783865141	0	0.000200682319887618	0.000481637567730283	0.000521774031707807	0	0	0	0	0.00104354806341561	0.000361228175797712	0	0	0.000401364639775236	0.000120409391932571	0.00814770218743729	0	0.000802729279550472	0	0	0.00104354806341561	8.02729279550472e-05	0	0	0	0	0	0	0	0.000521774031707807	0	0	0	0	0	0
4032.2.lib29	0.000174064403829417	0.00783289817232376	0	0	0	0	0.000452567449956484	0	0	0	0.284212358572672	0	0	0	0	0	0	0	0	0.00779808529155788	0.0591818973020017	6.96257615317667e-05	0	0	0	0	0.00118363794604003	0	0	0.0010443864229765	0.0014621409921671	0	0	0.0169886858137511	0	0	0.0122541340295909	0	0	0	0	0.00476936466492602	0.00567449956483899	0.0022976501305483	0.0797214969538729	0.0276762402088773	0.0162228024369017	0.0127415143603133	0.00010443864229765	0.00724107919930374	0.0010443864229765	0.000348128807658834	0.00536118363794604	0.00243690165361184	0.000939947780678851	0.00410791993037424	0.0010443864229765	0	0.00473455178416014	0.00010443864229765	0.000939947780678851	0.0192863359442994	0.000557006092254134	0	0.000939947780678851	6.96257615317667e-05	0	0.0002088772845953	0.00595300261096606	0	0.000348128807658834	0.00031331592689295	0.00184508268059182	0	0.0114186248912097	0.0761705831157528	0.00194952132288947	0.00762402088772846	0.0014621409921671	0	0.00128807658833768	0.0101305483028721	0.000661444734551784	0	0.0116971279373368	0.00257615317667537	0.00570931244560487	0	0.000452567449956484	0	0	6.96257615317667e-05	0.158955613577024	0	0.00369016536118364	0.00031331592689295	0.0155961705831158	0.0613402959094865	0.00010443864229765	0	0.00010443864229765	0.000870322019147084	0	0	0.00174064403829417	0	0	0.000452567449956484	0	0.00431679721496954	0.00010443864229765	0	0.00992167101827676	0.00215839860748477	0	0.000174064403829417	0	6.96257615317667e-05	0	0	0	0	0	0.00845953002610966	0.000731070496083551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4034.2.lib29	0	0.000468845234188194	0	0	0.00834544516854986	0.000797036898119931	0	0	0	0	0.173707159266726	0.00257864878803507	0	0	0	0	0	0	0	0	0.00365699282666792	0	0	0	0	0	0.000187538093675278	0	0	0	0	9.37690468376389e-05	0.000328191663931736	0.000797036898119931	0	0	0	0	0	0	0	9.37690468376389e-05	0.0230203009986403	0.00792348445778049	0.106193445543626	0.0461812555675372	0.00918936659008861	0.0244268367012049	0	0.00750152374701111	0.00290684045196681	0	0.0139247034553894	0.0110647475268414	0.00271930235829153	0.000375076187350556	0	0	0.00342257020957382	0.000468845234188194	0.000375076187350556	0.028833981902574	0	0	0	0	0.00210980355384687	0	0.00773594636410521	0	0	0	0.00745463922359229	0.00126588213230813	0.0245674902714614	0.0361948520793286	0	0.00440714520136903	0.00112522856205167	0.00187538093675278	0	0	0.000140653570256458	0	9.37690468376389e-05	0.000703267851282292	0.000140653570256458	0	0.000562614281025833	0	0	0	0.21881007079563	0	0.00154718927282104	0	0	0.0760466969853251	0	0	0	0.000328191663931736	0	0	0	0	0	0	0	0.0155656617750481	0.000375076187350556	0.0614656102020723	0.000515729757607014	0	0	0	0	0	0	0	0.00131276665572694	0	0.0098926344413709	0.0446809508181349	0.000140653570256458	0	0	0	0	0	0	0	0	0	0	0.00135965117914576	0	0	0	0
4034.3.lib29	0	0.000427663734115347	0	0	0.00433773216031281	0.000672043010752688	0	0	0	0	0.22977761485826	0.00195503421309873	0	0	0	0	0	0	0	0	0.00403225806451613	0.000244379276637341	0	0	0	0	0.000366568914956012	0	0.000122189638318671	0	0	0	0.000366568914956012	0.00232160312805474	0.000122189638318671	0	0	0	0	0	0	0	0.0271871945259042	0.00452101661779081	0.127443792766373	0.0383675464320626	0.011852394916911	0.0252932551319648	0	0.00720918866080156	0.00372678396871945	0	0.0138685239491691	0.00513196480938416	0.00268817204301075	0	0	0	0.00336021505376344	0.000855327468230694	0.00140518084066471	0.0277370478983382	0	0	0	0	0.00146627565982405	0	0.00610948191593353	0	0	0	0.00733137829912024	0.00116080156402737	0.0185728250244379	0.0367790811339198	0	0.00378787878787879	0.000916422287390029	0.000672043010752688	0	0	0.000305474095796676	0	0	0.00171065493646139	0.000549853372434018	0	0.000305474095796676	0	0	0	0.185972629521017	0	0.00250488758553275	0	0	0.0895650048875855	0	0	0	0.000427663734115347	0	0	0.000305474095796676	0	0	0	0	0.0120967741935484	0.000610948191593353	0.0338465298142717	0	0.000183284457478006	0	0	0	0	6.10948191593353e-05	0	0.0010386119257087	0.000122189638318671	0.011119257086999	0.0341520039100684	0	0	0.00232160312805474	0	0	0	0	0	0	0	0	0.000610948191593353	0	0	0	0
4034.4.lib29	0	0.000190304010657025	0	0	0.00318759217850516	0.000808792045292355	0	0	0	0	0.356820019981921	0.00903944050620867	0	0	0	0	0	0	0	0	0.0107521766021219	0.000380608021314049	0	0	0	0	0.000237880013321281	0	0	0	0	0	0.000142728007992768	0.00142728007992768	0	0	0	0	0	0	0	0	0.0234549693134783	0.00280698415719111	0.0663685237166373	0.0271658975212903	0.00827822446358057	0.0278319615585898	0	0.00670821637566012	0.0027118321518626	0.000190304010657025	0.0138446167752985	0.00418668823445454	0.00204576811456301	0.000237880013321281	0	0	0.00290213616251962	0.000380608021314049	0.000570912031971074	0.0270707455159617	0	0	0	0	0.0011894000666064	0	0.00266425614919834	0	0	0	0.00532851229839669	0.000808792045292355	0.00999096055949379	0.0280698415719111	0	0.00394880822113326	0.00190304010657025	0.00337789618916219	0	0	0.000333032018649793	0	0	0.00176031209857748	0	0	0	0	0	0	0.172843617679243	0	0.00337789618916219	0	0	0.088776820971502	0	0.000333032018649793	0	0.000856368047956611	0	0	0.000285456015985537	0	0	0	0	0.00880156049288739	0.000380608021314049	0.0307816737237737	9.51520053285123e-05	9.51520053285123e-05	0	0	0	0	0	0	0.00180788810124173	0	0.00666064037299586	0.0241686093534421	0.000333032018649793	9.51520053285123e-05	0	0	0	0	0	0	0	0	0	0.0011894000666064	0	0	0	0
4035.2.lib27	0	0.013382646357487	0	0	0	0	0.000535305854299479	0	0	0	0.204438172173828	0.0249160543092121	0	0.0109007737602803	0	0	0	0	0	0.00335782763151492	0.0117767287945885	0	0	0.00880821451165507	0	0.00107061170859896	0.0002433208428634	0	0	0	0	0	0	0.00029198501143608	0	0	0	0	0	0	0	0	0.00034064918000876	0.00175191006861648	0.0809285123363667	0	0	0.00472042435154995	0.0002433208428634	0.00350382013723296	0.000681298360017519	0.000486641685726799	0.00506107353155871	0.00014599250571804	0	0	0	0	0.0211202491605431	0.00038931334858144	0	0.152075526789625	0.00111927587717164	0	0	0	0.000437977517154119	0	0.00379580514866904	0	0	0	0	0.00150858922575308	0.00812691615163755	0.00618034940873035	0	9.73283371453599e-05	0.000827290865735559	0.00374714098009636	0.000681298360017519	0	0.00204389508005256	0.00029198501143608	0	0	0	0	0	0.00019465667429072	0	0	0.39203854202151	0	0.000778626697162879	0	0.00141126088860772	0	0	0	0	0	0	0	0.00486641685726799	0	0	0	0	0.00116794004574432	0	0	0.00978149788310867	0.00107061170859896	0	0	0	0	0	0.00413645432867779	0	0.00442843934011387	0	0	9.73283371453599e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
