feature	Actinobacteriota	Bacteroidota	Cyanobacteria	Desulfobacterota	Firmicutes	Fusobacteriota	Proteobacteria	Verrucomicrobiota
P326CA1R.lib21	748	4056	49	13	14520	0	855	4
P326SI1R.lib21	2252	8306	36	60	21262	0	2353	15
P329CA1R.lib21	119	6631	0	5	16183	0	1540	48
P329SI1R.lib21	156	6263	0	2	17683	2	658	141
P333CA1R.lib21	250	3548	43	15	21261	28	394	6
P333SI1R.lib21	1076	11677	136	149	36773	16	910	0
P334CA1R.lib21	934	3099	0	60	19316	0	1096	0
P334SI1R.lib21	1099	3600	0	49	17286	0	1386	0
P336CA1R.lib21	519	3263	0	29	11452	51	788	0
P336SI1R.lib20	558	2240	0	21	7076	5	619	0
