feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Libanicoccus	Olsenella	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	f__Prevotellaceae.g__uncultured	Alistipes	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Faecalitalea	Holdemanella	Holdemania	Merdibacter	Solobacterium	Turicibacter	X.Clostridium._innocuum_group	Granulicatella	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Anaerofustis	Defluviitaleaceae_UCG.011	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Oribacterium	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerofilum	Anaerotruncus	CAG.352	Candidatus_Soleaferrea	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Megamonas	Mitsuokella	Allisonella	Dialister	Megasphaera	Veillonella	Fusobacterium	TM7x	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Actinobacillus	Haemophilus	Victivallis	Akkermansia	Alloscardovia	Corynebacterium	Dysgonomonas	Porphyromonas	Campylobacter	f__Erysipelotrichaceae.g__unassigned	Abiotrophia	Enterococcus	Lacticaseibacillus	Lactobacillus	Leuconostoc	Ligilactobacillus	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	Staphylococcus	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lactonifactor	Robinsoniella	DTU089	X.Eubacterium._nodatum_group	Anaerococcus	Peptoniphilus	Clostridioides	Anaeroglobus	Veillonellaceae	Sphingobium	Citrobacter	Klebsiella	f__Enterobacteriaceae.g__unassigned	o__Enterobacterales.f__unassigned.g__unassigned	Azotobacter	Pseudomonas
run06-124	0	0.0631464798131465	0	0	0	0	0.0388722055388722	0	0.00183516850183517	0.00809142475809142	0	0	0	0	0.00108441775108442	0.149983316649983	0.0172672672672673	0	0	0	0	0	0	0	0	0	0	0	0	0.0154320987654321	0.00241908575241909	0	0	0	0	0	0	0	0.00241908575241909	0	0	0	0	0	0	0	0.00141808475141808	0	0	0.00467133800467134	0	0	0	0	0	0.0005005005005005	0	0	0.0543043043043043	0	0	0	0.0192692692692693	0.2837003670337	0	0.00241908575241909	0.0532198865532199	0	0	0.0227727727727728	0.000667334000667334	0	0.0005005005005005	0.00817484150817484	0	0	0.00608942275608942	0.0246079412746079	0.00700700700700701	0.000583917250583917	0.00125125125125125	0	0.00875875875875876	0.0015015015015015	0	0	0.00934267600934268	0.00025025025025025	0.0186019352686019	0	0	0	0	0.00617283950617284	0.0259426092759426	0.0158491825158492	0.002002002002002	0.00133466800133467	0	0.00208541875208542	0.00333667000333667	0.000166833500166834	0.000417083750417084	0	0.004004004004004	0	0.0121788455121788	0	0	0	0	0	0.0005005005005005	0	0	0.0442108775442109	0.00258591925258592	0.0144310977644311	0.002002002002002	0	0.00208541875208542	0	0.00191858525191859	0	0	0.000667334000667334	0	0	0.00225225225225225	0	0	0.000583917250583917	0	0	0	0	0.00342008675342009	0	0	0	0	0	0	0	0	0.00375375375375375	0	0.0005005005005005	0	0	0	0	0.00517183850517184	0.00191858525191859	0	0	0	0	0	0	0	0	0	0	0	0.00175175175175175	0	0	0	0	0	0	0	0	0	0	0	0.000166833500166834	0	0	0	0	0	0	0	0	0	0.00575575575575576	0.0025025025025025	0	0.000166833500166834
run06-125	0	0.15887705109262	0	0	0	0	0	0	0	0.00746558830391166	0	0	0	0	0	0.193716463177541	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155533089664826	0.00349949451745859	0	0	0	0	0	0	0	0.0269072245120149	0	0	0	0	0	0	0	0.00101096508282137	0	0	0.0011664981724862	0.000155533089664826	0	0	0	0	0	0	0	0	0	0	0.00762112139357648	0.0888871607434482	0.168286803017342	0	0.017886305311455	0	0	0	0.00256629597946963	0	0.000933198537988957	0.00567695777276616	0.0276848899603391	0	0	0	0	0.00272182906913446	0	0	0	0.0100318842833813	0	0.000155533089664826	0	0.0029551287036317	0.000155533089664826	0.0102651839178785	0	0	0	0	0.0590248075278015	0.0454934287269617	0.0147756435181585	0	0.00279959561396687	0	0	0.000544365813826892	0.000544365813826892	0	0.00264406252430205	0	0	0.000544365813826892	0	0	0	0	0	0	0	0	0.100163309744148	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000233299634497239	0	0	0	0.000855431993156544	0	0.000311066179329652	0.00209969671047515	0.000233299634497239	0	0	0.0101096508282137	0	0	0	0	0.00528812504860409	0	0	0	0	0	0	0.0017886305311455	0.00839878684190061	0	0	0	0	0	0	0	0	0	0	0	0.000466599268994479	0	0	0	0.000233299634497239	0	0	0	0	0	0	0	0	0	0.00256629597946963	0	0	0	0.000544365813826892	0	0	0.000155533089664826	0	0	0	0
run06-126	0.00861546745641785	0.0245002355791883	0.00787507572188194	0	0	0	0.00484620044423504	0	0.000403850037019587	0	0	0	0	0.00565390051827421	0	0.0539812882816181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137309012586659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00242310022211752	0	0.000201925018509793	0.0385676785353705	0.00639429225281012	0	0.0051154338022481	0	0	0	0	0	0.000336541697516322	0	0	0	0	0.134414753988019	0	0	0.0259810190482601	0.00060577505552938	0	0	0	0	0	0.00639429225281012	0	0	0	0	0	0.00767315070337215	0.000471158376522851	0	0	0.000875008413542438	0	0	0	0	0	0	0	0	0	0.0157501514437639	0.281550784142155	0.00141347512956855	0	0.00121155011105876	0	0.0296829777209396	0.0340580197886518	0	0	0.000134616679006529	0	0	0.000875008413542438	0.000201925018509793	0	0	0	0	0	0	0	0.0329810863565996	0	0	0	0	0	0.0300195194184559	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127885845056202	0	0.000942316753045702	0	0	0	0	0	0	0.00107693343205223	0.000538466716026116	0	0.00821161741939826	0.000673083395032645	0.000403850037019587	0	0	0.00518274214175136	0.197011509726055	0	0.0018846335060914	0	0	0	0.000201925018509793	0	0.000673083395032645	0	0	0.00269233358013058	0	0.00127885845056202	0	0	0	0.000471158376522851	0.000336541697516322	0	0	0	0	0	0	0	0	0	0	0	0.000201925018509793	0	0	0	0	0	0	0
run06-128	0.00137931034482759	0.000517241379310345	0.000948275862068966	0	0	0	0.0275	0.00224137931034483	0.00120689655172414	0	0	0	0	0.0152586206896552	0	0.23448275862069	0.000172413793103448	0.000344827586206897	0	0.000689655172413793	0.00387931034482759	0.000172413793103448	0	0	0.00370689655172414	0.00387931034482759	0.000775862068965517	0	0.000258620689655172	0.00181034482758621	0.0296551724137931	0	0	0	0	0	0.00120689655172414	0	0.000689655172413793	0.00112068965517241	0	0.000603448275862069	0	0	0	0	0	0	0	0.00586206896551724	0.000172413793103448	0	0.000344827586206897	0	0.000862068965517241	0.000258620689655172	0.000689655172413793	0	0.000689655172413793	0.000172413793103448	0	0	0.00163793103448276	0.0285344827586207	0	0.0281034482758621	0.00362068965517241	0	0	0.020948275862069	0	0.000689655172413793	0	0.0472413793103448	0.00129310344827586	0.0025	0.00155172413793103	0.000344827586206897	0.00844827586206896	0.00353448275862069	0.00206896551724138	0.000172413793103448	0.00905172413793104	0	0	0	0.00224137931034483	0	0.00413793103448276	0.000172413793103448	0	0	0.00844827586206896	0	0.00267241379310345	0.146551724137931	0.000862068965517241	0.0025	0	0.00379310344827586	0.00379310344827586	0.00974137931034483	0	0.00120689655172414	0	0	0.00482758620689655	0.00206896551724138	0.00267241379310345	0.00137931034482759	0	0	0	0	0	0.0567241379310345	0.000689655172413793	0.00120689655172414	0.00146551724137931	0	0	0.0129310344827586	0.000344827586206897	0.000172413793103448	0	0.000431034482758621	0	0.000517241379310345	0.00137931034482759	0.00103448275862069	0	0.000603448275862069	0.000517241379310345	0.000431034482758621	0.000258620689655172	0	0	0	0.000172413793103448	0	0	0.00206896551724138	0	0	0	0	0	0.00120689655172414	0	0.000431034482758621	0.00172413793103448	0.0123275862068966	0.016551724137931	0.185689655172414	0	0.00181034482758621	0	0.000431034482758621	0.000517241379310345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-129	0.0118053989021731	0.00969997744191293	0.0129333032558839	0.00135348522445297	0.00293255131964809	0.000526355365065042	0.0620347394540943	0	0	0	0.000526355365065042	0	0.0092488157004286	0.00586510263929619	0.0036844875554553	0.0439882697947214	0.000375968117903602	0.000375968117903602	0.000225580870742161	0.000375968117903602	0.00142867884803369	0.000526355365065042	0	0.00165425971877585	0	0.00308293856680953	0.00345890668471314	0	0	0.0109782690427852	0.00488758553274682	0	0	0	0.00473719828558538	0	0	0	0.00142867884803369	0	0	0.0255658320174449	0	0	0.00120309797729153	0.000225580870742161	0	0.008872847582525	0.000300774494322881	0.0770734641702384	0.00661703887510339	0.000225580870742161	0.0141364012331754	0	0.0109030754192045	0.00706820061658771	0.00391006842619746	0	0.000902323482968644	0	0	0	0.000977517106549365	0.0399278141213625	0.00428603654410106	0.020979020979021	0.024212346792992	0	0	0.0040604556733589	0.000827129859387924	0.00353410030829386	0	0.0036844875554553	0.000225580870742161	0.00165425971877585	0.00105271073013008	0.00654184525152267	0.00150387247161441	0.00511316640348898	0.00187984058951801	0.000977517106549365	0.0149635310925634	0	0	0	0.00248138957816377	0	0.00398526204977818	0.00240619595458305	0.000751936235807204	0	0.00323332581397098	0	0.166929844349199	0.0260169937589292	0.000601548988645763	0.000451161741484322	0	0.000300774494322881	0	0.00496277915632754	0.00556432814497331	0	0	0	0.0403789758628468	0.00240619595458305	0.0117302052785924	0.000451161741484322	0	0	0	0	0	0.0541394089781187	0	0.00278216407248665	0.00293255131964809	0	0.00714339424016843	0.0261673810060907	0	0	0.000225580870742161	0.00278216407248665	0.000375968117903602	0.000150387247161441	0.00977517106549365	0.000977517106549365	0	0.00210542146026017	0.000977517106549365	0.00729378148732987	0.00383487480261674	0.00285735769606737	0.00142867884803369	0.019625535754568	0.00503797277990826	0.000150387247161441	0.00496277915632754	0.00353410030829386	0	0	0.000150387247161441	0.00338371306113242	0.00120309797729153	0.00857207308820212	0.0178960824122114	0.00135348522445297	0.00150387247161441	0	0.0040604556733589	0.00142867884803369	0.000676742612226483	0.0248890894052184	0.000300774494322881	0.00398526204977818	0	0.000375968117903602	0	0	0.00278216407248665	0.000751936235807204	0.000676742612226483	0.00112790435371081	0	0	0.000375968117903602	0	0	0	0	0.000526355365065042	0	0	0	0	0.000526355365065042	0	0	0	0	0	0	0	0	0	0	0	0
run06-130	0	0.0114929577464789	0	0	0.00540845070422535	0.000901408450704225	0.110422535211268	0	0	0.000169014084507042	0.00169014084507042	0	0.0091830985915493	0.0076056338028169	0.00129577464788732	0.0443380281690141	0.0028169014084507	0.000112676056338028	0	0.0011830985915493	0.00107042253521127	0	0.0309295774647887	0	0.0275492957746479	0	0.051830985915493	0	0	0.008	0.00659154929577465	0	0	0.000732394366197183	0.00371830985915493	0.000225352112676056	0.0273239436619718	0	0.00208450704225352	0	0	0.0259718309859155	0	0	0	0	0	0	0	0.00157746478873239	0	0	0	0.000112676056338028	0.00028169014084507	0	0	0	0.00112676056338028	0	0	0.0312676056338028	0.00709859154929577	0.0904225352112676	0.00197183098591549	0.015887323943662	0.0324507042253521	0.000169014084507042	0	0.0735211267605634	0.000394366197183099	0.00197183098591549	0	0.0248450704225352	0.0156619718309859	0.00152112676056338	0.00828169014084507	0.00276056338028169	0.0011830985915493	0.0036056338028169	0.00140845070422535	0	0.00687323943661972	0	0	0.00185915492957746	0	0	0.00766197183098592	0	0	0	0.028	0.00101408450704225	0.111492957746479	0.020169014084507	0	0.00180281690140845	0	0.00208450704225352	0.00135211267605634	0.00225352112676056	0	0.00214084507042254	0	0	0.00112676056338028	0.000394366197183099	0.000901408450704225	0	0	0	0.000338028169014085	0	0	0.0538028169014085	0	0.00259154929577465	0.00129577464788732	0	0	0.0114366197183099	0.000563380281690141	0	0	0.00028169014084507	0	0.00028169014084507	0	0.00028169014084507	0	0.00169014084507042	0.000338028169014085	0	0.000225352112676056	0	0.00445070422535211	0	0.00264788732394366	0	0	0.0134647887323944	0	0.00580281690140845	0.000112676056338028	0	0.00450704225352113	0	0	0	0	0	0.00619718309859155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000394366197183099	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-131	0.000560813179109709	0.000911321416053277	0	0	0	0	0.0721345951629863	0	0	0.00378548895899054	0	0.000841219768664564	0	0.0108657553452506	0.000630914826498423	0.188293024886085	0.00112162635821942	0.00147213459516299	0	0.000630914826498423	0.000350508236943568	0	0	0	0	0	0	0	0	0.00322467577988083	0.0106554504030845	0	0	0.00273396424815983	0	0	0	7.01016473887136e-05	0.00441640378548896	0	0.000210304942166141	0	0.000210304942166141	0	0	0	0.0041359971959341	0	0	0.000701016473887136	0.000560813179109709	0	0	0	0.000560813179109709	0	0.00119172800560813	0	0	0	0	0	0.00140203294777427	0.13403434980722	7.01016473887136e-05	0.0235541535226078	0.0398878373641781	0.00182264283210655	0	0.00168243953732913	0.0010515247108307	0	0.000420609884332282	0.0115667718191377	0	0.000140203294777427	0.000210304942166141	0.000350508236943568	0.00455660708026639	0.00799158780231335	0	0	0.0443743427970557	0.000210304942166141	0	0	0	0.00077111812127585	0.0056782334384858	0	0	0	0.000911321416053277	0.00715036803364879	0.145881528215913	0.0412197686645636	0	0.00196284612688398	0	0.00140203294777427	0.00140203294777427	0.000420609884332282	0	0.000210304942166141	0	0	0.00546792849631966	0.000490711531720995	0.000490711531720995	0	0.000350508236943568	0	0.000140203294777427	0	0	0.0667367683140554	0	0.00329477742726954	0.00175254118471784	0	0.000630914826498423	0.0201191728005608	0.000140203294777427	0	0.000210304942166141	0	0	0	0.000210304942166141	0	0	0.0010515247108307	0.000420609884332282	0.000210304942166141	0.000140203294777427	0	0	0.000630914826498423	0	0	0	0.00364528566421311	0	0	0	0	0	0.000420609884332282	0.000490711531720995	0	0	0	0.00252365930599369	0.0967402733964248	0	0	0	0.0025937609533824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000280406589554855	0	0	0	0	0	0	0.000210304942166141	0	0	0	0	0
run06-132	0.000115731810817067	0.00651955867602808	0	0	0	0	0.0824396265720238	0.000192886351361778	0.000115731810817067	0.0013887817298048	0	0.000192886351361778	0.00775403132474346	0	0	0.13544479592624	0.00339479978396729	0.000848699945991822	0.000154309081089422	0.0003471954324512	0.00135020445953244	0.00443638608132089	0	0	0	0	0	0	0	0.00540081783812977	0.00150451354062187	0	0.000501504513540622	0.000732968135174755	0	0	0	0	0.00949000848699946	0	0.0003471954324512	0	0	0.000925854486536533	0	0	0	0	0	0	0	0	0	0	0.00439780881104853	7.71545405447111e-05	0.000655813594630044	0.000154309081089422	0.000385772702723555	0	0	0.0176298125144665	0.00864130854100764	0.141501427359	0.00204459532443484	0.00775403132474346	0.0319419797855104	0	0	0.0156623717305763	0.000655813594630044	0	0	0.0449810971375665	0.000617236324357688	0.00609520870303217	0.0059023223516704	0.000385772702723555	0.00316333616233315	0.000424349972995911	0.000308618162178844	0	0.0158166808116658	0	0.000308618162178844	0.000192886351361778	0.000231463621634133	3.85772702723555e-05	0.00968289483836124	0.000617236324357688	0.000192886351361778	0.000115731810817067	0.0020831725947072	0.024843762055397	0.0769616541933493	0.09613455751871	0.000192886351361778	0.0013887817298048	0	0.00254609983797546	0.00721394954093048	0.00154309081089422	0.000771545405447111	0.000925854486536533	0	0.000578659054085333	0.0137335082169586	0.00482215878404444	0.00273898618933724	0.000231463621634133	0.00204459532443484	0	0	0	0.000192886351361778	0.0773860041663452	0	0.00763829951392639	0.00844842218964586	0	0.0131934264331456	0.0241879484607669	0.0003471954324512	0.000231463621634133	0.000192886351361778	0	0	0	0.00146593627034951	0	0	0.00150451354062187	0	0	7.71545405447111e-05	0	0.000848699945991822	0	0	0	0.00123447264871538	0.0100686675410848	0	0	0.000540081783812977	0	0.00154309081089422	0	0	0	0.0170511534603811	0.0107244811357148	0	0	0	0	0	0	0	7.71545405447111e-05	0	0	0	0	0	0	0	0.000115731810817067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-133	0.00504763707489432	0.000946431951542684	0.00454287336740488	0.000630954634361789	0	0	0.0251750899110354	0	0	0	0	0	0.0044797779039687	0.000126190926872358	0	0.144425515805414	0.000946431951542684	0.00410120512335163	0	0	0.000883336488106505	0	0	0	0	0	0	0	0	0.00201905482995773	0.00574168717269228	0	0	0.00176667297621301	0	0	0	0	0.0272572402044293	0	0	0.00536311439207521	0	0	0	0	0.000315477317180895	0	0	0.0148274339075021	0.00157738658590447	0	0.00208215029339391	0	0	0	0.000189286390308537	0	0	0.000441668244053253	0	0	0.00265000946431952	0.0651776137295728	0	0.0424632468925484	0.00132500473215976	0	0	0.000883336488106505	0.00056785917092561	0	0.000883336488106505	0.060634740362168	0	0.000378572780617074	0	0	0.00612025995330936	0	0	0.000630954634361789	0.0395608555744842	0.000189286390308537	0	0	0	0	0.00132500473215976	0	0	0	0	0.136538582875891	0.0303489179128021	0.0657454729004985	0	0.00157738658590447	0	0	0.000946431951542684	0.000378572780617074	0.000189286390308537	0.00056785917092561	0	0.000252381853744716	0.000946431951542684	0	0	0	0.000315477317180895	0	0.000252381853744716	0	0	0.107262287841504	0	0.00618335541674554	0.000820241024670326	0	0	0.00624645088018171	0.00138810019559594	0	0	0	0	0	0	0	0	0.00056785917092561	0	0.000378572780617074	0.000315477317180895	0.000441668244053253	0	0.00517382800176667	0	0	0.000441668244053253	0.00220834122026626	0.00252381853744716	0	0	0	0.000694050097797968	0.00321786863524513	0.000694050097797968	0.000946431951542684	0.000315477317180895	0	0.0565966307022525	0.0817086251498517	0	0.00151429112246829	0	0.00643573727049025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000189286390308537	0	0	0	0	0	0	0	0	0	0	0	0
run06-134	0.00153869826127096	0.0567010309278351	0.000692414217571934	0.000846284043699031	0	0.000923218956762579	0.110709339898446	0	0	0	0.00138482843514387	0	0.00830897061086321	0.00438529004462225	0.00153869826127096	0.161486382520388	0	0.00115402369595322	0	0	0.00192337282658871	0.00200030773965225	0	0.000769349130635482	0	0.00900138482843514	0.00777042621941837	0	0.000846284043699031	0.00538544391444838	0.0135405446991845	0.000153869826127096	0	0	0.00115402369595322	0.000307739652254193	0.000307739652254193	0	0.00361594091398677	0	0	0	0	0.000461609478381289	0.00838590552392676	0	0	0	0	0.00392368056624096	0.000307739652254193	0	0.000384674565317741	0	0.000538544391444838	0	0	0	0.000307739652254193	0	0	0.00846284043699031	0.00361594091398677	0.0763194337590399	0.0044622249576858	0.0233112786582551	0.0338513617479612	0	0	0.00600092321895676	0.000923218956762579	0	0	0.0200030773965225	0.00123095860901677	0.00300046160947838	0.0022311124788429	0.000384674565317741	0.00284659178335128	0.00215417756577935	0.000153869826127096	0	0.082935836282505	0.000538544391444838	0	0	0	0	0.0104631481766426	0	0	0	0.000307739652254193	0	0.0794737651946453	0.00561624865363902	0	0.00353900600092322	0	0.000384674565317741	0.000384674565317741	0.00315433143560548	0.000153869826127096	0.000615479304508386	0.000846284043699031	0	0.010386213263579	0	0.000615479304508386	0.000538544391444838	0.000461609478381289	0	0	0	0	0.0904754577627327	0.000230804739190645	0.00492383443606709	0.000538544391444838	0	0.00553931374057547	0.043083551315587	0.000153869826127096	0.000384674565317741	0	0.000615479304508386	0	0.000230804739190645	0.00261578704416064	0.000538544391444838	0	0.00130789352208032	0	0.00807816587167257	0.000538544391444838	0.000384674565317741	0	0.000153869826127096	0.000769349130635482	0	0.00346207108785967	0.00838590552392676	0	0	0	0	0.00200030773965225	0.000153869826127096	0	0	0.00730881674103708	0	0.016002461917218	0	0	0.000153869826127096	0	0.000461609478381289	0	0	0	0	0	0.000153869826127096	0	0	0	0	0	0.00123095860901677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-135	0.000509002990392569	0.0282496659667876	0.000127250747598142	0.000190876121397213	0	0	0.0700515365527773	0	0	0.000954380606986066	0	0	0	0	0.00216326270916842	0.11439842209073	0.000190876121397213	0.000699879111789782	0	0	0.00057262836419164	0	0	0	0	0	0	0	0	0.000636253737990711	0.00171788509257492	0	0	0.000827129859387924	0	0	0	0	0.0144429598523891	0	0	0	0	0	0	0	0	0	0	0.00489915378252847	0.000636253737990711	0	0.000636253737990711	0	0	0	0	0	0	0	0	0.00960743144365973	0.0549723229623974	0.123624101291595	0	0.0195966151301139	0.070751415664567	0.000318126868995355	0	0.0632436215562766	0.00133613284978049	0	0.000254501495196284	0.0363300884392696	0.0130432016288096	0.00279951644715913	0.0121524463956226	0.0220143793344786	0.00445377616593497	0.00120888210218235	0	0	0.0186422345231278	0	0	0	0.000190876121397213	0	0.00222688808296749	0	0	0	0.0315581854043393	0.00559903289431825	0.0118343195266272	0.0391296048864287	0.000445377616593498	0.00337214481135077	0	0	0.000318126868995355	0	0	0.000127250747598142	0	0	0.000254501495196284	0	0	0	0	0	0	0	0	0.0540815677292104	0	0.00299039256855634	0	0	0	0.0341668257301012	0	0	0	0	0	0	0	0	0	0	0	0	0.000190876121397213	0	0.000636253737990711	0	0	0	0.000699879111789782	0	0	0	0	0	0	0.00178151046637399	0	0.000509002990392569	0.0146338359737863	0	0.0262772793790164	0.0720239231405485	0	0.000509002990392569	0	0	0	0	0	0	0	0	0.000190876121397213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-150	0.00114960547630245	0	0	0	0	0	0	0	0.000940586298792914	0.0112347807911376	0	0.000679312326905994	0	0	0	0.360662590792705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00323979725139782	0	0	0	0	0	0	0	0.00245597533573705	0	0	0.00240372054135967	0.000104509588754768	0	0	0	0	0	0	0	0	0	0	0	0.00266499451324659	0.0661545696817683	0	0.00585253697026702	0	0.00397136437268119	0	0.00209019177509536	0	0	0.007890473950985	0.0370486492135653	0.0168782985838951	0	0	0	0	0	0.000365783560641689	0	0.12624758321576	0.00282175889637874	0	0	0.0106599780529864	0.00088833150441553	0	0	0	0	0.0019856821863406	0.0517322464336103	0.0729476929508282	0.051418717667346	0.0032920520457752	0.00161989862569891	0	0	0.00412812875581335	0.00381459998954904	0	0	0	0	0.000104509588754768	0	0	0	0	0	0.000365783560641689	0	0	0.083659925798192	0	0.00240372054135967	0	0	0.00705439724094686	0	0.00088833150441553	0.000104509588754768	0	0	0	0	0	0	0	0	0	0	0	0	0.014422323248158	0.000104509588754768	0	0	0.0138997753043842	0	0	0	0	0.00506871505460626	0	0.00245597533573705	0	0	0	0	0.00543449861524795	0	0	0.000209019177509536	0	0	0	0	0.00109735068192507	0	0	0	0	0.00219470136385013	0	0	0	0	0	0	0	0	0.000522547943773841	0	0	0	0	0	0	0	0	0	0	0	0	0.00266499451324659	0	0	0
run06-151	0.000314028083082859	0.0139518191198241	0.000269166928356736	0	0	0.000807500785070208	0	0	0.00327486429500695	0	0	0	0	0.000179444618904491	0	0.194338522273563	0	0	0	0	0	0	0	0	0	0.00314028083082859	0	0	0	0.0172266834148311	0.0299223902023238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000538333856713472	0	0.000403750392535104	0.0213090484949083	0	0	0	0	0	0	0	0	0.000942084249248576	0	0	0	0.00165986272486654	0.186039208649231	0	0.0140415414292764	0.00210847427212776	0	0	0.0126957067874927	0	0	0.00170472387959266	0.0422592077520075	0.000897223094522453	0	0.0155668206899646	0	0	0	0	0	0.03436364452021	0	0	0	0	0.000269166928356736	0	0	0	0	0.00928625902830739	0.000942084249248576	0	0.0929523125925261	0	0.00659458974474003	0	0	0	0	0.00148041810596205	0.0081198690054282	0	0	0	0	0	0	0	0	0	0	0	0.0339598941276748	0	0.00219819658158001	0	0	0.00125611233233143	0.0286662778699924	0	0.00309541967610246	0	0	0	0	0	0	0	0	0	0.000403750392535104	0	0	0.018303351128258	0	0	0	0.0227446054461442	0	0	0	0	0.00933112018303351	0.000583195011439594	0.0132789017989323	0.000314028083082859	0	0	0.00677403436364452	0	0.055224081467857	0	0.000493472701987349	0	0.0462069893679063	8.97223094522453e-05	0.000134583464178368	0	0	0	0	0	0.0251671078013548	0	0.000807500785070208	0	0.00749181283926248	0	0	0	0	0	0	0.000179444618904491	0	0	0	0	0	0	0.00551792203131309	0	0	0	0.000179444618904491	0	0	0
