feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Proteobacteria	Group	post_ltx	1.77400827636149	0.412882412434555	251	249	3.34593124485493e-05	0.000334593124485493
Fusobacteriota	Group	post_ltx	2.31641022544107	0.743411524506548	251	121	0.00224132872069951	0.0112066436034975
Desulfobacterota	Group	post_ltx	2.16075078977526	0.828447513650112	251	151	0.010146911990012	0.0338230399667067
