feature	Actinobacteriota	Bacteroidota	Cyanobacteria	Desulfobacterota	Firmicutes	Fusobacteriota	Proteobacteria	Verrucomicrobiota	Campylobacterota	Patescibacteria
run07-Cah7-129	0.0437488214218367	0.216764095794833	0	0.00251430008171475	0.695926833867622	0	0.0402602300584575	0.000691432522471557	0	9.42862530643032e-05
run07-Cah7-130	0.0757414852461503	0.299931730258666	0	0.000948190851854661	0.594477736478798	0	0.028066449214898	0.000303421072593492	0	0.00053098687703861
run07-Cah7-131	0.0636388573219954	0.190015282730515	0	0.00117559465496297	0.723696069595204	0.000235118930992594	0.021239076766331	0	0	0
run07-Cah7-132	0.0647618033179773	0.252842649056001	0	0.000905387052965143	0.64839027507789	0	0.0329401113093494	0.000159774185817378	0	0
run07-Cah7-133	0.0553284465745701	0.264061178460671	0.000634338877925007	0.00288976599943614	0.641704257118692	0	0.0258316887510572	0.00955032421764872	0	0
run07-Cah7-134	0.174488409797993	0.078874720652031	0	8.76385785022567e-05	0.740721265501074	0	0.00582796547040007	0	0	0
run07-Cah7-135	0.142661068948813	0.148918133376393	0	0.0025431939286291	0.699782011948975	0	0.00565154206362022	0	0	0.00044404973357016
run07-Cah7-136	0.010116111028056	0.157472467234764	0.000149499177754522	0.000448497533263567	0.821697313998106	0	0.00857128619125928	0.00154482483679673	0	0
run07-Cah7-137	0.0289370642727533	0.280425301626715	0.0233024543978608	0.00550727405851081	0.623754496546016	0	0.0375322318785216	0.000541177219622449	0	0
run07-Cah7-147	0.0398393036491463	0.281955138935387	0	0.00274522932708403	0.554335453632407	0	0.121124874455976	0	0	0
run07-Cah7-148	0.0625195373554236	0.35587013798955	0	0.0047336221140535	0.565935783503773	0	0.00839548073058545	0.00254543830661367	0	0
run07-Cah7-149	0.166818254775025	0.34037772189824	0	0.00262158257985127	0.477502541330052	0	0.0126798994168316	0	0	0
run07-Cah7-150	0.0248071711486346	0.168730456535335	0	0.0010840108401084	0.720908901396706	0	0.083927454659162	0	0	0.000542005420054201
run07-Cah7-151	0.0147401768821226	0.292163505962072	0	0.000176002112025344	0.689796277555331	0	0.00312403748844986	0	0	0
run07-Cah7-152	0.056991178077914	0.194394566320556	0	0.00304473417128581	0.679912561480209	0.000156140213912093	0.0650323990943868	0.000468420641736279	0	0
run07-Cah7-153	0.0504080455032561	0.247176654851208	0.00140136839502102	0.00267908663754019	0.537630863078065	0.000123650152501855	0.019866457835298	0.140713873547111	0	0
run07-Cah7-154	0.0602225616408466	0.32369626881955	0	0.037148156229544	0.522256164084661	0	0.056567750381846	0.000109098843552258	0	0
run07-Cah7-155	0.0546364823683065	0.144666956900305	0.000478885502829778	0.00134958641706574	0.766303874619068	0	0.0324336090552895	0.000130605137135394	0	0
run07-Cah7-156	0.0548314985870345	0.340419250073812	0.0019401914884643	0.00598928676873761	0.517187565903243	0	0.0796322071787085	0	0	0
run07-Cah7-159	0.0144426117391479	0.322484611980529	0	0.00285633825481756	0.635917447801424	0	0.0242989902240817	0	0	0
run07-Cah7-160	0.0524930598118037	0.315354941053467	0	0.00133395825071205	0.614702383098388	0	0.00533583300284818	0.0107798247827811	0	0
run07-Cah7-162	0.0107395036150691	0.328569616506702	0	0.000253689061773287	0.402689104054797	0	0.257748086761659	0	0	0
run07-Cah7-163	0.0633662662591513	0.246677091477717	0.00916909517378634	0.00426469542966806	0.593610064681214	0.000959556471675315	0.0487596844125382	0.0331935460942498	0	0
run07-Cah7-164	0.0342426371941481	0.319427585766307	0.00932728550437616	0.0064524372324794	0.567303392320961	0	0.0431227240784514	0.0201239379032773	0	0
run07-Cah7-165	0.0157774770282784	0.539390269962248	0.000213690433791581	0.00452311418192179	0.418441484436213	0	0.0181280717999858	0.00352589215756108	0	0
run07-Cah7-166	0.0252270433905146	0.227660051575289	0.00560600964233658	0.00364390626751878	0.674571140262361	0	0.026516425608252	0.036775423253728	0	0
run07-Cah7-167	0.0147842348540983	0.280547616527293	0.000811545111322819	0.00384601813626901	0.699798877950672	0	0.000141138280230055	0	0	7.05691401150277e-05
run07-Cah7-168	0.0509043293231852	0.408789589982814	0	0.00630166134708241	0.482036173172927	0.000613798183157378	0.0513544479908339	0	0	0
run07-Cah7-169	0.0224013466705513	0.150594024149429	0	0.00233077595416141	0.722216826907514	0	0.0165096630086433	0.0859473633097019	0	0
run07-Cah7-170	0.105412575045376	0.269232559221855	0.00107041466933495	0.0135896123237306	0.575650393261042	0.000418857914087588	0.0238749011029925	0.0107506864615814	0	0
run07-Cah7-171	0.0268373596461381	0.407238856753998	0.0011058183055461	0.0170551207893841	0.185777475331745	0	0.361900306226608	8.50629465804695e-05	0	0
run07-Cah7-172	0.0885265700483092	0.206884057971015	0.00144927536231884	0.00766908212560386	0.682850241545894	0	0.0126207729468599	0	0	0
run07-Cah7-173	0.0449479549994743	0.424613605299127	0	0.00504678792976554	0.468405004731364	0	0.0566186520870571	0.00036799495321207	0	0
run07-Cah7-174	0.185109956642319	0.165384164681067	0.00574196320456232	7.81219483613921e-05	0.62067887973126	0	0.0227725479473458	0.000234365845084176	0	0
run07-Cah7-175	0.0674480219138713	0.34213480623288	0	0.00237999012079573	0.507611477839149	0	0.0767434550271678	0.00368224886613678	0	0
run07-Cah7-176	0.051244873441319	0.325904138531008	0	0.000331413894527528	0.597539251833133	0	0.0249803223000124	0	0	0
run07-Cah7-177	0.0516300445210398	0.220558667241132	0	0.00154387476662358	0.65524917420652	0	0.0706591986212839	0.000359040643400833	0	0
run07-Cah7-178	0.0791376363875378	0.38328732307962	0	0.00105166294202708	0.502212874107182	0	0.0336970334341177	0.000438192892511283	0	0.000175277157004513
run07-Cah7-179	0.0700861393891934	0.20677803880623	0	0.00113112329243888	0.694683720525537	0.000174018968067519	0.027146959018533	0	0	0
run07-Cah7-180	0.0801832760595647	0.266590301641848	0	0.00152730049637266	0.611492936235204	0	0.040053455517373	0.000152730049637266	0	0
run07-Cah7-181	0.0490713240835143	0.39726938250809	0.000398953854337515	0.00385655392526264	0.519615231171594	0	0.0239372312602509	0.00585132319695022	0	0
run07-Cah7-182	0.170527198406876	0.113667330468504	0	0.000262027041190651	0.700503091919086	0	0.0150403521643434	0	0	0
run07-Cah7-183	0.114221673299483	0.25392251040666	0	0.00214994739490417	0.619779516033118	0	0.00992635286583413	0	0	0
run07-Cah7-184	0.0536441170769529	0.230422562512115	0.000193836014731537	0.00295599922465594	0.687730180267494	0	0.0195289784842024	0.00552432641984881	0	0
run07-Cah7-185	0.0332320263066115	0.257784863733745	0.0174380947635893	0.00463355089432515	0.646754023217578	0	0.0397090329330875	0.000448408151063724	0	0
run03-99	0.00764408271007479	0.271337439507259	0.000164980202375715	0	0.556093268807743	0.00423449186097668	0.160525736911571	0	0	0
run03-143	0.198856689687077	0.177642665961735	0	0	0.585500446089284	0.00465915474341605	0.0331427816145128	0	0.000198261903975151	0
run04-146	0.298451962329736	0.127319025100036	0	0	0.566549452326098	0	0.00767956024412918	0	0	0
run02-123	0.10240847162136	0.0871053141344353	0	0	0.564989991605863	0	0.245496222638342	0	0	0
run02-173	0.0694097673025067	0.000699091181464097	0	0	0.77309497653051	0	0.156796164985519	0	0	0
run06-111	0.0187787144832508	0.136134528747937	0	0.000892100450510728	0.619028502609394	0.00780587894196887	0.187207279539676	0.0300637851822115	8.92100450510728e-05	0
run06-166	0.0162647677617738	0.224955494416572	0.000242757727787668	0.00121378863893834	0.627528726331122	0.00129470788153423	0.0576954199708691	0.0708043372714031	0	0
4004.III.2.lib30	0.011404044017085	0.292275969448945	0	0	0.558061733330528	0.00180949775916847	0.136448755444274	0	0	0
4004.V.3.lib30	0.0128698504826194	0.315879124345467	0	0	0.574727146552268	0.00176645006624188	0.0947574285534036	0	0	0
4004.VI.4.lib30	0.0312615955473098	0.204545454545455	0	0	0.676716141001855	0.00250463821892393	0.0849721706864564	0	0	0
4011.3.rerun.lib32	0.0505077184950402	0	0	0	0.383723660268827	0	0.565240359218172	0.000528262017960909	0	0
4011.4.rerun.lib32	0.13480803595603	0	0	0	0.367087236692479	0	0.498104727351492	0	0	0
4011.III.2.lib30	0.0502998001332445	0	0	0	0.193121252498334	0	0.75616255829447	0.0004163890739507	0	0
4029.2.lib29	0.000433550108387527	0.00590295147573787	0	0.000200100050025013	0.0180757045189261	0	0.975387693846923	0	0	0
4029.3.lib29	0.0029708853238265	0.0150029708853238	0	0	0.0703109526638938	0	0.911715191126956	0	0	0
4029.4.lib29	0.000484721184335427	0.00680629329670995	0	0	0.0545513299537495	0	0.938157655565205	0	0	0
4034.2.lib29	0.00961132730085799	0.179942800881429	0	0	0.754418866332224	0	0.0560270054854892	0	0	0
4034.3.lib29	0.00543743890518084	0.236009286412512	0	0	0.709738514173998	0	0.0464931573802542	0.00232160312805474	0	0
4034.4.lib29	0.00442141295046116	0.376723400209185	0	0	0.585338024151374	0	0.0335171626889797	0	0	0
4041.2.lib29	0.0846179624664879	0.22436327077748	0	0	0.671023235031278	0	0.016588471849866	0.00340705987488829	0	0
4041.3.lib29	0.0962066296009571	0.200014075585896	0	0	0.688225772397776	0	0.0123161376592301	0.00323738475614047	0	0
4041.4.lib29	0.0625197347647616	0.26045942532365	0	0	0.659496368803284	0	0.014603725923587	0.0029207451847174	0	0
4061.2.lib29	0.0022044360035271	0.256901580411043	0	0	0.466560401546497	0.000746116801193787	0.27358746523774	0	0	0
4061.3.lib29	0.00262382075471698	0.316745283018868	0	0	0.479127358490566	0.000383254716981132	0.201120283018868	0	0	0
4061.4.lib29	0.00291777188328912	0.42053492484527	0	0	0.403116710875332	0.000486295313881521	0.172944297082228	0	0	0
4082.2.lib29	0.00349019421624958	0.169903604159742	0	0.000973455529702265	0.594781328648084	0.194406192126882	0.0302246070563655	0.00622061826297545	0	0
4082.3.lib29	0.00310826888756692	0.263325401546698	0	0.00175490779298037	0.556469363474123	0.114306960142772	0.0372546103509816	0.023780487804878	0	0
4082.4.lib29	0.00205172045308827	0.349376647431787	0	0.00141055781149818	0.422996366745031	0.152397235876612	0.0437272921564437	0.0280401795255396	0	0
4084.2.lib29	0.0122391530506089	0.233002876200967	0	0.0264671684719417	0.685086592007833	9.17936478795667e-05	0.0417355119025763	0.0013769047181935	0	0
4084.3.lib29	0.00827263518402392	0.321185663981477	0	0.0228884279581303	0.582364574791375	0.00024118469924268	0.0638415898895374	0.00096473879697072	0.000144710819545608	9.6473879697072e-05
4084.4.lib29	0.0112477002843285	0.32624602776384	0	0.0189831075430674	0.576434186318782	0	0.0656882421809667	0.00140073590901489	0	0
4135.2.lib29	0.00361406198663892	0.361296681633994	0	0	0.585423283320556	0	0.0496659730588106	0	0	0
4135.3.lib29	0.00315599639314698	0.361832937125994	0	0	0.592425608656447	0	0.0425854578244118	0	0	0
4135.4.lib29	0.00138021211680953	0.414790062472759	0	0	0.534614267034723	0	0.0492154583757083	0	0	0
4136.2.lib29	0.000272415940224159	0.218010585305106	0	0	0.689893368617684	0	0.0918236301369863	0	0	0
4136.3.lib29	0.00172890733056708	0.240931095184207	0	0	0.613479190242676	0	0.14386080724255	0	0	0
4136.4.lib29	0.000408847459013042	0.247761560161904	0	0	0.655300707306104	0	0.0965288850729793	0	0	0
4160.2.lib29	0.00258758991874968	0.583656782073177	0	0	0.407998240438855	0	0.00575738756921803	0	0	0
4160.3.lib29	0	0.570202639359631	0	0	0.423631643470109	0	0.00616571717026033	0	0	0
4160.4.lib29	0	0.553311642706646	0	0	0.44038183147243	0	0.00630652582092333	0	0	0
4161.2.lib29	0.00150421752127801	0.0183362211770978	0	0	0.565490584359946	0.000723547668462842	0.413907347816981	0	3.80814562348864e-05	0
4161.3.lib29	0.00208882649042907	0.0349621614217717	0	0	0.642673697907749	0.00215731260486936	0.318118001575181	0	0	0
4161.4.lib29	0.00301695239919548	0.0371133033234365	0	0	0.781342783258309	0.00210707786610478	0.176324106886314	0	9.57762666411263e-05	0
4191.2.lib29	0.00675551751543682	0.301369444274622	0	0.00360701840190744	0.459008375619001	0.000917038576756129	0.22721159136761	0.00113101424466589	0	0
4191.3.lib29	0.00579262405869859	0.43507433867542	0	0.0026790886271481	0.373334620583124	7.24078007337324e-05	0.180464375362039	0.00258254489283645	0	0
4191.4.lib29	0.00357919660802291	0.457421326505328	0	0.00239530849921533	0.319925112194048	0	0.216045813716583	0.000523113350403348	0.000110129126400705	0
M001.AS	0.0108225108225108	0.184232434232434	0.0104895104895105	0	0.746003996003996	0	0.0484515484515484	0	0	0
M002.AS	0.0170954819083528	0.281839799481566	0	0.0320486728507466	0.41903211294158	0.1880931468112	0.0607767947042567	0.00111399130229868	0	0
M002.SI	0.0141555546865835	0.170668282954679	0	0.00975638368591874	0.624173933445431	0.136745786571775	0.0435811207132523	0.000918937942361084	0	0
M003.SI	0.00303994849969601	0.354922928364508	0.00164514859983549	0.0105146453989485	0.410071170558993	0	0.219520045778048	0.000286112799971389	0	0
M004.AS	0.0373152027828287	0.269918570637995	0.000158115266028935	0.00216617914459641	0.660241916357024	4.74345798086805e-05	0.0301525812317179	0	0	0
M004.SI	0.0395252642677553	0.319338181621563	0.000594771418529833	0.00383897915596529	0.62086025575171	0	0.0158425477844765	0	0	0
M005.AS	0.00358111774281064	0.425682763610056	0	0.0359558690540785	0.364767589075782	0	0.0388858744800145	0.131126786037258	0	0
M006.AS	0.028548747500882	0.216577972480301	0	0.00263142420322239	0.670248735740327	0.00017640832647301	0.0818167117487945	0	0	0
M006.SI	0.0155458342601518	0.16109339858135	0	0.00232322483379056	0.714465781864017	0.000296581893675391	0.106151602777984	0	0	0.000123575789031413
M007.AS	8.7719298245614e-05	0.118377192982456	0	0	0.18390350877193	0.0616228070175439	0.636008771929825	0	0	0
M007.SI	0.000282326369282891	0.298277809147374	0	0.00211744776962168	0.391798418972332	0.189652738565782	0.117871259175607	0	0	0
M008.SI	0.00188745193988116	0.29115693813352	0	0.00559245019224047	0.57651170919259	0	0.111988815099616	0.0128626354421531	0	0
M009.SI	0.000321216339204454	0.447722040794475	0	0.00746827988650356	0.471679426093474	0	0.0424808608597891	0.0303281760265539	0	0
M010.SI	0.00150391016643273	0.0740425105273712	0	0.000200521355524363	0.815821134950872	5.01303388810908e-05	0.108381792660918	0	0	0
M012.SI	0.0125853781937769	0.208322792815583	0.00170756387553757	0.00189729319504174	0.685080951176322	0	0.0825954970908171	0.00781052365292183	0	0
M013.AS	0.00954580012953003	0.139526370624842	0	0.00067580885872779	0.830935150508265	0	0.019316869878636	0	0	0
M013.SI	0.00672757062707909	0.134154212799762	0.000372374757956407	0.00143984906409811	0.838190755176009	0	0.0190159376396405	9.9299935455042e-05	0	0
M014.AS	0.0230544222923562	0.195596951735817	0	0.00177045646986375	0.753560157031791	0	0.0257870833654068	0	0	0.000230929104764837
M014.SI	0.0205504813626265	0.216921747716613	0	0.00092569735867687	0.739735044844894	8.22842096601662e-05	0.021784744507529	0	0	0
M015.AS	0.0122306795162973	0.205159290405746	0.00303848750844024	0.0101129457982935	0.728423669510773	0	0.0334694002823645	0.00756552697808606	0	0
