feature	Actinomyces	Bifidobacterium	Rothia	Olsenella	Collinsella	Adlercreutzia	Eggerthella	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Muribaculaceae	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Bilophila	Desulfovibrio	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalitalea	Holdemanella	Turicibacter	X.Clostridium._innocuum_group	Enterococcus	Lactobacillus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	Gemella	Christensenellaceae_R.7_group	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	CAG.352	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__uncultured	UCG.010	X.Eubacterium._coprostanoligenes_group	Peptococcus	Family_XIII_AD3011_group	Family_XIII_UCG.001	Intestinibacter	Romboutsia	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Veillonellaceae	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Haemophilus	Pseudomonas	Akkermansia	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Gordonibacter	f__Barnesiellaceae.g__uncultured	Tannerellaceae	Parasediminibacterium	Campylobacter	Gastranaerophilales	Dielma	Holdemania	Lacticaseibacillus	Ligilactobacillus	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	Lactococcus	RF39	f__Christensenellaceae.g__unassigned	Anaerostignum	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lactonifactor	X.Eubacterium._ruminantium_group	UCG.008	Pseudoflavonifractor	Hydrogenoanaerobacterium	Anaerotruncus	Candidatus_Soleaferrea	Paludicola	f__Ruminococcaceae.g__unassigned	X.Clostridium._methylpentosum_group	f__Peptococcaceae.g__uncultured	X.Eubacterium._brachy_group	Allisonella	Anaeroglobus	Methylobacterium.Methylorubrum	Burkholderia.Caballeronia.Paraburkholderia	Ralstonia	Janthinobacterium	Massilia	Aggregatibacter	Dyella	Pyramidobacter
run02-105	0	503	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	6525	0	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	0	272	10766	0	0	4	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
run02-108	0	954	0	28	4022	0	330	0	0	0	2869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1058	77	0	0	31	0	0	325	0	31	0	0	0	38	0	87	1902	212	422	882	0	129	0	0	8	648	0	55	0	0	0	22	0	1965	20	0	0	7	0	258	112	0	209	305	1290	2732	0	45	59	36	0	0	0	71	129	0	249	0	57	0	0	4470	0	73	0	442	4449	0	0	0	0	108	0	0	30	269	25	0	0	143	0	107	0	33	0	0	95	570	0	0	353	29	0	0	0	0	0	0	0	0	0	0	0	350	0	15	0	0	0	0	0	0	0	0	0	0	0	16	0	0	38	0	0	0	0	0	0	0	52	0	0	0	0	0
run02-114	2	930	7	0	1250	0	4	326	268	0	3371	17	5	0	0	0	50	0	0	1861	106	89	26	0	0	1134	0	1332	0	6	0	0	54	0	0	0	0	0	0	341	127	2712	0	182	483	0	342	50	0	0	137	0	7	14	0	21	6	4	764	0	0	0	104	0	488	0	0	563	0	328	203	0	66	8	9	2	4	22	4	52	9	11	0	7	0	0	1625	0	83	0	5	1922	2	0	0	0	4	0	5	0	58	0	75	0	240	0	27	0	0	0	0	426	2392	37	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	0	0
run02-116	0	2567	0	0	1381	0	0	0	0	0	7613	0	0	0	0	0	0	0	0	0	0	0	144	0	16	135	4	146	22	4	0	0	1683	2	0	4	0	0	181	0	56	978	0	536	312	0	197	0	0	2	119	107	20	68	0	0	0	3	872	0	9	14	0	0	78	87	0	76	1356	47	786	123	213	180	59	0	0	0	0	36	0	0	0	36	0	0	982	0	11	0	32	117	8	0	0	0	23	0	0	0	383	274	0	0	173	1336	42	0	0	404	0	336	1780	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-123	35	1320	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1349	0	0	35	0	0	0	0	199	1128	0	1433	6	32	0	0	0	11	0	0	1347	0	0	0	0	0	0	0	0	402	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	932	710	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	182	0	0	0	0	0	0	0	0	0	0	0	0	753	0	0	0	0	0	736	0	0	0	0	31	0	0	2831	703	0	0	0	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-153	0	922	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	17	0	0	0	6473	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	60	0	0	0	41	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	5	278	9108	0	0	9	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-156	71	540	0	0	1940	0	54	0	0	0	6279	0	0	0	0	0	0	78	0	0	0	771	0	0	0	645	2	0	0	201	0	0	371	0	74	0	0	0	123	19	0	3358	137	110	1433	0	0	0	0	39	842	0	224	0	0	0	135	0	6009	38	0	0	0	0	334	25	0	122	2472	745	1800	0	9	143	131	0	0	0	82	0	0	74	0	0	0	0	3213	41	164	0	30	1817	0	0	0	0	46	0	0	0	62	0	0	0	0	0	3	0	0	0	0	0	161	0	0	158	226	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	95	0	0	0	0	73	0	49
run02-162	0	787	0	0	663	0	0	170	141	0	3642	18	2	0	0	0	99	0	0	1510	61	52	10	0	0	859	0	1223	0	6	3	0	20	4	3	0	0	0	0	437	152	3110	0	265	648	0	274	55	0	0	231	0	3	13	0	18	0	3	843	0	0	0	93	0	518	0	0	610	0	386	244	5	79	13	8	0	0	8	3	49	6	3	0	4	0	0	1587	0	69	0	0	1350	2	0	0	0	0	0	7	0	60	0	32	0	153	0	6	0	0	0	0	369	1741	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-164	0	2267	0	0	1272	0	0	0	0	0	6096	0	0	0	0	0	0	0	0	0	0	0	151	0	0	97	0	110	0	4	0	0	1663	0	0	2	0	0	129	0	74	1320	0	704	556	0	168	0	0	0	171	136	23	90	0	0	0	10	907	2	5	8	0	0	107	124	0	88	1947	43	1064	127	283	277	54	0	0	0	0	52	0	0	0	44	0	0	923	0	10	0	56	96	10	0	0	0	23	0	0	0	394	50	0	0	159	717	37	0	0	388	0	291	591	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-173	7	648	35	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	0	0	509	0	0	0	0	294	488	0	464	0	3	0	0	0	4	0	6	1196	0	0	0	0	0	0	0	0	855	97	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	745	636	765	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	8	0	0	0	0	0	0	0	0	563	0	0	0	0	0	817	0	0	0	0	13	0	0	1044	260	4	0	0	0	0	0	0	0	0	0	0	28	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-104	28	131	2	0	0	0	145	0	0	0	2567	0	0	9	0	0	0	0	0	0	20	0	0	0	176	8	0	0	0	43	231	0	303	31	12	0	0	5	0	0	297	2844	0	0	102	19	137	0	0	64	368	3	0	0	0	7	0	2	512	14	113	0	146	21	0	0	0	0	22	147	755	0	24	12	43	3	0	9	0	3	0	0	0	0	0	0	261	0	92	2	0	0	23	0	0	0	3	9	0	0	327	0	0	0	0	7	198	0	0	0	20	0	4034	0	0	43	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	13	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-108	44	328	2	0	25	0	4	50	0	0	2709	1050	24	0	0	80	212	34	633	0	773	486	17	0	43	0	0	0	15	0	17	0	827	4	3	232	63	77	407	527	0	1287	0	0	32	13	60	48	0	0	338	12	0	0	0	0	0	89	213	102	0	0	21	5	82	17	5	0	20	790	451	13	16	145	116	130	162	81	33	5	0	74	54	108	0	21	1291	18	226	58	1499	1270	27	11	38	27	117	177	25	5	0	33	0	0	139	82	18	0	17	0	63	99	25	1385	0	8	0	16	223	18	0	0	0	0	0	0	0	78	0	0	0	0	22	6	0	0	0	0	0	0	49	0	20	6	0	130	0	0	4	0	0	0	0	0	0	0	0	0	0
run03-110	27	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	190	31	0	108	0	0	0	0	0	321	233	43	2384	0	564	811	0	1158	41	0	0	431	236	10	4	0	370	0	0	599	22	0	0	0	0	224	5	0	49	1522	1067	376	0	6	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	13	45	214	0	0	0	0	0	0	0	1208	0	0	0	288	0	310	197	65	0	0	0	1053	817	0	170	0	5043	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
run03-115	4	0	7	0	433	20	3	0	59	86	4503	373	110	57	126	9	119	0	0	0	743	172	164	414	9	0	0	0	0	5	10	0	384	1	18	178	4	0	496	803	8	1457	233	341	618	0	230	102	0	0	42	0	20	49	22	16	9	30	1292	17	76	0	15	0	135	142	0	37	0	186	1001	10	48	61	9	11	297	2	6	522	68	187	9	170	1402	0	1859	0	49	118	12	951	3	0	19	2	35	0	14	9	0	43	0	310	0	0	7	0	0	20	3	108	687	0	57	42	0	259	0	0	7	0	0	0	188	0	8	9	6	0	0	4	0	0	0	0	2	0	0	0	0	0	3	4	0	13	0	14	18	0	0	0	0	0	0	0	0	0	0
run03-123	20	2790	24	234	3660	0	0	98	38	22	513	0	0	16	11	0	33	1019	0	3525	31	66	44	12	0	167	0	1211	0	0	622	0	906	7	0	5	43	0	8	1900	24	3496	0	839	1349	0	34	30	0	0	27	360	32	59	39	20	0	24	773	0	0	0	630	0	192	7	0	726	0	3	1580	19	54	16	4	47	94	6	4	237	66	117	7	14	0	2	2360	29	70	0	72	501	0	25	9	0	19	12	9	0	16	30	69	0	518	595	393	0	3	0	4	73	3659	0	5	63	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	21	0	0	11	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-124	4	0	21	0	1268	0	0	0	0	0	5974	0	0	269	0	0	0	0	0	0	0	467	0	0	0	3	0	0	0	565	0	0	105	11	6	0	0	0	214	0	205	487	0	0	2450	0	0	0	0	122	629	0	0	0	0	411	0	0	7	0	390	0	0	0	0	0	0	0	682	4851	94	0	0	0	367	0	0	0	0	0	274	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	573	1850	0	8	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-126	3	317	11	0	4493	0	0	56	74	2	4826	0	0	0	0	0	0	0	0	0	0	963	0	0	22	0	0	0	0	115	28	165	603	17	20	0	0	0	125	2429	320	3877	0	197	1262	0	664	12	0	0	170	267	92	0	0	7	0	2	164	30	0	0	0	0	233	0	0	19	134	1028	1325	52	38	0	50	0	6	71	0	42	44	0	0	64	0	19	2904	0	144	37	30	57	54	0	11	0	492	0	0	0	500	53	0	0	290	0	7	0	3	0	231	0	802	0	0	632	4	0	0	0	0	168	0	0	0	0	0	6	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	35	0	0	0	0	0	0	0	9	0	0
run03-129	17	805	8	0	1076	115	0	0	0	0	12671	0	0	0	0	0	0	0	0	0	151	0	0	2	7	637	450	0	0	223	0	7	743	10	34	0	0	0	722	0	697	4142	0	0	1548	0	3	0	0	7	1016	19	0	0	0	0	222	0	0	107	13	0	0	0	0	0	0	0	4692	4088	2932	0	145	111	448	0	0	8	0	0	0	0	0	2	0	0	1048	0	43	0	0	0	218	0	0	0	0	0	0	0	25	0	517	606	0	2	14	0	0	0	0	293	963	0	0	18	0	0	227	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
run03-131	75	744	16	0	0	0	257	0	0	121	7997	0	329	111	0	0	0	0	0	0	1025	457	0	586	164	0	176	0	0	78	130	18	736	17	22	0	0	0	6	0	18	2736	0	768	1201	0	70	0	0	0	1099	0	0	0	0	0	39	0	252	190	0	0	45	0	0	0	0	0	1016	1820	70	0	55	0	171	75	0	35	211	0	0	0	0	42	0	229	731	63	160	0	0	2252	262	0	0	0	0	0	0	0	494	18	0	387	46	0	101	0	111	1314	251	0	568	0	4	329	7	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
run03-138	4	1186	7	0	908	0	23	364	0	0	6829	213	0	0	126	0	0	0	0	0	174	1338	0	0	5	0	13	0	0	72	0	2	361	8	7	0	0	0	0	177	361	3087	0	675	1036	0	0	0	0	90	447	248	0	681	1049	65	2	0	1320	84	4	46	0	9	379	14	0	0	376	530	932	0	53	33	34	7	0	44	15	0	0	0	0	0	0	0	4125	7	42	0	57	0	8	0	0	0	0	4	0	0	340	0	39	0	19	0	22	0	0	0	30	364	140	0	0	91	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-143	320	1039	568	0	3822	0	8	191	0	0	5027	2	0	0	0	0	0	16	13	0	0	318	0	0	7	0	0	0	0	90	0	3	7455	124	43	0	0	0	36	0	6	4135	0	0	522	0	50	0	0	0	327	0	0	0	0	65	56	0	187	0	0	0	0	0	86	6	0	248	0	226	1112	0	59	0	0	0	0	0	0	0	7	0	117	0	0	0	1566	0	19	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	16	5	752	0	141	0	7	0	38	0	12	838	5	0	0	0	0	0	0	6	0	0	0	2	107	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0
run03-147	0	13	0	0	41	0	0	0	0	4	130	0	0	0	0	0	0	0	8	0	0	0	0	0	0	100	0	0	0	0	0	0	59	0	2	5	0	0	2	27	40	116	58	98	55	0	43	0	0	0	5	0	5	15	0	24	5	0	4	0	0	4	2	0	0	0	0	15	0	39	50	2	0	6	8	0	0	0	0	0	0	0	0	0	0	0	248	0	7	0	0	43	0	0	0	0	0	0	0	0	9	0	0	0	0	0	5	0	0	0	0	6	12519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-149	166	295	22	0	0	2	167	0	0	0	3879	0	0	13	0	0	0	12	4	0	44	0	0	0	0	14	0	0	0	65	69	0	1015	166	66	0	3	0	0	0	484	5475	0	0	371	29	154	0	0	81	650	3	0	0	0	12	0	0	755	15	105	0	305	0	0	3	0	0	16	221	691	0	28	45	69	0	0	13	0	0	0	0	0	6	0	0	305	0	94	0	4	0	73	0	4	0	0	2	0	0	370	0	13	0	30	27	156	0	0	0	49	0	6352	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-153	45	411	0	0	59	0	0	39	0	0	3919	887	16	0	0	78	470	20	354	0	958	1056	11	0	47	0	0	0	8	0	30	0	1438	0	2	257	128	128	748	622	5	1606	0	0	48	36	61	86	0	4	564	15	0	0	0	0	3	144	138	197	0	0	60	2	97	30	8	0	35	758	830	29	21	208	82	132	224	109	45	6	0	82	60	138	0	30	1300	10	388	86	3719	2062	26	25	44	105	603	174	83	10	0	91	0	0	156	87	22	0	15	0	80	97	0	1764	0	10	0	12	352	15	0	0	0	0	0	0	0	200	3	0	0	0	69	14	0	0	0	0	0	0	71	0	22	7	0	195	0	6	9	0	0	0	0	0	0	0	0	0	0
run03-155	56	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	22	0	272	9	0	0	0	0	273	158	61	4021	0	817	920	0	1266	65	0	0	448	268	15	3	0	595	0	0	902	40	0	0	8	0	301	28	6	50	805	1351	397	0	4	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	36	74	207	0	0	0	0	0	0	0	2053	4	0	0	539	0	631	301	143	0	0	0	547	3625	0	204	0	10115	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-160	0	0	3	0	314	11	0	0	104	61	6377	305	178	119	185	21	205	0	0	0	1188	434	147	871	0	0	0	0	0	0	15	0	162	0	3	53	10	12	335	1033	11	1760	160	393	632	0	552	98	0	0	87	8	29	49	15	20	4	27	1170	27	53	0	22	0	113	226	0	42	0	154	927	9	51	58	7	11	206	0	15	457	63	159	11	103	2323	0	1435	0	40	186	11	771	0	0	29	0	36	0	3	7	0	21	0	203	0	0	0	0	0	36	6	115	472	0	54	5	0	287	0	0	8	0	0	0	201	0	0	7	6	0	0	6	12	8	0	0	2	0	0	0	0	0	2	3	0	7	0	0	50	0	0	0	0	0	0	0	0	0	0
run03-170	122	2315	45	155	3081	0	0	157	27	10	502	12	14	14	23	0	55	981	0	3268	11	42	45	40	2	192	0	880	0	0	179	0	1377	46	18	31	15	0	10	1329	18	2777	0	546	867	0	39	29	0	0	31	14	9	65	50	21	24	17	533	0	0	0	59	0	200	11	0	490	0	11	752	14	40	16	0	19	57	10	0	230	32	162	5	9	0	0	1883	23	64	2	24	505	7	6	4	13	16	0	7	0	0	4	76	0	373	749	276	0	0	0	0	110	1559	0	8	77	0	0	0	0	0	0	0	6	0	0	0	4	0	0	0	0	8	0	0	2	0	0	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	57	0	0
run03-171	5	0	43	0	1459	0	0	0	0	0	7565	0	0	426	0	0	0	0	0	0	0	21	0	0	43	15	0	0	0	1140	3	0	163	26	13	0	0	0	276	0	128	305	0	0	1687	0	0	0	0	86	527	0	0	0	0	316	0	0	6	0	857	0	0	0	0	0	0	0	515	3896	74	0	0	0	484	0	0	6	0	0	331	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	5	0	4	0	0	728	2229	0	14	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-173	0	196	3	0	4308	0	0	102	83	7	6078	0	0	0	0	0	0	0	0	0	0	966	0	0	102	0	0	0	0	157	28	166	289	0	0	0	0	0	103	1594	260	2868	0	114	808	0	486	15	0	0	169	84	92	0	0	9	5	2	63	33	0	0	0	4	172	0	0	11	127	557	820	38	32	0	41	0	0	64	0	34	33	0	0	50	0	13	2692	0	157	30	31	75	77	0	4	0	226	0	0	0	510	47	0	0	370	0	0	0	0	0	277	0	632	0	0	81	3	0	0	7	0	214	0	0	0	0	0	5	0	3	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	2	0	20	0	0	0	2	0	0	0	8	0	0
run03-176	23	529	0	0	1182	93	0	0	0	0	8932	0	0	0	0	0	0	0	0	0	100	0	0	4	11	503	280	0	0	160	0	25	1364	1	9	0	0	0	246	0	738	2877	0	0	1290	0	0	0	0	5	648	24	0	0	0	0	538	0	32	79	19	0	0	0	0	0	0	0	3084	1851	1169	0	115	148	461	0	0	37	0	0	0	0	0	0	0	0	1644	0	78	0	0	0	302	0	2	0	0	0	0	0	22	0	1082	443	0	0	4	0	0	0	0	146	461	0	0	14	5	0	496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-178	115	706	39	0	0	0	281	0	0	16	5719	0	341	89	0	0	0	0	0	0	1269	20	0	1033	152	0	90	0	0	42	4	36	551	21	24	0	0	0	8	3	14	1119	0	674	1139	0	71	0	0	0	888	0	0	0	0	0	115	0	343	86	0	0	25	0	0	0	0	0	802	1547	65	0	71	7	314	152	0	29	97	0	0	0	0	71	0	277	854	58	78	0	0	1852	350	0	0	0	10	0	0	0	614	18	0	368	9	15	189	0	47	1018	210	0	1146	0	5	233	0	0	0	39	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
run03-185	9	1261	0	0	1009	0	26	415	0	0	7480	146	0	0	116	0	0	0	0	0	161	190	0	0	139	0	23	0	0	102	0	23	389	5	3	0	0	0	0	196	349	2717	0	601	769	0	0	0	0	61	389	215	0	597	895	62	5	0	1020	63	4	25	0	2	381	17	0	0	300	433	797	0	58	42	50	11	0	38	6	0	0	0	0	0	0	0	3846	0	35	0	53	0	8	0	0	0	0	7	0	0	300	0	58	0	36	2	60	0	0	0	14	306	176	0	0	105	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-99	0	64	68	0	0	0	0	0	0	0	4915	0	0	0	0	0	0	16	0	0	0	0	0	0	382	0	0	0	0	0	6	0	299	24	0	0	0	0	0	0	22	2171	0	0	0	0	0	0	0	365	515	0	0	0	0	0	0	0	699	58	0	0	0	0	438	0	0	0	1138	3328	44	0	22	0	322	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	9	0	75	0	0	0	2794	0	0	82	0	0	0	0	0	0	0	0	3	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
run04-102	48	3	7	0	0	0	0	0	0	0	9619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	959	0	27	898	308	324	738	0	0	813	8910	1718	78	20	22	5547	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run04-108	24	3463	0	323	5600	0	0	126	259	462	2492	281	7	44	0	0	0	0	0	0	112	166	0	0	0	224	3	0	0	0	0	5	208	0	0	88	0	5	120	1490	1088	3583	0	287	945	0	812	0	0	0	103	18	57	90	68	17	47	7	343	0	0	4	127	2	424	296	0	188	117	372	215	34	99	38	2	18	132	36	42	211	10	494	0	93	0	32	2980	0	110	20	1668	859	8	0	7	6	545	16	13	20	64	31	752	0	296	1461	65	0	0	418	136	557	139	955	0	11	0	3	0	0	0	0	0	0	173	0	9	0	38	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0
run04-109	53	942	0	0	4	0	163	0	0	0	2478	0	0	0	63	0	0	0	0	0	0	0	354	0	18	0	109	0	0	24	159	0	1161	17	0	0	0	0	0	40	53	519	0	17	33	0	0	0	0	19	418	36	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0	0	0	333	176	0	0	0	41	0	0	43	0	7	0	0	0	0	0	0	4052	0	52	9	0	0	19	0	0	0	25	0	0	0	450	0	0	266	0	4	401	0	8380	0	0	1451	4705	226	0	1663	17	933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0
run04-146	22	1394	64	0	5658	0	9	228	0	0	2923	10	0	2	3	0	0	0	0	0	0	205	0	0	0	0	0	5	0	68	0	0	903	32	3	0	0	0	52	0	12	6227	0	0	559	2	98	0	0	0	454	5	0	0	0	180	178	0	283	0	0	0	8	0	111	22	0	389	10	101	999	0	93	0	0	0	0	0	3	0	13	0	264	0	0	0	2221	0	18	0	0	93	0	0	0	0	2	0	0	0	0	0	5	0	0	11	387	0	0	0	28	3	0	0	0	117	7	0	0	0	0	0	0	0	0	0	0	4	135	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
