feature	Actinomyces	Bifidobacterium	Rothia	Olsenella	Collinsella	Adlercreutzia	Eggerthella	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Muribaculaceae	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Bilophila	Desulfovibrio	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalitalea	Holdemanella	Turicibacter	X.Clostridium._innocuum_group	Enterococcus	Lactobacillus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	Gemella	Christensenellaceae_R.7_group	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	CAG.352	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__uncultured	UCG.010	X.Eubacterium._coprostanoligenes_group	Peptococcus	Family_XIII_AD3011_group	Family_XIII_UCG.001	Intestinibacter	Romboutsia	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Veillonellaceae	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Haemophilus	Pseudomonas	Akkermansia	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Gordonibacter	f__Barnesiellaceae.g__uncultured	Tannerellaceae	Parasediminibacterium	Campylobacter	Gastranaerophilales	Dielma	Holdemania	Lacticaseibacillus	Ligilactobacillus	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	Lactococcus	RF39	f__Christensenellaceae.g__unassigned	Anaerostignum	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lactonifactor	X.Eubacterium._ruminantium_group	UCG.008	Pseudoflavonifractor	Hydrogenoanaerobacterium	Anaerotruncus	Candidatus_Soleaferrea	Paludicola	f__Ruminococcaceae.g__unassigned	X.Clostridium._methylpentosum_group	f__Peptococcaceae.g__uncultured	X.Eubacterium._brachy_group	Allisonella	Anaeroglobus	Methylobacterium.Methylorubrum	Burkholderia.Caballeronia.Paraburkholderia	Ralstonia	Janthinobacterium	Massilia	Aggregatibacter	Dyella	Pyramidobacter
run04-147	55	287	101	0	749	0	13	0	0	0	549	18	33	40	0	0	0	23	0	0	100	31	0	0	0	13	0	0	0	0	0	0	247	29	82	0	0	0	17	37	51	675	0	101	113	0	0	0	0	27	185	0	0	17	0	0	0	0	315	59	3	0	0	0	183	0	0	85	596	115	428	0	33	0	14	0	0	0	0	0	0	0	0	0	0	0	151	0	23	0	4	655	13	0	5	0	0	11	0	0	0	0	0	0	75	0	59	43	37	35	0	145	1077	0	11	370	28	15	0	0	0	0	0	17	0	14	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	8	0	79	0	0	0	0	0	0
run04-148	4	720	7	32	0	79	89	0	0	0	4616	0	0	0	13	0	0	0	0	0	0	92	0	0	0	218	27	0	0	17	0	0	86	2	2	0	0	0	0	0	269	3156	0	638	11	0	148	0	0	2	506	21	0	0	5	251	0	8	1512	115	0	0	0	0	169	17	0	0	0	644	570	14	73	0	141	0	0	0	0	0	129	0	0	32	0	0	3614	41	22	0	0	2	0	0	0	0	17	0	0	0	424	0	0	0	379	0	104	113	0	0	0	305	263	0	950	38	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0
run04-149	10	1135	0	0	2578	0	20	173	0	0	3875	0	0	75	116	0	0	0	0	0	104	244	161	0	0	406	32	0	6	10	0	35	72	0	0	105	0	0	2	6	103	3152	8	562	651	0	98	0	0	0	133	68	5	38	21	212	18	9	353	0	128	0	10	0	149	7	0	129	0	358	434	13	27	21	34	4	0	62	23	800	134	35	0	24	0	2	2597	0	46	0	0	559	23	0	0	0	151	0	0	0	81	103	359	0	361	0	0	29	23	14	33	182	84	5	0	5	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
run04-155	3	211	0	13	222	0	0	7	6	0	5091	0	0	0	0	0	0	0	0	0	2	6	0	0	0	58	0	0	0	0	0	0	28	0	0	3	0	0	4	126	93	495	0	35	90	0	78	0	7	0	3	0	3	10	0	0	0	0	23	0	0	0	10	0	15	22	0	23	5	11	22	0	3	0	0	0	0	0	3	10	0	6	0	3	0	0	162	0	3	0	124	79	0	0	0	0	13	0	0	2	0	2	693	0	27	589	184	194	530	11	5	622	4628	201	23	8	2	5567	0	0	0	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run04-163	0	2379	0	147	2379	0	0	79	104	143	3678	69	0	30	0	0	0	0	0	0	93	70	0	0	0	538	0	0	0	0	0	0	55	0	0	24	0	0	29	1053	706	4259	0	275	708	0	740	2	0	0	55	26	8	102	48	5	16	7	191	5	0	4	121	0	150	224	0	230	48	132	279	13	53	9	0	8	39	22	29	99	14	127	0	51	0	0	1544	0	63	16	1359	921	5	0	4	7	118	6	7	4	23	15	414	0	71	597	58	55	184	107	33	523	1673	339	0	4	1	1713	0	0	0	0	0	0	66	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
run04-165	8	564	12	0	8	0	250	0	0	0	3117	0	0	0	85	5	0	0	0	0	0	0	297	0	0	0	185	0	4	21	110	0	264	2	0	0	3	0	14	163	69	1803	0	76	61	0	0	0	0	79	692	98	0	0	25	0	5	11	11	0	0	0	0	0	0	0	0	0	0	821	442	0	0	0	68	0	2	55	0	7	0	0	0	2	0	0	3108	3	81	2	12	0	47	0	0	0	27	0	0	0	614	25	0	312	2	3	103	0	6582	0	4	1089	2235	53	0	301	15	1073	0	3	0	0	0	0	0	0	0	0	22	0	5	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0
run04-97	13	1077	11	62	0	85	106	0	0	0	6432	0	0	0	24	0	0	0	0	0	0	16	0	0	6	531	39	0	0	78	0	0	137	2	0	0	0	0	0	0	431	3847	0	835	10	0	178	0	0	12	677	14	0	0	3	362	0	3	1836	97	0	0	0	0	390	36	0	0	0	797	644	16	161	0	279	0	0	0	0	0	198	0	0	85	0	0	5863	45	68	0	0	0	0	0	0	0	39	0	0	0	686	2	0	0	520	3	263	236	0	0	0	879	311	0	1249	12	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run04-98	15	980	3	0	1997	0	12	112	0	0	4304	0	0	65	139	0	0	0	0	0	105	265	155	0	0	520	57	0	10	23	0	47	106	0	0	192	0	0	8	114	112	2449	8	623	743	0	90	0	0	0	146	31	10	56	17	205	22	9	346	0	222	0	8	0	205	11	0	137	0	275	771	9	42	33	45	2	0	71	63	546	183	49	0	38	0	0	2099	0	46	0	0	508	20	0	0	0	315	0	0	0	115	199	516	0	558	0	0	27	6	33	42	186	58	503	0	5	0	0	0	4	0	0	0	23	0	0	0	2	0	0	10	130	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0
run05-127	0	68	32	0	378	0	0	0	0	4	318	0	0	0	0	0	0	0	35	0	0	0	0	0	0	408	0	0	0	0	0	0	496	23	16	0	0	0	4	253	260	713	291	431	489	0	234	4	0	0	97	18	43	86	0	155	0	0	34	0	0	6	7	0	43	0	0	81	0	301	297	8	38	55	12	0	0	0	0	0	8	0	0	0	0	0	1579	0	29	0	0	100	0	0	0	0	0	0	0	0	71	0	0	0	0	0	18	18	5	0	0	90	21465	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	121	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-101	39	1397	33	178	3625	6	26	147	171	20	3389	164	15	0	42	0	19	0	29	0	75	104	65	0	95	0	17	0	2	25	0	0	478	20	22	10	0	0	5	0	181	2566	0	383	697	35	107	59	0	59	184	0	0	3	7	0	43	0	634	22	241	2	3	14	49	6	0	3	1345	883	648	0	139	226	76	82	48	134	30	392	12	36	42	103	0	0	1127	319	117	687	170	676	24	0	39	0	24	0	23	0	55	41	158	267	17	0	22	0	0	0	0	154	33	0	3	92	147	0	0	11	7	0	0	4	0	9	6	0	0	0	0	0	0	29	0	0	0	0	0	0	125	0	0	0	0	5	2	0	3	0	0	0	0	0	0	0	0	0	0
run06-102	322	31	126	17	0	0	0	0	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6525	0	4068	339	193	0	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	659	2	5	0	0	0	0	4714	0	23	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
run06-103	0	64	0	930	19	0	0	0	0	0	4301	0	0	0	12	41	32	0	0	106	61	20	0	0	0	0	0	26	0	0	0	0	2	0	0	0	0	0	0	30	414	4498	517	358	498	0	169	3	153	3	320	0	109	514	17	82	124	58	3191	3	0	0	0	0	303	23	0	106	0	54	2280	87	193	4	8	12	368	42	6	190	16	35	13	21	0	0	395	0	5	0	28	1583	0	0	6	4	94	0	0	0	0	0	0	114	222	0	8	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	23	15	0	0	0	0	0	0	0	0	0
run06-104	14	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4050	0	102	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6488	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-106	0	126	3	0	749	0	9	2	0	0	4707	66	0	10	20	0	0	0	0	0	318	0	20	0	0	112	2	0	0	4	0	0	14	0	0	28	0	0	0	116	70	1386	97	1120	617	0	162	28	0	0	112	0	0	47	112	523	46	0	298	0	34	0	18	0	175	0	0	24	0	395	395	5	45	91	5	5	0	0	0	154	196	24	13	16	0	0	3160	0	66	103	46	763	8	0	6	3	11	3	5	0	45	0	0	180	0	0	2	0	0	0	689	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	35	0	0	0	4	0	0	3	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0
run06-107	0	549	0	0	0	0	11	0	92	0	3254	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	1009	149	0	73	0	0	0	0	12	39	0	46	2550	0	0	1256	0	0	0	0	10	737	13	0	0	0	0	16	0	490	6	0	0	0	0	13	0	0	0	4210	884	112	23	3	89	419	61	0	70	4	0	0	0	0	107	0	0	0	0	32	0	917	2	0	0	0	0	26	0	0	0	428	60	0	0	9	0	595	0	3	0	0	0	352	1	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	6	0	0	17	0	0	0	12	0	0	11	0	0	0	0	0	0	0	0
run06-109	31	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	4398	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	20	0	191	0	0	0	0	0	0	0	0	0	0	64	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-111	32	8	73	0	237	0	0	0	0	0	2246	133	214	24	156	0	0	0	0	0	279	0	18	0	6	0	0	0	0	0	247	0	3248	60	33	0	0	0	1476	272	3	904	395	226	359	0	56	8	0	4	229	18	9	75	0	72	2	21	281	0	0	0	21	3	238	6	4	0	0	0	2887	24	77	24	0	35	154	66	7	178	23	41	0	19	0	0	418	0	62	0	804	288	0	0	0	0	0	0	0	0	31	0	0	250	139	0	58	6	175	169	36	0	3803	0	69	88	0	674	9	20	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0
run06-112	0	2243	0	0	1039	15	0	0	0	0	666	72	0	0	54	0	0	0	0	0	669	0	68	0	39	0	0	0	0	181	51	0	11	0	0	140	0	0	40	233	233	700	0	105	34	9	154	10	0	5	39	34	0	248	0	46	0	0	61	230	0	0	88	4	233	24	14	14	299	30	479	32	34	5	38	31	28	50	6	306	26	28	0	0	1756	16	1398	0	20	16	217	181	32	0	6	6	202	0	15	0	44	48	0	0	132	0	0	0	0	0	82	0	694	11	38	0	0	35	22	6	0	0	0	0	0	0	0	0	0	0	0	19	56	0	0	7	0	0	9	0	0	0	0	8	4	3	0	0	3	0	0	0	0	0	0	0	0	0	0
run06-113	168	163	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2608	0	421	12	3	0	0	0	13073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4623	0	0	0	0	0	142	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-114	248	10	15	0	12	0	0	0	0	0	3	0	0	0	0	0	0	3231	0	6	0	0	0	0	625	0	0	0	0	2	464	0	1144	12	0	4	0	0	0	0	2	0	0	9	0	0	4	0	21	0	4210	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	2	0	6	0	0	4	2	0	0	0	5	0	8	0	0	0	8	21	0	0	2	0	5	0	0	0	0	0	0	0	3	44	822	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	190	0	0	0	4	0	0	0	7	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-116	10	238	13	0	652	0	194	0	0	0	3407	0	229	213	109	0	59	0	0	0	39	34	60	0	9	0	0	0	0	47	3	0	8	0	0	0	0	0	6	0	24	1486	0	0	0	27	1154	0	0	16	665	0	0	0	0	0	100	0	0	185	0	0	0	10	393	0	0	144	100	1195	352	107	83	20	31	36	0	53	0	78	0	0	14	0	0	0	1887	0	37	0	0	771	11	0	22	0	0	0	0	0	29	18	0	186	0	0	66	0	0	0	0	0	0	0	2	0	0	0	3	6	0	0	0	0	34	0	7	23	0	0	0	0	0	0	5	0	0	17	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-117	3	41	16	0	633	0	7	0	54	51	3010	160	104	155	28	106	149	0	0	0	245	103	80	160	0	387	0	41	0	0	0	0	66	19	7	244	10	64	58	197	1060	1916	0	97	809	4	604	0	0	0	311	416	0	123	13	115	110	0	1127	0	0	0	101	0	313	0	4	117	64	286	1280	37	43	24	0	14	371	0	0	313	84	137	2	77	0	0	6020	0	137	0	20	217	0	0	2	3	283	25	151	13	2	0	0	230	0	0	85	0	0	307	26	116	0	0	0	60	7	308	0	0	0	0	0	0	8	0	2	0	0	0	0	0	28	0	0	13	98	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-118	18	0	19	0	804	0	0	0	0	0	5300	0	0	0	0	0	0	0	0	0	35	60	45	0	0	76	0	0	0	0	3	0	466	0	0	0	0	0	2	356	366	1624	0	93	395	0	78	0	0	45	1418	84	6	38	0	206	0	26	515	0	256	0	37	0	142	16	4	61	0	498	2015	84	64	112	0	138	202	0	0	22	216	0	0	64	0	0	15	0	0	0	483	25	2	0	0	0	44	0	0	0	0	0	0	0	718	0	183	0	0	0	330	0	2	0	0	0	0	3656	0	3	0	0	0	0	0	0	0	0	7	3	33	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	5
run06-121	19	16	109	0	474	0	1362	0	0	0	3272	0	0	0	0	0	0	0	0	0	66	0	0	0	1	0	0	0	0	38	0	0	430	35	0	22	0	0	0	0	4	1894	0	0	0	58	35	0	0	484	1112	33	0	2	0	784	0	0	6	57	0	0	68	55	17	0	0	431	931	907	1231	0	79	15	98	33	0	0	0	119	0	3	0	5	0	3	230	56	26	0	0	30	13	5	0	0	8	0	0	0	523	0	5	0	6	0	51	0	0	24	0	113	333	384	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-123	0	18	13	0	95	14	3	37	126	56	864	24	2	13	30	0	76	0	611	2439	128	106	9	157	0	4	0	0	0	0	150	6	52	0	0	26	0	0	5	155	447	2257	0	12	269	4	24	4	25	5	629	0	13	65	0	34	30	68	97	0	0	0	0	3	749	0	0	91	0	106	354	0	73	41	2	14	116	7	7	247	72	85	5	39	0	0	1746	0	70	0	106	55	2	0	0	0	302	0	30	3	36	0	0	175	0	0	0	0	2	9	11	25	183	0	156	0	6	53	20	2	0	12	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2	0	0	0	0	12	0	0	0	0	0	0	11	5	0	0	0	0	0	0	0	0
run06-124	0	757	0	0	466	22	97	0	0	13	1798	207	0	0	0	0	0	0	0	0	185	29	0	0	0	29	0	0	0	17	21	0	56	0	0	0	0	0	651	0	231	3401	0	29	638	0	273	8	0	6	98	0	0	73	295	84	7	15	105	18	0	0	112	3	223	0	0	0	74	311	190	24	16	25	40	2	5	0	48	146	0	0	0	0	0	2	530	31	173	24	25	0	23	0	8	0	27	0	7	0	41	0	0	0	45	0	6	0	0	0	0	62	23	0	69	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-125	0	2043	0	0	0	0	96	0	0	0	2491	0	0	0	0	0	0	0	0	0	20	45	0	0	0	346	0	0	0	13	6	0	15	2	0	0	0	0	0	98	1143	2164	0	230	0	0	33	0	12	73	356	0	0	0	0	35	0	0	129	0	2	0	38	2	132	0	0	0	759	585	190	0	36	0	7	7	0	34	0	7	0	0	0	0	0	0	1288	0	0	0	0	0	0	0	0	0	0	3	0	0	27	0	130	0	68	0	0	7	0	0	0	23	108	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-126	128	364	117	0	72	6	0	0	84	0	802	0	0	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	36	0	0	573	95	76	0	0	0	5	0	0	1997	0	0	386	9	0	0	0	0	95	0	0	0	0	0	114	7	0	13	0	0	0	0	0	0	0	0	234	4183	21	0	18	441	506	0	0	2	0	13	3	0	0	0	0	0	490	0	0	0	0	446	0	0	0	0	0	0	0	0	0	0	0	0	8	0	122	3	10	0	0	77	2927	0	0	28	0	0	0	0	0	0	0	0	0	0	0	19	0	7	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0
run06-150	22	0	0	0	0	18	215	0	0	0	6902	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	47	42	0	46	2	0	0	0	0	0	0	51	1266	0	112	0	76	40	0	0	151	709	323	0	0	0	0	0	7	2416	54	0	0	204	17	0	0	0	38	990	1396	984	63	31	0	79	73	0	0	0	2	0	0	0	0	0	0	1601	0	46	0	135	0	17	2	0	0	0	0	0	0	276	0	266	0	97	0	47	0	0	0	0	104	0	0	51	4	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-151	7	311	6	18	0	73	0	0	4	0	4332	0	0	0	0	0	0	0	70	0	384	667	0	0	0	0	0	0	0	12	561	18	475	0	0	0	0	0	21	0	37	4147	0	313	47	0	283	0	0	38	942	20	0	347	0	0	0	0	766	0	0	0	0	6	0	0	0	207	21	0	2072	0	147	0	0	0	33	181	0	0	0	0	0	0	0	0	757	0	49	0	28	639	0	69	0	0	0	0	0	0	408	0	507	0	208	13	296	123	7	0	151	0	1231	0	4	11	0	1030	0	0	0	0	0	0	0	0	0	0	167	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-152	13	486	0	0	0	110	198	0	0	0	1484	8	60	0	34	0	0	0	0	0	288	47	74	0	16	31	0	0	62	2	0	0	31	0	0	57	0	5	303	83	91	1416	46	351	1093	0	194	9	0	2	81	6	59	109	83	57	0	35	89	0	0	0	14	0	86	42	3	61	20	323	647	36	32	28	0	11	88	26	0	522	18	148	16	47	0	0	1117	3	119	21	616	1399	4	3	60	4	36	5	5	26	129	556	0	0	43	0	45	0	0	0	118	0	0	0	0	44	0	86	41	37	4	0	0	0	0	0	3	0	0	0	0	0	0	130	0	4	0	0	0	0	0	0	0	0	6	4	0	0	8	0	0	0	0	0	0	0	0	0	0
run06-154	11	1133	8	105	2984	17	24	144	106	10	2553	169	5	0	24	0	15	0	18	0	54	67	47	0	25	0	13	0	0	5	0	0	232	7	0	14	0	0	11	0	170	2646	0	281	642	47	123	30	0	38	126	0	0	0	0	0	32	0	463	27	26	4	8	12	35	0	0	7	1014	590	497	0	98	160	38	61	27	95	29	328	19	29	33	81	0	2	1095	203	68	519	118	536	15	0	18	0	5	0	9	3	37	24	68	40	5	0	14	0	0	2	0	97	11	0	8	28	106	0	0	8	17	0	0	0	0	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	127	0	4	0	0	4	0	0	11	0	0	0	0	0	0	0	0	0	0
run06-156	0	28	0	501	13	0	0	0	2	0	1944	13	0	0	15	59	69	0	0	72	81	19	0	0	0	0	0	25	0	0	0	0	12	0	0	0	0	0	0	0	400	7348	282	523	1079	0	413	0	393	0	481	0	152	464	9	123	73	56	3199	0	0	0	0	0	414	48	0	111	0	84	2147	30	351	3	3	13	724	61	0	220	38	19	19	5	0	0	331	0	5	0	44	1810	0	0	5	0	108	0	0	0	0	0	0	156	123	0	0	0	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	15	0	0	0	0	0	17	9	0	0	0	0	0	0	0	0	0
run06-162	9	1053	0	0	0	0	19	0	104	0	2084	0	0	0	0	0	0	0	0	0	0	32	0	0	3	0	0	0	0	366	213	0	76	0	0	0	0	24	38	0	46	3384	0	0	477	0	0	0	0	13	664	108	0	10	0	0	13	0	262	0	0	0	0	0	16	0	0	0	3742	472	187	55	0	109	242	49	0	92	0	0	0	0	0	60	0	3	50	2	28	0	1475	21	0	0	0	0	37	0	0	0	526	92	0	0	0	0	495	0	5	0	6	0	293	2	15	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	36	0	0	5	0	0	0	0	0	0	0	0
run06-164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-166	0	0	10	0	145	0	0	0	0	0	2128	135	99	35	172	0	0	0	0	0	206	5	15	0	0	0	0	0	0	0	6	0	850	4	0	0	0	0	73	277	5	969	311	239	573	0	76	5	0	9	208	16	14	72	0	47	2	12	315	0	0	0	19	0	138	3	3	2	0	0	1146	6	70	20	2	30	94	31	9	214	41	31	0	17	0	0	435	0	44	0	903	208	0	0	0	2	0	0	3	0	27	0	0	115	36	0	16	0	16	124	11	0	562	0	13	0	0	875	6	19	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run06-167	8	191	11	0	0	0	0	0	0	0	47	3	0	0	2	0	0	0	0	3	5	0	0	0	0	0	0	0	0	0	2125	0	158	0	2	2	0	0	9505	0	0	16	4	5	6	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	20	0	2	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	4269	0	0	1	0	0	172	0	0	3	0	0	0	2	0	0	6	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
