feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Actinobacteriota	Country	NO	-3.0306057638057	0.231360674893722	511	505	4.1835450996739e-30	6.69367215947824e-29
Desulfobacterota	Group	post_ltx	-2.00410355657371	0.445188184652574	511	347	1.03394237204853e-05	8.27153897638822e-05
Fusobacteriota	Group	post_ltx	1.71354795341129	0.449302861455329	511	213	0.000172114501213106	0.000688458004852422
Proteobacteria	Group	post_ltx	0.82732776544471	0.214521581134085	511	510	0.000146559407312676	0.000688458004852422
Proteobacteria	Country	NO	0.792013236397355	0.21519378355579	511	510	0.000286569894283736	0.000917023661707954
Cyanobacteria	Group	post_ltx	-1.22550544699297	0.382620853289905	511	157	0.00153847223225932	0.00410259261935817
Bacteroidota	Group	post_ltx	-0.866707885776348	0.279957308174509	511	500	0.00218689719024919	0.00499862214914101
Verrucomicrobiota	Group	post_ltx	-1.50088391629004	0.534619972006073	511	226	0.00539087769094488	0.0107817553818898
Firmicutes	Group	post_ltx	-0.147212560562489	0.0647223289338999	511	511	0.0237779855201862	0.0422719742581089
