feature	Actinomyces	Bifidobacterium	Corynebacterium	Rothia	Atopobium	Olsenella	Collinsella	Adlercreutzia	Eggerthella	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Paraprevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalitalea	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lactobacillus	Ligilactobacillus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	Gemella	Staphylococcus	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.003	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Eubacterium._coprostanoligenes_group	Peptococcus	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	Intestinibacter	Romboutsia	Acidaminococcus	Phascolarctobacterium	Megamonas	Allisonella	Dialister	Megasphaera	Veillonella	Fusobacterium	TM7x	o__Rhodospirillales.f__uncultured.g__uncultured	Sphingobium	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Haemophilus	Pseudomonas	Akkermansia	Enterorhabdus	Gordonibacter	Muribaculaceae	Prevotella	Campylobacter	Lacticaseibacillus	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	RF39	f__Christensenellaceae.g__uncultured	Anaerofustis	Eubacterium	Anaerostignum	Frisingicoccus	Lachnoanaerobaculum	Shuttleworthia	UC5.1.2E3	X.Eubacterium._fissicatena_group	X.Eubacterium._ruminantium_group	UCG.009	X.Eubacterium._brachy_group	Anaerococcus	Finegoldia	Parvimonas	Peptoniphilus	Clostridioides	Peptostreptococcus	Veillonellaceae	o__Veillonellales.Selenomonadales.f__unassigned.g__unassigned	Methylobacterium.Methylorubrum	Morganella	Proteus	Aggregatibacter	o__Enterobacterales.f__unassigned.g__unassigned
4122.4.lib29	19	11	0	3	0	0	0	0	21	0	0	0	7945	0	0	0	0	0	0	0	228	4004	0	878	28	0	258	0	0	0	24	42	0	37	0	3	0	0	383	0	0	0	0	0	7	0	1405	0	29	1846	0	0	1846	128	0	0	0	121	681	0	0	13	0	0	0	0	0	54	177	773	6	18	0	0	0	7032	9030	341	0	53	32	56	10	0	63	0	0	0	6	0	0	17	0	0	960	261	57	20	0	0	69	0	0	0	0	0	0	2	0	0	59	0	0	126	0	0	0	0	82	8860	0	0	0	0	966	1963	60	321	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	7	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0
4129.2.lib29	6	2435	0	0	0	0	924	3	22	0	0	28	7450	1514	0	0	206	0	0	0	1587	2373	0	372	0	0	0	138	0	0	0	10	0	2	0	0	0	0	329	7	3	0	12	0	0	0	0	695	167	2826	0	44	948	16	846	0	0	8	1102	80	34	17	11	0	226	10	0	287	2	0	75	280	6	0	634	55	884	239	0	84	43	83	2	0	57	0	25	0	12	0	122	0	0	0	5260	0	22	67	0	2682	0	0	0	12	0	32	0	0	0	0	96	0	0	0	2281	0	358	0	16	0	0	0	0	0	1967	144	0	12	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4129.3.lib29	9	1227	0	0	0	0	294	9	36	0	0	24	6037	1148	0	0	137	0	0	0	1142	1566	0	282	0	0	0	95	0	0	6	2	0	0	0	0	0	0	151	0	0	0	14	0	0	0	0	717	86	2109	0	27	672	18	814	0	0	0	789	54	26	15	12	0	218	4	0	233	5	0	66	158	7	0	581	49	711	203	16	56	27	25	0	0	32	9	22	0	0	0	69	0	0	2	3264	0	33	46	0	2254	0	0	0	3	0	33	0	0	0	0	66	0	0	0	2883	0	244	0	9	0	0	0	0	0	1607	80	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4129.4.lib29	0	1841	0	0	0	0	665	0	59	0	0	62	12965	2084	0	0	225	0	0	0	1847	3342	0	461	0	0	0	129	0	0	9	0	0	0	0	0	0	8	343	0	0	0	19	0	0	0	0	1066	153	3443	0	36	1135	23	1206	0	0	0	1431	83	25	26	9	0	264	10	0	412	0	0	115	233	7	0	813	57	1139	287	17	101	50	72	0	0	78	13	40	0	25	0	94	0	11	0	5743	0	38	69	0	3950	0	0	0	6	0	38	0	0	0	0	79	0	0	0	5448	0	394	0	15	0	0	0	0	0	1755	119	0	36	0	6	0	0	0	0	0	0	0	0	0	4	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
4134.4.lib29	0	3	0	3	4	0	1368	0	71	0	0	0	12333	0	0	0	0	128	0	3341	235	1797	0	0	0	0	193	0	53	0	0	0	0	10	0	0	0	0	49	0	6	0	13	0	0	0	0	205	41	2646	0	369	3234	0	485	0	0	17	2119	2138	0	0	0	0	0	0	36	3298	0	475	0	340	36	0	597	109	2357	200	0	15	0	22	0	0	0	0	0	18	0	0	0	0	0	0	476	0	139	0	0	1521	5	0	0	0	0	0	0	0	0	0	14	0	0	0	8136	0	65	3	53	2	0	0	0	0	2222	377	657	415	0	11	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4135.2.lib29	0	15	0	51	0	0	0	0	0	0	0	0	6584	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	21	0	15	15	80	778	0	0	2	0	0	0	0	0	0	64	643	0	488	1130	10	115	9	0	203	1074	0	0	0	0	0	0	0	0	1112	0	0	98	0	13	0	15	2469	402	973	0	0	0	138	19	0	267	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	74	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	273	0	0	0	0	0	877	0	4	0	0	0	13	0	0	0	0	0	0	4	2	13	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
4135.3.lib29	0	69	0	5	0	0	0	0	0	0	0	0	8781	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	34	0	96	35	195	985	0	0	0	0	0	0	0	0	0	185	1165	0	744	1055	34	232	19	0	183	1722	0	0	0	0	0	0	0	0	1440	0	0	174	0	38	0	21	2085	328	1930	0	0	0	359	79	0	472	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	56	0	0	0	0	0	0	0	0	0	141	11	0	0	0	0	0	0	380	0	0	0	0	0	986	0	0	0	0	0	11	0	0	0	0	0	0	13	27	32	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
4135.4.lib29	0	27	0	9	0	0	0	0	0	0	0	0	11312	0	0	0	0	0	0	0	15	93	0	0	0	0	2	0	0	0	0	0	0	35	0	21	24	85	332	0	0	0	0	0	0	0	0	0	245	858	0	701	936	74	147	0	0	404	2309	0	0	0	0	0	0	0	0	1662	0	0	110	0	15	0	34	2610	381	1566	0	2	0	462	142	0	798	0	17	0	3	0	0	0	0	0	13	0	142	0	7	41	104	3	0	0	0	9	0	0	0	0	20	0	0	0	0	0	5	0	312	0	0	0	0	0	1244	0	67	0	0	0	25	0	0	0	0	0	0	0	21	10	0	0	0	0	19	0	0	0	0	3	0	0	0	0	19	0	0	0	0	0	0	4	0	0	0	0
4136.2.lib29	0	0	0	9	0	0	0	0	5	0	0	0	6904	0	2249	0	0	0	0	0	440	1611	0	0	0	0	33	0	0	0	0	0	0	47	0	1538	0	0	27	7	0	0	0	0	0	8	0	0	28	4888	0	0	0	1392	283	0	0	3712	631	0	0	0	1104	0	24	0	0	581	0	135	0	345	0	0	897	311	5970	732	0	21	223	170	771	549	211	87	9	12	34	46	384	0	5	9	6908	34	782	497	0	645	373	5	0	14	0	0	0	0	0	0	55	0	0	0	0	0	0	0	5	0	0	0	0	297	0	1513	0	2293	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	731	0	0	0	0	0	0	0	0	0	0	0	7	8	0	0	0
4136.3.lib29	0	2	0	52	0	0	0	0	0	0	0	0	10528	17	2296	0	0	0	0	0	343	2141	0	0	0	0	46	0	0	0	0	0	0	79	0	1412	0	0	179	28	0	114	38	0	78	0	0	12	12	5075	0	38	0	2183	336	0	0	3925	724	0	0	0	1131	0	32	0	0	814	0	186	0	349	0	0	893	481	8225	950	0	9	239	177	562	336	212	56	0	0	50	33	340	0	0	0	6155	17	602	384	0	962	428	0	0	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	288	0	6070	0	1840	0	212	34	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	204	520	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0
4136.4.lib29	0	0	0	20	0	0	0	0	0	0	0	0	8304	0	1950	0	0	0	0	0	429	1437	0	0	0	0	0	0	0	0	0	0	0	29	0	1676	0	0	64	0	5	0	0	0	0	0	0	0	12	3902	0	0	0	1691	201	0	0	4780	525	0	0	0	842	0	39	0	0	645	0	221	0	229	0	0	614	196	4090	629	0	50	233	79	476	571	224	35	0	7	84	23	306	11	0	26	6698	15	434	427	0	647	327	4	0	0	21	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	314	0	1234	0	2612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	632	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
4142.3.lib29	0	194	0	0	0	132	68	0	0	0	0	0	7709	1478	0	0	668	81	0	0	1664	569	0	65	560	0	0	0	0	0	4	29	0	0	20	16	0	0	0	0	0	0	1067	1262	2509	662	367	29	86	878	2872	553	574	0	352	660	13	6	55	6	6	79	33	49	114	53	186	809	0	0	9	0	0	65	0	4	21	1633	10	101	139	3	49	311	136	0	1513	387	1098	199	161	0	11	24	4050	185	417	77	116	1964	24	88	63	216	1572	1572	0	120	154	20	111	0	0	0	0	0	342	0	0	0	0	0	0	26	0	1357	0	0	0	0	7	866	0	0	0	0	0	0	0	0	115	25	0	0	0	0	0	0	0	9	0	73	0	5	13	0	0	0	18	0	0	0	0	0	0	0
4142.4.lib29	0	149	0	0	0	89	115	0	0	0	0	0	9244	2215	0	0	603	73	0	0	2076	727	0	160	378	0	0	5	0	0	0	11	7	0	0	0	0	0	0	0	0	0	518	935	1181	721	289	28	90	816	1758	512	383	2	268	399	3	0	69	0	25	68	57	73	107	9	130	511	0	0	9	28	5	89	0	0	0	1422	41	64	101	5	46	239	105	0	1323	321	1097	143	305	0	4	16	2606	67	243	37	89	1263	43	179	28	128	814	1058	0	156	23	0	65	0	0	0	0	0	206	0	16	0	0	0	0	18	0	1121	0	0	0	0	10	723	0	0	0	0	0	0	0	0	182	23	0	0	0	0	0	0	0	6	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4143.2.lib29	0	424	0	0	0	0	178	15	0	0	0	0	17554	1961	0	0	689	0	0	0	1548	0	0	1027	0	0	0	75	0	0	5	0	0	0	0	0	0	0	284	0	0	0	10	5	77	0	0	271	45	1799	23	696	764	0	23	96	0	0	569	22	39	0	123	73	439	355	0	1339	0	0	0	286	0	0	24	0	1594	605	18	142	48	6	41	81	0	0	541	304	6	0	43	0	5	0	7432	0	20	46	93	3355	0	0	10	0	0	20	0	208	36	0	15	0	0	0	0	0	505	0	80	6	0	0	0	257	0	3776	0	0	0	0	1	167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	30	0	0	0	0
4143.3.lib29	0	519	0	0	0	0	216	0	6	0	0	0	16017	1557	0	0	514	0	0	0	1513	0	0	831	0	0	0	42	0	0	0	0	0	0	0	0	0	0	214	0	0	0	44	12	79	0	20	341	23	1547	111	597	611	7	69	181	0	0	461	27	68	21	70	64	408	313	30	605	2	0	0	168	0	0	0	0	1743	726	0	132	68	2	72	46	9	0	513	174	50	0	25	28	0	0	6527	0	48	46	101	3434	0	0	15	3	0	38	0	82	0	0	18	0	0	0	0	0	427	0	38	32	0	0	0	447	0	3322	0	0	0	11	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0
4143.4.lib29	0	343	0	0	0	0	233	5	0	0	0	0	13534	1601	0	0	509	0	0	0	1715	0	0	1103	0	0	0	36	0	0	3	0	0	0	0	0	0	7	94	0	0	0	46	6	92	0	0	552	20	1507	105	434	643	0	120	179	0	0	381	34	43	45	79	42	475	224	30	535	0	0	0	137	4	4	25	0	1220	597	9	123	64	12	118	38	4	0	655	176	37	0	0	7	3	0	5652	0	54	41	146	2749	0	0	2	17	0	40	0	94	21	0	5	0	0	0	0	0	384	0	64	8	0	0	0	468	0	1967	0	0	0	10	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
4153.2.lib29	16	42	0	4	0	0	169	23	4	0	0	0	0	0	714	0	0	0	0	0	116	0	0	0	0	0	6	18	0	0	5	0	0	8	0	16	0	0	404	0	0	0	83	0	11	0	0	23	112	1607	52	347	258	0	355	6	0	6	169	43	21	44	58	0	624	0	28	1325	61	0	37	87	0	4	0	49	1962	4286	0	80	42	16	27	5	24	19	81	39	10	0	36	0	7	0	4132	0	86	66	2	3282	0	4	0	14	0	0	0	0	0	0	620	0	0	0	0	0	0	3	13	18	0	30	0	188	0	1354	0	275	0	212	24	171	0	0	1031	0	6	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0
4153.3.lib29	7	98	0	4	0	0	506	97	8	0	0	0	0	0	1347	0	0	0	0	0	373	0	0	0	0	0	5	65	0	0	6	0	0	0	0	24	0	0	191	0	0	0	119	9	29	0	8	53	142	3257	55	356	387	58	513	15	0	19	286	67	98	151	219	0	1304	0	25	2644	50	14	58	138	9	8	0	94	3439	7043	8	138	72	26	51	0	35	67	140	64	53	0	61	0	0	0	4993	0	222	130	11	3495	8	9	0	29	0	9	0	17	0	0	422	0	0	0	0	0	15	0	24	19	0	54	0	603	0	1566	0	155	2	40	0	109	0	0	1764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
4153.4.lib29	10	83	0	0	0	0	232	36	35	0	0	0	0	0	2220	0	0	0	0	0	826	0	0	0	0	0	16	30	0	0	6	0	0	22	0	9	0	0	148	9	10	0	127	0	59	0	0	137	226	4326	63	537	489	92	1216	21	0	57	414	175	76	121	257	0	1568	0	44	3979	171	13	78	134	0	0	0	260	4442	10046	0	119	34	22	44	18	13	121	256	39	64	0	59	0	7	3	8560	0	245	150	24	5790	28	50	0	30	0	0	0	25	30	0	290	0	0	0	0	0	24	0	103	16	0	69	0	878	0	2700	0	149	11	113	21	404	0	0	2644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0
4160.2.lib29	13	86	0	12	0	0	0	0	0	0	75	0	35819	18	2477	0	34	2465	0	0	380	3919	0	0	0	0	576	0	0	0	0	0	0	0	0	380	0	0	316	0	0	41	0	0	54	0	0	0	301	1977	0	14	0	77	0	0	0	3142	20693	12	0	0	0	0	39	0	0	0	196	13	0	0	0	0	0	0	38	470	0	41	23	309	0	0	163	19	0	8	3	0	0	0	0	0	1670	0	86	76	60	84	18	0	25	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	57	0	0	0	0	99	0	70	0	97	0	0	49	0	0	0	0	0	0	14	55	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4160.3.lib29	0	0	0	0	0	0	0	0	0	0	0	0	23816	0	1460	0	11	3558	0	0	156	2627	0	0	0	0	388	0	0	0	0	0	0	0	0	358	0	0	0	0	0	0	0	0	0	0	0	0	560	1979	0	0	0	17	0	0	0	1476	14655	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	238	0	23	0	247	0	0	198	19	0	0	0	0	0	0	0	0	2500	0	145	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	7	0	58	0	0	0	0	73	0	0	0	109	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4160.4.lib29	0	0	0	0	0	0	0	0	0	0	0	0	27627	2	2458	0	0	4561	0	0	178	3778	0	0	0	0	489	0	0	0	0	0	0	0	0	352	0	0	0	0	0	0	0	0	0	0	0	0	502	2455	0	0	0	11	0	0	0	1634	18266	0	0	0	0	0	0	0	0	0	91	3	0	0	0	0	0	0	0	304	0	58	0	407	0	0	376	31	0	0	0	0	0	0	0	0	4960	0	170	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	90	0	0	0	0	169	0	0	0	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4161.2.lib29	0	0	23	0	0	0	51	0	5	0	0	0	963	0	0	0	0	0	0	0	0	0	0	0	0	0	36	317	0	0	11	0	0	0	0	188	0	0	527	18	0	0	0	0	0	0	0	11	29	4202	111	42	4767	0	1691	0	0	21	1419	46	42	2	0	74	813	0	0	1598	0	0	6	37	8	0	205	227	0	2662	0	110	0	39	0	0	0	0	0	0	0	0	5	0	0	0	483	0	182	37	0	536	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	196	38	0	0	0	0	805	16838	0	1664	0	234	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	850	12	0	22	0	0	0	0	0
4161.3.lib29	0	0	4	0	0	0	32	0	11	0	0	0	1021	0	0	0	0	0	0	0	0	0	0	0	0	0	67	181	0	0	7	0	0	0	0	95	0	0	265	0	7	0	0	0	0	0	0	0	28	2007	32	13	1240	0	741	0	0	31	651	0	20	0	0	22	283	0	0	740	0	0	0	6	0	0	45	81	0	1423	0	66	0	50	0	0	0	0	0	18	0	0	0	0	0	0	107	0	104	76	0	222	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	77	63	0	0	0	0	656	6570	0	1052	0	45	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	9	0	0	0	0	0	0	0	677	0	0	34	2	0	0	0	0
4161.4.lib29	0	0	7	0	0	0	52	0	4	0	0	0	775	0	0	0	0	0	0	0	0	0	0	0	0	0	59	143	0	0	9	0	0	0	0	63	0	0	65	0	0	0	0	0	0	0	0	0	15	2300	35	19	775	0	399	0	0	39	804	21	27	0	0	28	293	0	0	522	0	0	0	10	2	4	33	46	0	1443	0	84	0	50	0	0	0	0	0	22	0	0	0	0	0	0	82	0	144	182	0	124	2	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	91	44	0	0	0	0	511	2651	0	308	3	31	2	0	0	0	0	0	2	0	0	0	0	0	0	0	13	0	0	0	0	6	0	0	0	0	0	0	0	764	0	0	21	2	0	0	0	0
4191.2.lib29	8	85	0	10	0	8	0	0	23	0	0	0	7730	0	59	0	135	0	0	0	1032	903	0	118	0	0	83	0	48	0	15	0	0	10	0	184	110	0	192	17	0	0	10	0	0	60	137	122	9	1609	0	0	200	53	159	0	0	24	234	88	0	38	0	0	0	0	38	213	90	0	0	0	30	67	0	145	1587	736	24	22	0	80	120	128	123	0	923	8	0	0	8	33	5	34	1402	8	114	144	682	3000	28	271	73	27	0	309	0	56	0	0	211	2	0	0	0	0	358	0	226	13	0	0	0	0	221	0	6895	0	0	12	298	37	0	0	0	0	0	0	0	0	0	3	0	0	0	62	0	12	0	78	27	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
4191.3.lib29	0	95	0	0	0	25	0	0	45	0	0	0	14647	0	128	0	470	0	0	0	1532	1249	0	111	0	0	144	0	148	0	6	18	0	9	0	133	54	0	320	14	8	0	20	0	0	50	79	64	8	1921	0	0	134	100	118	0	0	10	336	76	0	47	0	0	0	0	3	320	63	0	0	0	0	70	0	139	1199	660	28	47	0	56	131	114	123	0	1051	7	0	0	15	31	16	23	2002	0	121	86	867	2521	15	429	67	0	0	294	0	55	0	0	173	0	0	0	0	0	299	0	198	3	0	0	0	0	269	0	7197	0	0	0	3	107	0	0	0	0	0	0	0	0	0	5	0	0	40	105	0	5	0	92	112	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4191.4.lib29	15	45	0	0	0	0	0	0	30	0	0	0	14101	0	88	0	414	0	0	0	901	1110	0	87	0	0	104	0	39	0	21	0	0	0	0	44	97	0	140	0	0	3	0	0	0	31	56	50	0	1042	0	0	108	55	102	0	0	40	278	78	0	25	0	0	0	0	18	263	43	0	0	0	21	16	0	96	870	439	0	13	0	25	175	64	151	0	799	0	0	0	10	19	0	16	1668	0	119	79	583	2370	10	321	34	0	0	196	0	21	0	0	106	0	0	0	0	0	158	0	203	0	0	0	0	0	112	0	7546	0	0	51	0	19	0	0	0	0	4	0	0	0	0	9	0	0	36	137	0	21	0	33	121	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0
4195.2.lib29	0	164	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	47	0	0	3	0	0	0	0	0	0	0	76	0	491	5167	0	27	15	0	0	0	0	171	3089	72	57	494	0	0	191	0	0	1098	0	0	0	246	0	0	698	16719	143	16	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1687	1399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	17	0	0	0	0	0	0	4157	0	6	0	0	490	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	5	0	0	0	0
4195.3.lib29	0	177	0	0	0	0	0	0	29	0	0	0	58	27	0	0	0	0	0	0	42	41	0	0	0	0	0	283	0	0	0	0	0	4	0	0	0	0	24	0	0	0	0	0	0	0	39	14	761	5221	0	12	25	0	0	0	0	92	4397	97	316	556	0	0	241	0	0	854	0	0	0	293	0	0	852	14736	18	91	0	82	0	0	16	0	0	0	15	5	0	0	0	0	5	0	1859	820	29	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4891	0	0	0	25	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0
