feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
Cyanobacteria	Group	post_ltx	-2.14632658314308	0.560507693108166	207	67	0.000242965016929106	0.00194372013543285
Desulfobacterota	Group	post_ltx	-2.45811366882624	0.687432559419684	207	120	0.000570352941368038	0.00228141176547215
Firmicutes	Group	post_ltx	-0.335720806038128	0.129143180083961	207	207	0.010920266194534	0.0291207098520906
