feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerofilum	Anaerotruncus	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Akkermansia	Corynebacterium	Olsenella	Faecalitalea	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lactobacillus	Ligilactobacillus	Staphylococcus	Lachnospiraceae_UCG.003	Megamonas	Allisonella	TM7x	Sphingobium	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Pseudomonas
Cah8-297-CE	-12.4751634335768	-4.10229837346419	-16.1406700304151	-16.119569358028	-4.62810608748544	-11.6678085115192	-11.6678085115192	-14.8991680761343	-10.1532353386894	-14.7763816242084	-8.2463447430809	-10.5682728379683	-9.47516343357677	-3.64464822659994	-6.2037004056724	-15.0692399605486	-10.2272359201332	-7.08284601079801	-8.43076931421832	-13.5446022650853	-15.9742801375564	-8.38770059232644	-14.4199601778479	-14.6969675262343	-3.01419567100635	-13.5040741145206	-6.41446750188922	-7.45279562054832	-14.3776172479708	-6.21777559088412	-9.95160147751976	-15.4325745224652	-7.9833103372471	-13.7906539475539	-15.9469747898811	-7.48647874680461	-15.6800847610925	-13.8860775848731	-13.4751634335768	-11.6678085115192	-9.95160147751976	-15.5825830514109	-14.9812104882717	-8.54442609601389	-13.4751634335768	-7.96736879337808	-16.1439013303685	-8.15323533868941	-7.34588041663181	-6.01983621327221	-9.89020093285562	-7.65498447116159	-4.91101394359104	-7.29525434356184	-3.50146606727142	-9.56827283796826	-4.94573287943062	-6.70697910879985	-15.4077324751654	-14.4874632362653	-5.56527034980673	-10.1532353386894	-9.56827283796826	-15.6969675262343	-8.49788351007686	-10.5682728379683	-9.83130724380205	-6.59252038421493	-6.89773460554103	-9.89020093285562	-11.4751634335768	-10.4751634335768	-9.6171824384492	-15.4783588428091	-16.0146743485154	-14.7913155358517	-6.68726087418534	-6.89020093285562	-14.6324840764114	-11.6678085115192	-15.5208641829887	-8.34588041663181	-15.5678075690239	-6.19903902830254	-5.69052858801926	-8.59252038421493	-10.3052384321345	-11.1532353386894	-9.83130724380205	-11.6678085115192	-11.4751634335768	-10.6678085115192	-9.26571006794783	-12.8902009328556	-14.9464037285593	-5.14200808326616	-8.6171824384492	-6.88270639630869	-9.83130724380205	-8.66780851151917	-15.0521859305421	-13.4751634335768	-14.4395711962765	-13.4751634335768	-15.7742208224451	-2.85173914370686	-10.8902009328556	-8.64227341941203	-11.3052384321345	-15.6185288927789	-4.56377144573332	-5.57731797757126	-15.5294915599199	-12.1532353386894	-16.3016390855924	-7.92057458189914	-10.5682728379683	-15.6766182635885	-6.76780430149589	-11.6678085115192	-14.6532369564417	-8.9833103372471	-12.1532353386894	-9.15323533868941	-15.7742208224451	-13.4751634335768	-10.0157318149395	-15.6603302236757	-6.47516343357678	-10.4751634335768	-13.4065593453545	-7.53264892823754	-14.351997432489	-10.5682728379683	-15.1787037497228	-15.6789301871523	-11.8902009328556	-15.4927607568437	-7.28533887469676	-14.1255749089707	-11.8902009328556	-7.64227341941203	-15.0474647733184	-10.082846010798	-15.5046017726991	-15.4581288822362	-15.6772608362967	-15.0692399605486	-15.1111764329681	-15.6320580040993	-14.6610543423578	-14.2531088156554	-15.0931699410145	-16.2452927243969	-15.0765233549163	-14.8468125684323	-17.2543643285809	-15.2656150464845	-16.7742208224451
Cah8-297-RE	-12.9945891520854	-4.10889277874601	-12.2576235579192	-16.119569358028	-4.36159395494245	-12.5795516528066	-10.9945891520854	-14.8991680761343	-9.62535534241969	-14.7763816242084	-7.92134017005477	-9.82466415064309	-9.37009828717761	-3.72312612418103	-6.23082349857549	-15.0692399605486	-11.2576235579192	-7.06385181452252	-8.62535534241969	-13.5446022650853	-15.9742801375564	-8.57955165280656	-14.4199601778479	-14.6969675262343	-3.15748688663375	-13.5040741145206	-6.35554997860846	-7.47102719602839	-14.3776172479708	-6.57955165280656	-10.1201200341693	-15.4325745224652	-10.2576235579192	-13.7906539475539	-15.9469747898811	-7.60227172930665	-15.6800847610925	-13.8860775848731	-13.5795516528066	-10.672661057198	-10.0559896967496	-15.5825830514109	-14.9812104882717	-7.92134017005477	-15.7688562953927	-7.47102719602839	-16.1439013303685	-7.73406160186219	-6.98709461553848	-5.77219673074896	-9.82466415064309	-7.63703714746732	-4.91599354858929	-6.71536550815228	-3.59157712851041	-8.96484180869136	-4.87391926544515	-6.71536550815228	-15.4077324751654	-14.4874632362653	-5.53789250116935	-10.5795516528066	-10.4096266513643	-15.6969675262343	-8.53515753344811	-11.772196730749	-8.99458915208541	-6.87219252072568	-7.00969604447562	-10.1201200341693	-11.772196730749	-9.62535534241969	-9.49208881155622	-15.4783588428091	-16.0146743485154	-14.7913155358517	-6.64881431524368	-7.27577090462946	-11.9945891520854	-9.93569546303184	-15.5208641829887	-8.33162413936298	-15.5678075690239	-6.33162413936298	-5.68776794958825	-8.4502686358616	-9.72157065767899	-12.2576235579192	-10.1201200341693	-15.5225202325766	-13.5795516528066	-9.77219673074896	-9.77219673074896	-13.5795516528066	-14.9464037285593	-5.03651983255133	-9.02496280112893	-6.68473388949862	-9.53515753344811	-8.37009828717761	-15.0521859305421	-12.9945891520854	-14.4395711962765	-15.5825830514109	-15.7742208224451	-2.89348890291115	-11.9945891520854	-8.42980453330188	-11.1201200341693	-15.6185288927789	-4.68019472988345	-5.76577046158953	-15.5294915599199	-11.9945891520854	-16.3016390855924	-7.66068841553197	-9.72157065767899	-15.6766182635885	-6.39467630989828	-10.772196730749	-14.6532369564417	-9.49208881155622	-12.2576235579192	-8.22199964818848	-15.7742208224451	-15.9742801375564	-9.72157065767899	-15.6603302236757	-6.06385181452252	-9.40962665136425	-13.4065593453545	-7.32216381011391	-14.351997432489	-10.4096266513643	-13.5795516528066	-15.6789301871523	-12.2576235579192	-12.5795516528066	-7.37009828717761	-14.1255749089707	-10.672661057198	-7.05598969674955	-15.0474647733184	-8.90712631083507	-15.5046017726991	-15.4581288822362	-15.6772608362967	-15.0692399605486	-15.1111764329681	-15.6320580040993	-14.6610543423578	-14.2531088156554	-13.5795516528066	-16.2452927243969	-15.0765233549163	-14.8468125684323	-17.2543643285809	-15.2656150464845	-16.7742208224451
Cah8-298-RE	-10.9281145606329	-4.58341515808685	-10.9281145606329	-16.119569358028	-13.4497161176414	-15.5082074402933	-15.955422879495	-14.8991680761343	-15.5082074402933	-6.29478903835032	-15.2811693697401	-15.1702380523366	-14.3705284909351	-2.93736593210542	-14.0296323280441	-15.0692399605486	-14.7763816242084	-14.2894906070848	-8.04769617638555	-13.5446022650853	-15.9742801375564	-15.3776172479708	-14.4199601778479	-14.6969675262343	-14.7763816242084	-13.5040741145206	-14.8650082620215	-4.96969366438427	-14.3776172479708	-14.7828446790034	-14.6153997437255	-15.4325745224652	-15.1160596183174	-13.7906539475539	-10.5801912572126	-14.8693689266963	-15.6800847610925	-13.8860775848731	-15.6603302236757	-7.94460268342144	-11.5801912572126	-12.802583678549	-8.279021722492	-6.65962572470697	-12.0656180843828	-15.2531457581057	-16.1439013303685	-9.80258367854901	-15.1985601455074	-7.65962572470697	-15.2222163003522	-16.0461861283345	-7.20763708925524	-6.35412317773272	-2.62973950707294	-14.8021124185861	-15.1773416702229	-4.99737722306999	-9.58019125721257	-7.6326586771067	-6.8956930829405	-8.17809281364122	-14.6801397177632	-8.45680884170728	-7.15872748877429	-14.976877329653	-15.0931699410145	-14.8090144351586	-9.17809281364122	-7.02999417465209	-6.37073789158362	-15.0521859305421	-4.79135642312576	-6.612759119669	-10.3875461792702	-14.7913155358517	-8.68710646112908	-7.04769617638555	-14.6324840764114	-7.94460268342144	-15.5208641829887	-15.3215053683988	-7.71512083729868	-3.56736721685498	-6.3214569888124	-12.0656180843828	-9.74368998949545	-13.3875461792702	-8.01250674792325	-7.14914143994509	-6.6326586771067	-9.80258367854901	-6.86398422321316	-12.802583678549	-12.0656180843828	-6.34315205991172	-10.4806555836617	-5.69057865303588	-7.8956930829405	-7.21762117782786	-12.3875461792702	-15.4680193995189	-14.4395711962765	-11.2176211778279	-15.7742208224451	-2.72532287395233	-7.86398422321316	-6.52336003461589	-5.81769057093922	-8.48065558366165	-5.48366433353399	-7.84838736816214	-7.20763708925524	-16.0765233549163	-16.3016390855924	-9.92811456063287	-14.7763816242084	-12.802583678549	-7.12075963857527	-7.91181274830377	-14.6532369564417	-16.9469747898811	-14.9369599332101	-14.976877329653	-15.7742208224451	-15.9742801375564	-15.4710400855943	-15.6603302236757	-8.06561808438281	-15.3893176368352	-13.4065593453545	-7.55465616510543	-14.351997432489	-16.119569358028	-12.802583678549	-15.6789301871523	-7.13961866582659	-8.6326586771067	-14.4769360197467	-14.1255749089707	-14.8475467768525	-15.4543314274174	-15.0474647733184	-15.297489501161	-15.5046017726991	-15.4581288822362	-15.6772608362967	-9.74368998949545	-15.1111764329681	-11.802583678549	-14.6610543423578	-14.2531088156554	-15.0931699410145	-16.2452927243969	-15.0765233549163	-14.8468125684323	-17.2543643285809	-15.2656150464845	-16.7742208224451
Cah8-299-CE	-10.8069523282107	-11.276437611512	-16.1406700304151	-11.976877329653	-4.35116848658858	-15.5082074402933	-9.30445198768155	-6.33302113987832	-15.5082074402933	-12.6549492347657	-15.2811693697401	-15.1702380523366	-14.3705284909351	-2.09423428029121	-14.0296323280441	-5.36216748553784	-12.976877329653	-8.82713021014837	-8.53393383380432	-13.5446022650853	-15.9742801375564	-6.48502423332337	-14.4199601778479	-9.22198982748958	-14.7763816242084	-13.5040741145206	-5.84245100943212	-6.91078813919528	-14.3776172479708	-14.7828446790034	-7.6914751107908	-15.4325745224652	-15.1160596183174	-13.7906539475539	-15.9469747898811	-9.88941448840271	-12.1695224075954	-13.8860775848731	-9.7674239640241	-15.0186783314095	-14.9892170793144	-10.8069523282107	-14.9812104882717	-7.63702732676842	-15.7688562953927	-12.3919148289319	-16.1439013303685	-10.8894144884027	-15.1985601455074	-15.1371512602783	-15.2222163003522	-16.0461861283345	-14.0551976882376	-6.15989370639767	-3.70483080526311	-9.58455990687429	-7.3994485016173	-6.44549586913674	-15.4077324751654	-14.4874632362653	-7.9434543281156	-15.2446611447642	-8.9324832102946	-11.1695224075954	-5.08661305263194	-13.976877329653	-13.3919148289319	-12.976877329653	-13.3919148289319	-9.84759431270808	-6.08813408075479	-13.3919148289319	-11.5174457110158	-8.37696448746592	-16.0146743485154	-14.7913155358517	-15.5423064225826	-6.17921580379929	-14.6324840764114	-15.4415501353775	-15.5208641829887	-7.68225658076142	-3.50114389868665	-2.63230400705685	-3.97125278045917	-15.3031028989423	-9.51744571101575	-15.3568645814189	-6.85275601782386	-5.43191289686381	-9.33302113987832	-16.0650374027664	-7.29037680246983	-15.8864110623553	-14.9464037285593	-7.34752070957344	-10.276437611512	-8.61932532503496	-16.0430913829573	-8.11889633452548	-15.0521859305421	-10.0226810192662	-14.4395711962765	-10.8894144884027	-15.7742208224451	-5.86053336841558	-15.8071788010733	-11.6549492347657	-14.4077324751654	-15.6185288927789	-14.8923056366061	-9.22198982748958	-8.36216748553784	-16.0765233549163	-9.06998673404453	-9.36216748553784	-14.7763816242084	-15.6766182635885	-8.2354103432519	-14.8071788010733	-14.6532369564417	-16.9469747898811	-14.9369599332101	-13.976877329653	-15.7742208224451	-13.976877329653	-15.4710400855943	-11.1695224075954	-11.276437611512	-15.3893176368352	-13.4065593453545	-6.3402527091094	-14.351997432489	-16.119569358028	-12.976877329653	-13.976877329653	-7.63702732676842	-5.82205922060094	-14.4769360197467	-14.1255749089707	-14.8475467768525	-10.1188963345255	-15.0474647733184	-15.297489501161	-9.9324832102946	-15.4581288822362	-15.6772608362967	-15.0692399605486	-15.1111764329681	-15.6320580040993	-14.6610543423578	-14.2531088156554	-15.0931699410145	-11.8069523282107	-15.0765233549163	-14.8468125684323	-17.2543643285809	-15.2656150464845	-16.7742208224451
Cah8-300-CE	-10.8880297145641	-6.7795052577859	-16.1406700304151	-16.119569358028	-3.73511113842745	-15.5082074402933	-12.8880297145641	-13.8880297145641	-8.7587466976191	-12.8880297145641	-6.34499789430883	-9.30306721384291	-8.49571229178531	-2.58025968267337	-7.31060088652832	-10.0300487194365	-12.0806747925065	-9.60262749570182	-8.71810471312176	-8.0300487194365	-5.16864089362199	-8.84363559520562	-14.4199601778479	-14.6969675262343	-5.90218777756073	-13.5040741145206	-7.38818382748086	-4.52828015424174	-14.3776172479708	-8.67857634893512	-7.81121411751324	-10.0806747925065	-11.0806747925065	-6.74847836216528	-15.9469747898811	-12.0806747925065	-15.6800847610925	-7.66886119410191	-15.6603302236757	-15.0186783314095	-14.9892170793144	-15.5825830514109	-13.3030672138429	-7.64010220112048	-13.3030672138429	-15.2531457581057	-12.8880297145641	-9.46176495986197	-15.1985601455074	-11.0806747925065	-15.2222163003522	-16.0461861283345	-7.57514675927971	-8.41229628359767	-3.28811687237694	-5.72563838580716	-5.50216731392261	-3.95507682236936	-12.5661016196767	-14.4874632362653	-6.88240516537019	-15.2446611447642	-8.65921102406819	-15.6969675262343	-6.40018968074102	-10.8005668733137	-8.84363559520562	-8.16010926000087	-10.3644677585071	-9.80056687331373	-7.13983686497461	-10.187589996423	-5.51516465445148	-15.4783588428091	-16.0146743485154	-14.7913155358517	-12.0806747925065	-7.12647848211959	-11.187589996423	-11.8880297145641	-15.5208641829887	-15.3215053683988	-15.5678075690239	-4.18239732720266	-4.68713110952563	-15.3031028989423	-8.93383340417719	-15.3568645814189	-8.09361384821396	-11.5661016196767	-12.0806747925065	-9.46176495986197	-9.1331422124006	-10.0300487194365	-14.9464037285593	-5.83546166375992	-14.6772608362967	-11.3030672138429	-10.0806747925065	-9.42859809592677	-13.8880297145641	-12.0806747925065	-14.4395711962765	-12.8880297145641	-12.3030672138429	-3.81255056507605	-15.8071788010733	-8.7795052577859	-10.8880297145641	-13.8880297145641	-5.50432542209002	-4.84090580245004	-11.7181047131218	-16.0765233549163	-11.7181047131218	-10.187589996423	-14.7763816242084	-15.6766182635885	-9.08067479250647	-14.8071788010733	-14.6532369564417	-10.4957122917853	-11.5661016196767	-13.8880297145641	-10.8005668733137	-12.8880297145641	-15.4710400855943	-15.6603302236757	-13.3030672138429	-15.3893176368352	-9.64010220112048	-7.06785075214888	-14.351997432489	-16.119569358028	-10.8005668733137	-11.8880297145641	-11.187589996423	-11.5661016196767	-5.04567937115026	-14.1255749089707	-10.1331422124006	-15.4543314274174	-15.0474647733184	-15.297489501161	-15.5046017726991	-15.4581288822362	-15.6772608362967	-15.0692399605486	-15.1111764329681	-15.6320580040993	-14.6610543423578	-14.2531088156554	-13.8880297145641	-16.2452927243969	-15.0765233549163	-14.8468125684323	-17.2543643285809	-15.2656150464845	-16.7742208224451
Cah8-301-RE	-16.1439013303685	-8.8689210400952	-16.1406700304151	-16.119569358028	-5.53781351843345	-15.5082074402933	-7.17558237832926	-9.83854739105168	-15.5082074402933	-12.4235098917728	-15.2811693697401	-15.1702380523366	-14.3705284909351	-1.71744562443787	-5.40670160408629	-8.83854739105168	-14.7763816242084	-8.56552889664527	-6.84608106373709	-13.5446022650853	-15.9742801375564	-15.3776172479708	-14.4199601778479	-14.6969675262343	-14.7763816242084	-7.76529840902105	-7.66862238960937	-6.62260999185254	-11.6161549697152	-8.31498543499467	-9.03119246899408	-15.4325745224652	-11.8385473910517	-13.7906539475539	-15.9469747898811	-8.46931358138596	-15.6800847610925	-13.8860775848731	-9.46931358138596	-10.4235098917728	-14.9892170793144	-15.5825830514109	-14.9812104882717	-8.19469120127696	-15.7688562953927	-10.8385473910517	-16.1439013303685	-7.8689210400952	-7.28395853937405	-7.85365428344189	-12.1015817968855	-10.1015817968855	-8.83854739105168	-10.4235098917728	-5.01199890376077	-6.34136085041897	-4.89018015946701	-6.22383754693648	-15.4077324751654	-14.4874632362653	-8.540866842411	-11.1015817968855	-14.6801397177632	-15.6969675262343	-4.32547780881231	-14.976877329653	-11.6161549697152	-8.46931358138596	-8.83854739105168	-8.35742070131507	-5.84230930984788	-10.8385473910517	-6.46350795970476	-15.4783588428091	-16.0146743485154	-14.7913155358517	-11.2535848903305	-8.49277255420995	-14.6324840764114	-15.4415501353775	-15.5208641829887	-11.2535848903305	-6.07921398385702	-5.88823451515204	-4.11972914359574	-15.3031028989423	-9.61615496971524	-15.3568645814189	-8.11972914359574	-9.83854739105168	-9.89994793571583	-13.4235098917728	-7.69558943720964	-9.3360470505225	-12.8385473910517	-6.98056639592411	-9.13810767291059	-6.57176085035678	-12.4235098917728	-7.62909402542273	-15.0521859305421	-15.4680193995189	-6.00988196274867	-15.5825830514109	-15.7742208224451	-2.84655322706675	-15.8071788010733	-9.42350989177284	-7.66862238960937	-15.6185288927789	-9.29422687482787	-5.09708040465054	-11.4235098917728	-11.4235098917728	-13.4235098917728	-9.56552889664527	-9.72307017363175	-11.8385473910517	-9.13810767291059	-14.8071788010733	-14.6532369564417	-9.77965370199812	-14.9369599332101	-14.976877329653	-11.8385473910517	-15.9742801375564	-15.4710400855943	-15.6603302236757	-15.7117476228665	-15.3893176368352	-13.4065593453545	-6.29422687482787	-14.351997432489	-16.119569358028	-15.1787037497228	-15.6789301871523	-7.31498543499467	-9.10158179688548	-4.60333092935765	-14.1255749089707	-13.4235098917728	-15.4543314274174	-15.0474647733184	-15.297489501161	-15.5046017726991	-15.4581288822362	-15.6772608362967	-15.0692399605486	-15.1111764329681	-15.6320580040993	-14.6610543423578	-14.2531088156554	-15.0931699410145	-16.2452927243969	-15.0765233549163	-14.8468125684323	-17.2543643285809	-12.8385473910517	-16.7742208224451
Cah8-302-CE	-13.1904420187828	-15.0939676864312	-16.1406700304151	-16.119569358028	-8.38308709672522	-15.5082074402933	-15.955422879495	-8.82120820911711	-12.4534764246166	-8.99404480597932	-9.91742352437641	-11.1904420187828	-14.3705284909351	-1.94034102749889	-5.89888757293898	-6.73101040014553	-14.7763816242084	-7.29967108853758	-6.57573217466762	-13.5446022650853	-15.9742801375564	-6.75859623181743	-14.4199601778479	-14.6969675262343	-14.7763816242084	-13.5040741145206	-6.4222576940059	-5.3852355633038	-14.3776172479708	-14.7828446790034	-9.86851392389546	-15.4325745224652	-12.4534764246166	-13.7906539475539	-7.48078377061235	-8.91742352437641	-5.63585316710519	-13.8860775848731	-9.91742352437641	-15.0186783314095	-14.9892170793144	-12.1904420187828	-14.9812104882717	-9.49000230064173	-12.775404519504	-15.2531457581057	-13.775404519504	-12.4534764246166	-12.775404519504	-8.14604789942437	-15.2222163003522	-16.0461861283345	-14.0551976882376	-11.4534764246166	-6.63585316710519	-14.8021124185861	-9.28355142317431	-7.60547951806167	-9.07496480136289	-3.87755906349847	-14.471675214392	-10.9680495974464	-14.6801397177632	-15.6969675262343	-4.8715226737678	-14.976877329653	-12.775404519504	-8.56595115387503	-15.0692399605486	-9.86851392389546	-7.98098865315388	-10.6054795180617	-10.3159729008667	-10.0205170173405	-5.67474218049878	-14.7913155358517	-15.5423064225826	-10.1904420187828	-14.6324840764114	-15.4415501353775	-15.5208641829887	-15.3215053683988	-15.5678075690239	-3.4969550612835	-3.83729519328474	-15.3031028989423	-9.56595115387503	-13.1904420187828	-7.21316209528291	-5.38738723415885	-8.40036508815706	-13.1904420187828	-6.77540451950398	-9.31597290086668	-14.9464037285593	-8.64612150255902	-7.90503979992058	-8.91742352437641	-10.8685139238955	-6.90503979992058	-15.0521859305421	-10.1315483297293	-11.6054795180617	-12.775404519504	-15.7742208224451	-5.5369997801789	-15.8071788010733	-8.64612150255902	-11.1904420187828	-15.6185288927789	-11.775404519504	-8.06115900183786	-6.28355142317431	-16.0765233549163	-12.4534764246166	-9.82120820911711	-14.7763816242084	-10.9680495974464	-12.4534764246166	-14.8071788010733	-10.6054795180617	-12.4534764246166	-14.9369599332101	-14.976877329653	-15.7742208224451	-15.9742801375564	-13.775404519504	-15.6603302236757	-15.7117476228665	-15.3893176368352	-13.4065593453545	-4.74198151796653	-14.351997432489	-16.119569358028	-12.775404519504	-15.6789301871523	-6.29562425547488	-9.25184256344697	-6.50861797880908	-3.00970403185288	-14.8475467768525	-15.4543314274174	-15.0474647733184	-15.297489501161	-13.1904420187828	-15.4581288822362	-15.6772608362967	-15.0692399605486	-15.1111764329681	-15.6320580040993	-14.6610543423578	-14.2531088156554	-15.0931699410145	-16.2452927243969	-15.0765233549163	-14.8468125684323	-17.2543643285809	-15.2656150464845	-16.7742208224451
Cah8-302-RE	-11.3125678669303	-11.0230612497353	-12.8975303676515	-16.119569358028	-7.26332434791047	-15.5082074402933	-15.955422879495	-8.16056477348527	-15.5082074402933	-8.52829655798576	-8.25367417787675	-9.57560227276411	-14.3705284909351	-2.03877226771605	-5.49097102229694	-7.05622811367053	-14.7763816242084	-7.25367417787675	-5.9433340572646	-13.5446022650853	-15.9742801375564	-6.89753036765148	-14.4199601778479	-14.6969675262343	-14.7763816242084	-13.5040741145206	-6.55768036476685	-5.67836184718931	-14.3776172479708	-14.7828446790034	-8.72760536620916	-15.4325745224652	-9.83863667859791	-13.7906539475539	-8.21570632767773	-9.89753036765148	-5.94721749175183	-13.8860775848731	-9.83863667859791	-15.0186783314095	-14.9892170793144	-15.5825830514109	-11.0230612497353	-8.29266830949262	-12.1605647734853	-15.2531457581057	-16.1439013303685	-9.57560227276411	-11.3125678669303	-7.53997836303339	-15.2222163003522	-13.4824928683726	-14.0551976882376	-11.3125678669303	-6.18328484998535	-14.8021124185861	-7.55175553080975	-6.56960353214267	-8.48249286837263	-4.29390402266528	-11.1605647734853	-9.35320985142767	-14.6801397177632	-13.4824928683726	-5.13819696045682	-14.976877329653	-15.0931699410145	-8.50521294487272	-15.0692399605486	-8.86778302425742	-7.97469822817394	-12.4824928683726	-9.19709064951038	-9.78205315023154	-5.90884568087931	-14.7913155358517	-15.5423064225826	-8.72760536620916	-14.6324840764114	-15.4415501353775	-15.5208641829887	-15.3215053683988	-15.5678075690239	-3.65118562457058	-4.05308612685865	-15.3031028989423	-8.78205315023154	-11.1605647734853	-7.0395493725239	-5.81360788410638	-8.99063977204296	-10.7820531502315	-6.96679303008859	-10.3125678669303	-12.1605647734853	-8.57560227276411	-7.79599234118941	-7.86778302425742	-11.4824928683726	-6.86778302425742	-10.7820531502315	-10.8975303676515	-11.0230612497353	-12.1605647734853	-15.7742208224451	-3.90223430087284	-15.8071788010733	-8.67513794631503	-11.8975303676515	-15.6185288927789	-12.1605647734853	-8.17871212019553	-6.66871167715559	-16.0765233549163	-12.8975303676515	-9.02306124973533	-14.7763816242084	-11.675137946315	-11.0230612497353	-14.8071788010733	-10.3950300271223	-16.9469747898811	-14.9369599332101	-14.976877329653	-15.7742208224451	-12.4824928683726	-10.5756022727641	-15.6603302236757	-15.7117476228665	-15.3893176368352	-13.4065593453545	-4.93174608298939	-14.351997432489	-16.119569358028	-15.1787037497228	-15.6789301871523	-6.21570632767773	-9.16056477348527	-5.58162606039188	-3.21219754190059	-14.8475467768525	-15.4543314274174	-15.0474647733184	-15.297489501161	-13.4824928683726	-15.4581288822362	-15.6772608362967	-15.0692399605486	-15.1111764329681	-15.6320580040993	-14.6610543423578	-14.2531088156554	-15.0931699410145	-16.2452927243969	-15.0765233549163	-14.8468125684323	-17.2543643285809	-15.2656150464845	-16.7742208224451
