feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerofilum	Anaerotruncus	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Akkermansia	Corynebacterium	Olsenella	Faecalitalea	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lactobacillus	Ligilactobacillus	Staphylococcus	Lachnospiraceae_UCG.003	Megamonas	Allisonella	TM7x	Sphingobium	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Pseudomonas
run02-118	0.000259179265658747	0.00712742980561555	0.000388768898488121	0	0.0437149028077754	0	0	0	0	0	0.00293736501079914	0.00894168466522678	0	0.173088552915767	0.00855291576673866	0	0	0	0	0	0	0.00224622030237581	0	0	0	0	0.0137365010799136	0.000518358531317495	0	0	0.00717062634989201	0	0	0	0	0.0244924406047516	0	0	0.000302375809935205	0	0.00349892008639309	0.000518358531317495	0	0.0584017278617711	0	0	0.000129589632829374	0	0	0	0	0.000345572354211663	0.0167602591792657	0.00362850971922246	0.0593952483801296	0.00924406047516199	0.0135205183585313	0.0135637149028078	0	0	0.00293736501079914	0	0	0	0.00414686825053996	0.000388768898488121	0.000302375809935205	0.00190064794816415	0	0	0.000647948164146868	0.000431965442764579	0.0193952483801296	0	0.0024622030237581	0	0	0.00388768898488121	0	0.000734341252699784	0	0	0.000734341252699784	0.045097192224622	0.00825053995680346	0.000561555075593952	0.00129589632829374	0	0	0.00514038876889849	0.000129589632829374	0	0.00168466522678186	0	0	0.027645788336933	0	0	0	0	0	0.000259179265658747	0	0	0	0.0698056155507559	0	0.00103671706263499	0	0	0	0.0343844492440605	0.00060475161987041	0	0	0.000561555075593952	0	0	0	0	0	0	0	0	0	0	0	8.63930885529158e-05	0.0189200863930886	0	0	0.00717062634989201	0	0	0.000950323974082073	0.021511879049676	0	0	0.0116630669546436	0.225745140388769	0.00224622030237581	0	0	0	0	0	0.00155507559395248	0	0	0	0.00159827213822894	0	0.00116630669546436	0	0.000302375809935205	0	0	0	0.000172786177105832
run02-119	0.000479961603071754	0.00231981441484681	0.000519958403327734	0	0.0563154947604192	0.000279977601791857	0.000239980801535877	0.000359971202303816	0.000359971202303816	7.9993600511959e-05	0.001959843212543	0	0	0.190584753219742	0.00315974722022238	0.0149188064954804	0.000399968002559795	0.00127989760819134	0.00163986881049516	0	0	0.00267978561715063	0	0	0	0	0.00571954243660507	0.00447964162866971	0	0.0356771458283337	0.00423966082713383	0	0	0	7.9993600511959e-05	0.0143988480921526	7.9993600511959e-05	0	0	0	0	0.000319974402047836	0	0.00447964162866971	0	0.0015598752099832	0.000239980801535877	7.9993600511959e-05	0	0	0	0.0363170946324294	0.00275977921766259	0.00183985281177506	0.0790336773058155	0.00103991680665547	0.0298776097912167	0.0283577313814895	0	0	0.0240380769538437	0.00079993600511959	0	0	0.00947924166066715	0.00203983681305496	0.000679945604351652	0.00283977281817455	0.000559955203583713	0.000159987201023918	0.00415966722662187	0.000119990400767939	0.0288376929845612	0	0	0	0	0.00699944004479642	0	0.000399968002559795	0	0.00431965442764579	0.0103191744660427	0.104071674266059	0.02347812175026	0	0.00391968642508599	0	0.000319974402047836	0.00079993600511959	0	0.000599952003839693	0.000959923206143509	0	0	0.00927925765938725	0	0.0013598912087033	0.000199984001279898	0.00167986561075114	0	0	0	0.000119990400767939	0	0.0817534597232221	0	0.00187984961203104	0	0	0.0100791936645068	0.0431565474762019	0	0	0	0.000319974402047836	0	0	0.000439964802815775	0	0	0.000559955203583713	0	0	0.000199984001279898	0	0	0	0	0	0	0	0.00539956803455724	0.0013598912087033	0.000679945604351652	0	0	0.000639948804095672	0.0066394688424926	0.0721142308615311	0.000119990400767939	0.00279977601791857	7.9993600511959e-05	0	0	0	0	0	0	0.000199984001279898	0	0	0.000359971202303816	0.000279977601791857	0.000239980801535877	0	0	0	0
run02-120	0.00307707336133633	0.0349711829637589	0.00332128553287096	0	0.0514799257594999	0	0	0	0	0	0.00512845560222721	0.00307707336133633	0.00234443684673244	0.1318745726287	0.0172413793103448	0.0030282309270294	0	0.00464003125915796	0.000341897040148481	0	0	0.000195369737227703	0	0	0.0794177981830614	0.00249096414965322	0.0150434697665332	0.0054703526423757	0	0	0.00376086744163329	0	0.0109895477190583	0.00576340724821725	0.000195369737227703	0	0	0	0	0.00874279574093973	0	0	0	0.0269121813031161	0.000928006251831591	0.000293054605841555	0.000244212171534629	0.0132851421314838	0	0.0043469766533164	0	0.0162645306242063	0.00312591579564325	0.000195369737227703	0.057975969522321	0.00166064276643548	0.0205626648432158	0.00615414672267266	0	0	0.00214906710950474	0.00210022467519781	0	0	0.00083032138321774	0	0.000928006251831591	0.000341897040148481	0	0.000732636514603888	0.00503077073361336	0.000683794080296962	0.0143108332519293	0	0.00083032138321774	0	0.000976848686138517	0.012503663182573	0	0	0	4.88424343069259e-05	0	0.0735567060662303	0.0485493797010843	9.76848686138517e-05	0.00268633388688092	0	0.00288170362410863	0.00420044935039562	0.000146527302920778	0.00170948520074241	0.000928006251831591	0.000976848686138517	0	0.014506202989157	0.00185601250366318	0.00747289244895966	0.000683794080296962	0.000781478948910814	0.00102569112044544	0	0	0	0	0.160886978607014	0	0.00459118882485103	0.00112337598905929	0	0.000341897040148481	0.029647357624304	0.000146527302920778	0.000390739474455407	9.76848686138517e-05	0.00126990329198007	0.000488424343069259	0	0.00341897040148481	0	0	0.000390739474455407	0	0	0	0	0	0	0	0	0.00341897040148481	0.000341897040148481	0.0111360750219791	0	0.00102569112044544	0.000683794080296962	0.00830321383217739	0	0.0113802871935137	0	0.00522614047084107	0	0.000195369737227703	0.000244212171534629	0	0	0	0	0.00058610921168311	0	0	0	0	0	0	0	0.0043469766533164	0.00224675197811859	0
run02-121	0	0.000361027122162552	0.000270770341621914	0.00049641229297351	0.0105149149329843	0	0	0.00108308136648766	0	0	0	0	0	0.204882891827249	0	0	0	0	0	0	0	0	0	0	0	0	0.000135385170810957	0.0189990523038043	0	0	0.00600207590595243	0	0	0	0.000541540683243829	0	0	0	0	0	0	0.000586669073514148	0	0.050498668712487	0.0011733381470283	0	0	0	0	0	0	0	0	0.00270770341621914	0.087549077124419	0	0.00180513561081276	0.109436346405524	0	0	0	0	0	0	0.0238729184529988	0.000315898731892233	0	0	0	0	0	0	0.00162462204973149	0	0.000225641951351595	0	0	0.00365539961189584	0	0	0	0	0.183040750936414	0.0670156595514238	0.00126359492756893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000406155512432872	0	0	0	0	0	0.000902567805406381	0	0.00830362380973871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0216616273297531	0.0193600794259669	0	0.000857439415136062	0.0532515005189765	0	0.00148923687892053	0	0.0293785820659777	0.0740105600433233	0.00893542127352317	0	0	0	0	0	0	0	0	0.00338462927027393	0	0	0	0	0	0	0	0	0
run02-122	0	0.00810564174137098	0.000107359493263192	0	0.0147082505770573	0	0.000536797466315959	0	0	0	0.00601213162273874	0	0	0.157872134843524	0.00633421010252832	0.00268398733157979	0	0.000322078479789575	0.00424069998389608	0	0	0	0	0	0	0	0.0052069354232648	0.00708572655537066	0	0.000375758226421171	0	0	0	0	0	0.0177143163884266	0	0	0	0	0	0.000214718986526384	0	0.00220086961189543	0	0	0.000214718986526384	0.000375758226421171	0	0	0	0	0.0231896505448494	0.00687100756884427	0.10225991733319	0.0166407214557947	0.0133125771646358	0.0338182403779054	0	0	0.00295238606473777	0	0	0	0.00826668098126577	0.000644156959579151	0.000536797466315959	0.00279134682484299	0.000483117719684363	0.00542165440979119	0.00687100756884427	0.00026839873315798	0.0300606581136937	0	0	0.000214718986526384	0	0.00896451768747651	0	0.000536797466315959	0	0.00499221643673842	0.000751516452842343	0.0101991518600032	0.0438563529980138	0.00026839873315798	0.00198615062536905	0	0	0.000536797466315959	0.000644156959579151	0	0	0.000375758226421171	0	0.00542165440979119	0.00123463417252671	0	0	0	0	0.000483117719684363	0	0	0	0.112620108433088	0	0.0012883139191583	0.000483117719684363	0	0.00713940630200225	0.034140318857695	0	0	0	0	0	0	0.00230822910515862	0	0	0.000858875946105534	0	0	0	0	0	0	0.000375758226421171	0.000107359493263192	0	0	0.00558269364968597	0	0.000107359493263192	0	0.000375758226421171	0.000161039239894788	0.0064952493424231	0.252831606634817	0.00483117719684363	0	0	0	0.000483117719684363	0	0	0	0	0	0	0	0	0	0.000375758226421171	0	0	0.00026839873315798	0
run02-124	0.000763715049429335	0.0279604565318851	0.000551571980143409	0	0.0221053078195935	0	0	0	0	0	0	0	0	0.205354491068777	0	0	0	0	0	0	0	0	0	0	0	0	0.00190928762357334	0.0147651576223005	0	0	0.00483686197971912	0	0	0	0.000127285841571556	0	0	0	0.000424286138571853	0	0	0.00526114811829098	0.000169714455428741	0.04853833425262	0.000254571683143112	0	0.000212143069285926	0	0	0	0	0.000254571683143112	0.00254571683143112	0.00229114514828801	0.0810386524672239	0	0.00292757435614578	0.0415376129661844	0	0	0.00135771564342993	0	0	0	0.0154864440578726	0.0017395731681446	0	0	0	0	0	0	0.00530357673214816	0	0	0	0	0	0	0	0	0	0.153124867410582	0.243625100767958	0.00131528702957274	0	0.00169714455428741	0	0.00178200178200178	0.00585514871229157	0	0	0.000509143366286223	0	0	0	0	0	0	0	0	0	0	0.000127285841571556	0	0	0	0	0	0	0	0	0.00313971742543171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0098010098010098	0	0	0.0178200178200178	0	0	0.0210021638593067	0.000933429504858076	0	0	0	0.0308031736603165	0.0131528702957274	0	0	0	0.00687343544486402	0	0	0	0.000551571980143409	8.48572277143706e-05	0	0	0	0	8.48572277143706e-05	0	0	0	0
run02-125	0.000782148608235565	0.0477110651023695	0.00041407867494824	0	0.147365999539913	0	0.000184034966643662	0.000368069933287325	0	0	0	0.00372670807453416	0	0.153669197147458	0	0	0	0	0.000644122383252818	0	0	0	0	0.0340464688290775	0	0	0.00041407867494824	0.00115021854152289	0	0	0.00368069933287325	0	0	0	0	0.0210720036806993	0	0.0830917874396135	0.000230043708304578	0	0	0.000322061191626409	0	0.0108580630319761	0.000184034966643662	0	0	0.000276052449965493	0	0	0	0.00041407867494824	0	0.00377271681619508	0.106188175753393	0	0.0273752012882448	0.0132505175983437	4.60087416609156e-05	0	0.0133425350816655	0	0	0	0.00740740740740741	0.0014722797331493	0	0.00188635840809754	0	0.00386473429951691	0.00887968714055671	0.000184034966643662	0.00041407867494824	0	0	0.000138026224982747	0	0.00690131124913734	0	9.20174833218311e-05	0	0.00464688290775247	0.0192776627559236	0.048493213710605	0.0139866574649183	0.00432482171612606	0.00151828847481021	0	0.00133425350816655	0.00105820105820106	0	0.000368069933287325	0.000184034966643662	0	0	0.00202438463308029	0.00349666436622958	0	0	0.00110420979986197	0	0	0	0	0	0.0879687140556706	0	0.00174833218311479	9.20174833218311e-05	0	0.00331262939958592	0.0310098918794571	0	0	0	0	0	0	0.000552104899930987	0	0	0	0	0	0	0	0	9.20174833218311e-05	0	0	0.0217161260639522	0	0.00685530250747642	0	0.00570508396595353	0	0.00041407867494824	0	0.0282493673798022	0.00317460317460317	0.000644122383252818	0.000736139866574649	0	0	0	0	0	0	0	0	0	0	0	0	9.20174833218311e-05	0	0	0	0
run02-126	0.00955886111537085	0.000153350713080816	0.0016357409395287	0.000562285947962991	0.0161529417778459	0	0	0	0	0	0	0	0	0.0353728978173082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000715636661043807	0	0.0474364872463324	0.00741195113223943	0	0.00260696212237387	0	0	0	0	0.0414046925318203	0	0	0.0074630680365997	0	0	0.0397178346879313	0	0	0	0	0	0.000153350713080816	0.00102233808720544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164391964422635	0.37412462301283	0.000357818330521904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000306701426161632	0.000613402852323263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000102233808720544	0	0	0	0.000306701426161632	0	0	0	0	0	0.000357818330521904	0.0194755405612636	0.0190666053263814	0	0.000102233808720544	0	0.174615345294689	0.0259162705106579	0	0.00603179471451209	0	0	0.000357818330521904	0.000868987374124623	0	0	0	0	0	0	0.000766753565404079	0.000306701426161632	0.000306701426161632	0	0.00025558452180136	0
run02-127	0	0	0	0	0.0238996478873239	0	0	0	0	0	0.0105193661971831	0.00470950704225352	0	0.0991197183098592	0	0	0	0.00132042253521127	0	0	0.0740757042253521	0.00374119718309859	0.0766285211267606	0.00462147887323944	0.0283010563380282	0	0	0.00356514084507042	0	0	0.00149647887323944	0	0	0	0	0	0	0.0571742957746479	0	0	0	0	0	0.000440140845070423	0	0	0	0	0	0	0	0.041637323943662	0	0.000748239436619718	0.0101232394366197	0	0.0253521126760563	0.0359595070422535	0	0	8.80281690140845e-05	0	0	0	0.0609595070422535	0	0.000352112676056338	0.000528169014084507	0.000572183098591549	0.0102992957746479	0.00387323943661972	0.000440140845070423	0.0382482394366197	0	0	0	0	0.0113996478873239	0	0	0	0.00224471830985915	0	0.0484154929577465	0.0591549295774648	0	0.00299295774647887	0	0	0.00374119718309859	0.00167253521126761	0	0	0	0	0	0	0	0	0	0	0.00184859154929577	0	0	0	0.0940140845070423	0	0	0	0	0	0.102156690140845	0	0	0	0	0	0	0	0	0	0	0	0.00536971830985915	0	0	0	0	0	0	0	0	0.00308098591549296	0	0	0.00224471830985915	0	0	0.0276408450704225	0.0139524647887324	0.00127640845070423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run02-128	0.000278193135584379	0.101888235907779	0	0.000243418993636332	0.156205445630629	0	0	0.00187780366519456	0	0	0	0	0	0.137114441701151	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0383906527106444	0	0	0	0	0	0	0	0	0	0	0	0	0.000173870709740237	0.000938901832597281	0	0.00712869909934972	0.000521612129220711	0	0.000243418993636332	0	0	0	0	0.00170393295545432	0.0561602392460966	0.0068157318218173	0.060819974267135	0	0	0.0426330980283062	0	0	0	0	0	0	0.0133880446499983	0.000556386271168759	0	0	0	0.00267760892999965	0	0	0.021281774872205	0.000452063845324617	0	0	0	0.00622457140870049	0	0	0	0	0.0698612511736273	0.0288973119588274	0.000486837987272664	0	0.00754598880272629	0	0	0.00333831762701255	0.000104322425844142	0	0.000452063845324617	0	0	0	0	0	0	0	0	0	0	0	0	0.0885001912577807	0	0.00361651076259693	0	0	0	0	0.000312967277532427	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0201690023298675	0	0.00274715721389575	0	0	0	0.00587682998922002	0	0.000417289703376569	0	0	0.00525089543415516	0	0.0110581771394791	0.008067600931947	0	0.000104322425844142	0	0.0121361755398686	6.95482838960949e-05	6.95482838960949e-05	0.0145008171923358	0	0.000382515561428522	0	0.0578641722015509	0	0	0	0	0	0.000452063845324617	0
run02-129	0	0	0.000298998355509045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000498330592515075	0	0	0.000249165296257537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144515871829372	0	0	0	0.965914187471969	0.0305974983804256	0	0	0	0	0	0	0.000996661185030149	0	0	0	0
run02-130	0	0.017409231474058	0	0	0.0641392738517925	0	0.00278700416141717	0.00125987859351735	0	0.000152712556789982	0	0	0	0.116710571526744	0.0108807696712862	0.000114534417592487	0	0.00335967624937961	0.00213797579505975	0	0	0	0	0	0	0.0351620662008934	0.0101935631657313	0.00496315809567442	0	0	0.00145076928950483	0	0.00110716603672737	0	0	0.00129805673271485	0	0	0	0.00225251021265224	0	0.00278700416141717	0	0.000954453479937388	0	0.00034360325277746	0	0.00534493948764937	0.00259611346542969	0.000152712556789982	0.00129805673271485	0.00267246974382469	0.0103844538617188	0.00286336043981216	0.0914748215171993	0	0.0114152636200512	0.0157675714885656	0.000649028366357424	0	0.00565036460122934	0.00198526323826977	0	0	0.0138204863894934	0.00335967624937961	0.000916275340739892	0.000992631619134883	0	3.81781391974955e-05	0.000916275340739892	0.000114534417592487	0.0142022677814683	0.000801740923147406	0	0	0.000419959531172451	0.0153857900965907	0	0.00103080975833238	0	0.00649028366357424	0.00385599205894705	0.0226396365441148	0.0233650211888673	0.00190890695987478	0.00133623487191234	0.000190890695987478	0.0347421066697209	0.00229068835184973	0.00103080975833238	0.00729202458672164	0.012713320352766	0.0554346581147635	0.00034360325277746	0.0148131180086283	0	0.00293971671820715	0.000687206505554919	0.0033978543885771	0.000572672087962433	0.000801740923147406	0	0.000419959531172451	0.00469591112129195	0.067804375214752	0	0.0293971671820715	0.0146222273126408	0.000152712556789982	0.0179055472836254	0.0435230786851449	0.000534493948764937	0	0.00477226739968694	0.00656663994196923	0.00118352231512236	7.6356278394991e-05	0.00568854274042683	0	0	0.00076356278394991	0.000229068835184973	0	0.000496315809567442	0	0.00076356278394991	0	0.00076356278394991	0	0	0.0042759515901195	0	0	0	0	0	0.00820829992746154	0.0025579353262322	0.055396479975566	0	0.00194708509907227	0	0.0465009735425495	0	0.000114534417592487	0	0	0	0	0	0	0	0	0	0	7.6356278394991e-05	0	0
run02-131	0.000771392363215604	0.00104688963579261	0.000385696181607802	0.000220397818061601	0.0223152790787371	0	0	0	0	0	0.00523444817896303	0.00424265799768582	0	0.21262879497493	0	0.000330596727092402	0	0	0.000275497272577001	0	0	0	0	0	0	0	0	0.00765882417764064	0	0	0.00214887872610061	0	0	0	0	0.00589564163314783	0	0	0	0	0	0.000110198909030801	0	0.00385696181607802	0.000440795636123202	0	0.000495895090638603	0	0	0	0	0.0316270868918398	0.000826491817731004	0.00104688963579261	0.04336327070362	0.00104688963579261	0.0184583172626591	0.243153892776462	0	0	0.00953220563116425	0	0	0	0.0250151523499917	0.000330596727092402	0.000495895090638603	0.000661193454184804	0.000440795636123202	0.00137748636288501	0.00881591272246405	0.000881591272246405	0.0138299630833655	0	0	0	0	0.00264477381673921	0	0.000165298363546201	0	0	0.0364207394346796	0.0366962367072566	0.0137748636288501	0	0.000716292908700204	0	0.000991790181277205	0.000550994545154003	0	0	0.000165298363546201	0.000165298363546201	0	0.00181828199900821	0	0	0	0.000330596727092402	0	0	0	0	0	0.0782412254118684	0	0.00104688963579261	0	0	0	0.0181828199900821	0	0	0	0	0	0	0.000330596727092402	0	0	0	0	0.000220397818061601	0	0	0	0	0.00567524381508623	0.00606093999669403	0.00231417708964681	0.00694253126894044	0	0	0.00490385145187063	0.000385696181607802	0	0	0	0.0762025455947986	0.00198358036255441	0	0	0	0	0	0.0143258581740041	0	0	0	0	0	0	0	0.000716292908700204	0.0146013554465811	0.00446305581574742	0	0
run02-132	0.000295560678607318	0.018738547023704	0.00168469586806171	0.000177336407164391	0.0367381923508896	0	0	0.00112313057870781	0.000798013832239759	0	0.00549742862209612	0	0	0.221522728616185	0	0	0	0.00156647159661879	0.00227581722527635	0	0	0.00304427498965538	0	0	0	0	0.00839392327244783	0.0114381982621032	0	0	0	0	0	0	0	0.0249748773423184	0	0.0375362061831294	0.000354672814328782	0	0	0.00106401844298634	0	0.0101672873440917	0.00121179878229	0	0.000502453153632441	0	0.000945794171543418	0	0	2.95560678607318e-05	0.000413784950050245	0.00883726429035881	0.0920671513861796	0	0.018738547023704	0.0453390080983626	0	0	0.0255068865638115	0	0	0.000827569900100491	0.00948749778329491	0.00112313057870781	0.00032511674646805	0.00597032570786783	0	0.00372406455045221	0.0070639002187149	0	0.0170538511556423	0	0	0.000266004610746586	0.00106401844298634	0.00153691552875805	0	0.000532009221493172	0	0.0111130815156352	0.00162558373234025	0.0138913518945439	0.0266004610746586	0	0.00345805993970562	0	0.00895548856180174	0.0100490630726488	0.000798013832239759	0	0.00103446237512561	0	0	0.00502453153632441	0.00360584027900928	0.00322161139681977	0	0.00147780339303659	0	0.000472897085771709	0	0	0	0.0791807057989005	0.000591121357214636	0.00127091091801147	0.00254182183602294	0	0.00150735946089732	0.0508659927883194	0.00245315363244074	0	0	0.000236448542885854	0	0	0.00156647159661879	0.000118224271442927	0	0	0	0	0.000236448542885854	0	0	0	8.86682035821954e-05	0	0	0.0134775669444937	0	0	0.00156647159661879	0	0	0.000591121357214636	0.0119406514157357	0.0699887686942129	0.000916238103682686	0	0	0	0.00215759295383342	0	0	0	0.000118224271442927	0	0	0	0	0	8.86682035821954e-05	0.0372110894366613	0	0	0
run02-133	0	0.0581077900682514	0	0	0.0658037185220052	0	0	0.00129442221699223	0	0	0	0.000470698987997176	0	0.226241468580843	0.000800188279595199	0.00800188279595199	0	0	0.000423629089197458	0	0	0	0.000564838785596611	0	0.0147093433749117	0	0	0.0146858084255119	0	0	0	0	0.00167098140738997	0.00077665333019534	0	0.0347846552129913	0	0	0	0	0	0	0.000870793127794775	0.00192986585078842	0	0	0	0.000470698987997176	0	0	0	0.0134384561073194	0.0069663450223582	0.0050835490703695	0.106542715933161	0.00096493292539421	0.0189220993174865	0.0334902329959991	0	0	0.0108496116733349	0.0014827018121911	0	0	0.0150623676159096	0	0	0.00506001412096964	0.000564838785596611	0.00423629089197458	0.00298893857378207	0	0.0100258884443398	0	0	0	0	0.0109437514709343	0	0	0	0.00698987997175806	0.00640150623676159	0.110402447634738	0.00844904683454931	0	0.00804895269475171	0	0	0	0	0	0	0	0	4.70698987997176e-05	0.00096493292539421	0	0	0	0	0	0	0	0	0.079171569781125	0	0	0	0	0	0.0280301247352318	0	0	0	0	0	0	0.000729583431395622	0	0	0	0	0	0	0	0	0	0	0	0.00251823958578489	0	0.00553071310896682	0	0.00058837373499647	0	0	0	0.0424570487173453	0	0.00152977171099082	0	0	0	0	0	0	0	0	0.000400094139797599	0	0.000729583431395622	0.00296540362438221	0	0.00247116968698517	0	0.0118616144975288	0	0.0014827018121911
run02-134	0.000767628029389187	0.0292795262638447	0	0	0.15670577914245	0	0	0.00186423949994517	0	0	0	0.00855356947033666	0	0.194100230288409	0	0.00367364842636254	0	0.00115144204408378	0	0	0	0	0	0	0	0	0	0.0213839236758416	0	0	0.00246737580875096	0	0.000274152867638995	0	0.000164491720583397	0	0	0	0	0	0	0	0	0.00241254523522316	0	0	0.000328983441166795	0	0	0	0	0.000274152867638995	0.00833424717622546	0.00762144972036408	0.0650838907774975	0	0.0185875644259239	0.0266476587345104	0	0	0.0108564535585042	0	0	0	0.00816975545564207	0.000548305735277991	0	0	0	0.000767628029389187	0.000109661147055598	0	0.000822458602916986	0	0.00180940892641737	0	0	0.0110209452790876	0	0	0	0	0.0786818730123917	0.162079175348174	0.0535694703366597	0	0.00235771466169536	0	0	0.00274152867638995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00197390064700077	0	0	0.000383814014694594	0.0462770040574624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00416712358811273	0.000932119749972585	0	0.00559271849983551	0	0	0.00263186752933436	0	0	0	0.0241254523522316	0	0.00213839236758416	0	0	0	0.0180392586906459	0	0.00153525605877837	0	0	0	0	0	0	0.000109661147055598	0.000164491720583397	0	0.00696348283803049	0.00175457835288957	0
run02-135	0.000688924218335983	0.0605723370429253	0	0	0	0	0	0.00964493905670376	0	0	0	0	0	0.259088500264971	0	0.0179650238473768	0	0	0	0	0	0	0	0	0	0	0.0179120296767356	0	0	0	0	0	0	0	0.000105988341282459	0	0	0	0	0	0	0.00657127715951245	0.000688924218335983	0.00121886592474828	0	0	0.000317965023847377	0	0	0	0	0	0	0.0793852676205617	0.151881293057764	0.00561738208797032	0	0.0206677265500795	0	0	0.00190779014308426	0.000423953365129836	0	0.0018018018018018	0.0553789083200848	0	0	0	0.000264970853206147	0.00132485426603074	0.00127186009538951	0.000582935877053524	0	0.00662427133015368	0.000741918388977212	0	0.000264970853206147	0.00678325384207737	0	0	0	0	0.010386857445681	0.000158982511923688	0.0288818229994701	0.000158982511923688	0.00317965023847377	0.000264970853206147	0.000741918388977212	0.00498145204027557	0.00121886592474828	0	0.00333863275039746	0.000158982511923688	0	0	0.0018018018018018	0.000211976682564918	0.000211976682564918	0.00217276099629041	0	0	0	0.000158982511923688	0.000211976682564918	0.0492315845257022	0	0.00445151033386328	0	0	0.01293057763646	0.0373608903020668	0	0	0.000476947535771065	0.000370959194488606	0	0	0.0174880763116057	0	0	0.000264970853206147	0	0	0	0	0.0036036036036036	0	0	0	0	0	0.00794912559618442	0	0.000264970853206147	0.0589825119236884	0	0	0	0.0155802861685215	0	0	0	0	0	0	0	0.0228404875463699	0	0	0	0	0	0	0.000158982511923688	0	0	0	0.000105988341282459
