"","pre_ltx vs healthy ASV terminal_ileum","pre_ltx vs post_ltx ASV terminal_ileum","post_ltx vs healthy ASV terminal_ileum","pre_ltx vs healthy genus terminal_ileum","pre_ltx vs post_ltx genus terminal_ileum","post_ltx vs healthy genus terminal_ileum"
"knn_ra",list(k = 10, auc = 0.915557729941292, auc_optimism_corrected = 0.828821576743759, auc_optimism_corrected_CIL = c(`2.5%` = 0.699043956043956), auc_optimism_corrected_CIU = c(`97.5%` = 0.93241253591954), accuracy = 0.699300699300699, accuracy_optimism_corrected = 0.666580987809641, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.559056603773585), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.754925925925926)),list(k = 20, auc = 0.81371635610766, auc_optimism_corrected = 0.665626979544435, auc_optimism_corrected_CIL = c(`2.5%` = 0.582879817853493), auc_optimism_corrected_CIU = c(`97.5%` = 0.735797299762817), accuracy = 0.677884615384615, accuracy_optimism_corrected = 0.681445461894662, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.619330357142857), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.741626415722851)),list(k = 15, auc = 0.877357554099662, auc_optimism_corrected = 0.824173140590477, auc_optimism_corrected_CIL = c(`2.5%` = 0.74263891430441), auc_optimism_corrected_CIU = c(`97.5%` = 0.909323583743842), accuracy = 0.85781990521327, accuracy_optimism_corrected = 0.767225634195619, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.685133287764867), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.86820987654321)),list(k = 11, auc = 0.907632093933464, auc_optimism_corrected = 0.818786794265407, auc_optimism_corrected_CIL = c(`2.5%` = 0.764973958333333), auc_optimism_corrected_CIU = c(`97.5%` = 0.873738620689655), accuracy = 0.762237762237762, accuracy_optimism_corrected = 0.704576254368319, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.612115384615385), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.791836734693877)),list(k = 19, auc = 0.808850931677019, auc_optimism_corrected = 0.718261925015855, auc_optimism_corrected_CIL = c(`2.5%` = 0.660445690938013), auc_optimism_corrected_CIU = c(`97.5%` = 0.791765164183643), accuracy = 0.740384615384615, accuracy_optimism_corrected = 0.718949510772962, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.644642857142857), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.756607594936709)),list(k = 21, auc = 0.887432995830852, auc_optimism_corrected = 0.800987555073082, auc_optimism_corrected_CIL = c(`2.5%` = 0.733536842338745), auc_optimism_corrected_CIU = c(`97.5%` = 0.886455586080586), accuracy = 0.815165876777251, accuracy_optimism_corrected = 0.746534514121412, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.616673786739576), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.808933933933934))
