"","pre_ltx vs healthy ASV terminal_ileum","pre_ltx vs post_ltx ASV terminal_ileum","post_ltx vs healthy ASV terminal_ileum","pre_ltx vs healthy genus terminal_ileum","pre_ltx vs post_ltx genus terminal_ileum","post_ltx vs healthy genus terminal_ileum"
"glmnet_ra",list(alpha = 1, lambda = 0.0628213885714357, auc = 0.997260273972603, auc_czech = 0.996621621621622, auc_no = 0.998188405797101, auc_optimism_corrected = 0.924102309548659, auc_optimism_corrected_CIL = c(`2.5%` = 0.836777210884354), auc_optimism_corrected_CIU = c(`97.5%` = 0.972424242424242), accuracy = 0.937062937062937, accuracy_czech = NaN, accuracy_no = 0.939024390243902, accuracy_optimism_corrected = 0.859978371499821, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.776020408163265), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.917666897267382)),list(alpha = 0, lambda = 3.10744967851851, auc = 0.98944099378882, auc_czech = 0.995098039215686, auc_no = 0.973429951690821, auc_optimism_corrected = 0.734039411613899, auc_optimism_corrected_CIL = c(`2.5%` = 0.617085213840533), auc_optimism_corrected_CIU = c(`97.5%` = 0.833611765545798), accuracy = 0.725961538461538, accuracy_czech = NaN, accuracy_no = 0.524390243902439, accuracy_optimism_corrected = 0.697451208359436, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.596741071428571), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.805004385964912)),list(alpha = 0.2, lambda = 0.0941553026140592, auc = 1, auc_czech = 1, auc_no = 1, auc_optimism_corrected = 0.887814712206442, auc_optimism_corrected_CIL = c(`2.5%` = 0.818223034686659), auc_optimism_corrected_CIU = c(`97.5%` = 0.939520847263349), accuracy = 0.962085308056872, accuracy_czech = NaN, accuracy_no = 0.986111111111111, accuracy_optimism_corrected = 0.834669305938598, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.751606726606727), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.909340480831709)),list(alpha = 0.2, lambda = 0.135702773439659, auc = 0.998238747553816, auc_czech = 0.995495495495496, auc_no = 1, auc_optimism_corrected = 0.938617730687867, auc_optimism_corrected_CIL = c(`2.5%` = 0.8965), auc_optimism_corrected_CIU = c(`97.5%` = 0.979394461859979), accuracy = 0.986013986013986, accuracy_czech = NaN, accuracy_no = 1, accuracy_optimism_corrected = 0.866304486079282, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.801650943396226), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.935884353741497)),list(alpha = 0.4, lambda = 0.0865213855054639, auc = 0.947204968944099, auc_czech = 0.957516339869281, auc_no = 0.888285024154589, auc_optimism_corrected = 0.73722093770636, auc_optimism_corrected_CIL = c(`2.5%` = 0.653552320075757), auc_optimism_corrected_CIU = c(`97.5%` = 0.812123745819398), accuracy = 0.822115384615385, accuracy_czech = NaN, accuracy_no = 0.731707317073171, accuracy_optimism_corrected = 0.718699399079812, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.619861111111111), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.796284727930298)),list(alpha = 0.2, lambda = 0.135286028285979, auc = 0.985705777248362, auc_czech = 0.980922098569157, auc_no = 0.991512345679012, auc_optimism_corrected = 0.857125238419762, auc_optimism_corrected_CIL = c(`2.5%` = 0.801465036886516), auc_optimism_corrected_CIU = c(`97.5%` = 0.89393956043956), accuracy = 0.909952606635071, accuracy_czech = NaN, accuracy_no = 0.958333333333333, accuracy_optimism_corrected = 0.792492542526918, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.720599547511312), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.855864197530864))
