"","pre_ltx vs healthy ASV terminal_ileum","pre_ltx vs post_ltx ASV terminal_ileum","post_ltx vs healthy ASV terminal_ileum","pre_ltx vs healthy genus terminal_ileum","pre_ltx vs post_ltx genus terminal_ileum","post_ltx vs healthy genus terminal_ileum"
"knn",list(k = 18, auc = 0.923972602739726, auc_optimism_corrected = 0.86295238712265, auc_optimism_corrected_CIL = c(`2.5%` = 0.774912946428572), auc_optimism_corrected_CIU = c(`97.5%` = 0.945580070970696), accuracy = 0.776223776223776, accuracy_optimism_corrected = 0.765304750737137, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.667561683599419), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.862037037037037)),list(k = 16, auc = 0.834265010351967, auc_optimism_corrected = 0.676040552172218, auc_optimism_corrected_CIL = c(`2.5%` = 0.594121272246272), auc_optimism_corrected_CIU = c(`97.5%` = 0.772038740245262), accuracy = 0.706730769230769, accuracy_optimism_corrected = 0.66734079029149, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.593881578947368), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.753189189189189)),list(k = 27, auc = 0.910015882469724, auc_optimism_corrected = 0.852485508228603, auc_optimism_corrected_CIL = c(`2.5%` = 0.820275474987547), auc_optimism_corrected_CIU = c(`97.5%` = 0.89569817166159), accuracy = 0.872037914691943, accuracy_optimism_corrected = 0.805315464060257, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.727537016973637), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.862704480796586)),list(k = 12, auc = 0.956849315068493, auc_optimism_corrected = 0.890818811163456, auc_optimism_corrected_CIL = c(`2.5%` = 0.821660052910053), auc_optimism_corrected_CIU = c(`97.5%` = 0.948241267660911), accuracy = 0.769230769230769, accuracy_optimism_corrected = 0.775946509198302, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.728059440559441), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.832697740112994)),list(k = 17, auc = 0.849378881987578, auc_optimism_corrected = 0.76976240182823, auc_optimism_corrected_CIL = c(`2.5%` = 0.667567205965959), auc_optimism_corrected_CIU = c(`97.5%` = 0.854494780581737), accuracy = 0.769230769230769, accuracy_optimism_corrected = 0.726853860845367, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.619330357142857), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.809016932434654)),list(k = 12, auc = 0.963867381377804, auc_optimism_corrected = 0.904011101563619, auc_optimism_corrected_CIL = c(`2.5%` = 0.847137565433413), auc_optimism_corrected_CIU = c(`97.5%` = 0.929176167582418), accuracy = 0.853080568720379, accuracy_optimism_corrected = 0.787238527503255, accuracy_optimism_corrected_CIL = c(`2.5%` = 0.688065789473684), accuracy_optimism_corrected_CIU = c(`97.5%` = 0.864735264735265))
