feature	Actinomyces	Bifidobacterium	Corynebacterium	Rothia	Atopobium	Libanicoccus	Olsenella	Collinsella	Adlercreutzia	Eggerthella	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Paraprevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Campylobacter	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalitalea	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lacticaseibacillus	Lactobacillus	Ligilactobacillus	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	Gemella	Staphylococcus	Christensenellaceae_R.7_group	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Fusicatenibacter	GCA.900066575	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	UC5.1.2E3	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	X.Eubacterium._coprostanoligenes_group	Peptococcus	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Acidaminococcus	Phascolarctobacterium	Megamonas	Allisonella	Dialister	Megasphaera	Veillonella	Veillonellaceae	Fusobacterium	TM7x	Methylobacterium.Methylorubrum	f__Xanthobacteraceae.g__unassigned	o__Rhodospirillales.f__uncultured.g__uncultured	Sphingobium	Sphingopyxis	Neisseria	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Actinobacillus	Aggregatibacter	Haemophilus	Pseudomonas	Akkermansia	Leucobacter	Cutibacterium	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Dysgonomonas	Alloprevotella	Parasediminibacterium	Dielma	Vagococcus	Clostridium_sensu_stricto_5	Howardella	Tyzzerella	Pseudoflavonifractor	CAG.352	f__Peptococcaceae.g__uncultured	Asticcacaulis	Pseudochrobactrum	Burkholderia.Caballeronia.Paraburkholderia	Ralstonia	Comamonas	Aeromonas	Morganella	Proteus	Providencia	Shewanella	f__Yersiniaceae.g__unassigned	Halomonas	Dyella
4134.1.lib29	0	0	0	0	0	0	0	1161	0	20	0	0	0	12061	0	0	0	0	198	0	3342	174	1684	0	0	0	0	0	141	0	65	0	0	0	0	6	0	0	2	0	0	0	0	0	49	0	8	0	0	0	0	0	164	32	2658	0	171	2464	0	447	0	8	2040	2942	0	0	0	0	0	39	2924	0	444	0	7	0	318	26	0	373	71	1187	166	0	24	0	22	0	0	0	0	0	0	0	0	0	0	0	0	364	0	66	0	0	1183	5	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3546	0	27	0	12	0	0	0	2	0	0	0	0	0	0	2124	269	684	361	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4135.1.lib29	25	225	0	60	0	0	0	0	0	0	0	0	0	10672	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	29	0	92	6	161	525	53	62	0	2514	0	0	0	0	0	0	0	0	131	1695	0	634	1623	10	310	5	293	3300	0	0	0	0	0	0	0	3846	0	0	0	673	2	0	68	0	59	1713	475	3642	0	0	0	353	35	0	682	0	8	0	0	0	0	0	0	0	0	0	263	0	0	0	58	0	0	0	0	0	0	0	0	0	0	539	0	17	0	0	0	0	0	0	2329	0	0	0	0	0	0	0	0	0	0	1184	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4136.1.lib29	0	2	0	0	0	0	0	0	0	0	0	0	0	4115	0	1265	0	0	0	0	0	251	997	0	0	0	0	0	27	0	0	0	0	0	0	32	0	513	0	0	0	2	0	0	16	0	0	3	0	0	8	0	0	7	3166	0	0	0	822	201	0	2440	494	0	0	0	627	28	5	0	467	0	114	95	0	529	172	0	0	755	237	3463	477	0	10	130	91	501	385	104	66	7	5	44	19	307	5	0	4	4865	13	438	257	0	489	254	5	0	2	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	215	0	1273	0	1276	0	0	12	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
4139.1.lib27	0	30	0	0	0	0	0	43	0	2	0	0	7	4471	0	0	0	0	0	0	0	91	0	0	0	78	0	0	0	283	8	0	0	0	0	0	0	0	0	0	0	0	0	0	105	8	5	0	18	0	0	0	55	142	3523	497	252	242	16	476	0	6	239	10	0	17	129	105	142	0	296	0	0	0	14	0	75	0	0	0	103	538	689	0	101	0	66	0	0	0	0	0	215	0	0	0	0	0	0	3685	0	45	0	0	187	0	0	0	0	0	0	5	0	0	0	0	20	0	0	0	0	0	0	85	0	10	0	0	0	0	0	0	0	0	0	0	180	8	0	8	25	0	54	11	0	0	0	0	0	0	4	0	8	34	0	0	0	29	0	3	3	10	0	6	10	47	12	10	19	1	8	2
4143.1.lib29	34	89	0	0	0	0	0	34	0	0	0	0	0	1865	100	0	0	60	0	0	0	282	0	0	0	102	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	28	32	8	3	0	0	134	0	923	49	255	164	0	10	91	0	29	5	0	20	18	56	130	0	152	0	0	0	0	0	42	0	26	0	0	393	232	0	9	36	6	58	31	0	0	215	48	2	0	3	0	0	0	1182	0	32	7	72	904	0	0	0	0	3	0	57	0	0	0	0	26	0	0	0	0	0	0	232	49	12	0	0	0	45	0	0	0	0	0	32	0	207	0	178	0	0	0	253	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	555	0	0
4146.1.rerun.lib32	0	395	0	0	0	136	0	37	0	0	36	25	81	2900	0	0	62	89	100	0	3117	42	613	0	0	61	0	0	0	16	3	0	7	0	0	3	0	0	0	0	0	0	10	0	50	0	0	0	0	0	0	6	148	26	1153	0	160	32	41	0	0	15	153	11	0	0	0	113	7	20	153	4	24	17	0	0	230	0	0	580	0	65	547	14	124	0	34	0	0	69	22	266	72	0	0	28	12	0	9	1754	80	25	0	0	1744	41	6	2	23	57	0	0	0	0	0	0	16	0	74	0	0	0	0	1101	0	84	0	0	0	0	0	0	0	0	0	0	175	394	1266	1427	0	0	151	3	0	0	0	0	0	2495	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	5	2	3	0	0	0	0
4147.1.lib29	0	187	11	31	4	0	0	84	0	15	0	0	0	3090	14	122	0	54	0	0	0	37	97	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	994	0	0	11	20	0	2	3	0	282	12758	0	853	285	21	786	0	21	107	98	6	0	0	180	103	119	1483	217	0	0	0	0	412	14	0	42	4	1450	371	10	6	0	31	4	33	0	0	262	73	118	0	13	0	0	0	1623	0	4	0	3	366	33	0	0	3	0	0	0	0	0	0	0	51	0	0	0	0	0	0	154	0	71	0	0	0	0	4	0	0	0	0	0	0	19	0	27	0	0	5	197	0	32	0	0	39	0	19	0	23	165	0	0	0	56	0	4	12	28	26	26	64	383	32	62	13	23	53	3
4148.1.lib29	2	1232	2	0	0	0	0	0	0	16	0	0	0	2389	0	0	0	0	0	0	0	104	0	0	0	0	0	0	13	73	13	0	2	4	2	4	0	0	0	0	0	29	113	0	66	0	2	0	0	0	8	24	291	101	2239	0	263	128	0	0	2	0	27	19	0	0	23	95	15	0	1108	107	0	0	4	0	169	0	12	52	68	554	345	10	47	52	33	3	0	0	3	0	129	0	0	4	0	0	11	2471	0	21	25	156	760	0	0	0	4	158	0	3	0	0	0	0	143	0	6	0	0	0	0	154	0	135	0	0	0	0	0	0	0	0	0	162	0	6114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	3	0	4	3	0	0	0	0	0
4151.1.lib27	33	409	0	0	2	0	0	87	0	0	44	0	0	3488	0	0	0	0	0	0	0	4	11	0	0	6	0	0	16	1356	0	0	0	0	0	0	0	0	0	4916	0	0	0	3	29853	20	0	0	0	0	0	13	14	1407	6886	168	392	117	0	1139	39	0	354	359	79	265	151	107	37	21	163	0	0	0	0	0	456	0	0	338	178	3247	1112	2	41	12	0	0	0	0	0	0	11	0	0	0	0	0	0	1593	0	0	0	23	2635	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	4	0	36	0	0	0	0	0	0	0	0	0	0	7	6792	0	8	0	0	29	5	0	5	0	0	3	0	3	0	3	10	92	0	0	0	0	0	0	0	4	0	5	41	0	0	0	0	3	4
4153.1.lib29	64	15	1	7	6	0	0	184	15	12	0	0	0	0	0	967	0	0	0	0	0	249	0	0	0	0	0	0	0	27	2	0	6	0	0	9	9	3	0	0	0	0	0	0	2153	105	64	6	92	10	0	0	31	95	2222	14	170	247	24	309	0	0	171	51	41	79	115	701	5	10	2149	74	9	5	22	0	78	0	2	0	59	1656	3564	0	51	21	19	30	7	23	28	26	20	26	0	41	0	0	0	2458	0	80	76	12	1436	0	5	3	17	0	0	0	0	0	0	0	2105	0	0	0	0	0	0	0	5	43	0	103	12	8	0	28	0	0	0	308	0	2836	0	1179	21	0	70	0	59	0	0	0	5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
4156.1.lib27	0	0	0	0	0	0	0	0	0	0	0	0	0	34756	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	10618	0	0	0	0	0	0	118	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	2561	0	0	0	0	0	0	0	0	2073	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	58	0	13	0	0	0	0	18	0	5	127	0	0	0	0	0	7	5	14	4	15	19	180	32	37	7	14	60	0
4159.1.lib27	0	14	0	6	0	0	0	344	0	0	0	0	10	7757	0	0	0	0	2	0	338	0	10	0	0	0	0	0	0	274	0	1077	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	55	10	0	20	74	152	4309	897	107	1026	0	1542	14	0	1602	606	69	156	76	607	599	10	185	0	0	0	78	0	31	23	0	593	27	1634	379	0	68	15	0	0	0	0	0	6	6	0	0	0	0	0	0	13140	0	109	0	0	204	0	0	0	0	0	0	0	0	0	0	0	871	3	0	0	0	0	0	10	2	104	0	66	0	0	5	0	0	0	0	0	2483	0	0	10	0	0	173	25	0	10	0	0	2	0	0	0	6	36	0	0	0	0	0	12	2	5	0	7	7	33	6	9	9	0	22	0
4160.1.lib29	0	0	0	0	0	0	0	0	0	10	0	0	0	12251	13	995	0	8	694	0	0	132	973	0	0	0	0	0	498	0	0	0	0	0	0	0	0	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	1400	0	0	0	28	0	0	1720	12773	0	0	0	0	0	0	0	0	117	0	0	0	26	0	0	0	0	0	11	229	0	28	0	282	11	0	107	7	0	0	0	0	0	0	0	0	2947	6	65	0	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	26	0	0	0	0	0	0	0	0	0	128	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4161.1.lib29	0	0	14	0	0	0	0	91	0	0	0	0	0	1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	377	0	0	17	0	0	0	0	144	0	0	0	0	0	0	396	0	21	0	0	0	0	0	0	24	4004	81	35	2323	0	1813	0	49	1395	45	49	0	0	922	0	0	1322	0	0	0	0	0	51	0	0	74	64	0	2713	0	182	0	16	0	0	0	0	0	32	0	0	0	0	0	0	566	0	239	95	0	500	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	173	0	85	0	6	0	0	0	0	0	0	668	17739	0	1344	0	0	109	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
4164.1.rerun.rep.lib32	0	0	14	419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	846	0	0	193	0	0	0	536	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	454	0	0	0	1297	0	185	2	0	26	0	100	0	185	1466	0	0	0	0	0	31	110	176	226	673	211	1994	431	380	55	352	38	39
4166.1.lib27	0	6	0	0	0	0	21	193	10	0	0	5	0	13201	0	0	0	78	0	0	0	202	0	0	0	450	0	0	201	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	39	0	0	0	79	0	2433	802	590	996	7	42	95	2	443	4	43	11	96	53	322	7	3429	0	0	2	2	0	94	9	0	0	12	2524	1930	0	37	59	61	0	4	0	4	22	14	27	0	28	0	4	0	6952	0	100	0	0	2475	7	2	2	19	0	0	18	7	0	0	0	0	0	0	0	550	0	0	0	0	0	0	0	0	0	0	399	0	0	0	196	15	777	0	0	0	0	0	36	14	0	0	0	0	0	0	0	5	14	0	0	5	0	0	0	4	5	0	0	5	54	4	0	0	0	4	0
4167.1.rerun.lib32	0	506	0	0	0	0	0	228	4	0	0	11	27	7056	184	112	32	70	0	0	0	1282	262	4	553	173	937	0	0	7	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	0	7	0	7	0	0	0	688	23	793	0	359	206	0	166	3	0	557	26	2	0	0	37	2	4	440	0	0	0	0	0	132	34	14	43	11	277	1248	0	83	103	11	7	105	66	0	50	9	14	0	72	5	10	7	904	0	67	0	592	3420	8	0	3	26	23	0	7	11	0	6	0	43	0	18	0	1554	0	44	0	0	28	0	8	0	0	0	0	0	0	0	96	55	0	0	2	0	0	59	0	12809	0	0	0	0	0	0	0	3	15	0	22	2	0	78	0	0	0	0	0	0	9	0	4	0	0	0	0
4173.1.lib29	5	0	0	0	0	0	0	0	6	106	0	0	0	10304	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1475	0	0	0	39	0	0	105	0	0	0	0	0	0	0	0	307	13	9	0	0	0	0	0	26	27	3250	0	0	553	0	101	0	194	47	101	0	0	0	0	0	0	701	112	0	0	0	0	15	0	0	0	19385	0	280	0	2	490	55	26	0	5	0	4	0	0	0	0	0	0	0	4076	0	47	0	0	0	111	0	2	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	10	27	0	0	0	0	0	0	0	0	0	0	0	15680	0	14	0	0	0	48	101	6	8	0	0	0	43	0	2	63	0	0	90	0	0	10	0	36	0	22	19	141	12	11	11	0	13	11
4174.1.lib27	0	74	0	5	0	29	14	1125	0	0	58	160	201	5782	101	8	0	0	37	0	0	13	251	9	0	0	0	0	3	97	0	151	2	0	0	0	0	0	0	0	0	0	0	0	162	3	0	0	39	0	0	0	367	191	3244	0	298	150	0	958	0	0	47	159	48	84	0	145	6	0	859	0	0	0	85	0	243	0	0	0	45	782	1305	22	64	7	0	4	0	0	3	0	0	0	0	2	0	0	0	8245	0	0	0	27	0	0	0	0	0	4	0	0	0	0	0	0	81	0	0	0	0	16	0	243	0	6	0	16	0	0	0	0	0	0	0	0	252	0	0	0	0	0	57	3	0	0	0	0	2	4133	0	0	0	3	35	0	0	0	0	0	0	0	0	0	0	11	0	3	5	0	0	0
4176.1.lib27	18	67	0	0	0	0	0	0	0	379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	0	65	0	0	0	0	37	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	450	27	488	11376	0	309	2256	499	11435	0	417	2764	1306	0	34	0	0	0	0	3648	382	0	0	0	0	52	0	0	639	12988	4982	3017	0	253	0	104	0	0	63	0	0	0	0	0	23	0	0	0	22528	0	94	0	113	0	0	0	0	0	75	0	0	0	0	0	0	604	0	0	0	0	0	0	38	0	216	0	0	0	0	0	0	0	0	0	0	2307	136	0	236	0	0	151	60	0	8	0	0	12	0	2	0	53	59	0	0	0	0	0	0	6	62	33	11	68	309	0	65	66	0	34	17
4180.1.lib29	2	194	0	3	0	0	0	3	0	0	0	0	130	5024	82	0	0	0	0	0	0	48	428	0	0	29	0	0	17	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	36	2	0	98	207	66	1687	101	167	334	0	1450	30	0	130	11	60	39	131	53	0	33	1336	0	0	0	15	0	209	0	7	96	0	593	1435	11	121	9	2	6	3	2	0	70	20	4	11	9	0	0	0	3052	0	113	0	183	529	2	0	0	5	0	0	5	0	0	0	0	39	0	17	0	0	0	0	128	0	10	0	0	0	0	0	0	0	0	0	150	0	37	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0
4183.1.lib27	0	177	0	0	0	0	0	256	0	60	0	0	0	6513	0	0	0	0	637	0	0	249	0	2	0	0	0	0	53	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	93	0	0	0	95	0	0	86	674	347	3911	506	477	942	37	2590	12	52	210	368	50	137	0	42	0	381	1362	0	0	6	97	0	66	0	2	0	54	905	1043	11	175	11	20	27	35	67	23	22	20	42	0	0	33	0	0	14519	0	452	0	93	1481	11	0	10	42	4	0	0	0	0	0	0	171	0	2	0	0	0	0	206	0	71	0	0	0	0	0	0	0	0	0	0	600	0	0	0	0	0	5	7	330	0	0	0	0	0	0	0	0	21	0	0	6	0	0	0	0	0	0	3	5	15	0	6	2	0	0	0
4184.1.lib27	2	2	0	0	0	0	0	204	9	31	0	0	0	25287	0	0	70	243	0	0	0	245	142	0	0	223	0	0	7	27	0	176	0	0	0	0	0	0	0	0	0	0	0	0	1784	0	0	0	41	0	0	258	52	26	2646	3	583	748	227	34	46	266	1186	35	0	0	0	205	7	25	5296	21	438	0	0	21	161	12	0	0	5504	4007	312	0	21	41	137	16	46	0	0	302	426	0	0	103	36	0	0	4639	0	134	0	0	1593	94	0	0	11	8	0	51	56	83	0	0	50	0	49	0	53	0	0	64	0	7	0	0	0	0	0	0	0	0	0	28	400	6105	0	7	0	0	3271	14	725	4	0	0	0	0	2	2	5	30	0	0	0	4	0	0	0	5	2	0	7	34	0	7	0	6	4	0
4187.1.lib27	0	20	4	0	0	0	0	96	0	0	21	0	0	3138	108	5	0	16	0	0	0	152	137	0	0	18	0	0	0	30	0	0	0	0	0	0	0	57	0	0	0	0	0	0	391	24	1	0	0	0	0	0	18	143	2411	432	248	632	0	197	92	0	202	0	54	24	17	123	101	68	20	0	0	0	19	0	161	7	0	20	0	780	265	0	6	0	0	4	0	0	0	77	27	22	0	6	0	0	0	2382	0	31	61	0	834	0	0	0	0	8	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	38	0	0	0	0	0	0	0	0	0	0	0	0	55906	9221	614	0	706	369	0	4	0	4	0	0	0	0	0	41	0	0	0	0	13	0	0	0	10	4	7	50	2	10	0	3	15	0
4188.1.lib27	2	128	0	0	3	0	0	45	0	0	0	0	96	6005	0	0	0	301	0	0	0	1139	568	0	0	156	0	0	97	0	0	0	11	14	0	0	0	56	2	0	0	0	0	0	112	0	0	0	744	0	74	1159	1030	14	3382	602	350	745	8	821	177	18	120	128	123	175	0	47	32	0	1235	0	0	0	310	0	121	11	82	0	1816	4751	2382	75	134	180	0	39	253	89	21	878	0	1407	453	115	5	4	40	7325	81	240	125	2417	1541	0	0	108	52	466	16	64	0	0	0	29	81	0	0	0	2890	0	13	3	2	0	0	23	0	0	0	0	0	0	0	0	84	22005	0	0	0	0	41	93	3268	0	0	0	0	0	0	0	3	21	0	0	0	0	4	0	0	0	0	7	0	32	4	11	3	0	5	0
4191.1.lib29	0	143	0	0	0	0	7	0	0	58	0	0	0	11191	0	88	0	238	0	6	0	1858	1210	4	0	117	0	0	149	0	83	0	31	8	15	2	0	210	4	132	0	0	19	0	144	10	0	0	28	0	149	136	173	14	1953	0	0	280	66	236	0	56	314	185	9	60	0	0	5	49	286	81	0	0	9	105	0	28	83	0	193	2854	1219	38	54	0	66	226	341	219	0	1720	11	0	0	13	32	7	157	1481	0	256	192	1188	3704	15	448	194	65	445	0	102	0	0	0	0	318	0	0	0	0	0	0	859	0	316	0	0	0	0	0	0	0	0	0	0	478	0	11085	0	0	0	5	47	72	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4192.1.lib27	24	0	13	0	0	0	0	0	75	0	0	0	0	4899	857	0	0	97	0	0	0	808	74	0	0	0	0	0	0	26	0	117	0	0	44	0	0	0	0	0	0	0	0	0	267	0	1	0	46	0	0	0	82	34	955	0	123	182	60	69	0	0	107	69	10	27	75	57	7	42	14	0	0	0	62	0	106	33	5	22	0	218	1536	0	61	0	83	0	38	0	0	732	133	105	0	17	96	0	0	542	30	196	83	0	1069	61	0	21	7	69	0	20	0	0	0	26	0	18	0	0	580	0	0	0	0	50	0	19	0	0	0	0	0	0	0	32	0	0	0	119	0	0	27	365	0	67	106	0	30	160	29	15	23	139	0	25	0	346	0	8	35	33	78	18	144	822	170	180	179	0	281	17
4194.1.lib27	0	250	0	0	0	0	0	327	0	6	0	0	29	8070	571	0	28	180	0	0	0	167	225	0	0	194	0	0	78	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	3	0	0	0	0	0	0	955	6212	0	0	0	166	0	0	24	1419	44	0	0	0	313	159	0	115	48	0	0	0	20	0	0	0	0	369	1939	80	0	19	29	43	109	0	8	0	0	0	0	0	95	37	0	0	5387	0	108	0	10	1246	0	0	0	15	0	0	0	0	0	0	0	1923	15	0	0	0	0	0	98	0	79	0	0	0	0	0	0	0	0	0	12	566	6287	0	0	0	0	0	20	0	2	0	0	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	19	4	0	7	0	0	0
4195.1.lib29	0	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	105	0	0	3	0	0	0	0	4	0	0	0	0	0	0	29	0	0	0	0	0	0	3	5	153	855	0	0	15	0	0	0	74	1588	96	88	166	0	178	0	0	659	0	0	0	15	0	83	0	0	131	4683	7	23	0	31	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1243	290	14	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	36	0	0	0	7	7	0	0	0	0	0	6	1794	0	153	0	0	22	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7
