feature	Actinomyces	Bifidobacterium	Corynebacterium	Rothia	Olsenella	Collinsella	Adlercreutzia	Eggerthella	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Paraprevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalitalea	Holdemanella	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Enterococcus	Lactobacillus	Ligilactobacillus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	Gemella	Staphylococcus	Christensenellaceae_R.7_group	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Fusicatenibacter	GCA.900066575	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Eubacterium._coprostanoligenes_group	Peptococcus	Family_XIII_AD3011_group	Intestinibacter	Romboutsia	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Sphingobium	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Haemophilus	Pseudomonas	Akkermansia	Muribaculaceae	Prevotella	Tannerellaceae	f__Christensenellaceae.g__unassigned	Howardella	Tyzzerella	CAG.352	Family_XIII_UCG.001	Veillonellaceae	Ralstonia
run02-185	-12.3066313617125	-4.53679351808306	-15.2053350812757	-16.4412096916722	-14.8073549220576	-14.1798572681417	-16.3488145861129	-6.21387422079265	-15.328341840598	-15.419696888306	-14.9881964876243	-1.8879881123366	-16.0797972561315	-5.59927222963162	-14.5884218511995	-15.3473445394315	-15.3596809373508	-16.2200003719044	-14.775095822586	-5.64485326394051	-15.190827797067	-14.7387783901839	-15.0064137457106	-15.3457517402327	-15.1899789486325	-5.73677575338155	-14.8693689266963	-15.7638520853917	-14.3549724769604	-15.0174609038594	-14.9918760990034	-6.0258605915819	-15.677132344649	-7.26223724235405	-15.0038106846081	-10.8471997430752	-16.0073485310372	-16.1439013303685	-15.082065857738	-15.7941619914236	-15.1079253874636	-15.0126827296502	-16.0439244156132	-15.2019707283731	-4.19158771155079	-2.85542024988017	-7.12672227169757	-15.1763679683644	-4.90575192543032	-13.3066313617125	-8.8803666070104	-9.98470326682514	-8.81477826538283	-3.94140251246096	-15.358616863683	-11.1367063602702	-15.4391382795318	-14.9160100518163	-10.9847032668251	-9.98470326682514	-10.8471997430752	-15.6686357256463	-7.10695901687614	-8.17734834476753	-13.3066313617125	-8.0028506135354	-15.2445868230971	-15.5068240947932	-15.3043513216632	-6.77524990119619	-14.3066313617125	-4.92942083132395	-15.9918760990034	-8.8803666070104	-11.7216688609913	-7.53844703693557	-9.35243505132563	-15.545326509599	-8.69192151759729	-15.8621045777549	-15.8353596218082	-10.8471997430752	-15.9438197077127	-13.3066313617125	-9.05870384826892	-13.3066313617125	-12.7216688609913	-12.3066313617125	-3.95900999314437	-11.9847032668251	-7.91431393893374	-14.9918760990034	-7.13670636027019	-4.8167834012732	-15.3353903546939	-16.035615318962	-13.3066313617125	-11.9847032668251	-14.775095822586	-6.23516899915588	-14.5330863421676	-15.7638520853917	-9.09717799608355	-15.7097031163223	-13.2664937563122	-15.0214137930081	-8.0028506135354	-16.119528831748	-16.0089319017818	-3.97124100701858	-14.8275411901725	-12.7216688609913	-14.5659945590822	-14.595257481449	-5.72166886099135	-15.1981380524011	-17.2543643285809	-15.4069135982823	-16.7665547890901	-15.4543314274174	-14.1013684035272	-16.4232964984145	-14.3596809373508	-14.8944072743409	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
run02-186	-16.4412096916722	-5.41528751808292	-15.2053350812757	-16.4412096916722	-14.8073549220576	-3.37762344532909	-7.58767655947671	-15.419696888306	-15.328341840598	-15.419696888306	-14.9881964876243	-2.02790239084639	-16.0797972561315	-14.6470086384416	-14.5884218511995	-15.3473445394315	-15.3596809373508	-16.2200003719044	-14.775095822586	-5.61004437250517	-15.190827797067	-14.7387783901839	-15.0064137457106	-15.3457517402327	-15.1899789486325	-16.4237888970089	-6.92354384532195	-10.2177269497264	-14.3549724769604	-12.6100443725052	-8.58767655947672	-11.8026894504476	-15.677132344649	-12.025081871784	-15.0038106846081	-10.2881162776178	-16.0073485310372	-16.1439013303685	-15.082065857738	-15.7941619914236	-15.1079253874636	-15.0126827296502	-9.02508187178401	-4.27353781269492	-8.80268945044757	-4.40303005232764	-8.99533452838996	-5.21987541630499	-6.82868465898051	-15.5415806599912	-5.86857738610402	-13.025081871784	-11.6100443725052	-5.86185152291571	-7.29716141722081	-10.0864824164482	-9.52258153125483	-14.9160100518163	-15.6215940390175	-9.56565025314672	-13.025081871784	-6.36211685906158	-9.44011937106286	-16.0115330268357	-9.80268945044757	-7.15883326067284	-9.65584806211829	-15.5068240947932	-9.28811627761781	-6.80268945044757	-5.63276444900525	-5.43761686385969	-9.61004437250517	-11.025081871784	-9.32464215364292	-7.59881711708192	-8.93761903053367	-15.545326509599	-7.96618818273044	-8.80268945044757	-6.44011937106286	-11.1506127538679	-15.9438197077127	-16.0427922282289	-8.77715435834043	-13.6100443725052	-15.7322999422698	-12.2881162776178	-4.21772694972641	-15.545326509599	-9.90960465436408	-14.9918760990034	-3.14498820467399	-3.63491291558383	-12.025081871784	-16.035615318962	-16.2953384719256	-15.3199425538831	-14.775095822586	-6.91655741500584	-14.5330863421676	-15.7638520853917	-6.77084058440823	-8.61004437250517	-13.2664937563122	-15.0214137930081	-6.09829171873779	-16.119528831748	-11.2881162776178	-15.8240637375449	-14.8275411901725	-15.0445648828126	-14.5659945590822	-6.18797960633236	-15.7367190187677	-15.1981380524011	-7.51201228954464	-15.4069135982823	-16.7665547890901	-15.4543314274174	-14.1013684035272	-16.4232964984145	-14.3596809373508	-14.8944072743409	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
run02-97	-7.90708875439475	-6.72838286741023	-15.2053350812757	-10.0225659718147	-14.8073549220576	-3.8450277862625	-16.3488145861129	-15.419696888306	-7.60752847253584	-7.86029454291581	-14.9881964876243	-2.45090360677811	-9.82992089387229	-8.95545177595615	-14.5884218511995	-15.3473445394315	-15.3596809373508	-16.2200003719044	-5.36231534378929	-14.8646214416175	-15.190827797067	-14.7387783901839	-10.8299208938723	-15.3457517402327	-15.1899789486325	-12.4148833945934	-4.85264097037237	-15.7638520853917	-7.04856118034763	-15.0174609038594	-14.9918760990034	-11.8299208938723	-15.677132344649	-14.8143321153684	-15.0038106846081	-4.84882935642235	-7.78552677451384	-10.1669558811499	-15.082065857738	-15.7941619914236	-15.1079253874636	-15.0126827296502	-9.16695588114986	-6.42619870782128	-8.16695588114986	-5.09521127364645	-6.60752847253584	-5.29853943335598	-3.9280483730304	-15.5415806599912	-14.9992953870234	-15.2445868230971	-17.4232964984145	-9.55690239946587	-9.2054300289645	-14.9992953870234	-15.4391382795318	-14.9160100518163	-6.91503750751024	-15.6686357256463	-15.0536713855952	-7.5819933804287	-15.77169578985	-7.80017355047824	-15.5418831054422	-7.381460393056	-15.2445868230971	-15.5068240947932	-15.3043513216632	-7.5200656312855	-2.91503750751024	-5.10427061293392	-12.4148833945934	-6.74954747740827	-16.0073485310372	-7.33806779754262	-13.4148833945934	-15.545326509599	-15.5976452303714	-15.8621045777549	-15.8353596218082	-14.677132344649	-15.9438197077127	-16.0427922282289	-15.4140245098782	-15.4793697750621	-15.7322999422698	-15.7665547890901	-2.62657289089253	-7.78552677451384	-8.68696294003025	-14.9918760990034	-14.9679467058127	-14.5837487864884	-15.3353903546939	-16.035615318962	-16.2953384719256	-15.3199425538831	-14.775095822586	-15.1247675358225	-14.5330863421676	-15.7638520853917	-8.80017355047824	-15.7097031163223	-13.2664937563122	-15.0214137930081	-15.5976452303714	-11.0929552997061	-5.8374545665577	-8.18606470409757	-14.8275411901725	-12.8299208938723	-9.71444367645235	-6.23995771209277	-7.33806779754262	-15.1981380524011	-13.4148833945934	-4.57096234330441	-16.7665547890901	-15.4543314274174	-14.1013684035272	-13.4148833945934	-14.3596809373508	-14.8944072743409	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
run02-98	-16.4412096916722	-6.1132314594557	-15.2053350812757	-16.4412096916722	-14.8073549220576	-4.75223379988974	-10.4637287065398	-9.78565680142719	-15.328341840598	-8.26209484537018	-14.9881964876243	-2.95118575144297	-16.0797972561315	-14.6470086384416	-14.5884218511995	-15.3473445394315	-15.3596809373508	-16.2200003719044	-14.775095822586	-7.09915627424397	-15.190827797067	-6.56648828096503	-8.39333937864843	-15.3457517402327	-15.1899789486325	-8.32622518278989	-14.8693689266963	-15.7638520853917	-14.3549724769604	-12.200694300706	-8.39333937864843	-11.200694300706	-10.9783018793696	-14.8143321153684	-15.0038106846081	-8.32622518278989	-16.0073485310372	-16.1439013303685	-15.082065857738	-8.74126268206874	-7.04418981502605	-11.4637287065398	-12.200694300706	-3.75913335890743	-9.78565680142719	-4.54725206210211	-13.5458091373666	-9.20069430070604	-7.17094695731198	-15.5415806599912	-9.53772928798361	-11.200694300706	-17.4232964984145	-8.57620343579824	-15.358616863683	-11.4637287065398	-8.32622518278989	-10.9783018793696	-15.6215940390175	-12.7856568014272	-10.4637287065398	-8.0852170832861	-12.7856568014272	-16.0115330268357	-8.03076929926372	-7.00429708790253	-9.87876620581867	-8.83146049104032	-15.3043513216632	-15.3091565721617	-5.94016675048282	-5.51419377352282	-8.00429708790253	-10.4637287065398	-9.53772928798361	-11.7856568014272	-12.200694300706	-10.4637287065398	-9.61573179998488	-10.0852170832861	-5.16360498197082	-14.677132344649	-7.85491946386431	-12.7856568014272	-10.0852170832861	-11.4637287065398	-15.7322999422698	-11.4637287065398	-3.41933458718138	-15.545326509599	-8.46372870653983	-9.87876620581867	-4.09915627424397	-4.30587653739809	-11.7856568014272	-8.65637378448223	-16.2953384719256	-10.6157317999849	-11.7856568014272	-7.55683811093131	-14.5330863421676	-11.200694300706	-5.97187561021016	-9.0852170832861	-13.2664937563122	-6.75223379988974	-15.5976452303714	-16.119528831748	-12.200694300706	-15.8240637375449	-14.8275411901725	-15.0445648828126	-8.00429708790253	-14.595257481449	-1.80052642796029	-15.1981380524011	-17.2543643285809	-10.4637287065398	-16.7665547890901	-15.4543314274174	-14.1013684035272	-16.4232964984145	-14.3596809373508	-12.7856568014272	-15.2503971210871	-9.20069430070604	-15.2019707283731	-12.7856568014272	-15.4763981434162	-16.4232964984145
run02-99	-16.4412096916722	-9.60160198304381	-15.2053350812757	-16.4412096916722	-14.8073549220576	-3.71341223311298	-16.3488145861129	-15.419696888306	-15.328341840598	-15.419696888306	-14.9881964876243	-2.19684745702683	-11.7391055067937	-14.6470086384416	-14.5884218511995	-15.3473445394315	-5.89612667500542	-16.2200003719044	-2.41267601967145	-11.7391055067937	-8.41717741190639	-14.7387783901839	-15.0064137457106	-15.3457517402327	-15.1899789486325	-16.4237888970089	-14.8693689266963	-15.7638520853917	-14.3549724769604	-15.0174609038594	-14.9918760990034	-16.6731158050904	-15.677132344649	-14.8143321153684	-15.0038106846081	-15.1247675358225	-16.0073485310372	-16.1439013303685	-15.082065857738	-15.7941619914236	-15.1079253874636	-15.0126827296502	-16.0439244156132	-5.63476884697901	-5.67301631633598	-3.37891683673104	-5.97888456032724	-7.79424706098621	-6.29948236923663	-15.5415806599912	-6.15414300607259	-8.36059388354002	-17.4232964984145	-5.08089402404195	-15.358616863683	-9.66871617890235	-15.4391382795318	-11.7391055067937	-8.77563138281886	-8.81310608823753	-13.0610336016811	-11.2536786796235	-15.77169578985	-16.0115330268357	-5.98957123912449	-6.55323896148241	-11.7391055067937	-15.5068240947932	-7.31956661527996	-11.0610336016811	-5.33651974856116	-4.87615825877283	-15.9918760990034	-7.00575116617992	-9.36059388354002	-16.0073485310372	-16.0046593890271	-15.545326509599	-15.5976452303714	-15.8621045777549	-13.0610336016811	-11.47607110096	-15.9438197077127	-16.0427922282289	-13.0610336016811	-15.4793697750621	-15.7322999422698	-15.7665547890901	-3.78026283155051	-15.545326509599	-9.25367867962351	-14.9918760990034	-14.9679467058127	-3.53943316195738	-15.3353903546939	-16.035615318962	-16.2953384719256	-15.3199425538831	-14.775095822586	-15.1247675358225	-14.5330863421676	-15.7638520853917	-13.0610336016811	-15.7097031163223	-10.0610336016811	-15.0214137930081	-8.03866578865266	-16.119528831748	-8.93175058473614	-15.8240637375449	-14.8275411901725	-13.0610336016811	-7.75725285350401	-14.595257481449	-15.7367190187677	-15.1981380524011	-17.2543643285809	-15.4069135982823	-16.7665547890901	-15.4543314274174	-14.1013684035272	-16.4232964984145	-14.3596809373508	-14.8944072743409	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
run03-103	-11.1343728385416	-9.13437283854159	-15.2053350812757	-16.4412096916722	-14.8073549220576	-3.70531486894781	-16.3488145861129	-9.39740724437538	-15.328341840598	-15.419696888306	-14.9881964876243	-1.47839497605464	-10.8124447436542	-7.40645238397839	-14.5884218511995	-10.1957733832057	-15.3596809373508	-16.2200003719044	-14.775095822586	-11.2599037206254	-15.190827797067	-14.7387783901839	-6.7768208339235	-15.3457517402327	-15.1899789486325	-7.33563104678869	-9.29307058456064	-15.7638520853917	-14.3549724769604	-15.0174609038594	-14.9918760990034	-8.67494121990429	-15.677132344649	-14.8143321153684	-15.0038106846081	-9.07547914948802	-16.0073485310372	-12.3974072443754	-15.082065857738	-7.21948945217954	-15.1079253874636	-15.0126827296502	-9.59005232231777	-15.2019707283731	-10.9119804172051	-6.73634176456843	-13.5458091373666	-7.75355105460065	-5.33131805391761	-15.5415806599912	-9.67494121990429	-15.2445868230971	-9.04690999729125	-5.72498190240388	-13.7193353392627	-14.9992953870234	-12.7193353392627	-9.47140782581916	-6.07187691280782	-9.19577338320573	-15.0536713855952	-8.69696752623429	-15.77169578985	-6.65863940757519	-15.5418831054422	-8.13437283854159	-15.2445868230971	-15.5068240947932	-9.81244474365422	-3.90235171600736	-2.7915573771804	-8.71933533926274	-15.9918760990034	-9.22748224293307	-16.0073485310372	-9.54941033782043	-16.0046593890271	-15.545326509599	-15.5976452303714	-15.8621045777549	-15.8353596218082	-11.7193353392627	-15.9438197077127	-16.0427922282289	-15.4140245098782	-12.7193353392627	-10.327017916484	-15.7665547890901	-4.88328498420467	-15.545326509599	-8.96444783709927	-14.9918760990034	-14.9679467058127	-4.75933340719466	-13.7193353392627	-16.035615318962	-16.2953384719256	-15.3199425538831	-14.775095822586	-15.1247675358225	-14.5330863421676	-12.1343728385416	-15.4428139376752	-15.7097031163223	-13.2664937563122	-8.47140782581916	-15.5976452303714	-16.119528831748	-8.21154069906405	-7.50016681880058	-14.8275411901725	-15.0445648828126	-14.5659945590822	-8.30994440312504	-4.69558098596332	-15.1981380524011	-4.49171939584852	-5.59780182192271	-8.32701791648398	-15.4543314274174	-14.1013684035272	-16.4232964984145	-14.3596809373508	-14.8944072743409	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-6.11942249707561	-16.4232964984145
run03-104	-9.00562454919388	-6.77955646971403	-15.2053350812757	-12.8129794712515	-14.8073549220576	-14.1798572681417	-16.3488145861129	-6.63307038123655	-15.328341840598	-15.419696888306	-14.9881964876243	-2.48711189067606	-16.0797972561315	-14.6470086384416	-10.6430544698092	-15.3473445394315	-15.3596809373508	-16.2200003719044	-14.775095822586	-9.49105137636412	-15.190827797067	-14.7387783901839	-15.0064137457106	-15.3457517402327	-15.1899789486325	-6.35354785261419	-10.8129794712515	-15.7638520853917	-14.3549724769604	-15.0174609038594	-14.9918760990034	-8.38671471654938	-5.96123042983542	-14.8143321153684	-15.0038106846081	-5.56980548777853	-8.85878316086461	-10.2280169705303	-15.082065857738	-15.7941619914236	-15.1079253874636	-11.4910513763641	-16.0439244156132	-15.2019707283731	-5.59866035045072	-2.33927372163207	-13.5458091373666	-15.1763679683644	-7.14055412927999	-9.5650519578079	-6.71494738829096	-15.2445868230971	-7.81297947125148	-5.28941751519447	-12.2280169705303	-14.9992953870234	-15.4391382795318	-14.9160100518163	-11.0056245491939	-15.6686357256463	-12.8129794712515	-4.81297947125148	-10.0056245491939	-6.99280050883629	-6.62315491237147	-14.4549739531104	-15.2445868230971	-15.5068240947932	-15.3043513216632	-9.35354785261418	-6.61330712641512	-4.25264663703904	-15.9918760990034	-9.22801697053033	-10.2280169705303	-8.38671471654938	-12.2280169705303	-15.545326509599	-10.6430544698092	-15.8621045777549	-12.2280169705303	-14.677132344649	-15.9438197077127	-16.0427922282289	-15.4140245098782	-15.4793697750621	-15.7322999422698	-15.7665547890901	-5.7850734746816	-15.545326509599	-7.28941751519447	-12.8129794712515	-14.9679467058127	-14.5837487864884	-9.28941751519447	-16.035615318962	-16.2953384719256	-15.3199425538831	-14.775095822586	-12.2280169705303	-10.6430544698092	-15.7638520853917	-5.4598326457534	-15.7097031163223	-13.2664937563122	-15.0214137930081	-15.5976452303714	-11.0056245491939	-6.18362285117187	-15.8240637375449	-14.8275411901725	-15.0445648828126	-9.49105137636412	-14.595257481449	-1.83498410263852	-15.1981380524011	-17.2543643285809	-8.38671471654938	-12.2280169705303	-15.4543314274174	-14.1013684035272	-16.4232964984145	-14.3596809373508	-10.1125397531104	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
run03-105	-16.4412096916722	-7.40254416462601	-15.2053350812757	-16.4412096916722	-14.8073549220576	-4.27829673757834	-12.1751336685229	-15.419696888306	-8.33383141454199	-8.3006645506068	-14.9881964876243	-2.06704487384709	-4.32964361757856	-10.3006645506068	-6.02538654901825	-15.3473445394315	-15.3596809373508	-16.2200003719044	-5.76574273238523	-3.85320557363557	-15.190827797067	-14.7387783901839	-9.51216865580051	-6.00520866708062	-4.53850904797929	-16.4237888970089	-14.8693689266963	-9.23653421318708	-6.26025028216089	-15.0174609038594	-14.9918760990034	-16.6731158050904	-15.677132344649	-14.8143321153684	-11.1751336685229	-6.67263332799375	-16.0073485310372	-16.1439013303685	-15.082065857738	-15.7941619914236	-15.1079253874636	-15.0126827296502	-16.0439244156132	-8.47469395038184	-9.76009616924409	-3.73357272672433	-13.5458091373666	-9.85320557363557	-8.17513366852294	-15.5415806599912	-9.85320557363557	-15.2445868230971	-17.4232964984145	-7.07359564206087	-12.7600961692441	-10.7600961692441	-15.4391382795318	-14.9160100518163	-12.1751336685229	-15.6686357256463	-12.1751336685229	-4.87135292034583	-15.77169578985	-16.0115330268357	-12.7600961692441	-7.55064280361514	-15.2445868230971	-15.5068240947932	-12.1751336685229	-5.42470581455017	-9.59017116780178	-6.71570204988564	-9.43816807435673	-8.26824307291442	-6.03217571468089	-4.86225071323858	-10.7600961692441	-15.545326509599	-6.8412329319695	-15.8621045777549	-15.8353596218082	-14.677132344649	-15.9438197077127	-16.0427922282289	-15.4140245098782	-9.23653421318708	-15.7322999422698	-15.7665547890901	-4.36349138806223	-15.545326509599	-11.7600961692441	-8.76009616924409	-14.9679467058127	-6.26824307291442	-11.4381680743567	-16.035615318962	-16.2953384719256	-15.3199425538831	-14.775095822586	-10.059656451103	-14.5330863421676	-15.7638520853917	-10.3006645506068	-15.7097031163223	-5.14538632512888	-4.78281624574418	-15.5976452303714	-6.26824307291442	-16.0089319017818	-6.51216865580051	-6.53127747874821	-15.0445648828126	-14.5659945590822	-4.74886891382084	-5.5951892425684	-8.43816807435673	-12.7600961692441	-15.4069135982823	-16.7665547890901	-15.4543314274174	-14.1013684035272	-16.4232964984145	-14.3596809373508	-14.8944072743409	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
run03-106	-9.66068603956256	-5.72309864673112	-15.2053350812757	-16.4412096916722	-5.66068603956256	-4.37409101778748	-16.3488145861129	-15.419696888306	-8.88696189538624	-9.36695483650585	-14.9881964876243	-2.53706522905353	-5.73223930058759	-9.75690135482186	-8.32948013108719	-6.70199301371947	-15.3596809373508	-16.2200003719044	-4.91097877650477	-5.74143823743406	-7.23984291860251	-10.8075274278918	-9.29295425506207	-15.3457517402327	-15.1899789486325	-10.9144426318083	-14.8693689266963	-15.7638520853917	-9.61488234994943	-7.19702983506354	-14.9918760990034	-10.6148823499494	-7.63760242644952	-11.8075274278918	-15.0038106846081	-6.64333879599866	-9.97102616017471	-9.48559933300447	-15.082065857738	-7.00755203619982	-6.64909806528735	-15.0126827296502	-12.6148823499494	-15.2019707283731	-10.4449573485071	-3.94511146142392	-13.5458091373666	-6.63760242644952	-6.98552572986983	-13.0299198492283	-9.32948013108719	-9.29295425506207	-11.6148823499494	-6.52212520902958	-11.2929542550621	-8.0757235388414	-9.57048823059098	-14.9160100518163	-9.91444263180834	-7.74451763036603	-10.3669548365058	-4.13005945568729	-12.0299198492283	-16.0115330268357	-15.5418831054422	-6.94245700797794	-9.91444263180834	-12.0299198492283	-11.2929542550621	-9.25733034533135	-6.2268650646043	-4.78833386265852	-15.9918760990034	-10.7079917543409	-9.25733034533135	-9.22256492717067	-11.0299198492283	-8.22256492717067	-10.3669548365058	-10.1554507313121	-6.27949199525551	-7.92838182276622	-6.66651511836476	-10.8075274278918	-9.29295425506207	-15.4793697750621	-15.7322999422698	-15.7665547890901	-3.19439573712366	-8.94245700797794	-9.32948013108719	-10.1554507313121	-8.22256492717067	-4.55148726866093	-8.54879315949166	-11.2929542550621	-11.1554507313121	-11.2929542550621	-11.2929542550621	-7.32026160105781	-10.0299198492283	-9.75690135482186	-10.5274195086991	-15.7097031163223	-7.70799175434092	-15.0214137930081	-7.32948013108719	-5.97102616017471	-12.0299198492283	-13.0299198492283	-8.20549141381173	-15.0445648828126	-14.5659945590822	-6.8801727297236	-3.27558904976934	-10.7079917543409	-8.85999484778597	-10.0913203938924	-14.6148823499494	-6.84009529034826	-9.32948013108719	-16.4232964984145	-14.3596809373508	-12.6148823499494	-9.40542898432049	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
run03-107	-8.71489348311195	-5.84290109548802	-15.2053350812757	-12.857851436954	-8.88822508599752	-7.56017088831331	-16.3488145861129	-12.4428139376752	-8.857851436954	-15.419696888306	-14.9881964876243	-2.79580529923351	-4.45129209159946	-10.3553510964248	-12.857851436954	-10.3553510964248	-6.64839807132505	-4.98543305860262	-8.01654918297305	-4.70641200635686	-5.42322320931727	-14.7387783901839	-10.2728889362328	-15.3457517402327	-15.1899789486325	-9.58483294254758	-14.8693689266963	-15.7638520853917	-12.857851436954	-8.1574117188129	-10.7423742195341	-14.4428139376752	-11.4428139376752	-14.8143321153684	-15.0038106846081	-4.63063663216071	-14.4428139376752	-12.4428139376752	-15.082065857738	-6.21881226347705	-8.44281393767515	-7.84290109548802	-5.91143247715884	-5.32646997643768	-11.2728889362328	-4.10742358298123	-13.5458091373666	-10.1208858427878	-8.46553401417524	-10.5359233420666	-8.46553401417524	-8.37672474721738	-17.4232964984145	-6.18071909230497	-11.6354590156175	-11.6354590156175	-12.857851436954	-14.9160100518163	-15.6215940390175	-10.6354590156175	-8.17602739698025	-5.99987044182642	-7.63545901561755	-16.0115330268357	-10.1948864242316	-7.78460245492336	-10.7423742195341	-15.5068240947932	-15.3043513216632	-9.91925198161814	-4.79355776015784	-5.3474169148826	-10.7423742195341	-9.74237421953406	-7.08526193305707	-7.64839807132505	-7.45412925090299	-6.77747802048998	-7.857851436954	-9.35535109642481	-9.58483294254758	-11.1208858427878	-8.06777450632823	-8.05049651489639	-7.54799617436721	-11.4428139376752	-15.7322999422698	-10.1948864242316	-4.00402208509689	-11.6354590156175	-6.53592334206663	-8.58483294254758	-3.88152599251032	-4.03024409086994	-9.48861762728828	-11.4428139376752	-7.10296393479053	-9.12088584278779	-8.98338231903785	-7.4093909361377	-6.82076211821878	-9.19488642423157	-14.4428139376752	-8.95096084134548	-10.857851436954	-15.0214137930081	-7.13903318949805	-7.32387286495164	-10.857851436954	-11.2728889362328	-12.1208858427878	-15.0445648828126	-8.60992392351041	-7.44281393767515	-8.58483294254758	-3.91925198161814	-17.2543643285809	-10.857851436954	-16.7665547890901	-9.53592334206663	-8.27288893623284	-8.79895774790043	-14.3596809373508	-11.4428139376752	-15.2503971210871	-14.5556675918407	-15.2019707283731	-12.857851436954	-15.4763981434162	-16.4232964984145
