feature	Actinomyces	Bifidobacterium	Corynebacterium	Rothia	Olsenella	Collinsella	Adlercreutzia	Eggerthella	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	Butyricimonas	Odoribacter	Paraprevotella	Prevotella_7	Prevotella_9	Alistipes	Parabacteroides	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Faecalitalea	Holdemanella	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Enterococcus	Lactobacillus	Ligilactobacillus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	Gemella	Staphylococcus	Christensenellaceae_R.7_group	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Fusicatenibacter	GCA.900066575	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Eubacterium._coprostanoligenes_group	Peptococcus	Family_XIII_AD3011_group	Intestinibacter	Romboutsia	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Sphingobium	Parasutterella	Sutterella	Escherichia.Shigella	Klebsiella	f__Enterobacteriaceae.g__unassigned	Haemophilus	Pseudomonas	Akkermansia	Muribaculaceae	Prevotella	Tannerellaceae	f__Christensenellaceae.g__unassigned	Howardella	Tyzzerella	CAG.352	Family_XIII_UCG.001	Veillonellaceae	Ralstonia
4023.4.lib30	-16.4412096916722	-10.0057521253571	-15.2053350812757	-16.4412096916722	-14.8073549220576	-14.1798572681417	-16.3488145861129	-11.0866721207407	-15.328341840598	-15.419696888306	-14.9881964876243	-1.13606014770283	-16.0797972561315	-14.6470086384416	-14.5884218511995	-15.3473445394315	-15.3596809373508	-16.2200003719044	-14.775095822586	-14.8646214416175	-15.190827797067	-14.7387783901839	-15.0064137457106	-15.3457517402327	-15.1899789486325	-7.88022124327324	-14.8693689266963	-15.7638520853917	-14.3549724769604	-15.0174609038594	-14.9918760990034	-9.83291552849489	-15.677132344649	-14.8143321153684	-15.0038106846081	-6.23444274136749	-16.0073485310372	-16.1439013303685	-15.082065857738	-15.7941619914236	-15.1079253874636	-15.0126827296502	-11.6171868374394	-15.2019707283731	-9.08667212074067	-3.20355890841528	-13.5458091373666	-15.1763679683644	-6.12533374110978	-15.5415806599912	-14.9992953870234	-15.2445868230971	-8.78711183888176	-7.02556060643728	-13.4651837439944	-14.9992953870234	-15.4391382795318	-14.9160100518163	-6.55109764698168	-15.6686357256463	-15.0536713855952	-15.6686357256463	-15.77169578985	-6.37348390985759	-15.5418831054422	-14.4549739531104	-15.2445868230971	-15.5068240947932	-15.3043513216632	-2.96813029944932	-3.48361646209139	-6.53681342097543	-15.9918760990034	-15.4968225768984	-16.0073485310372	-6.99920927949033	-16.0046593890271	-15.545326509599	-15.5976452303714	-15.8621045777549	-15.8353596218082	-14.677132344649	-15.9438197077127	-16.0427922282289	-15.4140245098782	-15.4793697750621	-15.7322999422698	-15.7665547890901	-5.39586824945432	-15.545326509599	-9.24795302777373	-14.9918760990034	-14.9679467058127	-14.5837487864884	-15.3353903546939	-16.035615318962	-16.2953384719256	-15.3199425538831	-14.775095822586	-15.1247675358225	-14.5330863421676	-15.7638520853917	-9.48333109070466	-15.7097031163223	-13.2664937563122	-15.0214137930081	-8.09362488138244	-16.119528831748	-7.12177592169659	-7.99920927949033	-14.8275411901725	-15.0445648828126	-14.5659945590822	-14.595257481449	-3.67076787764429	-15.1981380524011	-17.2543643285809	-7.02556060643728	-16.7665547890901	-15.4543314274174	-14.1013684035272	-16.4232964984145	-14.3596809373508	-14.8944072743409	-15.2503971210871	-8.68907975592124	-15.2019707283731	-14.8584667346833	-9.67858738210359	-16.4232964984145
4024.2.lib27	-16.4412096916722	-6.16848700093071	-15.2053350812757	-16.4412096916722	-14.8073549220576	-10.1992492547014	-16.3488145861129	-15.419696888306	-9.44252040571376	-10.4133740600542	-14.9881964876243	-2.96480343404871	-16.0797972561315	-14.6470086384416	-14.5884218511995	-8.66491282705021	-15.3596809373508	-10.9697674085786	-14.775095822586	-5.90494540752239	-8.73530215494161	-14.7387783901839	-15.0064137457106	-15.3457517402327	-15.1899789486325	-9.12649291226608	-10.8873052483867	-15.7638520853917	-10.1030339394421	-15.0174609038594	-13.057230249829	-16.6731158050904	-15.677132344649	-8.3023427476655	-15.0038106846081	-7.70850209559789	-9.63096549512687	-16.1439013303685	-15.082065857738	-5.69967824521088	-15.1079253874636	-15.0126827296502	-9.77182803096672	-13.4722677491078	-7.72631337171435	-3.3963429795264	-13.5458091373666	-6.75344950165187	-7.74434729454461	-15.5415806599912	-6.91257200699709	-10.9697674085786	-11.3567905316879	-8.86740569094895	-8.73530215494161	-10.2498753277714	-8.32930979526577	-8.79044370913407	-9.03486243680051	-15.6686357256463	-10.4133740600542	-10.5977986311917	-15.77169578985	-16.0115330268357	-8.12649291226608	-7.13836701255437	-12.4722677491078	-15.5068240947932	-8.66491282705021	-15.3091565721617	-11.3567905316879	-4.90241214077686	-11.1503396542204	-9.44252040571376	-7.98041465277814	-10.8093027363854	-9.15033965422045	-4.88355311352555	-11.5977986311917	-11.5977986311917	-3.85143700043181	-7.04042196214241	-3.83564312856416	-8.28904592505204	-10.4133740600542	-15.4793697750621	-13.4722677491078	-15.7665547890901	-1.95525457887974	-15.545326509599	-10.3023427476655	-11.3567905316879	-6.62677769816344	-3.57039522826592	-11.7353021549416	-5.7398176360641	-16.2953384719256	-11.5977986311917	-11.7353021549416	-6.8429111290282	-14.5330863421676	-11.057230249829	-7.41337406005424	-8.82841155933309	-13.2664937563122	-11.2498753277714	-15.5976452303714	-16.119528831748	-9.35679053168788	-15.8240637375449	-14.8275411901725	-15.0445648828126	-14.5659945590822	-14.595257481449	-15.7367190187677	-15.1981380524011	-17.2543643285809	-8.90748313032429	-11.5977986311917	-10.2498753277714	-14.1013684035272	-11.4722677491078	-14.3596809373508	-5.22592300602692	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
4024.3.lib30	-11.9908130791536	-5.01162608988903	-15.2053350812757	-16.4412096916722	-14.8073549220576	-11.7684206578172	-12.2538474849874	-13.5757755798748	-9.29037336101252	-8.87533586173367	-14.9881964876243	-2.8296811961693	-16.0797972561315	-14.6470086384416	-14.5884218511995	-9.53138146051631	-15.3596809373508	-10.183458157096	-14.775095822586	-5.1369837272965	-9.14951082517267	-14.7387783901839	-15.0064137457106	-15.3457517402327	-15.1899789486325	-8.99081307915361	-10.6688849842662	-15.7638520853917	-9.93191939010004	-15.0174609038594	-12.2538474849874	-16.6731158050904	-15.677132344649	-7.86153006220864	-15.0038106846081	-6.5870908931026	-9.32784806643118	-16.1439013303685	-15.082065857738	-5.34455439916358	-15.1079253874636	-15.0126827296502	-8.29037336101252	-11.5757755798748	-6.44134925965384	-3.65542272445968	-9.71779458474719	-6.59849565637485	-6.49362653852089	-15.5415806599912	-6.61577364780668	-12.9908130791536	-12.5757755798748	-8.16638464373706	-8.16638464373706	-8.87533586173367	-7.71779458474719	-8.18345815709601	-7.22704742564369	-12.5757755798748	-8.8208880777113	-9.71779458474719	-15.77169578985	-16.0115330268357	-8.00591997154382	-5.95739007761616	-11.9908130791536	-11.4058505784325	-7.73028552893039	-15.3091565721617	-10.4883127386244	-4.04244584756893	-8.59849565637485	-9.18345815709601	-8.18345815709601	-16.0073485310372	-10.4883127386244	-4.94278038273181	-12.2538474849874	-15.8621045777549	-4.46986707130361	-7.3566070594126	-4.00118205253715	-8.11634396123747	-15.4140245098782	-15.4793697750621	-15.7322999422698	-15.7665547890901	-2.56036052748808	-15.545326509599	-9.57577557987477	-12.5757755798748	-7.14114735223804	-4.66738295910102	-15.3353903546939	-5.14741540717047	-16.2953384719256	-11.2538474849874	-12.2538474849874	-5.97214923488857	-14.5330863421676	-9.66888498426625	-6.66888498426625	-9.11634396123747	-13.2664937563122	-10.4883127386244	-15.5976452303714	-16.119528831748	-8.96106573575956	-15.8240637375449	-14.8275411901725	-15.0445648828126	-14.5659945590822	-14.595257481449	-15.7367190187677	-15.1981380524011	-17.2543643285809	-7.73028552893039	-11.7684206578172	-10.2538474849874	-14.1013684035272	-11.9908130791536	-14.3596809373508	-3.99363359821599	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
4024.4.lib30	-12.5450851351563	-5.03927358123666	-15.2053350812757	-16.4412096916722	-14.8073549220576	-10.6381945395477	-16.3488145861129	-15.419696888306	-9.79019763299278	-9.63819453954773	-14.9881964876243	-2.73974430673987	-16.0797972561315	-14.6470086384416	-14.5884218511995	-7.72490617274106	-15.3596809373508	-9.15276771237749	-14.775095822586	-5.16354218397167	-7.85858460797303	-14.7387783901839	-15.0064137457106	-15.3457517402327	-15.1899789486325	-9.54508513515625	-14.8693689266963	-15.7638520853917	-11.3751601337139	-15.0174609038594	-14.9918760990034	-16.6731158050904	-15.677132344649	-8.76372542163159	-15.0038106846081	-7.77690081037932	-9.96012263443509	-16.1439013303685	-15.082065857738	-5.47899594469848	-15.1079253874636	-15.0126827296502	-9.63819453954773	-15.2019707283731	-7.06935170418985	-3.86209055147457	-10.6381945395477	-6.84464541701516	-7.09387402332392	-11.3751601337139	-6.99049628347861	-12.9601226344351	-10.9601226344351	-8.66244208579441	-8.68710414002868	-10.2231570402689	-7.46826953810542	-8.18753313053817	-8.84464541701516	-15.6686357256463	-10.5450851351563	-10.3751601337139	-15.77169578985	-16.0115330268357	-7.62622189788166	-6.54508513515625	-10.6381945395477	-15.5068240947932	-8.79019763299278	-15.3091565721617	-15.3066313617125	-4.74095411397293	-10.085653516519	-9.54508513515625	-8.259682916294	-16.0073485310372	-10.085653516519	-5.65330143193794	-10.1527677123775	-15.8621045777549	-4.7345135004151	-8.22315704026889	-4.39660855297797	-8.08565351651895	-10.8446454170152	-11.3751601337139	-15.7322999422698	-11.3751601337139	-1.84551268186898	-15.545326509599	-10.0215231790992	-11.7377302130986	-7.14420569887407	-3.4582854495328	-15.3353903546939	-5.57930085049416	-16.2953384719256	-10.8446454170152	-13.5450851351563	-6.85858460797303	-14.5330863421676	-10.9601226344351	-7.35526057627623	-8.31626644466037	-13.2664937563122	-9.68710414002868	-15.5976452303714	-16.119528831748	-8.96012263443509	-15.8240637375449	-14.8275411901725	-15.0445648828126	-14.5659945590822	-14.595257481449	-15.7367190187677	-15.1981380524011	-17.2543643285809	-8.5227173221278	-16.7665547890901	-15.4543314274174	-14.1013684035272	-11.7377302130986	-14.3596809373508	-5.37015945265557	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-12.9601226344351
4026.2.lib30	-11.1223331846789	-15.9155059622319	-15.2053350812757	-14.2097960259292	-14.8073549220576	-14.1798572681417	-16.3488145861129	-15.419696888306	-15.328341840598	-15.419696888306	-14.9881964876243	-4.7229610043662	-16.0797972561315	-14.6470086384416	-14.5884218511995	-15.3473445394315	-15.3596809373508	-16.2200003719044	-14.775095822586	-14.8646214416175	-15.190827797067	-14.7387783901839	-15.0064137457106	-15.3457517402327	-15.1899789486325	-8.85224402131116	-14.8693689266963	-15.7638520853917	-14.3549724769604	-15.0174609038594	-7.45490852376578	-10.5093563077882	-15.677132344649	-14.8143321153684	-15.0038106846081	-6.35804698451319	-9.50935630778816	-9.81747860315049	-15.082065857738	-15.7941619914236	-15.1079253874636	-15.0126827296502	-7.33943130634584	-15.2019707283731	-11.0398710244869	-3.58363070602475	-13.5458091373666	-15.1763679683644	-6.60988318374212	-15.5415806599912	-14.9992953870234	-15.2445868230971	-17.4232964984145	-6.99547690512848	-15.358616863683	-14.9992953870234	-15.4391382795318	-14.9160100518163	-15.6215940390175	-15.6686357256463	-15.0536713855952	-4.33943130634584	-9.62483352520809	-16.0115330268357	-15.5418831054422	-6.03736851728377	-15.2445868230971	-15.5068240947932	-15.3043513216632	-2.6518537391418	-3.92555027609958	-6.60246571217964	-15.9918760990034	-15.4968225768984	-16.0073485310372	-8.76685253008052	-16.0046593890271	-15.545326509599	-13.6248335252081	-15.8621045777549	-15.8353596218082	-14.677132344649	-15.9438197077127	-16.0427922282289	-15.4140245098782	-15.4793697750621	-15.7322999422698	-15.7665547890901	-13.8884578775115	-15.545326509599	-10.6248335252081	-14.9918760990034	-14.9679467058127	-14.5837487864884	-15.3353903546939	-16.035615318962	-16.2953384719256	-15.3199425538831	-14.775095822586	-15.1247675358225	-14.5330863421676	-15.7638520853917	-7.29093278865465	-10.8174786031505	-13.2664937563122	-15.0214137930081	-15.5976452303714	-11.3029054303207	-11.5093563077882	-10.4549085237658	-14.8275411901725	-15.0445648828126	-14.5659945590822	-14.595257481449	-1.00224781209828	-15.1981380524011	-17.2543643285809	-5.75241514685671	-16.7665547890901	-15.4543314274174	-14.1013684035272	-16.4232964984145	-14.3596809373508	-14.8944072743409	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
4026.3.lib30	-16.4412096916722	-15.9155059622319	-15.2053350812757	-16.4412096916722	-14.8073549220576	-14.1798572681417	-16.3488145861129	-15.419696888306	-15.328341840598	-15.419696888306	-14.9881964876243	-4.78040604567878	-16.0797972561315	-14.6470086384416	-14.5884218511995	-15.3473445394315	-15.3596809373508	-16.2200003719044	-14.775095822586	-14.8646214416175	-15.190827797067	-14.7387783901839	-15.0064137457106	-15.3457517402327	-15.1899789486325	-10.2323664148849	-14.8693689266963	-15.7638520853917	-14.3549724769604	-15.0174609038594	-9.69179803352224	-16.6731158050904	-13.6917980335222	-14.8143321153684	-15.0038106846081	-7.69179803352224	-9.99135831538115	-16.1439013303685	-15.082065857738	-15.7941619914236	-15.1079253874636	-15.0126827296502	-6.82761188886796	-15.2019707283731	-15.2154571622267	-4.66665847124373	-13.5458091373666	-15.1763679683644	-7.50197347464222	-15.5415806599912	-14.9992953870234	-15.2445868230971	-17.4232964984145	-7.69179803352224	-15.358616863683	-14.9992953870234	-15.4391382795318	-14.9160100518163	-15.6215940390175	-15.6686357256463	-15.0536713855952	-3.75736999289543	-10.1682360774652	-16.0115330268357	-15.5418831054422	-6.76698552991646	-15.2445868230971	-15.5068240947932	-15.3043513216632	-2.58327357674407	-4.59640101072968	-7.69179803352224	-15.9918760990034	-15.4968225768984	-16.0073485310372	-7.30809374104819	-16.0046593890271	-15.545326509599	-15.5976452303714	-15.8621045777549	-15.8353596218082	-14.677132344649	-15.9438197077127	-16.0427922282289	-15.4140245098782	-15.4793697750621	-15.7322999422698	-15.7665547890901	-13.8884578775115	-15.545326509599	-8.73760172313536	-14.9918760990034	-14.9679467058127	-14.5837487864884	-15.3353903546939	-16.035615318962	-16.2953384719256	-15.3199425538831	-14.775095822586	-15.1247675358225	-14.5330863421676	-15.7638520853917	-8.91043831999758	-15.7097031163223	-13.2664937563122	-15.0214137930081	-15.5976452303714	-11.6917980335222	-13.6917980335222	-11.2323664148849	-14.8275411901725	-15.0445648828126	-14.5659945590822	-14.595257481449	-0.777599791067281	-15.1981380524011	-17.2543643285809	-8.03358655077044	-9.44387052007865	-15.4543314274174	-14.1013684035272	-16.4232964984145	-14.3596809373508	-14.8944072743409	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
4026.4.lib30	-11.5432515657419	-15.9155059622319	-11.6807550894918	-12.1953282623216	-14.8073549220576	-14.1798572681417	-16.3488145861129	-15.419696888306	-15.328341840598	-15.419696888306	-14.9881964876243	-4.24570995821376	-16.0797972561315	-14.6470086384416	-14.5884218511995	-15.3473445394315	-15.3596809373508	-16.2200003719044	-14.775095822586	-14.8646214416175	-15.190827797067	-14.7387783901839	-15.0064137457106	-15.3457517402327	-15.1899789486325	-8.85293606487453	-14.8693689266963	-15.7638520853917	-14.3549724769604	-15.0174609038594	-7.73122015647484	-11.2477956822157	-13.4177206836581	-14.8143321153684	-15.0038106846081	-7.34090508660722	-10.7547556709356	-11.8327581829369	-15.082065857738	-15.7941619914236	-15.1079253874636	-15.0126827296502	-7.15093414296315	-15.2019707283731	-12.5432515657419	-3.77657208624682	-13.5458091373666	-15.1763679683644	-5.8915475141445	-15.5415806599912	-14.9992953870234	-15.2445868230971	-17.4232964984145	-6.99425456230863	-15.358616863683	-14.9992953870234	-15.4391382795318	-14.9160100518163	-15.6215940390175	-15.6686357256463	-15.0536713855952	-3.46838030192458	-10.0719458468163	-16.0115330268357	-15.5418831054422	-5.20340156285729	-15.2445868230971	-15.5068240947932	-15.3043513216632	-2.48341551447372	-3.35006224974105	-6.9775436221007	-15.9918760990034	-15.4968225768984	-16.0073485310372	-7.26459092475872	-16.0046593890271	-15.545326509599	-15.5976452303714	-15.8621045777549	-15.8353596218082	-14.677132344649	-15.9438197077127	-16.0427922282289	-15.4140245098782	-15.4793697750621	-15.7322999422698	-15.7665547890901	-13.8884578775115	-15.545326509599	-9.49488854418052	-14.9918760990034	-14.9679467058127	-14.5837487864884	-15.3353903546939	-16.035615318962	-16.2953384719256	-15.3199425538831	-14.775095822586	-15.1247675358225	-14.5330863421676	-15.7638520853917	-8.04268125231113	-15.7097031163223	-13.2664937563122	-15.0214137930081	-15.5976452303714	-9.95828906502076	-16.0089319017818	-12.6807550894918	-14.8275411901725	-15.0445648828126	-14.5659945590822	-14.595257481449	-1.30056462274201	-15.1981380524011	-17.2543643285809	-7.60607840319735	-16.7665547890901	-15.4543314274174	-14.1013684035272	-16.4232964984145	-14.3596809373508	-14.8944072743409	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
4027.4.lib30	-16.4412096916722	-10.8928842874221	-15.2053350812757	-16.4412096916722	-14.8073549220576	-14.1798572681417	-16.3488145861129	-8.35683138718189	-15.328341840598	-15.419696888306	-14.9881964876243	-1.26763206567522	-16.0797972561315	-14.6470086384416	-14.5884218511995	-15.3473445394315	-15.3596809373508	-16.2200003719044	-14.775095822586	-14.8646214416175	-15.190827797067	-14.7387783901839	-15.0064137457106	-15.3457517402327	-15.1899789486325	-11.3079217867009	-7.66022353063182	-11.6298498815883	-14.3549724769604	-15.0174609038594	-14.9918760990034	-11.7553807636722	-15.677132344649	-14.8143321153684	-15.0038106846081	-8.50056686464334	-16.0073485310372	-16.1439013303685	-15.082065857738	-15.7941619914236	-10.9668848688659	-15.0126827296502	-9.8224949595307	-15.2019707283731	-7.25481045024138	-2.97521385306033	-13.5458091373666	-9.33216933294762	-5.64875834413837	-11.1273495410591	-7.58545576222985	-11.5143726641684	-13.2148123823095	-6.9019294270251	-13.6298498815883	-14.9992953870234	-9.33216933294762	-14.9160100518163	-8.22612769553729	-14.2148123823095	-15.0536713855952	-3.03086691055221	-15.77169578985	-6.80118445328529	-15.5418831054422	-9.00535901668051	-12.8928842874221	-15.5068240947932	-15.3043513216632	-5.89514026136246	-4.33983103465568	-5.69517612946625	-10.9668848688659	-7.31394557432871	-16.0073485310372	-8.73907895134306	-16.0046593890271	-10.1273495410591	-10.8928842874221	-11.7553807636722	-11.7553807636722	-14.677132344649	-12.8928842874221	-16.0427922282289	-15.4140245098782	-15.4793697750621	-15.7322999422698	-15.7665547890901	-3.05872930602078	-15.545326509599	-9.92941016344721	-13.6298498815883	-11.7553807636722	-12.8928842874221	-8.69125042625245	-11.8928842874221	-16.2953384719256	-15.3199425538831	-14.775095822586	-15.1247675358225	-14.5330863421676	-15.7638520853917	-10.6912504262524	-15.7097031163223	-13.2664937563122	-15.0214137930081	-11.6298498815883	-16.119528831748	-11.6298498815883	-15.8240637375449	-14.8275411901725	-15.0445648828126	-14.5659945590822	-5.04238487366398	-6.7309966050452	-15.1981380524011	-17.2543643285809	-10.4074574602519	-16.7665547890901	-15.4543314274174	-14.1013684035272	-16.4232964984145	-14.3596809373508	-14.8944072743409	-15.2503971210871	-14.5556675918407	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
4028.2.lib27	-16.4412096916722	-6.26815683844638	-15.2053350812757	-16.4412096916722	-14.8073549220576	-6.03076225377069	-16.3488145861129	-11.9882789224492	-15.328341840598	-12.4737057496194	-14.9881964876243	-2.23864888691231	-16.0797972561315	-14.6470086384416	-14.5884218511995	-8.16627722442717	-15.3596809373508	-16.2200003719044	-3.19804680492056	-6.76772784793689	-7.92526912492337	-14.7387783901839	-7.31990041354038	-15.3457517402327	-15.1899789486325	-16.4237888970089	-9.24104499282914	-15.7638520853917	-14.3549724769604	-12.4737057496194	-6.27599759166356	-16.6731158050904	-15.677132344649	-14.8143321153684	-15.0038106846081	-15.1247675358225	-16.0073485310372	-16.1439013303685	-15.082065857738	-10.2106713437856	-9.93765284937921	-15.0126827296502	-6.55245986103383	-6.9501437935624	-11.3362022258695	-3.43698264361389	-9.43808183988869	-6.85311933916754	-5.47596172355978	-12.7956338445068	-7.02744951972985	-10.4737057496194	-17.4232964984145	-7.5572291051817	-9.93765284937921	-7.28783920430808	-11.9882789224492	-8.5668151540109	-7.82984955984469	-8.01427413098212	-10.6257088430645	-4.57767614664266	-15.77169578985	-16.0115330268357	-13.7956338445068	-8.35269034865805	-8.40331642172802	-15.5068240947932	-8.04074634234331	-8.75123972514832	-4.39795921155851	-4.23148435452105	-10.1517776547321	-10.403316421728	-10.5477063310632	-13.2106713437856	-8.75123972514832	-8.98827892244917	-12.7956338445068	-12.7956338445068	-6.01099899894926	-8.18092400039157	-8.35269034865805	-16.0427922282289	-13.2106713437856	-15.4793697750621	-15.7322999422698	-15.7665547890901	-2.79422565011397	-15.545326509599	-10.403316421728	-9.40331642172802	-9.58618047887783	-4.39475440822459	-12.4737057496194	-16.035615318962	-16.2953384719256	-11.3362022258695	-14.775095822586	-9.93765284937921	-14.5330863421676	-11.4737057496194	-9.04074634234331	-5.19200749952059	-13.2664937563122	-15.0214137930081	-6.63072691783109	-8.19572100231965	-16.0089319017818	-15.8240637375449	-14.8275411901725	-15.0445648828126	-11.4737057496194	-7.51950943923254	-9.93765284937921	-15.1981380524011	-17.2543643285809	-9.18092400039157	-11.2106713437856	-11.9882789224492	-14.1013684035272	-16.4232964984145	-14.3596809373508	-12.7956338445068	-15.2503971210871	-10.4737057496194	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
4028.3.lib30	-16.4412096916722	-6.26192078552309	-15.2053350812757	-16.4412096916722	-14.8073549220576	-6.9675647686667	-16.3488145861129	-13.4497676949627	-15.328341840598	-15.419696888306	-14.9881964876243	-2.23217344212903	-16.0797972561315	-14.6470086384416	-14.5884218511995	-7.46335675971062	-15.3596809373508	-16.2200003719044	-2.92229068890226	-6.27184990276682	-7.22094900446678	-14.7387783901839	-8.09927044787853	-15.3457517402327	-15.1899789486325	-12.6017707884077	-7.39231742277876	-15.7638520853917	-14.3549724769604	-10.77169578985	-6.3966563585031	-16.6731158050904	-15.677132344649	-14.8143321153684	-15.0038106846081	-11.0168082876866	-16.0073485310372	-16.1439013303685	-15.082065857738	-10.0712560717089	-9.66317133307185	-15.0126827296502	-6.92620573890565	-7.61687768079792	-11.6017707884077	-2.81332432890017	-10.3454310351479	-6.21518973517809	-5.40646694059848	-15.5415806599912	-7.25994313608264	-10.1867332891289	-17.4232964984145	-7.80015223589925	-10.6424127729051	-7.668407981438	-11.1278396000753	-8.87687802654208	-8.62194867034534	-7.95151682743483	-11.8648051942415	-4.68954674849615	-14.77169578985	-16.0115330268357	-15.5418831054422	-8.19426696181427	-7.40975201611478	-15.5068240947932	-8.25599595156598	-9.14233916977041	-5.09045737807222	-4.42684510590703	-9.56224242422107	-11.0712560717089	-10.4141437852319	-12.6017707884077	-7.50023276194565	-9.41414378523194	-11.3793783670713	-10.9137147947225	-5.16159372685036	-7.09927044787853	-7.64757447802084	-16.0427922282289	-11.3793783670713	-15.4793697750621	-15.7322999422698	-13.77169578985	-3.52911710039868	-15.545326509599	-9.84095845228714	-10.5622424242211	-8.77169578985002	-5.01263985068985	-15.3353903546939	-16.035615318962	-16.2953384719256	-11.1867332891289	-13.77169578985	-10.0168082876866	-14.5330863421676	-10.8174994794631	-8.87687802654208	-5.46677412026835	-13.2664937563122	-15.0214137930081	-5.6334239896778	-8.80591150518794	-14.77169578985	-15.8240637375449	-14.8275411901725	-15.0445648828126	-11.6017707884077	-7.19426696181427	-9.64241277290506	-15.1981380524011	-17.2543643285809	-9.77169578985002	-11.77169578985	-11.6017707884077	-14.1013684035272	-16.4232964984145	-14.3596809373508	-10.6424127729051	-15.2503971210871	-9.24813383379301	-15.2019707283731	-14.8584667346833	-15.4763981434162	-16.4232964984145
