feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerofilum	Anaerotruncus	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Akkermansia	Corynebacterium	Olsenella	Campylobacter	Faecalitalea	f__Erysipelotrichaceae.g__unassigned	Enterococcus	Lacticaseibacillus	Lactobacillus	Ligilactobacillus	Limosilactobacillus	f__Lactobacillaceae.g__unassigned	Staphylococcus	f__Christensenellaceae.g__uncultured	Anaerofustis	Eubacterium	Anaerostignum	Lachnoanaerobaculum	Shuttleworthia	UC5.1.2E3	X.Eubacterium._fissicatena_group	Anaerococcus	Finegoldia	Peptoniphilus	Clostridioides	Veillonellaceae	o__Veillonellales.Selenomonadales.f__unassigned.g__unassigned	TM7x	Methylobacterium.Methylorubrum	Sphingobium	Klebsiella	f__Enterobacteriaceae.g__unassigned	Morganella	Proteus	Aggregatibacter	o__Enterobacterales.f__unassigned.g__unassigned	Pseudomonas
Cah8-297-CE	4	1326	0	0	921	7	7	0	20	0	75	15	32	1821	309	0	19	168	66	0	0	68	0	0	2819	0	267	130	0	306	23	0	90	0	0	127	0	0	2	7	23	0	0	61	2	91	0	80	140	351	24	113	757	145	2011	30	739	218	0	0	481	20	30	0	63	15	25	236	191	24	8	16	29	0	0	0	221	192	0	7	0	70	0	310	441	59	18	10	25	7	8	14	37	3	0	645	58	193	25	56	0	2	0	2	0	3155	12	57	9	0	963	477	0	5	0	94	15	0	209	7	0	45	5	40	0	2	22	0	256	16	0	123	0	15	0	0	6	0	146	0	6	114	0	21	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-297-RE	3	1419	5	0	1191	4	12	0	31	0	101	27	37	1854	326	0	10	183	62	0	0	64	0	0	2744	0	299	138	0	256	22	0	20	0	0	126	0	0	2	15	23	0	0	101	0	138	0	115	193	448	27	123	811	233	2031	49	835	233	0	0	527	16	18	0	66	7	48	209	190	22	7	31	34	0	0	0	244	158	6	25	0	76	0	304	475	70	29	5	22	0	2	28	28	2	0	746	47	238	33	74	0	3	0	0	0	3295	6	71	11	0	955	450	0	6	0	121	29	0	291	14	0	34	5	82	0	0	29	0	366	36	0	153	0	18	2	0	5	4	148	0	15	184	0	51	0	0	0	0	0	0	0	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-298-RE	11	894	11	0	0	0	0	0	0	273	0	0	0	2798	0	0	0	0	81	0	0	0	0	0	0	0	0	684	0	0	0	0	0	0	14	0	0	0	0	87	7	3	69	212	5	0	0	24	0	106	0	0	145	262	3463	0	0	671	28	108	180	74	0	61	150	0	0	0	37	164	259	0	774	219	16	0	52	162	0	87	0	0	102	1808	268	5	25	2	83	151	216	24	184	3	5	264	15	415	90	144	4	0	0	9	0	3241	92	233	380	60	479	93	145	0	0	22	0	3	154	89	0	0	0	0	0	0	0	0	80	0	0	114	0	0	3	0	152	54	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	6	0	40	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-299-CE	18	13	0	8	1580	0	51	400	0	5	0	0	0	7552	0	784	4	71	87	0	0	360	0	54	0	0	562	268	0	0	156	0	0	0	0	34	7	0	37	0	0	18	0	162	0	6	0	17	0	0	0	0	0	451	2473	42	191	370	0	0	131	0	66	14	949	2	3	4	3	35	474	3	11	97	0	0	0	445	0	0	0	157	2848	5201	2056	0	44	0	279	747	50	0	206	0	0	198	26	82	0	116	0	31	0	17	0	555	0	10	0	0	0	54	98	0	60	49	0	0	107	0	0	0	0	2	0	2	0	14	13	0	0	398	0	0	4	2	162	570	0	0	0	29	0	0	0	33	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	12	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0
Cah8-300-CE	16	276	0	0	2277	0	4	2	70	4	373	48	84	5070	191	29	7	39	72	116	843	66	0	0	507	0	181	1314	0	74	135	28	14	282	0	7	0	149	0	0	0	0	3	152	3	0	4	43	0	14	0	0	159	89	3104	573	669	1955	5	0	257	0	75	0	359	17	66	106	23	34	215	26	663	0	0	0	7	217	13	8	0	0	0	1670	1177	0	62	0	111	10	7	43	54	29	0	531	0	12	28	44	2	7	0	4	6	2158	0	69	16	2	668	1058	9	0	9	26	0	0	56	0	0	21	10	2	17	4	0	0	3	0	38	226	0	0	17	8	13	10	918	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-301-RE	0	47	0	0	473	0	152	24	0	4	0	0	0	6682	518	48	0	58	191	0	0	0	0	0	0	101	108	223	7	69	42	0	6	0	0	62	0	0	31	16	0	0	0	75	0	12	0	94	141	95	5	20	48	16	681	271	741	294	0	0	59	10	0	0	1096	0	7	62	48	67	383	12	249	0	0	0	9	61	0	0	0	9	325	371	1264	0	28	0	79	24	23	2	106	34	3	174	39	231	4	111	0	0	341	0	0	3055	0	32	108	0	35	642	8	8	2	29	26	6	39	0	0	25	0	0	6	0	0	0	0	0	0	280	0	0	0	0	138	40	904	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-302-CE	3	0	0	0	84	0	0	62	5	55	29	12	0	7307	470	264	0	178	294	0	0	259	0	0	0	0	327	671	0	0	30	0	5	0	157	58	564	0	29	0	0	6	0	39	4	0	2	5	4	99	0	0	0	10	282	0	45	144	52	1908	0	14	0	0	958	0	4	74	0	30	111	18	22	27	549	0	0	24	0	0	0	0	0	2484	1962	0	37	3	189	670	83	3	256	44	0	70	117	58	15	234	0	25	9	4	0	604	0	70	12	0	8	105	360	0	5	31	0	14	5	0	18	5	0	0	0	0	2	0	0	0	0	1048	0	0	4	0	357	46	308	3482	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-302-RE	9	11	3	0	149	0	0	80	0	62	75	30	0	5571	509	172	0	150	372	0	0	192	0	0	0	0	243	447	0	0	54	0	25	0	77	24	371	0	25	0	0	0	11	73	5	0	0	30	9	123	0	2	0	9	315	0	122	241	64	1167	10	35	0	2	650	0	0	63	0	49	91	4	39	26	381	0	0	54	0	0	0	0	0	1822	1379	0	52	10	174	407	45	13	183	18	5	60	103	98	8	196	13	12	11	5	0	1531	0	56	6	0	5	79	225	0	3	44	0	7	11	0	17	0	0	0	0	4	15	0	0	0	0	750	0	0	0	0	308	40	478	2470	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-303-CE	0	235	0	0	1629	0	73	0	0	22	0	0	0	4729	206	0	0	29	52	0	0	0	0	0	0	0	325	98	0	0	14	0	0	191	0	59	0	408	0	0	3	0	0	95	0	49	0	224	60	48	35	34	1302	46	1640	119	946	344	0	0	924	24	0	0	553	146	24	36	66	24	18	24	79	0	0	0	167	167	0	74	0	17	0	107	262	94	53	6	35	10	54	14	40	0	0	210	21	164	6	88	0	0	1465	0	0	5816	0	59	0	0	200	718	31	0	3	10	41	0	87	0	0	16	15	0	0	0	24	0	170	0	0	158	0	0	0	0	0	364	32	0	4	107	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-303-RE	0	266	0	0	2041	0	135	0	0	24	0	0	0	5203	259	7	0	43	65	0	0	0	0	0	0	0	416	119	0	0	16	0	0	292	0	57	0	598	0	0	12	4	0	156	0	98	0	281	114	70	33	26	1207	72	1993	139	964	348	0	0	961	25	0	0	522	157	35	59	75	25	20	26	185	0	0	0	171	223	0	77	0	26	0	136	269	82	51	11	42	20	63	12	56	0	0	262	21	117	14	82	0	0	1600	4	0	6483	3	57	0	3	220	905	38	0	0	6	38	0	95	0	0	36	17	0	0	0	45	0	232	0	0	166	0	0	0	0	0	435	56	0	2	158	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-304-CE	2	3	0	0	150	0	24	69	0	16	0	252	0	3940	643	27	0	176	91	68	2357	0	0	0	8	0	724	143	9	0	144	0	3	27	4	0	0	68	5	9	3	2	0	90	0	0	0	366	50	0	10	37	91	0	277	200	369	442	0	0	17	54	0	0	547	0	11	0	0	64	283	10	163	0	0	0	5	16	0	0	0	7	73	708	4576	5	26	0	9	32	22	22	126	4	0	712	13	1225	21	232	0	0	162	0	0	2236	11	46	121	0	28	182	22	34	11	21	0	0	140	37	0	26	3	0	0	0	76	0	69	0	0	184	35	0	3	3117	411	0	1533	107	9	342	0	0	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-304-RE	0	6	4	0	170	5	11	67	0	0	0	231	0	3218	504	15	0	113	95	60	2091	0	0	0	8	0	566	105	8	0	90	0	3	30	13	0	0	74	8	20	0	0	0	96	0	0	0	304	72	0	5	27	197	6	216	155	461	398	6	0	17	60	0	0	425	0	4	7	0	53	256	2	136	0	0	0	0	11	2	0	0	7	55	563	3280	3	32	0	27	28	15	41	133	2	0	898	13	1270	16	185	9	0	160	0	0	2149	18	30	96	3	33	121	11	68	8	15	0	0	147	44	0	17	2	0	0	0	67	0	44	0	0	114	39	0	0	2334	351	2	1370	69	0	308	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-305-CE	0	457	0	0	1783	0	3	216	0	0	0	0	0	5488	0	88	0	0	2	0	0	0	0	0	0	0	68	2	0	0	7	0	0	0	39	165	0	541	8	0	0	0	0	4	0	0	0	0	0	0	0	0	50	643	1542	0	133	387	0	0	230	0	0	3	475	60	4	60	0	11	0	0	8	0	62	20	0	151	0	17	0	0	711	629	127	6	34	0	66	42	25	0	82	0	0	0	0	2	0	26	0	0	0	0	0	923	0	19	0	0	3	78	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	242	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-305-RE2	0	24	0	4	395	21	15	42	0	64	0	0	0	11653	1426	2	10	0	127	0	0	0	0	0	0	0	818	226	0	14	78	0	0	0	656	0	0	0	14	68	0	5	0	79	2	0	20	99	0	0	4	421	45	1	201	58	1225	89	0	0	16	0	0	0	550	3	0	48	2	32	3	0	41	96	0	0	7	0	0	2	0	0	129	1304	744	7	55	0	35	430	45	0	431	0	0	147	83	15	21	281	8	0	40	0	0	5713	0	167	264	0	82	134	3	0	6	30	0	0	9	0	0	12	13	0	8	2	389	0	184	2018	45	393	0	0	0	0	142	1104	0	997	0	5	0	0	0	0	0	0	0	2	0	0	0	0	2	6	0	0	0	0	11	0	6	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0
Cah8-308-CE	0	9	8	0	378	12	27	42	0	51	0	0	0	9114	1347	3	14	0	82	0	0	0	0	0	0	0	779	325	0	10	63	0	3	0	41	0	0	0	11	39	0	13	0	89	0	0	8	57	0	0	0	391	56	5	379	53	2184	214	0	0	33	13	0	0	692	0	0	40	16	43	11	2	41	170	0	0	6	0	0	6	0	0	210	2007	1143	4	80	0	59	392	18	0	480	0	11	207	76	18	30	237	2	0	41	4	0	6290	0	137	360	2	109	116	0	0	2	37	0	8	8	0	0	3	8	0	7	0	327	0	138	1888	39	422	0	0	4	0	161	912	0	974	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	8	3	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0
run02-105	0	503	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	0	272	0	0	0	0	0	18	0	6525	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	10766	0	1360	21	0	0	4
run02-108	0	954	0	0	4022	0	0	330	0	0	0	0	0	2869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1058	0	0	0	49	0	31	0	325	0	0	31	0	0	0	0	38	0	87	1902	212	422	882	0	0	129	0	0	8	648	0	55	0	0	0	22	0	1965	20	0	0	7	258	0	112	0	209	305	1290	2732	0	45	0	59	36	0	0	0	71	0	129	0	249	0	57	0	16	0	0	0	4470	0	73	0	0	442	4449	0	0	38	0	0	0	108	0	0	0	30	0	0	0	269	0	25	0	0	0	143	0	107	33	0	0	95	570	353	0	0	28	0	77	0	0	0	0	350	0	15	42	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	323	0	0	0	0	0	0	29
run02-114	2	930	7	0	1250	2	0	4	12	0	326	268	0	3371	17	5	0	0	0	0	0	50	0	0	1861	0	106	89	0	0	26	0	13	0	0	1134	0	1332	0	0	0	6	0	54	0	0	0	0	0	0	0	0	341	127	2712	0	182	483	0	0	342	50	0	0	137	0	7	14	0	21	6	4	764	0	0	0	104	488	0	0	0	563	0	328	203	0	66	0	8	9	2	4	22	4	0	52	9	11	0	7	0	0	0	0	0	1625	0	83	0	0	5	1922	2	0	2	0	0	0	4	0	0	5	0	0	0	0	58	0	0	0	75	0	240	0	27	0	0	0	426	2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	37	0	0	0	7	0	0
run02-116	0	2567	0	0	1381	0	0	0	0	0	0	0	0	7613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	16	135	0	146	0	0	22	4	3	1683	2	0	0	4	0	0	0	181	0	56	978	0	536	312	0	0	197	0	0	2	119	107	20	68	0	0	0	3	872	0	9	14	0	78	0	87	0	76	1356	47	786	123	213	0	180	59	0	0	0	0	0	36	0	0	0	36	0	77	0	0	0	982	0	11	0	0	32	117	8	0	0	0	0	0	23	0	0	0	0	0	0	0	383	0	274	0	0	0	173	1336	42	0	404	0	336	1780	16	0	0	0	0	4	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	2	0	0	0
run02-153	0	922	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	0	0	0	0	60	0	0	0	0	41	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1141	5	278	0	0	0	0	0	17	0	6473	118	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	9108	0	1453	29	0	0	9
run02-156	71	540	0	0	1940	0	0	54	0	0	0	0	0	6279	0	0	0	0	0	0	0	0	78	0	0	0	0	771	0	0	0	0	0	0	0	645	0	0	0	0	0	201	0	371	0	0	74	0	0	0	0	123	19	0	3358	137	110	1433	0	0	0	0	0	39	842	0	224	0	0	0	135	0	6009	38	0	0	0	334	0	25	0	122	2472	745	1800	0	9	0	143	131	0	0	0	82	0	0	0	74	0	0	0	0	0	0	0	3213	41	164	0	0	30	1817	0	0	78	0	0	0	46	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	3	0	0	0	0	161	158	0	6	0	0	2	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	95	353	0	0	0	0	73	0	226
run02-162	0	787	0	0	663	0	0	0	6	0	170	141	0	3642	18	2	0	0	0	0	0	99	0	0	1510	0	61	52	0	0	10	0	11	0	0	859	0	1223	0	0	0	6	0	20	4	0	3	0	0	0	0	0	437	152	3110	0	265	648	0	0	274	55	0	0	231	0	3	13	0	18	0	3	843	0	0	0	93	518	0	0	0	610	0	386	244	5	79	0	13	8	0	0	8	3	0	49	6	3	0	4	0	0	0	0	0	1587	0	69	0	0	0	1350	2	0	0	0	0	0	0	0	0	7	0	0	0	0	60	0	0	0	32	0	153	0	6	0	0	0	369	1741	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0
run02-164	0	2267	0	0	1272	0	0	0	0	0	0	0	0	6096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	97	0	110	0	0	0	4	0	1663	0	0	0	2	0	0	0	129	0	74	1320	0	704	556	0	0	168	0	0	0	171	136	23	90	0	0	0	10	907	2	5	8	0	107	0	124	0	88	1947	43	1064	127	283	0	277	54	0	0	0	0	0	52	0	0	0	44	0	26	0	0	0	923	0	10	0	0	56	96	10	0	0	0	0	0	23	0	0	0	0	0	0	0	394	0	50	0	0	0	159	717	37	0	388	0	291	591	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	0	0	0
run03-104	28	131	2	22	0	0	0	145	0	0	0	0	0	2567	0	0	0	9	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	176	8	0	0	0	0	0	43	3	303	31	0	12	0	13	0	5	0	0	297	2844	0	0	102	19	63	137	0	0	64	368	3	0	0	0	7	0	2	512	14	113	0	146	0	0	0	0	0	22	147	755	0	24	0	12	43	3	0	9	0	0	3	0	0	0	0	0	0	0	0	0	261	0	92	2	4	0	0	23	0	0	0	0	0	3	9	0	0	0	4	0	0	327	0	0	45	0	0	0	7	198	0	0	20	0	4034	43	0	0	0	0	0	3	231	0	0	0	0	0	0	0	6	0	0	2	0	0	21	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	3
run03-108	44	328	2	0	25	223	0	4	2	18	50	0	0	2709	1050	24	0	0	0	80	0	212	34	633	0	0	773	486	0	0	17	0	11	0	43	0	0	0	0	95	15	0	0	827	4	22	3	232	6	63	77	407	527	0	1287	0	0	32	13	9	60	48	0	0	338	12	0	0	0	0	0	89	213	102	0	0	21	82	0	17	5	0	20	790	451	13	16	5	145	116	130	162	81	33	49	5	0	74	54	108	0	20	0	6	21	1291	18	226	58	0	1499	1270	27	11	130	38	27	0	117	177	0	25	5	3	4	0	0	2	33	0	0	0	139	82	18	17	0	63	99	25	8	16	0	0	0	0	6	17	78	0	0	0	0	0	5	0	0	0	0	3	3	5	0	0	0	0	0	0	2	0	0	1385	0	0	0	0	0	0
run03-110	27	6	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	190	0	108	0	0	0	0	0	0	0	321	233	43	2384	0	564	811	0	0	1158	41	0	0	431	236	10	4	0	370	0	0	599	22	0	0	0	224	0	5	0	49	1522	1067	376	0	6	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	13	45	214	0	0	0	0	0	0	0	0	0	0	0	0	0	1208	0	0	0	0	0	288	0	310	65	0	0	0	1053	170	5043	0	0	10	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	817	0	0	0	3	0	0
run03-115	4	0	7	0	433	0	20	3	4	0	0	59	86	4503	373	110	7	57	126	9	0	119	0	0	0	0	743	172	0	188	164	414	89	0	9	0	0	0	8	0	0	5	4	384	1	0	18	178	0	4	0	496	803	8	1457	233	341	618	0	0	230	102	0	0	42	0	20	49	22	16	9	30	1292	17	76	0	15	135	0	142	0	37	0	186	1001	10	48	0	61	9	11	297	2	6	0	522	68	187	9	170	0	3	1402	4	0	1859	0	49	118	0	12	951	3	0	13	19	2	0	35	0	14	14	9	0	18	0	0	0	43	0	0	310	0	0	7	0	20	3	108	687	42	259	0	0	0	0	0	10	9	0	6	0	0	0	0	0	0	0	0	12	10	0	0	0	0	0	0	0	0	0	0	0	57	0	0	0	2363	0
run03-123	20	2790	24	0	3660	0	0	0	0	0	98	38	22	513	0	0	0	16	11	0	0	33	1019	0	3525	0	31	66	0	0	44	12	0	658	0	167	0	1211	0	0	0	0	0	906	7	21	0	5	0	43	0	8	1900	24	3496	0	839	1349	0	0	34	30	0	0	27	360	32	59	39	20	0	24	773	0	0	0	630	192	12	7	0	726	0	3	1580	19	54	0	16	4	47	94	6	4	0	237	66	117	7	14	0	0	0	0	2	2360	29	70	0	0	72	501	0	25	0	9	0	0	19	12	0	9	0	0	0	0	16	0	30	0	69	0	518	595	393	3	0	4	73	3659	63	0	0	234	0	0	0	622	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
run03-124	4	0	21	0	1268	0	0	0	0	0	0	0	0	5974	0	0	0	269	0	0	0	0	0	0	0	0	0	467	0	0	0	0	0	0	0	3	0	0	0	0	0	565	0	105	11	0	6	0	0	0	0	214	0	205	487	0	0	2450	0	0	0	0	0	122	629	0	0	0	0	411	0	0	7	0	390	0	0	0	0	0	0	0	682	4851	94	0	0	0	0	367	0	0	0	0	0	0	274	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	0	0	0	0	0	0	0	0	0	0	0	573	1850	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	617	0	0	0	0	0	0	8	0	0	0	5	0
run03-126	3	317	11	0	4493	0	0	0	0	0	56	74	2	4826	0	0	0	0	0	0	0	0	0	0	0	0	0	963	168	0	0	0	0	0	22	0	0	0	0	24	0	115	0	603	17	0	20	0	0	0	0	125	2429	320	3877	0	197	1262	0	0	664	12	0	0	170	267	92	0	0	7	0	2	164	30	0	0	0	233	0	0	0	19	134	1028	1325	52	38	0	0	50	0	6	71	0	0	42	44	0	0	64	0	0	0	6	19	2904	0	144	37	0	30	57	54	0	0	11	0	0	492	0	0	0	0	0	35	0	500	0	53	0	0	0	290	0	7	3	0	231	0	802	632	0	0	0	0	0	12	28	6	165	0	0	9	0	0	8	0	0	0	4	0	0	0	0	2	0	0	0	0	0	7	0	0	0	0	9	0	4
run03-129	17	805	8	0	1076	227	115	0	0	0	0	0	0	12671	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	2	0	0	7	637	0	0	0	0	0	223	0	743	10	0	34	0	0	0	0	722	0	697	4142	0	0	1548	0	0	3	0	0	7	1016	19	0	0	0	0	222	0	0	107	13	0	0	0	0	0	0	0	4692	4088	2932	0	145	0	111	448	0	0	8	0	0	0	0	0	0	2	0	0	0	13	0	1048	0	43	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	2	4	25	0	0	31	517	606	0	2	14	0	0	0	293	963	18	0	4	0	0	450	0	0	2	7	0	0	0	0	0	0	56	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run03-131	75	744	16	7	0	0	0	257	0	23	0	0	121	7997	0	329	0	111	0	0	0	0	0	0	0	0	1025	457	0	0	0	586	91	0	164	0	0	0	0	0	0	78	0	736	17	0	22	0	0	0	0	6	0	18	2736	0	768	1201	0	0	70	0	0	0	1099	0	0	0	0	0	39	0	252	190	0	0	45	0	0	0	0	0	1016	1820	70	0	55	4	0	171	75	0	35	211	0	0	0	0	0	42	0	0	0	6	229	731	63	160	0	0	0	2252	262	0	0	0	0	0	0	0	0	0	0	15	0	6	494	6	18	0	0	387	46	0	101	111	1314	251	0	568	329	0	19	0	4	176	29	130	0	18	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	4	0	0	8	0	7
