"","alpha","lambda","auc","auc_czech","auc_no","auc_optimism_corrected","auc_optimism_corrected_CIL","auc_optimism_corrected_CIU","accuracy","accuracy_czech","accuracy_no","accuracy_optimism_corrected","accuracy_optimism_corrected_CIL","accuracy_optimism_corrected_CIU"
"pre_ltx vs healthy genus colon",0.6,0.114217903089814,0.565329192546584,0.531209781209781,0.591054035250464,0.500417244306687,0.420467979686028,0.582354090722991,0.608272506082725,NA,0.642335766423358,0.565557985184714,0.48136068068622,0.634166178909375
"pre_ltx vs post_ltx genus colon",0,55.8015091891793,0.623177142857143,0.650643500643501,0.61031175059952,0.498618435214288,0.4393669744571,0.557927216837797,0.583333333333333,NA,0.601719197707736,0.562098419637448,0.5,0.626905113077679
"post_ltx vs healthy genus colon",0,59.1733126947991,0.622803904170364,0.598357371794872,0.661971830985915,0.491798952166614,0.414938233513413,0.568524313914299,0.684931506849315,NA,0.685990338164251,0.666877329012801,0.604082400133712,0.723235834567495
