feature	Actinobacteriota	Bacteroidota	Desulfobacterota	Firmicutes	Fusobacteriota	Proteobacteria	Verrucomicrobiota	Campylobacterota	Cyanobacteria	Synergistota
4113.4.lib30	-7.67802969080587	-1.66090850159752	-6.11119173802063	-0.643946888752295	-15.8345698072174	-5.39332037577563	-10.5688006210511	-15.6948838192602	-16.0232923212568	-14.0601892784634
4114.2.lib27	-7.91168404567847	-3.37907695001845	-15.3570708427733	-0.152769478678622	-15.8345698072174	-12.2245670009628	-15.0150011765143	-15.6948838192602	-16.0232923212568	-14.0601892784634
4114.3.rerun.lib32	-9.61643026935294	-1.74288693093286	-15.3570708427733	-0.530850730506138	-15.8345698072174	-7.00077097140887	-15.0150011765143	-15.6948838192602	-16.0232923212568	-14.0601892784634
4114.4.rerun.lib32	-7.60454053605867	-3.97338840231745	-15.3570708427733	-0.116645453297683	-15.8345698072174	-6.81708517143878	-15.0150011765143	-15.6948838192602	-16.0232923212568	-14.0601892784634
4116.2.lib27	-8.0663775468412	-1.5742954694713	-15.3570708427733	-0.754531941981471	-12.1956605637862	-4.20378446478275	-6.23855852222388	-15.6948838192602	-16.0232923212568	-14.0601892784634
4116.3.lib30	-8.22894523714224	-1.38246511750462	-15.3570708427733	-0.858487248327219	-11.4768727505858	-4.25046055779704	-6.84751613050622	-15.6948838192602	-16.0232923212568	-14.0601892784634
4116.4.lib30	-8.089781488354	-2.96911160171374	-6.69746406557524	-0.259134245039641	-15.8345698072174	-5.7738771810944	-7.89338427555049	-12.6747439890752	-10.3528158941878	-14.0601892784634
4117.2.lib27	-5.66822121097159	-2.2398132331915	-15.3570708427733	-0.870959440523417	-10.6356533485152	-2.17651451426058	-15.0150011765143	-15.6948838192602	-16.0232923212568	-14.0601892784634
4117.3.rerun.lib32	-4.27695420479181	-4.31492205499083	-15.3570708427733	-0.510593093705012	-11.1287032462079	-2.3525992581347	-15.0150011765143	-15.6948838192602	-16.0232923212568	-14.0601892784634
4117.4.lib30	-6.72834571471098	-2.36311686545943	-15.3570708427733	-1.21305653796536	-10.1433832139898	-1.45814773936694	-15.0150011765143	-15.6948838192602	-16.0232923212568	-14.0601892784634
4119.2.lib27	-6.82833372312315	-2.21289221786399	-7.38732564497804	-0.430280842997622	-12.3995692407328	-5.35815897981316	-8.91648635403085	-15.6948838192602	-10.3354389033131	-14.0601892784634
4119.3.lib30	-6.50363319528267	-2.14784774380974	-6.74192093878078	-0.493761001250407	-8.83306882683897	-4.69592174411392	-8.7776920698026	-15.6948838192602	-10.356630782896	-14.0601892784634
4121.2.rerun.lib32	-7.80677549223007	-2.466831254064	-15.3570708427733	-2.29604794790908	-8.72516172667642	-0.717405585215075	-15.0150011765143	-11.0470898215638	-16.0232923212568	-14.0601892784634
4121.3.lib30	-6.85892619035007	-3.25441089220751	-15.3570708427733	-1.57769431763524	-10.3460413676731	-0.862688109146269	-15.0150011765143	-10.147495688291	-16.0232923212568	-14.0601892784634
4121.4.lib30	-7.79432168028571	-2.39753078092764	-15.3570708427733	-1.93381943491311	-9.25898994728915	-0.887082649693999	-15.0150011765143	-9.25898994728915	-16.0232923212568	-14.0601892784634
4124.4.rerun.lib32	-4.34711185429076	-1.87942146125384	-11.3805348558282	-0.65629232806165	-15.8345698072174	-4.50625204837153	-12.3805348558282	-15.6948838192602	-16.0232923212568	-14.0601892784634
4125.2.rerun.lib32	-7.76079709716227	-2.48662511312234	-8.20420545366941	-0.322676906964676	-15.8345698072174	-6.2058918302973	-11.138317518013	-15.6948838192602	-16.0232923212568	-14.0601892784634
4125.3.lib30	-5.9478766934148	-2.60463163309459	-9.45773773889524	-0.329239008482712	-15.8345698072174	-5.50556626398586	-15.0150011765143	-15.6948838192602	-16.0232923212568	-14.0601892784634
4128.2.lib27	-5.85248089701376	-1.05950684014166	-11.9323465904245	-1.12166020563037	-12.2802698938449	-4.57542307418098	-10.2478484161525	-13.154739011761	-16.0232923212568	-14.0601892784634
4128.3.lib30	-5.6784222580607	-1.27117284224841	-15.3570708427733	-1.00024329163128	-15.8345698072174	-3.9276935798809	-10.9016454856631	-15.6948838192602	-16.0232923212568	-14.0601892784634
4128.4.lib30	-5.13929075467751	-1.72958287252342	-15.3570708427733	-0.746973331898747	-14.341414578508	-3.75880212724095	-11.6409748603669	-15.6948838192602	-16.0232923212568	-14.0601892784634
