feature	Actinobacteriota	Bacteroidota	Desulfobacterota	Firmicutes	Fusobacteriota	Proteobacteria	Verrucomicrobiota	Campylobacterota	Cyanobacteria	Synergistota
4042.4.lib30	0.0211510973601838	0.29066927210552	0.00267781215509599	0.654453672040384	0	0.0286055474135591	0.00244259892525647	0	0	0
4051.2.lib27	0.0269157808081893	0.304610043308637	0.00311392676903254	0.649432692651849	0.000107376785139053	0.0158201796771538	0	0	0	0
4051.3.lib30	0.051127252146024	0.297550545546018	0.0075150143068264	0.627267867811213	0	0.0165393201899192	0	0	0	0
4051.4.lib30	0.0271266486206301	0.422277256234522	0.005816967113978	0.533087600069112	0	0.0116915279617578	0	0	0	0
4054.2.lib27	0.0193409742120344	0.210502228589621	0	0.739871856096784	0	0.03028494110156	0	0	0	0
4054.3.lib30	0.0442758937712865	0.18165862220272	0	0.721577968616143	0	0.0524875154098498	0	0	0	0
4054.4.lib30	0.0271889982336614	0.198713096139288	0	0.727542265960131	0	0.046555639666919	0	0	0	0
4056.2.lib27	0.00657421674370827	0.277478171545968	0.00624036979969183	0.695095017976374	0	0.0146122239342578	0	0	0	0
4056.3.lib30	0.0120286085825748	0.341333282337642	0.00437925495295647	0.611412835615391	0	0.0306547846706953	0	0.000191233840740457	0	0
4056.4.lib30	0.00620347394540943	0.458298869589192	0.00837468982630273	0.506134546457127	0	0.0209884201819686	0	0	0	0
4058.3.lib30	0.0153260754677095	0.0116090617623225	0	0.92826692033964	0	0.044797942430328	0	0	0	0
4058.4.lib30	0.0117873019315066	0.0207710537321293	0	0.917984541751212	0	0.0487445981319992	0	0.000712504453152832	0	0
4060.2.lib27	0.0156791341071745	0.343221303391245	0.000354044963710391	0.614748501631136	0	0.0259970159067344	0	0	0	0
4060.3.lib30	0.0290942840425317	0.320319593244961	8.0705364889131e-05	0.631458951233783	0	0.0190464661138349	0	0	0	0
4060.4.lib30	0.0171321160042965	0.395649838882922	0	0.556444683136412	0	0.0307733619763695	0	0	0	0
4061.2.lib29	0.0022044360035271	0.256901580411043	0	0.466560401546497	0.000746116801193787	0.27358746523774	0	0	0	0
4061.3.lib29	0.00262382075471698	0.316745283018868	0	0.479127358490566	0.000383254716981132	0.201120283018868	0	0	0	0
4061.4.lib29	0.00291777188328912	0.42053492484527	0	0.403116710875332	0.000486295313881521	0.172944297082228	0	0	0	0
4063.3.lib30	0	0.455945382777957	0	0.539565298412645	0	0.00448931880939877	0	0	0	0
4063.4.lib30	0	0.313765182186235	0	0.681511470985155	0	0.00472334682860999	0	0	0	0
4064.2.lib27	0.00162348204428859	0.113448925254887	0.000584453535943892	0.789986362750828	0	0.00948113513864537	0.0848756412754075	0	0	0
4064.4.lib30	0.00528434826371414	0.136763965777554	0.00056618017111223	0.767897584297937	9.43633618520382e-05	0.0154441368897836	0.0739494212380473	0	0	0
4065.2.lib27	0.0181566181566182	0.180873180873181	0.00263340263340263	0.777685377685378	0	0.0206514206514207	0	0	0	0
4065.3.rerun.lib32	0.0387386868046348	0.246325012970542	0.00409292673084683	0.680867008704675	0	0.0299763647893007	0	0	0	0
4065.4.lib30	0.0126968004062976	0.375698324022346	0.0032165227695954	0.584010496021669	0	0.0243778567800914	0	0	0	0
4068.2.lib27	0.00481770058883007	0.122286326057218	0.000654255635520133	0.814726699577708	0.000773211205614703	0.0567418069351097	0	0	0	0
4068.4.lib30	0.00408985087774492	0.227521550368087	0.000377524696407223	0.713584596992387	0.000692128610079909	0.0537343484552948	0	0	0	0
4070.2.lib29	0.00551311856526071	0.323812686815012	0	0.508801062769844	0	0.161873131849884	0	0	0	0
4070.3.lib30	0.00556059470757582	0.384430334818788	0	0.508735260480341	0	0.101273809993296	0	0	0	0
4070.4.rerun.lib32	0.0294561511374434	0.0156316956384029	0	0.877107670523354	0	0.0778044827007993	0	0	0	0
4072.2.lib27	0.0255630630630631	0.224361861861862	0.00540540540540541	0.484346846846847	0.000412912912912913	0.258971471471471	0.000938438438438438	0	0	0
4072.3.lib30	0.0421658867691675	0.311958999674328	0.00647914845477452	0.551618930083475	0.000857030218885518	0.0861315369979945	0.000788467801374677	0	0	0
