feature	Actinobacteriota	Bacteroidota	Cyanobacteria	Desulfobacterota	Firmicutes	Fusobacteriota	Proteobacteria	Verrucomicrobiota	Patescibacteria
run03-136	-3.9572685691673	-2.13784081480912	-14.7872904265596	-7.19475685442225	-0.593622079603442	-8.19475685442225	-4.89473345286297	-15.5083312572928	-9.0626533184149
run03-137	-3.33326321132827	-2.40513644654108	-14.7872904265596	-14.6439125439491	-0.729014488945269	-15.6803595235137	-3.20387233336565	-15.5083312572928	-12.7185863875041
run03-139	-6.66051872217458	-2.05758967492398	-14.7872904265596	-8.27285766182704	-0.903824463305485	-12.7158011576758	-2.23753712609405	-15.5083312572928	-16.253348924675
run03-140	-12.3767584874455	-1.71854700469372	-14.7872904265596	-6.67631876930443	-0.636485814165345	-15.6803595235137	-4.54281425690878	-15.5083312572928	-16.253348924675
run03-141	-5.69573850996642	-6.59620283641551	-14.7872904265596	-11.7510209454676	-3.48072561899557	-15.6803595235137	-0.1835995646191	-15.5083312572928	-16.253348924675
run03-142	-3.37702219122555	-1.55467190667929	-13.3067737446429	-11.5698081504767	-0.954914300871657	-15.6803595235137	-4.56868148502239	-7.7118271553491	-12.891736245364
run03-146	-4.07987018731886	-2.57174821982645	-14.7872904265596	-13.4850116504552	-0.611086975981793	-4.61927837960345	-3.70611317444683	-15.5083312572928	-10.7845719323141
run03-148	-3.58204092708754	-1.35288102321627	-14.7872904265596	-6.48187676516211	-1.21737695032381	-8.07692808350685	-3.64326577972919	-15.5083312572928	-16.253348924675
run03-150	-3.96808793637401	-1.22220472194755	-14.7872904265596	-5.92382735414098	-1.27165353842609	-5.05246950558008	-4.42333942158336	-15.5083312572928	-13.6449265428482
run03-151	-3.51539305160299	-1.56255550975992	-14.7872904265596	-14.6439125439491	-0.996414672911616	-13.1990895059095	-3.87086338712177	-7.86280611804507	-16.253348924675
run03-152	-3.00661774903479	-2.01116024347047	-10.554419564324	-9.73499180996579	-0.826198913115143	-15.6803595235137	-4.66174282793515	-5.49722416274242	-16.253348924675
run03-154	-6.40529527677697	-2.74863350538359	-14.7872904265596	-7.43160655389282	-0.559729654472954	-15.6803595235137	-2.68956065348314	-15.5083312572928	-12.4584066132365
run03-156	-2.76290538406554	-2.50720651716809	-10.026969572476	-9.25324542829965	-0.628019057364766	-15.6803595235137	-5.35180926278324	-10.4576039268058	-9.02696957247597
run03-157	-4.47107612732578	-2.04337646317623	-14.7872904265596	-13.1876098215872	-0.592896445383463	-12.1876098215872	-4.3515594665291	-15.5083312572928	-16.253348924675
run03-158	-3.48667285722399	-1.53747319230022	-14.7872904265596	-14.6439125439491	-0.88368342706005	-15.6803595235137	-5.3616424764603	-15.5083312572928	-16.253348924675
run03-159	-2.80430375058358	-3.39104531702586	-14.7872904265596	-8.75241700891861	-0.547101851297023	-9.52109146281215	-3.77314716090888	-12.2759789649756	-13.2759789649756
run03-163	-3.35187726719934	-1.85482560793114	-11.5721212219572	-6.16461739536377	-0.778517912677802	-15.6803595235137	-5.20094960805	-9.74204622339952	-16.253348924675
run03-164	-3.31748552900677	-1.63711644589788	-7.67611982552924	-10.1749256825007	-0.833044327518162	-13.6984876385577	-6.59519983014567	-10.5285626371154	-16.253348924675
run03-165	-4.09527821303198	-2.06493418042798	-6.02550793472781	-6.536547253884	-0.880215333494021	-15.6803595235137	-4.06553086963793	-3.7688082365943	-16.253348924675
run03-166	-4.24875055397195	-1.35758760723166	-14.7872904265596	-7.55750326011158	-1.23274620453894	-10.4763664973862	-2.99810246580446	-11.0169348787489	-16.253348924675
run03-167	-3.22423835618385	-2.00052439391414	-14.7872904265596	-6.47189368869259	-0.893084796083488	-11.4260899990795	-3.42671630472893	-15.5083312572928	-16.253348924675
run03-168	-3.04460479328419	-1.70591404722441	-14.7872904265596	-14.6439125439491	-1.03022798825468	-6.7932050879338	-3.76357695090552	-15.5083312572928	-16.253348924675
run03-169	-2.69334675193653	-1.74530416032173	-14.7872904265596	-9.08222509074852	-0.972730202891849	-15.6803595235137	-4.80636664455715	-15.5083312572928	-16.253348924675
run03-172	-3.6929788839889	-1.98649688995173	-6.30034675276294	-5.77519364727709	-0.811833701216935	-6.85093620966269	-4.03899158583094	-15.5083312572928	-12.1150436501617
run03-174	-4.61197110448149	-1.68693698185281	-8.48376891749841	-6.93849011824974	-0.736356535897087	-5.97929633463762	-5.55909449065408	-15.5083312572928	-11.9100336722005
run03-175	-5.00811732742251	-1.31553411198023	-14.7872904265596	-14.6439125439491	-0.960589440495655	-13.1780423288648	-4.23552782352558	-15.5083312572928	-13.1780423288648
run03-177	-4.95157572923694	-10.5183908832478	-14.7872904265596	-14.6439125439491	-0.669559325214073	-15.6803595235137	-1.56361295824277	-15.5083312572928	-16.253348924675
run03-179	-3.66693529945472	-1.97843912421276	-14.7872904265596	-5.75617245533147	-0.791016090914047	-15.6803595235137	-3.83049077602131	-10.3351111684249	-16.253348924675
run03-180	-3.82229617990205	-1.71833771982087	-14.7872904265596	-8.29355092650828	-0.737903992611676	-14.1515319216358	-5.47029350985804	-15.5083312572928	-16.253348924675
run03-181	-2.54456225466956	-3.09245691284198	-11.7357977623573	-10.0195907283579	-0.582245730649178	-15.6803595235137	-4.56730471640811	-15.5083312572928	-16.253348924675
run03-183	-3.66782314041874	-1.95578073295594	-14.7872904265596	-6.76849793368212	-0.71491299846945	-8.319672120947	-4.57371774355353	-15.5083312572928	-16.253348924675
run03-184	-2.14352943641656	-1.9535235211026	-14.7872904265596	-14.6439125439491	-1.05328402732485	-15.6803595235137	-4.89909030850632	-15.5083312572928	-13.2089455710931
run03-187	-9.56651921222943	-1.59013011619894	-14.7872904265596	-5.67466801608505	-0.701645251094476	-15.6803595235137	-4.96165715407057	-15.5083312572928	-16.253348924675
run03-97	-5.8125192667623	-1.94640580905803	-14.7872904265596	-14.6439125439491	-0.492810134179939	-15.6803595235137	-6.36821717297827	-15.5083312572928	-16.253348924675
run03-98	-4.26675164958541	-2.51415453519828	-14.7872904265596	-14.6439125439491	-0.623110402457219	-4.85373049590507	-3.48768957194011	-15.5083312572928	-16.253348924675
run04-100	-2.97829764038412	-2.27201505021996	-14.7872904265596	-4.19074725847299	-0.841144006970401	-15.6803595235137	-4.23501752540051	-15.5083312572928	-16.253348924675
run04-101	-8.17382945589823	-5.43862431959646	-14.7872904265596	-13.5313814605163	-0.0681977070179074	-15.6803595235137	-5.6754747936266	-15.5083312572928	-16.253348924675
run04-103	-3.21985924823445	-2.86460154273492	-7.00794831076633	-7.78850317348021	-0.763890343784392	-15.6803595235137	-2.6974004437299	-15.5083312572928	-16.253348924675
run04-104	-3.95550253202294	-2.67670829911236	-14.7872904265596	-14.6439125439491	-0.391148824000609	-15.6803595235137	-5.91715893106235	-15.5083312572928	-13.7245138531199
run04-105	-6.37151475091696	-2.317303715463	-14.7872904265596	-14.6439125439491	-0.349652742430721	-15.6803595235137	-8.63967158936334	-15.5083312572928	-16.253348924675
run04-106	-2.93548135813851	-2.49315028962033	-14.7872904265596	-14.6439125439491	-0.614141188496266	-7.00432852122151	-5.0323428973911	-15.5083312572928	-16.253348924675
run04-107	-3.59893867650451	-2.24201516026094	-9.10861304992143	-8.04874159394403	-0.585183993780759	-15.6803595235137	-5.0783667630533	-7.96888828625481	-11.531824480646
run04-110	-6.78868571061353	-2.20720055199148	-14.7872904265596	-14.6439125439491	-0.773437936914597	-3.83759531109448	-3.0676776903503	-15.5083312572928	-12.6024669018306
run04-111	-2.57322147167518	-3.07422098388539	-10.0585716229643	-5.34236458896489	-0.562336038163846	-11.4508890457431	-6.66298648635163	-15.5083312572928	-12.1289609508557
run04-112	-2.82254583938609	-3.22970248009007	-14.7872904265596	-8.38145155556794	-0.448218061247233	-15.6803595235137	-6.24117982814	-8.48680455571417	-13.5311986750726
run04-113	-3.2808582937173	-2.91828821433259	-14.7872904265596	-8.70760921355993	-0.430675669150135	-6.99595470792292	-6.30833903013941	-15.5083312572928	-13.8161336703381
run04-114	-3.98287393997314	-2.55172647611028	-14.7872904265596	-14.6439125439491	-0.53065651884563	-12.035830072835	-3.79537944088503	-9.38375337625532	-12.2582224941715
run04-145	-3.66554202151877	-1.77629823355089	-14.7872904265596	-14.6439125439491	-0.7606015566644	-15.6803595235137	-4.86368371227656	-7.74386300221759	-16.253348924675
run04-150	-8.34734120381688	-2.29140546257573	-13.7223806351638	-8.4555940944689	-0.392794495099061	-11.5524556337215	-5.17163384978056	-15.5083312572928	-16.253348924675
run04-151	-3.58632765510092	-2.04054452288281	-14.7872904265596	-4.66073803488317	-0.724917399038505	-15.6803595235137	-5.1024821204796	-15.5083312572928	-16.253348924675
run04-152	-6.63877833546487	-4.67401934124841	-14.7872904265596	-14.6439125439491	-0.0998591249454528	-15.6803595235137	-5.82269660898668	-15.5083312572928	-16.253348924675
run04-153	-2.82786689620112	-2.69202165894889	-14.7872904265596	-10.0167647694433	-0.556884939840586	-9.59050001474121	-5.4814893928225	-15.5083312572928	-16.253348924675
run04-154	-3.86973971630677	-1.87248393257707	-13.0791930819357	-10.0347989625773	-0.640791059138951	-15.6803595235137	-6.48300332579131	-7.67831364565354	-16.253348924675
run04-156	-3.22191870764285	-2.54313652350993	-7.75022481477169	-7.41957950278322	-0.752275554336451	-15.6803595235137	-3.09504648084287	-15.5083312572928	-13.7946189341301
