feature	Actinobacteriota	Bacteroidota	Cyanobacteria	Desulfobacterota	Firmicutes	Fusobacteriota	Proteobacteria	Verrucomicrobiota	Patescibacteria
run04-159	-3.45245849844158	-2.85433753436487	-13.7872904265596	-10.1434342367849	-0.413881466330885	-15.6803595235137	-5.73200799105839	-15.5083312572928	-16.253348924675
run04-160	-4.79986298013427	-2.23530290532643	-14.7872904265596	-10.392818271609	-0.424055493912805	-15.6803595235137	-7.62728352524598	-10.7147463664963	-16.253348924675
run04-161	-2.62466678469685	-2.06075582302313	-14.7872904265596	-12.3426858499786	-0.801395597283499	-7.40722610217329	-5.77283024164763	-15.5083312572928	-16.253348924675
run04-162	-3.9801084941782	-1.89642795442369	-10.5022441574439	-8.65789502790411	-0.633070965884863	-15.6803595235137	-5.86101343707602	-8.45388113588252	-16.253348924675
run04-164	-3.21690207473381	-2.54425204307347	-7.9198907247056	-7.13401553005844	-0.750196056949555	-15.6803595235137	-3.11728151429864	-15.5083312572928	-16.253348924675
run04-166	-6.66310541143415	-2.72803628251404	-14.7872904265596	-14.6439125439491	-0.582816102417299	-4.94504377499283	-2.84602714985222	-15.5083312572928	-16.253348924675
run04-167	-3.71601314100476	-2.56521717009737	-10.9713040428618	-6.67770467103297	-0.447687638291206	-13.1412290443041	-6.46880370233265	-15.5083312572928	-14.1412290443041
run04-168	-3.5603162641003	-2.7998239006078	-14.7872904265596	-9.2463164635376	-0.39853202306845	-15.6803595235137	-6.80574387215162	-8.69611938097712	-16.253348924675
run04-169	-4.27823937471169	-2.88008931595789	-14.7872904265596	-8.75397280567809	-0.385258492989961	-5.1170030014886	-5.98641889167846	-15.5083312572928	-13.5613277277357
run04-170	-4.20754381334472	-2.19730537412388	-14.7872904265596	-14.6439125439491	-0.616709387150331	-10.7195599489941	-3.77392103519843	-9.23413312182386	-11.6264505446026
run04-99	-7.06736275607799	-1.70502982554577	-14.7872904265596	-7.42384807300172	-0.647464890941083	-9.3389591754152	-4.6464682103896	-15.5083312572928	-12.883279691639
run05-111	-8.33375974706889	-2.67246310935172	-6.32404459223567	-14.6439125439491	-0.399032873638913	-15.6803595235137	-3.85321514127839	-15.5083312572928	-16.253348924675
run05-134	-3.66279347093262	-2.35045721884208	-9.76481440787313	-12.3008673081133	-0.731391406335679	-12.0378329022795	-4.48452360282848	-3.71065454670498	-16.253348924675
run05-162	-8.37802385092549	-3.04822751270478	-7.24874083398052	-14.6439125439491	-0.215999746958703	-15.6803595235137	-6.86495426868612	-15.5083312572928	-16.253348924675
run05-87	-7.42883597991842	-3.85898037158747	-14.7872904265596	-14.6439125439491	-0.262672897272309	-8.03028660342815	-3.50780653346675	-15.5083312572928	-16.253348924675
run05-88	-6.29235315230743	-2.49562456143079	-14.7872904265596	-10.1602496163001	-0.682491349856195	-10.6748227891298	-2.43164880565689	-15.5083312572928	-16.253348924675
run06-128	-4.33301191293701	-1.82904153453773	-14.7872904265596	-14.6439125439491	-1.15036367491343	-15.6803595235137	-2.20051775200082	-11.1835113266951	-11.1835113266951
run06-129	-3.07629080070186	-3.83797513440419	-14.7872904265596	-7.7282394114253	-0.446164542841215	-5.57849229192062	-4.48744807926334	-7.48031189798172	-9.20467745536829
run06-130	-2.75890462802176	-2.52356195605701	-14.7872904265596	-7.7447122808545	-0.587517559019918	-15.6803595235137	-6.92992715332141	-15.5083312572928	-16.253348924675
run06-131	-3.47846628800163	-2.28124959489158	-14.7872904265596	-8.51499216402675	-0.739023190229186	-10.9930394608314	-3.32770354364622	-8.59094101726005	-16.253348924675
run06-132	-3.33989868513596	-2.71001297076545	-10.9619505045923	-10.4144627092898	-0.475502212703466	-15.6803595235137	-5.17053712640375	-12.3404621278461	-16.253348924675
run06-133	-4.61080907230074	-2.66048423132493	-14.7872904265596	-9.14775005815895	-0.619016896128129	-10.4956733615793	-2.83681274718956	-7.28267963824506	-10.048214384608
run06-134	-2.42310078187371	-2.28457255926098	-14.7872904265596	-9.42250744645885	-0.778461440876883	-15.6803595235137	-5.41776952745219	-11.0854724591813	-16.253348924675
run06-135	-3.28703161794745	-3.08123761027136	-14.7872904265596	-10.2403326785129	-0.589280987333993	-15.6803595235137	-3.14068140902902	-15.5083312572928	-10.940772396654
run06-181	-3.60958713678339	-2.84463688503184	-14.7872904265596	-6.69484402188392	-0.462532121349945	-9.20674306041536	-4.97863698788451	-6.65784981440172	-12.3766680618577
run06-182	-3.0354053361312	-2.12696236396835	-14.7872904265596	-8.16468835307617	-0.65362326993583	-15.6803595235137	-6.67702305370992	-12.6882503091332	-16.253348924675
run06-183	-4.9833387697322	-1.55462455767917	-14.7872904265596	-14.6439125439491	-1.63781083019926	-15.6803595235137	-1.7066898081239	-15.5083312572928	-11.8872206154684
run06-184	-3.85661364118114	-1.86306866331844	-14.7872904265596	-7.09762174068493	-0.964062484845138	-12.3644082813798	-2.90805386627154	-8.50642728625226	-16.253348924675
run06-186	-3.62667880694305	-1.93787087807185	-9.89658468948213	-9.67419226814568	-0.679704132155885	-15.6803595235137	-5.01666114147388	-10.7445815960371	-16.253348924675
run06-187	-4.79719830702143	-2.1157088826217	-14.7872904265596	-9.43462822763673	-0.764562158539151	-15.6803595235137	-2.874932485526	-7.17828847437694	-16.253348924675
run06-188	-2.76571624153543	-1.73686477337991	-14.7872904265596	-8.28107327477072	-0.958949174850672	-15.6803595235137	-4.84463329875966	-10.9972803087701	-16.253348924675
run06-189	-3.16974796192302	-2.59517898663759	-14.7872904265596	-9.34846260309846	-0.6954025859939	-15.6803595235137	-3.26099976184813	-15.5083312572928	-16.253348924675
run07-Cah7-101	-2.9598513935188	-1.26547354718419	-14.7872904265596	-8.99180525537646	-1.17930703004289	-15.6803595235137	-6.38299601270093	-15.5083312572928	-16.253348924675
run07-Cah7-102	-5.65870622848688	-2.30481578511574	-14.7872904265596	-9.77307325343888	-0.574775558578731	-15.6803595235137	-3.25139430183568	-15.5083312572928	-11.8319669424924
run07-Cah7-103	-5.97582851991584	-1.3556667593926	-14.7872904265596	-14.6439125439491	-0.763378901826973	-15.6803595235137	-7.88108802994543	-15.5083312572928	-16.253348924675
run07-Cah7-106	-4.13186184038975	-1.82396330540645	-14.7872904265596	-6.31553999689939	-0.725146532364172	-15.6803595235137	-4.55697214824798	-10.8515928971396	-16.253348924675
run07-Cah7-107	-3.89406034470665	-2.18351426745011	-14.7872904265596	-10.4648647824311	-0.511032100285863	-15.6803595235137	-6.61937473148677	-15.5083312572928	-16.253348924675
run07-Cah7-109	-6.30092012595216	-1.3552752560091	-14.7872904265596	-8.18459600798493	-0.844871440481933	-15.6803595235137	-4.78552121903086	-15.5083312572928	-16.253348924675
run07-Cah7-110	-5.73804183072555	-1.42302072708426	-14.7872904265596	-9.1718628056838	-0.752922080268553	-15.6803595235137	-7.04924351901985	-7.46784763331889	-16.253348924675
run07-Cah7-113	-3.79278465850278	-1.45514575865786	-7.03971272955039	-8.03971272955039	-1.01501045801761	-7.25421724145653	-4.6655884235376	-6.53275274083051	-12.7026777422728
run07-Cah7-114	-4.93616083273356	-1.19017075522897	-7.26384819690961	-8.63468589227792	-1.07534176972557	-15.6803595235137	-4.64560954131416	-7.53847057701862	-12.4926668874055
run07-Cah7-115	-5.92637579950188	-0.811173691806312	-14.7872904265596	-8.14197265932948	-1.37222179577669	-15.6803595235137	-5.46805923569857	-9.68946045463197	-16.253348924675
run07-Cah7-116	-5.181184118857	-1.82305807044642	-7.3714291046789	-7.75609295491423	-0.646552464562578	-12.3410554556354	-5.32610511416941	-6.03727470745828	-16.253348924675
run07-Cah7-117	-5.86530121197859	-1.71073424663691	-10.2765767924612	-7.89191294222591	-0.572769325004743	-15.6803595235137	-13.7906030435777	-15.5083312572928	-16.253348924675
run07-Cah7-121	-5.51698160484203	-2.96191524799372	-14.7872904265596	-8.83280089014674	-0.515643090713951	-15.6803595235137	-6.05477004756908	-2.90941062654104	-16.253348924675
run07-Cah7-122	-3.48073638433228	-2.03988049495013	-9.35418049684766	-6.56627793745623	-0.668008290175829	-11.7692179961265	-5.83848065856362	-6.9618630740689	-16.253348924675
run07-Cah7-123	-4.41972614507247	-1.04031568637636	-10.9115792414021	-6.94964728223567	-2.36822513921976	-15.6803595235137	-1.91722580454329	-15.5083312572928	-16.253348924675
run07-Cah7-124	-3.50535736067942	-2.18222375492945	-10.1598049617219	-7.10395172698834	-0.575534709379908	-15.6803595235137	-6.34164328470768	-15.5083312572928	-13.4077324751654
run07-Cah7-125	-4.90556586197483	-1.57643328249813	-14.7872904265596	-7.0881859362655	-0.814496281243753	-15.6803595235137	-4.19226645847799	-10.5476175549028	-16.253348924675
run07-Cah7-126	-2.79551892253561	-2.74968085288981	-7.43351941663704	-14.6439125439491	-0.546009569932748	-15.6803595235137	-5.9139329247679	-15.5083312572928	-16.253348924675
run07-Cah7-127	-4.05671439099432	-1.45742393930121	-14.7872904265596	-11.9862687067272	-1.05007247667561	-15.6803595235137	-3.45410762174396	-9.55330929945107	-16.253348924675
run07-Cah7-129	-4.51461203801317	-2.20580228242257	-14.7872904265596	-8.63562743897454	-0.522992458303265	-15.6803595235137	-4.63450077352026	-10.4981239152246	-13.3725930331407
run07-Cah7-130	-3.7227724778705	-1.73729393958527	-14.7872904265596	-10.0425349055397	-0.750305313634797	-15.6803595235137	-5.15500963479816	-11.6863910953145	-10.8790361732569
run07-Cah7-131	-3.97394825842209	-2.39581263721093	-14.7872904265596	-9.73239357999874	-0.466544158557897	-12.0543216748861	-5.55713513425339	-15.5083312572928	-16.253348924675
run07-Cah7-132	-3.94871303116203	-1.98368825956875	-14.7872904265596	-10.1091777033553	-0.625065642221477	-15.6803595235137	-4.92401075962924	-12.6116780438845	-16.253348924675
run07-Cah7-133	-4.1758347711562	-1.92105587880118	-10.6224586134929	-8.4348316103171	-0.640019540674231	-15.6803595235137	-5.27471422680138	-6.71023457358132	-16.253348924675
run07-Cah7-134	-2.51879688471196	-3.66429319921543	-14.7872904265596	-13.4780743904325	-0.432997338497523	-15.6803595235137	-7.42279195493127	-15.5083312572928	-16.253348924675
run07-Cah7-135	-2.80933640616591	-2.74740865702271	-14.7872904265596	-8.61914280721761	-0.515022514627331	-15.6803595235137	-7.46713971377256	-15.5083312572928	-11.1369911120802
run07-Cah7-136	-6.62720141346295	-2.66682848758366	-12.707574829927	-11.1226123292058	-0.283321044062973	-15.6803595235137	-6.86627257594603	-9.33834102026125	-16.253348924675
run07-Cah7-137	-5.11093762498788	-1.83431157120002	-5.42337427089795	-7.50444588154526	-0.680949784243066	-15.6803595235137	-4.73572610620223	-10.8516112679316	-16.253348924675
run07-Cah7-147	-4.64966375900285	-1.82646245702906	-14.7872904265596	-8.50885761258007	-0.851168813865471	-15.6803595235137	-3.04543292457691	-15.5083312572928	-16.253348924675
run07-Cah7-148	-3.99954908734095	-1.4905772173414	-14.7872904265596	-7.72283974461008	-0.821289734545107	-15.6803595235137	-6.89617134749564	-8.61787018500854	-16.253348924675
run07-Cah7-149	-2.58365092461568	-1.55479148077395	-14.7872904265596	-8.57534629319826	-1.06641968350964	-15.6803595235137	-6.30131288841521	-15.5083312572928	-16.253348924675
run07-Cah7-150	-5.33309896089354	-2.56720768541943	-14.7872904265596	-9.84940510094776	-0.472111131963371	-15.6803595235137	-3.57471336216751	-15.5083312572928	-10.8494051009478
run07-Cah7-151	-6.08410235289738	-1.77515211200822	-14.7872904265596	-12.4721196382425	-0.535757751485747	-15.6803595235137	-8.32237251873783	-15.5083312572928	-16.253348924675
run07-Cah7-152	-4.13311757450182	-2.36294020131376	-14.7872904265596	-8.35946800940695	-0.556578870921386	-12.6448702282692	-3.94269754290366	-11.059907727548	-16.253348924675
run07-Cah7-153	-4.31020217269039	-2.01638560375199	-9.47894801996743	-8.54404304818932	-0.895312135469308	-12.9814483604966	-5.65352152498781	-2.82916351819004	-16.253348924675
run07-Cah7-154	-4.05355211359614	-1.62728735889405	-14.7872904265596	-4.75056558236224	-0.937170479654546	-15.6803595235137	-4.14387639156109	-13.1620765703743	-16.253348924675
run07-Cah7-155	-4.19399158742715	-2.78919265857325	-11.028031617628	-9.53326692587841	-0.384011494549197	-15.6803595235137	-4.94636662091576	-12.9025007355441	-16.253348924675
run07-Cah7-156	-4.18885128563594	-1.55461547384239	-9.00958523749475	-7.38340007404708	-0.951240504242994	-15.6803595235137	-3.65050414418992	-15.5083312572928	-16.253348924675
run07-Cah7-159	-6.11352453325552	-1.63269777388337	-14.7872904265596	-8.45161744757389	-0.653088601983942	-15.6803595235137	-5.3629598277535	-15.5083312572928	-16.253348924675
run07-Cah7-160	-4.25172949531889	-1.66495155702479	-14.7872904265596	-9.55007076988863	-0.702040016718686	-15.6803595235137	-7.55007076988863	-6.53552246131948	-16.253348924675
run07-Cah7-162	-6.54092887695679	-1.60572901734362	-14.7872904265596	-11.9446510630078	-1.31226165845862	-15.6803595235137	-1.95596637623563	-15.5083312572928	-16.253348924675
run07-Cah7-163	-3.98014117989394	-2.01930435389909	-6.76900491209568	-7.87334157191042	-0.75241254177201	-10.0253446653555	-4.35816740134612	-4.91295342780927	-16.253348924675
run07-Cah7-164	-4.86806237470601	-1.64643918561433	-6.74432700628376	-7.27594008241199	-0.817807603926311	-15.6803595235137	-4.53540787322559	-5.6349435467765	-16.253348924675
run07-Cah7-165	-5.98598966692028	-0.890598597792567	-12.1921900547541	-7.78846786870314	-1.25690220691734	-15.6803595235137	-5.78563070939961	-8.14779593539569	-16.253348924675
run07-Cah7-166	-5.30888505741176	-2.13504693670447	-7.47881005885408	-8.10029843560035	-0.567957497093135	-15.6803595235137	-5.23696987528941	-4.76511424401072	-16.253348924675
run07-Cah7-167	-6.07979660987837	-1.83368243885663	-10.2670410875207	-8.02241871880079	-0.514987743508083	-15.6803595235137	-12.7906030435777	-15.5083312572928	-13.7906030435777
run07-Cah7-168	-4.29606782959397	-1.29056963704479	-14.7872904265596	-7.31005205902967	-1.05278668100675	-10.6699480041161	-4.28336695088644	-15.5083312572928	-16.253348924675
run07-Cah7-169	-5.48027072639687	-2.73126357256037	-14.7872904265596	-8.74497395259128	-0.469496060902087	-15.6803595235137	-5.92054551717473	-3.54040280834207	-16.253348924675
run07-Cah7-170	-3.24588111336337	-1.89307520430211	-9.86761449223995	-6.20135188941695	-0.796735201687743	-11.2212514468547	-5.38836143268991	-6.53942740688091	-16.253348924675
run07-Cah7-171	-5.21961344866878	-1.29605287195165	-9.82066992551024	-5.87365121719641	-2.42835250273148	-15.6803595235137	-1.46633576642139	-13.5211096436513	-16.253348924675
run07-Cah7-172	-3.49774566425288	-2.27310561630269	-9.43045255166553	-7.02673036561452	-0.550358884555512	-15.6803595235137	-6.3080559203058	-15.5083312572928	-16.253348924675
run07-Cah7-173	-4.47560071094782	-1.23577749664662	-14.7872904265596	-7.63041881999993	-1.0941716043118	-15.6803595235137	-4.14257878617688	-11.4080263986635	-16.253348924675
run07-Cah7-174	-2.4335455983165	-2.59610698994151	-7.44424019911273	-13.6439125439491	-0.688081039713218	-15.6803595235137	-5.4565604707486	-12.0589500432279	-16.253348924675
run07-Cah7-175	-3.89008005671082	-1.54736321432659	-14.7872904265596	-8.71482869966189	-0.978203403891152	-15.6803595235137	-3.70381247254895	-8.08519714960701	-16.253348924675
run07-Cah7-176	-4.28644850575617	-1.61748042246645	-14.7872904265596	-11.5590782907325	-0.742894609300202	-15.6803595235137	-5.32306409883246	-15.5083312572928	-16.253348924675
run07-Cah7-177	-4.27564534762634	-2.18076564010172	-14.7872904265596	-9.33922855336354	-0.609884464523534	-15.6803595235137	-3.8229788027264	-11.4435652131783	-16.253348924675
run07-Cah7-178	-3.65949221295161	-1.38350181193967	-14.7872904265596	-9.89311188971131	-0.993629082660819	-15.6803595235137	-4.89123460247064	-11.1561462955451	-12.4780743904325
run07-Cah7-179	-3.83472703243847	-2.2738451248427	-14.7872904265596	-9.78802809300394	-0.525571805807776	-12.488467811145	-5.20306559228279	-15.5083312572928	-16.253348924675
run07-Cah7-180	-3.64055482668447	-1.9073037976852	-14.7872904265596	-9.3548003443506	-0.709592261575913	-15.6803595235137	-4.64192947666069	-12.676728439238	-16.253348924675
run07-Cah7-181	-4.34897598983898	-1.33181048546803	-11.2914904951782	-8.0184720007718	-0.944484374621836	-15.6803595235137	-5.3845998995697	-7.41702137726208	-16.253348924675
run07-Cah7-182	-2.55192623319029	-3.13711043119054	-14.7872904265596	-11.8979966739755	-0.513536676370473	-15.6803595235137	-6.05501784218713	-15.5083312572928	-16.253348924675
run07-Cah7-183	-3.13009167014997	-1.97753979831659	-14.7872904265596	-8.86148292440054	-0.690173020837366	-15.6803595235137	-6.6545205436337	-15.5083312572928	-16.253348924675
run07-Cah7-184	-4.22043622437112	-2.11764610540475	-12.3328757311527	-8.40213839358979	-0.54008543685161	-15.6803595235137	-5.67823970262471	-7.49998571698793	-16.253348924675
run07-Cah7-185	-4.91128192643562	-1.95576053893547	-5.84161376578788	-7.75366606651218	-0.628710971477161	-15.6803595235137	-4.65438896362974	-11.1228998761779	-16.253348924675
4002.III.2.lib30	-5.93578704635342	-3.03202325262548	-5.65748588386631	-7.01378955835469	-0.320945325820383	-15.6803595235137	-4.9077882044978	-15.5083312572928	-16.253348924675
4002.V.3.lib30	-6.28069124409638	-2.44217161584495	-4.81901301969874	-5.9310024560084	-0.535530759386725	-15.6803595235137	-4.02540633786752	-15.5083312572928	-16.253348924675
4002.VI.4.lib30	-6.73038747481595	-2.09215982399461	-4.7271991971849	-6.21071643434651	-0.624826572893491	-15.6803595235137	-4.15075447790545	-15.5083312572928	-16.253348924675
4008.III.2.lib30	-6.42292334944455	-3.12306804395711	-14.7872904265596	-14.6439125439491	-1.05673847586626	-15.6803595235137	-1.34795531600262	-15.5083312572928	-16.253348924675
4008.V.3.lib30	-5.07079755983943	-2.16713405152639	-14.7872904265596	-14.6439125439491	-1.12609976155067	-15.6803595235137	-1.79004486811831	-11.811140514208	-16.253348924675
4008.VI.4.lib30	-5.34597775402328	-1.49372539837114	-14.7872904265596	-14.6439125439491	-1.33919475224706	-15.6803595235137	-2.15675967403108	-10.2551208013632	-16.253348924675
4009.III.2.lib30	-4.61753153334478	-1.84083072947751	-11.3433565699058	-14.6439125439491	-0.611972260039018	-12.1369056924384	-5.31078096636092	-15.5083312572928	-16.253348924675
4009.V.3.lib30	-4.77137407202311	-1.97566238663874	-10.2669216519105	-14.6439125439491	-0.549179329790068	-11.7974363686093	-5.34347988003816	-15.5083312572928	-16.253348924675
4009.VI.4.lib30	-4.51466326914947	-2.35673965924061	-11.8600685158673	-14.6439125439491	-0.440108338019378	-15.6803595235137	-5.40063689722997	-15.5083312572928	-16.253348924675
4010.III.2.lib30	-4.26417532723836	-2.20163386116965	-5.69348695749933	-7.03744135871669	-0.635905405908548	-15.6803595235137	-6.60859805991281	-4.32637008884571	-16.253348924675
4010.V.3.lib30	-5.10780190498967	-1.94651766972923	-5.16571520843218	-6.82460243712877	-0.749844724828508	-15.6803595235137	-6.46051612529668	-3.8603116822918	-16.253348924675
4010.VI.4.lib30	-5.23386064580214	-1.56096127884169	-5.81922619025853	-7.10296657895119	-0.840200556531969	-15.6803595235137	-6.51408370885869	-4.64353496031389	-16.253348924675
4012.4.lib30	-8.18116506744155	-1.88976885521902	-8.83856340428944	-5.77685744331048	-0.753431041041689	-15.6803595235137	-5.71633514487842	-3.41011811633129	-16.253348924675
4012.III.2.lib30	-7.9269510052653	-1.83677702535945	-7.57185604644274	-5.93115099379459	-1.01294837098385	-15.6803595235137	-5.16339120108739	-2.54908473878408	-16.253348924675
4012.V.3.lib30	-6.92327955614755	-1.72693522902894	-8.26276602241922	-6.05729690411924	-0.866073876654362	-15.6803595235137	-5.10104283408969	-3.41701997022479	-16.253348924675
4021.2.lib30	-8.95872817578333	-1.18768035728232	-14.7872904265596	-14.6439125439491	-1.08244586464781	-15.6803595235137	-3.52734369354636	-15.5083312572928	-15.253348924675
4021.3.lib30	-9.0789908624139	-1.3680569089336	-14.7872904265596	-14.6439125439491	-0.910179481282297	-15.6803595235137	-3.66897143790168	-15.5083312572928	-16.253348924675
4021.4.lib30	-9.28658133447857	-1.81482318512971	-14.7872904265596	-14.6439125439491	-0.746473069541676	-11.9012911785938	-3.08510749716144	-15.5083312572928	-16.253348924675
4026.2.lib30	-10.9807784620992	-4.74187095397978	-14.7872904265596	-14.6439125439491	-1.15113917043499	-10.4738184733794	-0.968300941989112	-15.5083312572928	-14.2287059755428
4026.3.lib30	-15.0603581826421	-4.79893016651718	-14.7872904265596	-14.6439125439491	-1.38656367465433	-11.2508905357233	-0.782914541411607	-15.5083312572928	-16.253348924675
4026.4.lib30	-10.214752766252	-4.26513446214417	-14.7872904265596	-14.6439125439491	-0.885957646054817	-12.7001795934223	-1.30090166891329	-15.5083312572928	-16.253348924675
4031.2.lib29	-5.9433007990268	-1.82402690722878	-14.7872904265596	-14.6439125439491	-0.577769039758252	-13.3653655651996	-5.00123091019156	-15.5083312572928	-16.253348924675
4031.3.lib29	-8.29499833538213	-1.17165641828495	-14.7872904265596	-14.6439125439491	-0.883864662925135	-15.6803595235137	-6.50754297076223	-15.5083312572928	-16.253348924675
4031.4.lib29	-8.24713634531798	-1.44669862545637	-14.7872904265596	-14.6439125439491	-0.693095734209693	-11.4695287666544	-6.51017075115177	-15.5083312572928	-16.253348924675
4032.2.lib29	-6.85162362566216	-1.51098700373652	-14.7872904265596	-14.6439125439491	-0.664659193357534	-15.6803595235137	-6.69788339168105	-15.5083312572928	-16.253348924675
4038.2.lib29	-7.82976868737352	-1.6687281113125	-6.65289092528944	-6.98992591256701	-0.920092965338464	-10.8508303029014	-3.40886259000554	-4.64023057643267	-16.253348924675
4038.3.lib29	-9.38504064481098	-1.476862503342	-6.30568285319769	-6.26956342739104	-1.3393459799386	-11.9700031455321	-3.38343139194932	-3.03084374645127	-16.253348924675
4038.4.lib29	-8.49646304431308	-1.65288330581773	-7.68017499748547	-6.43131036478783	-1.04578968301474	-9.81057163474115	-3.32262299286739	-3.69303382546928	-16.253348924675
4039.2.rerun.lib32	-7.3466256541482	-2.36749641773249	-14.7872904265596	-10.0690916786193	-0.834194432556811	-15.6803595235137	-2.06946742938087	-15.5083312572928	-16.253348924675
4039.3.lib29	-8.65565158529021	-2.50097029591111	-14.7872904265596	-14.6439125439491	-1.96084666811865	-13.280142450198	-0.826528848150374	-15.5083312572928	-16.253348924675
4039.4.lib29	-10.6499618244088	-2.27461203594744	-14.7872904265596	-14.6439125439491	-2.70702847887475	-14.4573167464664	-0.644938857699516	-15.5083312572928	-16.253348924675
4045.2.lib29	-5.5490994147297	-1.55376079209956	-14.7872904265596	-10.0882582258377	-1.01264537586856	-8.6822658661619	-3.03732126061251	-5.85943953534185	-16.253348924675
4045.3.lib29	-5.32234057126349	-1.86012568612052	-14.7872904265596	-9.33180090051256	-0.915725651069645	-8.6970853645943	-2.71554226930187	-6.23543250604033	-16.253348924675
4045.4.lib29	-6.45401935863362	-1.5755160396327	-14.7872904265596	-8.90110258484327	-1.1263155252421	-9.69164921921432	-2.64018305118037	-4.99872747035725	-16.253348924675
4047.2.lib29	-4.90357992312974	-2.0079428560392	-14.7872904265596	-6.4195950701334	-0.821765972306502	-8.2908617560112	-2.91964291108662	-7.59313132512809	-16.253348924675
4047.3.lib29	-4.95769439706389	-1.50606033842588	-14.7872904265596	-7.12679711575901	-1.06446724927007	-15.6803595235137	-3.17188500528755	-5.68155937870447	-16.253348924675
4047.4.lib29	-5.3140373092679	-1.45654344075355	-14.7872904265596	-6.96294672676891	-1.09182505590432	-12.4739086460463	-3.09150076975133	-5.98205554971661	-16.253348924675
4050.2.lib29	-7.13329136223163	-1.64251934129228	-14.7872904265596	-7.38663237186158	-1.15532546187914	-15.6803595235137	-4.28409421014914	-2.58804485429381	-16.253348924675
4050.3.lib29	-6.80405355896735	-1.4096766140103	-14.7872904265596	-7.30223229354644	-1.35488840215518	-15.6803595235137	-4.5924183056402	-2.50715570126727	-16.253348924675
4050.4.lib29	-6.27365558650813	-1.86600497029968	-14.7872904265596	-6.87528200908478	-1.47387627976932	-15.6803595235137	-5.26223075305133	-1.65219907175329	-16.253348924675
4052.2.lib29	-5.60167637428243	-1.89248544621782	-9.06928192436542	-5.11508561397855	-1.23805386468156	-15.6803595235137	-3.26321569827639	-2.72498601644961	-16.253348924675
4052.3.lib29	-5.51248979855807	-1.89732982962535	-11.280674123335	-4.7728794831363	-1.11723409565797	-15.6803595235137	-3.15310962361633	-3.33230689175032	-16.253348924675
4052.4.lib29	-7.37669765631034	-2.06430970704933	-14.7872904265596	-14.6439125439491	-1.61236887427479	-5.11093345772097	-1.32793834439049	-10.8361292749476	-16.253348924675
4055.2.lib29	-5.50634563704279	-2.11394453853736	-8.4871443306795	-5.24947472260136	-1.03442789424937	-15.6803595235137	-2.12216791414405	-15.5083312572928	-16.253348924675
4055.3.lib29	-6.71045393850375	-3.52005890869048	-9.5292136238336	-6.57329469229772	-1.89258900328995	-15.6803595235137	-0.684769383040778	-15.5083312572928	-16.253348924675
4055.4.lib29	-6.1637806081031	-2.84458575376972	-8.88715713752135	-5.72057557915341	-0.890448279664368	-15.6803595235137	-1.80434279984908	-15.5083312572928	-16.253348924675
4059.2.lib29	-8.09649954260567	-1.88103272810967	-14.7872904265596	-10.3542973000733	-1.4089807023109	-4.6192932222404	-1.72209231768468	-8.07050433407272	-16.253348924675
4059.3.lib29	-5.62334073265693	-2.25194396150527	-8.59017386872173	-5.93214790581085	-1.00667588446061	-15.6803595235137	-1.98217112660251	-15.5083312572928	-16.253348924675
4062.2.lib29	-8.38869066479555	-9.46593366372801	-14.7872904265596	-14.6439125439491	-0.231044398961342	-15.6803595235137	-2.80002930877311	-15.5083312572928	-16.253348924675
4062.3.lib29	-8.54162465599748	-9.91359343338444	-14.7872904265596	-14.6439125439491	-0.0874811727565841	-15.6803595235137	-4.18140937751822	-15.5083312572928	-16.253348924675
4062.4.lib29	-7.69627208392586	-10.1212936717773	-14.7872904265596	-14.6439125439491	-0.0668149661247203	-15.6803595235137	-4.66064817419514	-15.5083312572928	-16.253348924675
4069.2.lib29	-8.99766420480591	-2.87987682669878	-14.7872904265596	-14.6439125439491	-0.39040862466977	-15.6803595235137	-3.33240007599389	-15.5083312572928	-16.253348924675
4069.3.lib29	-9.60585828311593	-2.70622671807493	-14.7872904265596	-14.6439125439491	-0.382322741823689	-15.6803595235137	-3.67512094555304	-15.5083312572928	-16.253348924675
4069.4.lib29	-8.47328911784092	-2.7556807790779	-14.7872904265596	-14.6439125439491	-0.385229258150078	-15.6803595235137	-3.5827329063103	-15.5083312572928	-16.253348924675
4074.2.lib29	-11.4210128557792	-14.3016033642667	-14.7872904265596	-14.6439125439491	-0.456310998358779	-11.8360503550581	-1.88622364429896	-15.5083312572928	-16.253348924675
4074.3.lib29	-15.0603581826421	-14.3016033642667	-14.7872904265596	-14.6439125439491	-0.378900193092472	-15.6803595235137	-2.1141827399523	-15.5083312572928	-16.253348924675
4074.4.lib29	-15.0603581826421	-13.3016033642667	-14.7872904265596	-14.6439125439491	-0.543458242103882	-12.7166408635455	-1.67287304983655	-15.5083312572928	-16.253348924675
4078.2.lib29	-7.21468595928364	-2.56144578891647	-14.7872904265596	-14.6439125439491	-1.48882291221793	-15.6803595235137	-1.09678003225544	-15.5083312572928	-16.253348924675
4078.3.lib29	-6.3447519038236	-2.04912447714781	-14.7872904265596	-14.6439125439491	-1.53863269493866	-15.6803595235137	-1.31525666084448	-15.5083312572928	-16.253348924675
4078.4.lib29	-5.44306355868422	-2.03245785931466	-14.7872904265596	-14.6439125439491	-1.38226764888341	-15.6803595235137	-1.5188673372489	-15.5083312572928	-16.253348924675
