feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Olsenella	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Rikenellaceae_RC9_gut_group	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Anaeroplasma	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Izemoplasmatales	Abiotrophia	Granulicatella	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Anaerofustis	Defluviitaleaceae_UCG.011	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.001	Lachnospiraceae_UCG.003	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Oribacterium	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	UC5.1.2E3	X.Eubacterium._eligens_group	X.Eubacterium._fissicatena_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerotruncus	Angelakisella	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	TM7x	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Pseudomonas	Akkermansia	Corynebacterium	Leucobacter	Cutibacterium	Dysgonomonas	Parasediminibacterium	Campylobacter	Faecalitalea	Enterococcus	Vagococcus	Staphylococcus	Clostridium_sensu_stricto_5	Allisonella	Asticcacaulis	Pseudochrobactrum	Burkholderia.Caballeronia.Paraburkholderia	Ralstonia	Comamonas	Aeromonas	Klebsiella	f__Enterobacteriaceae.g__unassigned	Morganella	Proteus	Providencia	Actinobacillus	Shewanella	f__Yersiniaceae.g__unassigned	Halomonas	Dyella
run07-Cah7-60	7.5151241874272e-05	0.01574418517266	0.000601209934994176	0	0	0.0291211062262804	0	0	0.00075151241874272	0	0	0	0	0	0.163716980423101	0.000713936797805584	0	0	0	0.000338180588434224	0	0	0	0	0	0	0.000112726862811408	0	0.00289332281215947	0	0	0.000976966144365536	0	0	0	0	0	0.0314507947243828	0.000263029346559952	0	0.000713936797805584	0	0	0.00195393228873107	0	0	7.5151241874272e-05	0	0.00387028895652501	0.000225453725622816	0	0.000263029346559952	0	0	0	0	0	0	0	0	0.117235937323864	0.129147409160936	0	0.0737609438995979	0.00946905647615827	0	0	0.00157817607935971	0.0009393905234284	0	0.000112726862811408	0.020178108443242	0.000413331830308496	0.00056363431405704	0	0.00477210385901627	0	0	0.0115357156277007	0	0.000450907451245632	0	0.0218690113854131	0.000713936797805584	0.000901814902491264	0.000638785555931312	0	0	0	0.00785330477586142	0	0	0	0	0.139180099951152	0.0670724833727877	0.00255514222372525	7.5151241874272e-05	0.00293089843309661	0	0.00176605418404539	0.00150302483748544	0	0	0	0.00018787810468568	0	0	0	0	0	0.000112726862811408	0	0	0	0	0	0.104648104309924	0	0.000676361176868448	0	0	0	0	0.000112726862811408	0	0	0.000225453725622816	0	0	0	0	0	0	0	0	0	0.000112726862811408	0.00018787810468568	0	0.00195393228873107	0	0	0	0	0	0.00056363431405704	0	0	0	0	0.0195768985082478	0	0.000413331830308496	0	0	0	0	0	0	0	0	0	0	0	0.000150302483748544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run07-Cah7-61	0.00500510228874095	0.0169590359103941	0.00335293260119539	0.000728898391564216	0	0.0103989503863161	0.000680305165459935	0.0028184071140483	0	0	0.000680305165459935	0.00908693328150056	0.00374167841002964	0	0.0851839253608047	0.00894115360318772	0.0120511200738617	0.000145779678312843	0.00291559356625686	0.00291559356625686	0	0.0666699062150736	0.00544244132367948	0	0	0.0331405802031197	0.0185626123718354	0	0.0175421546236455	0	0.00291559356625686	0.00665727197628651	0	0	0	0	0.000388745808834249	0	0	0	0.000242966130521405	0	0	9.71864522085621e-05	0	0	0	0	0.0317799698721998	0.00529666164536664	0	0.00272122066183974	0	0.000291559356625686	0.0146751542834929	0.000194372904417124	0	0	0	0	0.00369308518392536	0.0720151610865445	0	0.0212838330336751	0.0229360027212207	0.000194372904417124	0	0.0152582729967443	0.000194372904417124	0	0.000291559356625686	0.00918411973370912	0	0.00490791583653239	0	0.000680305165459935	0	0	0	0.00524806841926235	0.000680305165459935	0.00126342387871131	0.00864959424656203	0.00121483065260703	0	0	9.71864522085621e-05	0	9.71864522085621e-05	0.00962145876864765	0	0.00136061033091987	0	0	0	0.000534525487147092	0.0230817823995335	0.000583118713251373	0.0028184071140483	0.000242966130521405	0.00612274648913941	0.00388745808834249	0.000583118713251373	0	0.00413042421886389	0.000826084843772778	0	0.00724039068953788	0.00247825453131833	0.00111764420039846	0	0.00252684775742262	0.000145779678312843	0	0.00651149229797366	0.000340152582729967	0.00043733903493853	0.197191311531173	0	0.00534525487147092	0.00315855969677827	0	0.000534525487147092	0.01452937460518	0.000388745808834249	0.000340152582729967	0.000583118713251373	0.000728898391564216	0	0	0.00335293260119539	0	0	0.00043733903493853	0.000145779678312843	0.00690023810680791	0	0.000340152582729967	0	0.00427620389717673	0	0	0.043733903493853	0	0.0092327129598134	0	9.71864522085621e-05	0	0.000242966130521405	0.010204577481899	0.00733757714174644	0.0205063414160066	0.0384372418484863	0.00787210262889353	0	0	9.71864522085621e-05	0	0	0	0	0	0.000145779678312843	0	0	0.00903834005539628	0	0	0	0	0	0	0	0	9.71864522085621e-05	0	0	0	0	0	0	0	0	0
run07-Cah7-62	0	0.0142474019443513	0	0	0	0	0	0	0.00251424740194435	0	0	0	0	0	0.31651581182255	0	0	0	0.00122918761872835	0	0	0	0.0199463627220919	0	0	0	0	0	0.00223488657950609	0	0	0.00340820203374679	0	0	0	0.0289417812046039	0	0	0	0	0	0	0	0	0	0	0	0.000614593809364175	0.00653704324505531	0.000335232986925914	0	0	0	0	0	0	0	0	0	0.00798971952173427	0.0212872946697955	0.11375572689686	0	0.0144708906023019	0.0497262263940105	0	0	0.00463738965247514	0	0	0	0.197396357134875	0.00553134428427757	0	0.000223488657950609	0	0	0	0.00162029277014192	0	0.000167616493462957	0	0.00307296904682087	0	0	0	0	0	0	0.0197228740641412	0	0	0	0.00474913398145044	0.0421276120236898	0.0174321153201475	0.0439713934517823	0	0.00430215666554922	0	0	0.000614593809364175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00636942675159236	0	0.000670465973851827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0049167504749134	0	0	0	0	0	0	0	0.00184378142809252	0	0	0	0.0296681193429433	0	0.0063135545871047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000446977315901218	0	0	0	0	0	0	0	0.000446977315901218	0	0	0	0	0	0	0	0
run07-Cah7-63	0.00348452634065674	0.00744153082919915	0	0	0	0.023623907394283	0	0	0.00336640680368533	0	0.000826836758799905	0.00224427120245689	0	0	0.377155681549728	0	0	0	0	0.00372076541459957	0	0	0	0	0	0	0.00584691708008505	0	0.00348452634065674	0	0	0.00106307583274274	0	0	0	0	0.000413418379399953	0.02462792345854	0	0	0	0	0	0.00188991259154264	0	0	0	0	0.0120481927710843	0.00124025513819986	0	0.000118119536971415	0	0	0.000118119536971415	0	0	0	0	0.00909520434679896	0.00271674935034255	0.0614221592251358	0	0	0.00242145050791401	0	0	0.00696905268131349	0.000590597684857075	0	0.000118119536971415	0.0297661233167966	0.000295298842428538	0	0.00277580911882825	0.000413418379399953	0	0	0.00944956295771321	0	0	0.000177179305457123	0	0.0104535790219702	0	0	0	0	0.000354358610914245	0.00519725962674226	0	0	0	0	0.194306638317978	0.117115520907158	0.00141743444365698	0	0.00767776990314198	0	0.0147058823529412	0.00342546657217104	0.0015355539806284	0	0.00856366643042759	0	0	0	0	0	0	0.000118119536971415	0	0	0.00023623907394283	0.000118119536971415	0.00023623907394283	0.00401606425702811	0	0.00070871722182849	0	0	0	0	0.00023623907394283	0	0	0.000767776990314198	0	0	0	0	0	0	0	0	0	0.000767776990314198	0.0163004961020553	0.000649657453342783	0	0	0	0	0	0	0.00188991259154264	0	0.000649657453342783	0	0.00383888495157099	0	0	0	0	0.00578785731159934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run07-Cah7-66	0.00608614232209738	0.008270911360799	0	0	0	0.0567259675405743	0.000780274656679151	0.000702247191011236	0.00140449438202247	0	0	0	0	0	0.172596754057428	0.048689138576779	0.000546192259675406	0	0.000468164794007491	0.00647627965043695	0	0	0	0	0	0.00241885143570537	0.0362047440699126	0	0.0504837702871411	0	0.00624219725343321	0.00148252184769039	0.00140449438202247	0.00031210986267166	0	0	0	0.00546192259675406	0	0	0	0	0	0	0	0	0.000702247191011236	0.00031210986267166	0.0117041198501873	0.000624219725343321	0.00148252184769039	0.00280898876404494	0.00897315855181024	0.000858302122347066	0.0204431960049938	0.00483770287141074	0.00015605493133583	0	0	0	0.00265293383270911	0.177746566791511	0.000468164794007491	0.0115480649188514	0.0205212234706617	0	0	0.00265293383270911	0	0	0	0.0681960049937578	0	0	0	0	0	0	0.00304307116104869	0.00468164794007491	0.008270911360799	0	0.00226279650436954	0	0	0	0	0	0	0.00873907615480649	0	0	0	0	0	0.0113139825218477	0.0313670411985019	0	0.000390137328339576	0	0.000702247191011236	0.000546192259675406	0.00109238451935081	0	0.00608614232209738	0.00031210986267166	0	0.0250468164794007	0.00202871410736579	0.00304307116104869	0.0010143570536829	0.00163857677902622	0	0	0	0	0	0.04229088639201	0	0.00031210986267166	0	0	0	0.0125624219725343	0	0	0	0.000234082397003745	0.0010143570536829	0	0.000546192259675406	0	0	0.00296504369538077	0	0	0.00015605493133583	0.000546192259675406	0.0015605493133583	0.000780274656679151	0	0	0	0.00655430711610487	0	0	0.00031210986267166	0.00452559300873908	0.000390137328339576	0.00163857677902622	0.000936329588014981	0.00624219725343321	0.0185705368289638	0.00179463171036205	0	0.0159176029962547	0.00632022471910112	0	0	0	0	0	0	0.0127965043695381	0	0.000234082397003745	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00577403245942572	0	0	0	0
run07-Cah7-69	0.000148728372415845	0.000892370234495067	0	9.91522482772297e-05	0	0.0126914877794854	0.000148728372415845	0.00163601209657429	0.0106092905656636	0	0.00118982697932676	0	0	0	0.135342818898419	0.00332160031728719	0.00932031133805959	0	0.00143770760001983	0.00371820931039611	0	0	0	0	0	0	0.018144861434733	0	0.0257300084279411	0	0.00689108125526746	0.0050071885380001	0	9.91522482772297e-05	0	0	0	0.00143770760001983	9.91522482772297e-05	0	0.000297456744831689	0.000198304496554459	0	0	0.000396608993108919	0	0	0	0.00104109860691091	0	0	0	0.00307371969659412	0.00391651380695057	0.000594913489663378	0.000545337365524763	0	0	0	0.00228050171037628	0.000594913489663378	0.038619800703981	0	0	0.015963511972634	0.000148728372415845	0.00436269892419811	0.00143770760001983	0.00158643597243567	0	0	0.11273610629121	0	0.000198304496554459	0	0	9.91522482772297e-05	0	0.00307371969659412	0.0232512022210104	0	0	0.000941946358633682	0.00441227504833672	0	0.000198304496554459	0	0	0.000148728372415845	0.00520549303455456	0	0	0	0	0	0.0130385206484557	0.100193346884141	0	0.000892370234495067	0	0.0198800257795846	0.00277626295176243	0.00297456744831689	0	0.00163601209657429	0.00128897922760399	0	0.00312329582073274	0.00183431659312875	0.00684150513112885	0.000644489613801993	0.00907243071736652	0	0	0	0	0	0.300530464528283	0	0.00247880620693074	0.00441227504833672	9.91522482772297e-05	0.00381736155867334	0.000297456744831689	0.000297456744831689	0	0	0.000446185117247534	0	0	0.00114025085518814	0	0.000247880620693074	0.00104109860691091	0	0	0	0	0	0.000396608993108919	0	0.000148728372415845	0	0	0	0	9.91522482772297e-05	0	0	0.00347032868970304	0.00282583907590105	0.0144266521243369	0.00203262108968321	0	0	0.0342075256556442	0	0	0	0	0	0	9.91522482772297e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run07-Cah7-72	0.00017313768774618	0.00337618491105051	0.00017313768774618	0	0	0.010085270311215	0	0	0	0	0	0.0017313768774618	0.00160152361165217	0	0.0949660217287798	0.00748820499502229	0.00831060901181665	0	0.000476128641301995	0.00277020300393888	0	0	0	0	0	0	0.0210362290611609	0	0.00904644418473791	0	0	0.00186123014327144	0	0.00051941306323854	0	0	0	0	0	0	0	0.000865688438730901	0	0	0	8.65688438730901e-05	0	0	0.00043284421936545	0	0.00034627537549236	8.65688438730901e-05	0.00592996580530667	0.00255378089425616	0.00138510150196944	8.65688438730901e-05	0	0	0	0	0.000476128641301995	0.0101718391550881	0.00151495476777908	0.0225078994070034	0.00744492057308575	0	0	0.00116867939228672	0	0.00177466129939835	0	0.0167077868675064	0	0.000649266329048176	0.000735835172921266	0.00034627537549236	0	0	0.00277020300393888	0.00528069947625849	0.00043284421936545	0	0.00116867939228672	0	0	0	0	0	0	0.00294334069168506	0	0	0	0	0	0.479980954854348	0.0318140501233606	0	0.00108211054841363	0.00025970653161927	0.000865688438730901	0.00043284421936545	0.00116867939228672	0.000692550750984721	0.000562697485175085	0.00025970653161927	0	0.00926286629442064	0.000908972860667446	0.00302990953555815	0.000302990953555815	0	0	0	0	0	0	0.0866121282950266	0	0.000476128641301995	0.00155823918971562	0	0.00142838592390599	0.0188287235423971	4.3284421936545e-05	8.65688438730901e-05	0	0.000216422109682725	0.0013418170800329	0	0.000952257282603991	0	0.000216422109682725	0.00034627537549236	0.000129853265809635	0	0	0	0.000735835172921266	0	0	0	0.00354932259879669	0	0.000302990953555815	0	0	0	0	0.00549712158594122	0.00463143314721032	0.00558369042981431	0	0.000216422109682725	0	0.0851404579491841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run07-Cah7-73	0.000301041603949666	0.00493708230477452	0	0	0	0.0857366488048648	0.000421458245529532	0.000301041603949666	0	0.000421458245529532	0	0.0154133301222229	0.0016256246613282	0.000782708170269131	0.137274971401048	0.000421458245529532	0	0	0.000602083207899332	0.00337166596423626	0.00469624902161479	0	0.0001806249623698	0	0.0733337347221386	0	0.0012643747365886	0.000120416641579866	0.00818833162743091	0	0.00246854115238726	0.00427479077608525	0.00945270636401951	0	0.000602083207899332	0.00921187308085977	0	0.0001806249623698	0	0.00469624902161479	0	0	0	0	0	0.000120416641579866	0	0	0.00246854115238726	0	0	0.0001806249623698	0.00487687398398459	0.000120416641579866	0.00367270756818592	0.000240833283159733	0	0	0	0.0116202059124571	0.00222770786922753	0.0665904027936661	0.0313083268107653	0.0385333253055572	0.038713950267927	0	0	0.0012643747365886	0.00120416641579866	0.00692395689084231	0	0.0192666626527786	0.000602083207899332	0.00445541573845505	0.000903124811848998	0.000662291528689265	0	0	0.00234812451080739	0.0146908302727437	0.00120416641579866	0	0.0157143717261726	0	0	0	0	0.000421458245529532	0	0.00981395628875911	0.00102354145342886	0.00210729122764766	0	0.000541874887109399	0	0.110662893611897	0.0255885363357216	0.000120416641579866	0.00264916611475706	0	0.00307062436028659	0	0.00313083268107652	0.00174604130290806	0.000301041603949666	0	0	0.013486663856945	0.00282979107712686	0.00343187428502619	0.00132458305737853	0	0	0	0.00361249924739599	0	0	0.0938647721115058	0.000421458245529532	0.000963333132638931	0	0	0.00355229092660606	0.0145704136311638	0	0	0	0.000421458245529532	0.00114395809500873	0	0.00313083268107652	0.000120416641579866	0	0.00192666626527786	0	0.000541874887109399	0	0	0.00692395689084231	0.0001806249623698	0.00132458305737853	0	0	0.016256246613282	0.00156541634053826	0	0.000301041603949666	0.000240833283159733	0	0	0.000421458245529532	0.0181227045577699	0	0.000240833283159733	0	0.00770666506111145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run07-Cah7-75	0.00452726464287158	0.0125712437851166	0.00416346659121226	0.000970128137758196	0	0.0653219612757185	8.08440114798496e-05	0.000121266017219774	0	8.08440114798496e-05	0	0.00347629249363353	0.00121266017219774	0	0.20445450503254	0.00970128137758196	0.00420388859695218	0.000242532034439549	0.00218278830995594	0.00606330086098872	0	0	0	0	0	0	0.00913537329722301	0	0.0137434819515744	0	0.00137434819515744	0.00375924653381301	0	0.00185941226403654	0	0	0	0.00695258498726707	0	0	0.000202110028699624	0	0	0	0	0	0.000889284126278346	0	0.0339140628157969	0.00141477020089737	8.08440114798496e-05	0.00388051255103278	0.0061845668782085	0	0.000768018109058572	0	0.000121266017219774	8.08440114798496e-05	0	0.00157645822385707	0.00937790533166256	0.10222725251627	0.00905452928574316	0.0572375601277335	0.0246574235013541	0	0	0.00828651117668459	0.000646752091838797	0	0	0.0335098427583977	0	0.000808440114798496	0.0056995028093294	0.000848862120538421	0.000202110028699624	0	0.00384009054529286	0.00687174097578722	0.00274869639031489	0.00181899025829662	0.0244148914669146	0	0	0	0	0.00185941226403654	0	0.0191600307207244	0	0.00101055014349812	0	0.00501232871175068	0	0.0210598649905008	0.0450705364000162	0	0.00315291644771414	0	0.00121266017219774	0.00129350418367759	0.000404220057399248	8.08440114798496e-05	0.000444642063139173	0	0	0.00351671449937346	0.00117223816645782	8.08440114798496e-05	0	0.00347629249363353	0	0	0.00270827438457496	0	0	0.095719309592142	0	0.00185941226403654	0.00133392618941752	0.000121266017219774	0	0.034924612959295	0	0	0	0.000282954040179474	0	0	0.000282954040179474	0	0	0.000121266017219774	0	0.000202110028699624	0	8.08440114798496e-05	0.000242532034439549	0.00121266017219774	0.000363798051659323	0	0.000727596103318647	0	0.00121266017219774	0.000565908080358947	0.00105097214923805	0.000606330086098872	0.000929706132018271	0.00323376045919399	0.00198067828125632	0.00436557661991188	0	0.0380371074012692	0	0	0	0	0	0	0	0	0.000242532034439549	0.000161688022959699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185941226403654	0	0	0	0
run07-Cah7-77	0.000508646998982706	0.0964521871820956	0.000190742624618515	0	0.000508646998982706	0.0516912512716175	0	0	0	0.000572227873855544	0	0.00203458799593082	0.00114445574771109	0	0.0815742624618515	0.00184384537131231	0.000699389623601221	0	0.00158952187182096	0.000254323499491353	0.00114445574771109	0.0269582909460834	0.00546795523906409	0.000826551373346897	0.000635808748728383	0	0.00788402848423194	0	0.0314725330620549	0	0.00826551373346897	0	0	0	0	0	0	0.0107451678535097	0	0.00279755849440488	0	0	0	0	0	0	0	0	0.00540437436419125	0	0.000890132248219736	0.000127161749745676	0.00279755849440488	0	0.0073118006103764	0	0	0.000127161749745676	0	0.0139242115971516	0.00286113936927772	0.110249237029502	0.000699389623601221	0.0143692777212614	0.0231434384537131	0	0	0.00921922685656155	0.000635808748728383	0.000953713123092574	0	0.0111266531027467	0.000317904374364191	0.00114445574771109	0.00540437436419125	0.000317904374364191	0	0	0.000953713123092574	0.00165310274669379	0.00375127161749746	0	0.00451424211597152	0.000381485249237029	0	0	0	0	0	0.0107451678535097	0	0	0	0.0450152594099695	0	0.1507502543235	0.021617497456765	0.000190742624618515	0.000826551373346897	0	0.00127161749745677	0.00120803662258393	0.00152594099694812	0.000254323499491353	0.000381485249237029	0.000127161749745676	0.000127161749745676	0.00457782299084435	0.00108087487283825	0.0038148524923703	0.000317904374364191	0	0	0.000254323499491353	0	0	0	0.152912004069176	0.000190742624618515	0.00158952187182096	0.000508646998982706	0	0.00343336724313327	0.00718463886063072	0	0.000190742624618515	0.000127161749745676	0.000572227873855544	0	0.000190742624618515	0.00190742624618515	0.00235249237029502	0	0.000127161749745676	0	0.000381485249237029	0.000190742624618515	0	0	0	0	0	0	0.000635808748728383	0.00101729399796541	0.00235249237029502	0.000445066124109868	0	0	0.00591302136317396	0	0.0157680569684639	0	0	0	0.000381485249237029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run07-Cah7-78	0	0.0045662100456621	0	0	0	0.051721109940288	0	0.000131717597471022	0	0	0.000307341060765718	0	0	0.000395152792413066	0.412144362486828	0.000834211450649807	0.000702493853178785	0	0.0021952932911837	0.000702493853178785	0	0	0	0	0	0	0.00377590446083597	0	0.00737618545837724	0	0	0.000790305584826133	0.000746399719002459	0	0	0	0.00021952932911837	0.00983491394450299	0.000175623463294696	0	0.000307341060765718	0	0	0.000570776255707763	0	0	0	0	0.000131717597471022	0	0	0	0.000263435194942044	0	0	0	0	0	0	0.0010098349139445	0.00667369160519845	0.0392518440463646	0.00250263435194942	0.0139620653319283	0.0188795223041798	8.78117316473481e-05	0	0.00711275026343519	0	0	0	0.0501844046364594	0.000131717597471022	0.000263435194942044	0.00153670530382859	8.78117316473481e-05	0	0	0.00276606954689146	0.00180014049877064	0	0	0.00619072708113804	0	0	0	0	0	0	0.00570776255707763	0	0.00021952932911837	0	0.000790305584826133	0.0654197400772743	0.0647611520899192	0.0444327362135581	0	0.00193185809624166	0	0.000131717597471022	0.00175623463294696	0.000614682121531437	0	0.00386371619248332	0.000263435194942044	0	0.000526870389884088	0	0	0	0	0	0	0	0	0	0.0749034070951879	0	0.00122936424306287	0	0	0.00180014049877064	0.0101861608710924	0.000131717597471022	0	0	0.000175623463294696	0	0	0	0	0	0.00021952932911837	0	0	0	0	0.00425886898489638	0	0	0	0	0	0	0	0	0	0	0	0	0.0335879873551106	0.0309536354056902	0	0	0.00166842290129961	0.000131717597471022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run07-Cah7-79	9.54152950718e-05	0.0157912313343829	0	0	0.0005724917704308	0.0266208673250322	0	0	0	0.0014789370736129	0	0.0006679070655026	0.0007633223605744	0.0015266447211488	0.292209341157388	0.0111635895234006	0.000954152950718	0	0.002385382376795	0.0036734888602643	0	0	0.003816611802872	0	0	0.0192261819569677	0.0121177424741186	0	0.0100663136300749	0.0001908305901436	0	0	0	0.0002385382376795	0.0001908305901436	0	0	0.0100663136300749	0	0.0017651829588283	9.54152950718e-05	0	0	0	0	0	9.54152950718e-05	0	0.0020037211965078	0.0001908305901436	0	0	0.006201994179667	0.0002385382376795	0.0001908305901436	0	0.0007633223605744	0.0001431229426077	9.54152950718e-05	0.0082534230237107	0.001431229426077	0.024807976718668	0.0011449835408616	0.0747101760412194	0.0065359477124183	0	0	0.0115929583512237	0.0001908305901436	0.0014789370736129	0	0.0217069796288345	0.0006679070655026	0.001908305901436	0.0039120270979438	0.0013835217785411	0	0	0.0018128906063642	9.54152950718e-05	0.000954152950718	0	0.0058203329993798	0	0	0	0	0	0	0.004293688278231	0	0.0008110300081103	0	0.0013358141310052	0	0.0279566814560374	0.0683173512714088	0.0001431229426077	0.0016220600162206	0	0.0010972758933257	0.0019560135489719	0.0012881064834693	0.0001431229426077	0.0005247841228949	0.0002862458852154	0.0001908305901436	0.0014789370736129	0.0005724917704308	0.0019560135489719	0.0016220600162206	0.0005247841228949	0	0	0.0035303659176566	0	0	0.206430990887839	0	0.0005247841228949	0.0006201994179667	0	0.0022899670817232	0.0151710319164162	9.54152950718e-05	0	0.0001908305901436	0.0004293688278231	0	0	0.0020037211965078	0.0047230571060541	0	0	0	0.0001431229426077	0	0	0.0003816611802872	0	0.0001908305901436	0	0.0184628595963933	0.0012881064834693	0	0.0045322265159105	0	0.0001431229426077	0	0	9.54152950718e-05	0.0283383426363246	0	0.0001908305901436	0	0	0	0	0	0	0	0	0	0	0	0	0	9.54152950718e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
run07-Cah7-80	0.000508101394456049	0.000733924236436516	0.00016936713148535	0	0.000112911420990233	0.0030486083667363	0	0	0	0	0	0.0003387342629707	0	0.000395189973465816	0.0189691187263592	0.00180658273584373	0.00016936713148535	0	0.000112911420990233	0.000112911420990233	0	0	0	0	0	0	0.0010162027889121	0	0.000508101394456049	0	0	0.000225822841980466	0	0	0	0	0	0.00592784960198724	0	0	0	0	0	0	0	0	0	0	0.00575848247050189	0.00016936713148535	0	0	0.00118556992039745	0	0	0	0	0	0	0.00141139276237791	0.000733924236436516	0.0121944334669452	0.000564557104951166	0.00355670976119234	0.00146784847287303	0	0	0.000564557104951166	0	0	0	0.0013549370518828	0	0	0.0003387342629707	0.000395189973465816	0	0	0.00016936713148535	0.00016936713148535	0.000112911420990233	0	0.000508101394456049	0	0	0	0	0	0	0.000451645683960933	0	0	0	0.000451645683960933	0	0.0121379777564501	0.00587139389149212	0	0.000112911420990233	0	0	0.000733924236436516	0	0	0.0003387342629707	0	0	0.0020324055778242	0	0.000112911420990233	0	0.000395189973465816	0	0	0.000112911420990233	0	0	0.0173883588324959	0	0	0	0	0	0.000621012815446282	0	0	0	0	0	0	0.00016936713148535	0	0	0	0	0	0.000282278552475583	0.000112911420990233	0.00118556992039745	0	0	0	0	0	0	0	0.000677468525941399	0	0	0	0	0.0010162027889121	0	0.00942810365268447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.881555919381245	0	0	0	0	0	0	0	0	0
