feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerofilum	Anaerotruncus	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Akkermansia	Corynebacterium	Olsenella	Faecalitalea	Enterococcus	Lactobacillus	Ligilactobacillus	Staphylococcus	Sphingobium	Klebsiella	f__Enterobacteriaceae.g__unassigned	Pseudomonas
run03-140	6	0	0	0	0	0	0	0	0	0	0	0	0	9547	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	288	24	0	0	17	0	0	0	0	0	0	150	0	18	6	0	0	0	0	0	0	0	0	31	2035	0	1115	2742	0	0	92	0	0	17	2729	4	10	147	0	0	21	0	3515	9	0	0	0	21	0	0	0	66	1310	2394	1250	6	101	0	29	93	2	10	0	0	0	42	73	0	0	3	0	0	0	18	0	256	0	163	0	0	7	989	55	0	0	0	0	0	9	0	0	19	0	0	0	0	72	0	0	0	590	0	19	65	6	0	0	0	55	1296	18	0	0	0	0	0	0	0	0	0	0	0	0
run03-141	13	0	0	0	501	0	0	0	0	0	11	4	0	225	18	9	0	0	6	0	0	0	0	0	0	0	9	16	0	0	8	0	0	0	0	94	0	0	0	0	0	0	0	63	7	0	0	0	0	0	0	236	26	23	346	0	338	40	0	0	0	0	0	0	88	14	0	0	0	14	3	0	207	0	0	5	0	20	0	0	0	42	0	162	244	0	12	0	10	0	3	0	0	0	0	0	0	0	0	3	0	2	0	0	0	91	0	0	9	0	4	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	64	0	0	0	0	0	24	0	91	9	0	24164	0	0	3	0	11	0	0	0	0	10	0	0	0
run03-142	16	213	2	0	2349	0	0	0	0	12	141	191	0	7144	2031	404	3	0	438	0	0	0	0	0	0	0	85	243	0	3	0	0	10	538	0	0	0	425	11	0	0	7	17	580	36	0	54	0	0	0	0	0	0	240	1650	0	571	927	0	0	73	0	0	0	722	9	21	0	9	8	163	5	93	0	0	18	0	525	0	18	3	15	0	984	3130	0	109	0	37	5	6	0	42	109	0	7	27	30	0	175	0	0	0	0	0	1188	0	108	24	0	13	1859	6	0	0	4	0	0	352	0	0	0	0	0	0	4	0	0	15	0	559	148	0	0	3	0	24	4	1039	0	104	145	0	0	0	0	0	0	0	9	0	32	0
run03-146	75	32	86	0	1072	0	0	0	0	0	88	0	0	3792	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	2	0	0	0	1	0	0	703	0	0	0	6	0	807	87	0	28	0	0	0	0	102	0	89	541	0	166	2743	2	0	0	0	0	15	15	450	0	0	0	122	42	0	0	0	0	0	0	0	0	0	0	0	4540	2022	46	0	519	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	706	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	763	2	0	0	0	57	0	0	353	927	0	0	540	1013	141	0	0	0	0	0	0	0	0	0	0	0	7
run03-147	0	13	0	0	41	0	0	0	0	0	0	0	4	130	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	59	0	0	2	5	0	0	0	2	27	40	116	58	98	55	0	0	43	0	0	0	5	0	5	15	0	24	5	0	4	0	0	4	2	0	0	0	0	15	0	39	50	2	0	0	6	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	7	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	5	0	0	0	6	12519	0	0	0	0	0	0	0	14	0	0	0	0	0
run03-148	0	17	0	0	1865	0	0	28	0	0	0	0	0	9829	3	92	0	0	39	0	0	0	0	0	0	0	5	75	0	0	287	0	0	0	5	30	8	0	4	0	0	53	0	24	3	0	0	99	0	0	0	33	0	22	217	0	132	836	0	0	39	0	0	77	622	0	0	0	37	250	39	0	30	0	151	0	0	59	0	0	0	27	2394	3175	70	0	22	0	0	39	0	0	0	0	0	0	14	0	0	0	0	6	0	9	0	583	0	39	0	0	0	534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	983	0	0	0	33	0	0	46	95	0	0	47	925	475	0	6	0	0	0	0	0	2	0	0	522	25
run03-149	166	295	22	46	0	0	2	167	0	0	0	0	0	3879	0	0	0	13	0	0	0	0	12	4	0	0	44	0	0	0	0	0	0	0	0	14	0	0	0	0	0	65	5	1015	166	0	66	0	6	3	0	0	0	484	5475	0	0	371	29	135	154	0	0	81	650	3	0	0	0	12	0	0	755	15	105	0	305	0	0	3	0	0	16	221	691	0	28	0	45	69	0	0	13	0	0	0	0	0	0	6	0	0	0	0	0	305	0	94	0	0	4	0	73	0	0	4	0	0	0	2	0	0	0	0	0	8	370	10	0	51	13	0	30	27	156	0	0	49	0	6352	25	0	5	0	0	69	0	0	24	3	0	0	0
run03-150	20	188	2	2	1212	0	0	7	0	0	64	126	0	6520	1889	30	0	196	0	0	0	0	0	0	402	0	1882	62	0	0	81	147	194	75	0	0	0	374	17	0	0	2	6	202	13	0	0	0	0	0	0	0	112	71	1483	0	95	158	0	0	23	0	0	0	141	4	7	13	0	12	0	0	521	3	0	0	11	95	0	2	0	7	848	26	251	22	15	0	124	496	5	0	116	3	0	0	3	0	0	0	0	17	0	2	0	1887	0	14	60	0	3	378	4	0	0	0	0	0	58	0	0	0	0	0	30	0	21	27	0	0	689	506	0	240	5	772	219	16	524	343	0	0	0	0	65	0	0	9	3	3	25	0	0
run03-151	57	2868	0	5	0	675	173	0	0	0	0	0	0	10584	655	40	0	0	344	0	0	74	0	0	1662	548	96	1916	0	0	0	0	0	0	106	0	0	0	0	1591	0	153	0	183	13	0	0	0	0	0	0	10	0	59	3881	0	0	148	0	0	0	121	0	0	1685	0	0	0	0	0	0	0	0	31	0	0	0	1296	0	0	0	0	80	1513	395	0	94	0	164	368	15	0	29	42	0	290	0	81	0	125	17	5	0	11	0	2173	351	354	0	0	0	4203	732	0	4	0	0	0	0	0	0	32	0	5	0	0	71	0	13	0	0	0	646	0	31	5	0	0	735	2275	36	202	194	56	0	189	75	0	3	0	131	37	0
run03-152	18	491	8	0	1187	23	2	0	12	0	88	63	0	3317	499	42	0	103	177	70	0	5	0	0	1389	23	587	112	0	17	30	0	0	12	0	0	0	35	0	55	3	4	0	303	16	17	15	220	0	290	0	11	0	0	1095	0	380	252	0	35	70	39	39	6	92	16	92	37	0	23	92	19	1432	3	0	0	6	101	64	22	11	14	0	151	933	0	9	16	33	0	3	171	13	29	0	571	122	281	11	44	0	0	0	0	2	2706	4	20	15	6	82	788	0	14	22	9	18	0	197	38	0	22	0	316	2	0	0	0	0	0	180	0	245	508	5	0	103	5	203	666	10	566	0	601	0	0	0	0	0	0	0	0	0
run03-153	45	411	0	0	59	352	0	0	0	15	39	0	0	3919	887	16	0	0	0	78	0	470	20	354	0	0	958	1056	0	0	11	0	12	0	47	0	0	0	0	121	8	0	0	1438	0	69	2	257	14	128	128	748	622	5	1606	0	0	48	36	20	61	86	0	4	564	15	0	0	0	0	3	144	138	197	0	0	60	97	0	30	8	0	35	758	830	29	21	2	208	82	132	224	109	45	71	6	0	82	60	138	0	22	0	7	30	1300	10	388	86	0	3719	2062	26	25	195	44	105	0	603	174	6	83	10	7	9	0	0	0	91	0	0	0	156	87	22	15	0	80	97	0	10	12	0	0	0	30	0	3	0	0	1764	0	0
run03-154	0	153	0	0	5	0	5	157	0	0	0	0	0	4082	10	0	0	15	17	0	0	0	0	8	0	0	32	23	0	0	163	0	0	0	0	242	0	0	5	0	0	19	0	20	0	0	0	0	0	0	0	269	44	29	279	38	1364	0	8	9	58	0	0	31	573	32	0	7	0	63	3	5	649	8	0	0	0	79	0	0	0	0	822	11173	138	0	4	0	0	26	0	0	7	0	0	144	0	0	0	13	0	0	0	0	0	1311	0	106	5	0	22	544	6	0	2	0	0	0	0	0	0	14	0	0	0	2	628	0	0	0	0	0	0	0	35	0	0	6	152	4062	20	0	0	0	0	5	0	0	12	18	0	0	4
run03-155	56	8	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	272	9	0	0	0	0	0	0	273	158	61	4021	0	817	920	0	0	1266	65	0	0	448	268	15	3	0	595	0	0	902	40	0	0	8	301	0	28	6	50	805	1351	397	0	4	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	36	74	207	0	0	0	0	0	0	0	0	0	0	0	0	0	2053	0	4	0	0	0	539	0	631	143	0	0	0	547	204	10115	3	0	0	22	0	0	0	0	3625	0	0
run03-156	38	536	4	3	3525	0	9	68	0	0	0	211	0	4552	0	0	0	0	0	0	0	0	0	0	1030	0	18	55	0	31	53	0	0	0	0	1147	0	0	0	0	0	30	0	181	19	0	16	0	0	0	0	25	153	78	2293	224	1386	417	0	0	269	0	0	11	865	0	21	6	63	34	10	0	293	16	0	0	0	368	0	2	0	352	642	3665	334	0	63	0	19	2	0	0	11	0	0	51	0	0	0	0	0	0	0	0	0	97	0	91	0	0	7	4560	39	0	0	0	0	3	8	0	0	0	0	0	25	5	238	0	0	0	0	0	0	401	75	0	0	3	220	78	51	23	0	22	0	3	8	24	0	0	0	3	0
run03-157	0	0	3	0	893	0	0	3	0	0	242	117	0	5589	0	0	0	67	0	243	20	0	0	0	439	0	283	149	0	0	0	0	3	0	0	0	2	0	0	12	0	12	0	240	0	0	53	0	0	0	0	0	174	53	2277	0	1388	1659	0	0	54	107	333	0	681	0	9	16	57	156	479	8	2749	0	0	0	3	259	0	2	5	16	211	2736	886	0	178	0	97	104	100	131	20	7	5	576	54	34	7	144	0	0	0	0	0	1468	0	8	9	0	0	333	9	0	0	6	0	0	31	64	0	49	0	0	118	0	0	0	0	0	0	188	0	0	6	6	0	0	0	1085	199	0	0	0	0	6	0	0	5	0	38	12	5
run03-158	13	1388	0	0	0	0	0	11	10	0	283	0	0	6735	0	0	0	0	0	0	0	0	20	0	0	0	74	593	0	0	0	0	0	0	0	30	0	0	0	0	0	2	0	56	0	0	11	0	0	0	0	0	701	434	1293	0	682	910	0	0	113	0	0	0	465	13	5	26	0	66	143	6	503	0	2	0	0	110	0	56	0	0	0	1058	709	8	86	0	6	14	0	0	13	8	0	0	36	0	0	37	0	0	0	0	0	908	0	50	0	0	0	1109	0	0	0	0	0	0	404	0	0	0	0	0	0	0	0	0	0	0	489	262	54	0	2	0	22	180	104	198	0	0	217	0	6	0	0	243	2	0	0	0	0
run03-159	17	0	0	6	2563	0	9	0	0	0	178	22	0	1800	4	16	0	3	19	0	0	0	6	0	25	0	12	6	0	0	46	0	0	0	0	100	0	910	0	0	0	0	6	54	0	0	0	0	0	0	0	0	0	20	2110	68	1071	629	0	0	79	90	0	0	331	0	86	4	34	140	171	16	15	0	0	0	0	254	0	0	0	57	17	1835	1102	0	35	0	120	9	0	34	0	4	0	228	35	28	0	24	0	0	0	7	0	1807	0	113	29	0	0	1551	0	0	3	10	0	0	3	0	0	4	0	0	11	0	9	2	0	0	0	5	15	0	13	15	0	0	414	882	47	4	35	0	0	11	0	0	71	0	0	0	5
run03-160	0	0	3	0	314	0	11	0	5	0	0	104	61	6377	305	178	8	119	185	21	0	205	0	0	0	0	1188	434	0	201	147	871	23	0	0	0	0	0	0	0	0	0	6	162	0	12	3	53	8	10	12	335	1033	11	1760	160	393	632	0	0	552	98	0	0	87	8	29	49	15	20	4	27	1170	27	53	0	22	113	0	226	0	42	0	154	927	9	51	0	58	7	11	206	0	15	0	457	63	159	11	103	0	2	2323	3	0	1435	0	40	186	0	11	771	0	0	7	29	0	0	36	0	0	3	7	0	50	0	0	0	21	0	0	203	0	0	0	0	36	6	115	472	5	287	19	0	0	15	0	6	0	0	0	54	0
run03-163	3	45	0	0	2398	0	41	14	0	0	139	0	0	6731	357	105	7	33	0	0	0	0	0	0	0	0	86	256	0	9	382	0	0	0	0	147	0	0	9	52	0	4	0	34	0	0	9	0	0	255	0	26	176	55	1880	0	1507	639	4	0	132	21	0	15	668	11	4	31	0	0	39	7	271	16	62	0	8	99	0	0	0	83	179	1596	837	10	23	0	18	20	12	0	37	38	0	27	0	2	0	35	0	3	0	23	0	4847	0	184	0	0	16	73	21	0	0	27	0	0	8	0	0	0	0	0	7	0	2	0	0	0	378	539	0	0	3	0	213	388	0	18	120	32	37	0	29	0	5	0	30	0	0	0	0
run03-164	11	1588	0	0	861	6	22	0	0	0	50	43	60	1207	27	140	18	32	24	283	0	0	0	0	6222	0	476	119	0	130	23	0	0	0	0	37	0	396	3	7	52	0	0	261	0	116	0	88	0	454	0	304	83	88	1086	195	782	600	0	0	146	28	56	0	156	40	43	154	17	30	0	43	504	0	0	0	39	190	282	34	49	40	0	390	1814	69	39	4	49	2	3	155	17	0	0	395	40	191	50	60	2	0	1122	0	0	1730	0	88	4	0	266	647	0	18	6	38	11	0	294	0	0	22	13	0	3	0	160	0	14	0	0	310	0	0	46	0	27	0	122	96	27	4	0	0	0	0	0	0	0	0	0	0	0
run03-165	2	154	10	0	1456	0	0	0	0	0	99	41	5	3772	188	645	0	254	41	0	0	0	0	0	212	0	1051	995	81	466	327	0	0	129	0	103	0	737	0	0	26	0	0	144	2	10	2	208	0	231	3	29	892	29	2064	67	743	666	2	0	43	37	0	0	296	6	12	78	3	30	295	48	441	0	0	0	14	250	0	33	5	109	19	1047	815	7	29	0	52	16	3	53	63	1	0	835	71	183	8	54	0	0	1039	0	2	2005	0	180	316	5	10	813	16	50	7	19	8	0	115	9	0	68	8	353	9	0	133	0	14	0	0	231	0	0	0	0	581	9	1034	185	4	2217	2	0	0	0	0	3	0	0	0	0	0
run03-166	2	665	0	4	452	0	0	76	0	0	0	0	0	8504	169	122	0	35	0	0	0	0	0	0	0	0	38	27	0	0	121	0	0	0	0	0	0	0	0	0	0	9	0	49	0	0	0	2	0	0	0	243	0	1548	1225	0	417	1028	0	0	369	0	0	0	237	10	0	280	0	96	131	0	880	0	0	0	2	93	0	0	0	0	0	21	499	3	93	0	0	27	0	0	70	0	0	0	32	0	0	6	0	0	0	0	0	1095	0	43	0	0	0	673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	8	0	0	0	78	0	0	12	16	0	0	368	1110	21	11	0	0	0	8	0	2	6	0	0	29	0
run03-167	14	820	6	0	1500	19	6	53	0	5	0	0	0	4336	383	0	0	0	160	0	0	0	0	0	0	0	1187	123	0	0	0	273	6	0	0	123	4	0	10	30	141	28	9	405	0	0	0	44	0	0	6	86	702	0	984	0	126	86	37	23	28	0	0	10	56	9	0	0	31	17	139	0	73	134	0	0	0	109	0	50	0	0	431	1482	311	3	12	0	86	48	96	83	70	44	0	511	77	87	9	96	0	0	439	0	4	2357	2	171	246	0	13	543	41	42	8	10	28	0	103	203	0	7	0	0	17	0	8	0	510	16	0	0	105	0	0	9	0	34	139	2071	25	0	2	174	0	714	28	0	0	0	0	17	5
run03-168	30	847	9	3	2377	0	44	0	0	0	0	0	0	7449	0	0	0	0	0	0	0	0	11	0	0	0	2	935	0	0	0	0	0	0	3	0	0	0	0	0	0	29	0	607	22	0	31	0	0	0	0	0	0	4	2462	0	9	2171	0	0	0	0	0	0	601	320	0	0	0	0	0	0	659	2	14	0	0	7	0	0	0	0	1683	214	1745	0	64	0	0	71	36	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	52	1376	0	0	0	0	0	0	0	0	0	0	0	6	3	15	3	29	0	0	0	0	211	0	424	247	0	59	591	922	421	0	10	0	20	0	0	418	0	0	0	0	0
run03-169	59	2269	42	0	2726	0	0	12	0	0	263	400	12	10872	0	0	0	0	0	0	0	0	0	0	0	0	99	346	0	0	70	0	0	0	0	1325	0	0	0	0	0	23	0	1225	9	0	53	0	0	0	0	13	1576	227	1766	0	495	2874	0	0	0	0	0	0	192	31	48	0	0	0	46	0	3394	0	0	0	0	276	0	9	0	364	1098	394	119	0	130	0	0	20	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	954	0	89	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	214	0	0	18	0	8	0	1777	0	34	0	144	0	0	0	1286	57	13	0	0	10	3	244	29	12	0	0	0	0	0
run03-170	122	2315	45	0	3081	0	0	0	0	0	157	27	10	502	12	14	0	14	23	0	0	55	981	0	3268	0	11	42	0	0	45	40	0	582	2	192	0	880	0	6	0	0	0	1377	46	8	18	31	0	15	0	10	1329	18	2777	0	546	867	0	0	39	29	0	0	31	14	9	65	50	21	24	17	533	0	0	0	59	200	14	11	0	490	0	11	752	14	40	0	16	0	19	57	10	0	0	230	32	162	5	9	0	0	0	0	0	1883	23	64	2	0	24	505	7	6	3	4	13	0	16	0	0	7	0	0	0	0	0	0	4	0	76	0	373	749	276	0	0	0	110	1559	77	0	32	155	0	179	0	0	0	0	0	8	0
run03-171	5	0	43	0	1459	0	0	0	0	0	0	0	0	7565	0	0	0	426	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	43	15	0	0	0	0	0	1140	0	163	26	0	13	0	0	0	0	276	0	128	305	0	0	1687	0	0	0	0	0	86	527	0	0	0	0	316	0	0	6	0	857	0	0	0	0	0	0	0	515	3896	74	0	0	0	0	484	0	0	6	0	0	0	331	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	0	0	0	0	0	0	0	5	4	0	0	728	2229	65	0	0	0	0	3	0	0	0	0	0	14	0
run03-172	60	235	0	15	1132	0	0	486	0	0	0	21	0	6691	462	384	0	172	0	0	0	0	9	16	4	0	90	0	0	394	567	0	0	0	64	0	0	0	0	0	0	429	0	277	28	0	36	0	0	154	0	0	0	173	2037	0	0	5	0	0	45	77	0	5	415	0	0	0	0	0	19	55	46	210	701	0	0	72	0	0	0	0	1293	3465	4872	0	68	0	26	75	63	0	66	37	11	0	0	27	0	0	0	4	0	0	4	4	605	315	598	0	2	508	101	0	0	14	0	0	0	0	0	0	0	7	4	2	0	36	0	0	0	0	276	17	210	183	476	585	0	654	174	0	0	0	4	10	21	0	0	0	0	0	0
run03-173	0	196	3	0	4308	0	0	0	0	7	102	83	7	6078	0	0	0	0	0	0	0	0	0	0	0	0	0	966	214	0	0	0	0	0	102	0	0	0	0	29	0	157	0	289	0	0	0	0	0	0	0	103	1594	260	2868	0	114	808	0	0	486	15	0	0	169	84	92	0	0	9	5	2	63	33	0	0	0	172	0	0	0	11	127	557	820	38	32	0	0	41	0	0	64	0	0	34	33	0	0	50	0	0	0	0	13	2692	0	157	30	0	31	75	77	0	16	4	0	2	226	0	0	0	0	0	20	0	510	0	47	0	0	0	370	0	0	0	0	277	0	632	81	0	0	0	0	28	166	0	0	7	0	0	3
run03-174	22	67	6	7	614	0	17	0	0	0	279	176	0	5238	2365	48	0	0	0	0	0	146	0	0	0	0	1049	716	0	86	251	0	0	0	10	181	0	940	5	0	0	18	7	306	9	0	0	128	0	485	0	7	48	47	3411	0	232	686	0	0	232	6	0	0	106	64	0	125	0	48	184	6	271	0	8	0	49	290	0	2	0	93	14	2505	724	26	52	0	139	18	13	0	40	13	0	171	28	8	0	62	0	0	0	0	0	5619	0	77	0	0	0	66	0	0	0	16	0	0	50	0	0	20	0	0	0	0	58	3	17	0	67	281	0	3	63	488	6	5	430	0	184	0	36	0	0	0	0	0	0	12	0	0	0
run03-175	11	13	0	6	794	0	15	0	0	0	0	22	0	11162	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	32	1464	0	0	0	7	0	18	0	183	9	0	10	782	0	0	0	0	68	103	734	0	424	4635	0	0	64	0	0	0	202	65	13	32	0	0	0	18	37	32	0	0	0	112	0	14	2	0	653	126	941	5	43	0	63	15	6	0	7	0	0	118	25	0	12	12	0	0	0	0	0	2059	0	100	60	0	8	724	62	0	0	12	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	88	0	24	3	0	0	672	0	9	0	3	0	0	0	20	0	0	0	790	0	0
run03-176	23	529	0	0	1182	496	93	0	0	0	0	0	0	8932	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	4	0	0	11	503	0	0	0	0	0	160	0	1364	1	0	9	0	0	0	0	246	0	738	2877	0	0	1290	0	0	0	0	0	5	648	24	0	0	0	0	538	0	32	79	19	0	0	0	0	0	0	0	3084	1851	1169	0	115	0	148	461	0	0	37	0	0	0	0	0	0	0	0	0	0	8	0	1644	0	78	0	0	0	0	302	0	0	2	0	0	0	0	0	0	0	0	0	0	22	0	0	68	1082	443	0	0	4	0	0	0	146	461	14	0	0	0	280	0	25	0	3	2	0	0	5
run03-177	29	611	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9880	0	0	0	0	0	0	0	572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	0	0	391	0	3187	14	0	60	0	0	2973	83	0	10	46	1193	164	6
run03-178	115	706	39	7	0	0	0	281	0	39	0	0	16	5719	0	341	0	89	0	0	0	0	0	0	0	0	1269	20	0	0	0	1033	238	0	152	0	0	0	0	0	0	42	0	551	21	0	24	0	0	0	0	8	3	14	1119	0	674	1139	0	0	71	0	0	0	888	0	0	0	0	0	115	0	343	86	0	0	25	0	0	0	0	0	802	1547	65	0	71	2	7	314	152	0	29	97	0	0	0	0	0	71	0	0	0	12	277	854	58	78	0	0	0	1852	350	0	0	0	0	0	10	0	0	0	0	8	0	0	614	27	18	0	0	368	9	15	189	47	1018	210	0	1146	233	0	28	0	90	4	36	0	2	46	0	5	0
run03-179	0	201	0	0	1584	0	28	10	0	0	107	0	8	5349	631	115	0	0	72	0	0	0	0	0	0	0	240	149	0	0	211	0	267	0	0	59	0	0	0	8	8	5	209	76	2	0	0	0	0	0	0	34	212	37	2006	0	0	1317	7	251	130	0	0	0	183	14	0	169	16	0	32	0	691	16	0	0	6	240	0	7	9	0	125	2360	672	7	76	0	6	66	15	32	37	2	0	368	114	3	11	50	0	0	0	2	0	2311	0	166	0	0	41	1809	16	0	0	21	0	0	116	0	0	0	0	0	0	0	177	0	39	0	0	306	0	0	4	0	1254	49	185	211	48	20	85	0	64	0	79	0	2	39	0	0	15
run03-180	24	2243	22	0	0	0	0	226	0	55	0	3	0	9352	1411	0	0	139	0	0	0	0	0	0	0	0	159	0	0	0	116	0	0	0	0	1558	0	0	29	149	0	67	6	2064	28	0	10	53	0	0	0	60	1909	612	1924	0	258	479	0	0	512	0	0	2	155	495	0	374	40	0	55	0	823	39	7	0	4	218	0	14	86	0	116	219	693	176	48	0	141	63	50	0	9	39	0	314	246	13	0	0	0	0	0	4	0	4250	8	28	88	0	240	289	0	0	0	17	0	0	54	0	0	2	0	0	0	14	343	0	149	0	0	0	533	0	84	2	0	689	0	0	104	0	0	0	0	1449	0	0	0	0	0	28	0
run03-181	7	0	4	0	3625	0	0	0	0	0	451	0	0	2790	0	0	0	0	0	0	0	0	3	0	0	0	6	0	0	7	23	0	0	0	39	2366	0	0	0	0	0	8	0	57	3	0	2	0	0	170	0	64	199	53	4763	0	814	79	0	0	101	0	0	0	1063	1077	12	0	0	39	0	4	0	0	0	0	1	274	0	0	0	0	238	2022	700	0	0	0	0	0	0	0	0	0	0	3	16	0	0	8	0	0	0	0	0	258	0	16	0	0	21	1321	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	92	0	0	11	0	29	5	509	400	10	0	5	0	0	0	28	0	5	37	0	0	11
run03-183	56	313	9	0	767	0	0	0	0	0	240	420	0	4791	0	615	0	57	0	0	0	5	9	15	225	0	104	102	7	0	211	0	0	104	0	334	6	2152	9	0	0	0	0	333	25	0	8	0	0	0	0	20	58	65	805	0	297	717	0	0	43	0	113	0	163	9	27	16	3	0	566	7	955	0	0	0	0	266	0	6	0	0	0	2523	283	7	112	0	0	34	0	0	15	4	0	14	0	0	0	25	0	0	0	4	0	2415	3	0	0	0	0	518	0	0	0	3	0	0	44	0	0	0	0	8	13	0	47	4	0	0	184	308	0	0	116	72	0	0	717	0	220	0	3	0	0	0	9	0	0	11	0	0	5
run03-184	3	1169	0	0	1748	0	180	62	0	0	0	0	0	4238	276	0	0	0	0	0	0	0	0	579	0	0	617	0	0	0	0	0	0	0	9	336	0	0	0	0	91	246	0	32	0	0	0	165	0	3	0	93	58	131	1469	126	937	694	0	0	337	18	0	8	188	10	21	49	12	52	53	29	290	0	0	0	22	235	0	0	0	30	189	1018	367	7	49	0	362	100	50	0	84	0	0	301	41	161	0	10	0	20	0	0	0	1089	0	301	0	0	18	279	32	0	0	39	0	2	36	0	0	27	0	0	0	0	318	0	312	10	0	0	260	0	24	0	0	168	0	564	36	0	1621	34	0	1090	19	4	3	12	0	0	6
