feature	Actinomyces	Bifidobacterium	Rothia	Atopobium	Collinsella	f__Coriobacteriales_Incertae_Sedis.g__uncultured	Adlercreutzia	Eggerthella	Enterorhabdus	Gordonibacter	Senegalimassilia	Slackia	f__Eggerthellaceae.g__uncultured	Bacteroides	Barnesiella	Coprobacter	f__Barnesiellaceae.g__uncultured	Butyricimonas	Odoribacter	Muribaculaceae	Alloprevotella	Paraprevotella	Prevotella	Prevotella_7	Prevotella_9	Prevotellaceae_NK3B31_group	Alistipes	Parabacteroides	Tannerellaceae	Gastranaerophilales	Bilophila	Desulfovibrio	f__Desulfovibrionaceae.g__uncultured	Catenibacterium	Erysipelatoclostridium	Erysipelotrichaceae_UCG.003	Dielma	Holdemanella	Holdemania	Merdibacter	Turicibacter	X.Clostridium._innocuum_group	Lactococcus	Streptococcus	o__Lactobacillales.f__unassigned.g__unassigned	RF39	Gemella	Christensenellaceae_R.7_group	f__Christensenellaceae.g__unassigned	Clostridia_UCG.014	Clostridia_vadinBB60_group	Clostridium_sensu_stricto_1	Agathobacter	Anaerostipes	Blautia	CAG.56	Coprococcus	Dorea	Eisenbergiella	Frisingicoccus	Fusicatenibacter	GCA.900066575	Howardella	Hungatella	Lachnoclostridium	Lachnospira	Lachnospiraceae_FCS020_group	Lachnospiraceae_ND3007_group	Lachnospiraceae_NK4A136_group	Lachnospiraceae_UCG.004	Lachnospiraceae_UCG.010	Marvinbryantia	Roseburia	Sellimonas	Tuzzerella	Tyzzerella	X.Eubacterium._eligens_group	X.Eubacterium._hallii_group	X.Eubacterium._ruminantium_group	X.Eubacterium._ventriosum_group	X.Eubacterium._xylanophilum_group	X.Ruminococcus._gauvreauii_group	X.Ruminococcus._gnavus_group	X.Ruminococcus._torques_group	f__Lachnospiraceae.g__unassigned	Monoglobus	Butyricicoccus	UCG.009	Colidextribacter	Flavonifractor	Intestinimonas	NK4A214_group	Oscillibacter	Oscillospira	Pseudoflavonifractor	UCG.002	UCG.003	UCG.005	f__Oscillospiraceae.g__unassigned	f__Oscillospiraceae.g__uncultured	Anaerofilum	Anaerotruncus	CAG.352	Candidatus_Soleaferrea	DTU089	Faecalibacterium	Fournierella	Incertae_Sedis	Negativibacillus	Paludicola	Ruminococcus	Subdoligranulum	UBA1819	X.Eubacterium._siraeum_group	f__Ruminococcaceae.g__unassigned	f__Ruminococcaceae.g__uncultured	UCG.010	X.Clostridium._methylpentosum_group	X.Eubacterium._coprostanoligenes_group	Peptococcus	f__Peptococcaceae.g__uncultured	Family_XIII_AD3011_group	Family_XIII_UCG.001	Mogibacterium	X.Eubacterium._brachy_group	Parvimonas	Intestinibacter	Peptostreptococcus	Romboutsia	Terrisporobacter	Acidaminococcus	Phascolarctobacterium	Dialister	Megasphaera	Veillonella	Fusobacterium	o__Rhodospirillales.f__uncultured.g__uncultured	Parasutterella	Sutterella	Escherichia.Shigella	Haemophilus	Akkermansia	Corynebacterium	Olsenella	Faecalitalea	Enterococcus	Lactobacillus	Ligilactobacillus	Staphylococcus	Sphingobium	Klebsiella	f__Enterobacteriaceae.g__unassigned	Pseudomonas
Cah8-304-RE	0	6	4	0	170	5	11	67	0	0	0	231	0	3218	504	15	0	113	95	60	2091	0	0	0	8	0	566	105	8	0	90	0	3	30	13	0	0	74	8	20	0	0	0	96	0	0	0	304	72	0	5	27	197	6	216	155	461	398	6	0	17	60	0	0	425	0	4	7	0	53	256	2	136	0	0	0	0	11	2	0	0	7	55	563	3280	3	32	0	27	28	15	41	133	2	0	898	13	1270	16	185	9	0	160	0	0	2149	18	30	96	3	33	121	11	68	8	15	0	0	147	44	0	17	2	0	0	0	67	0	44	0	0	114	39	0	0	2334	351	2	1370	69	0	308	0	0	0	0	0	0	0	0	0	0	0
Cah8-305-CE	0	457	0	0	1783	0	3	216	0	0	0	0	0	5488	0	88	0	0	2	0	0	0	0	0	0	0	68	2	0	0	7	0	0	0	39	165	0	541	8	0	0	0	0	4	0	0	0	0	0	0	0	0	50	643	1542	0	133	387	0	0	230	0	0	3	475	60	4	60	0	11	0	0	8	0	62	20	0	151	0	17	0	0	711	629	127	6	34	0	66	42	25	0	82	0	0	0	0	2	0	26	0	0	0	0	0	923	0	19	0	0	3	78	0	0	2	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	242	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cah8-305-RE2	0	24	0	4	395	21	15	42	0	64	0	0	0	11653	1426	2	10	0	127	0	0	0	0	0	0	0	818	226	0	14	78	0	0	0	656	0	0	0	14	68	0	5	0	79	2	0	20	99	0	0	4	421	45	1	201	58	1225	89	0	0	16	0	0	0	550	3	0	48	2	32	3	0	41	96	0	0	7	0	0	2	0	0	129	1304	744	7	55	0	35	430	45	0	431	0	0	147	83	15	21	281	8	0	40	0	0	5713	0	167	264	0	82	134	3	0	6	30	0	0	9	0	0	12	13	0	8	2	389	0	184	2018	45	393	0	0	0	0	142	1104	0	997	0	5	0	0	0	0	2	0	0	0	176	0	0
Cah8-308-CE	0	9	8	0	378	12	27	42	0	51	0	0	0	9114	1347	3	14	0	82	0	0	0	0	0	0	0	779	325	0	10	63	0	3	0	41	0	0	0	11	39	0	13	0	89	0	0	8	57	0	0	0	391	56	5	379	53	2184	214	0	0	33	13	0	0	692	0	0	40	16	43	11	2	41	170	0	0	6	0	0	6	0	0	210	2007	1143	4	80	0	59	392	18	0	480	0	11	207	76	18	30	237	2	0	41	4	0	6290	0	137	360	2	109	116	0	0	2	37	0	8	8	0	0	3	8	0	7	0	327	0	138	1888	39	422	0	0	4	0	161	912	0	974	0	11	0	0	0	0	0	0	0	0	113	0	0
run02-102	27	125	0	9	1506	0	0	115	0	0	0	0	0	5670	484	0	0	0	0	0	0	0	0	0	105	0	475	59	0	18	428	0	0	0	0	364	0	854	0	0	0	8	0	130	0	0	4	0	0	0	0	8	40	0	267	0	102	655	0	0	51	0	30	0	125	0	0	0	0	192	365	0	229	0	15	0	2	72	0	0	0	0	635	4120	213	0	41	0	12	20	2	0	4	5	0	19	0	0	0	4	0	0	0	0	0	695	0	3	12	0	3	1330	5	0	0	0	0	0	11	0	0	26	0	0	0	0	6	0	0	65	728	0	151	0	43	12	0	0	1344	40	28	0	0	0	0	4	0	0	2	2	746	0	0
run02-103	16	168	0	0	877	14	4	0	10	0	84	38	0	2175	311	62	0	61	30	0	0	37	0	0	1372	0	459	297	0	152	56	268	92	0	15	4	0	38	4	24	3	2	0	397	6	0	0	52	0	66	6	492	417	6	1410	0	124	123	0	0	103	16	24	0	124	44	54	20	4	4	0	22	528	98	0	0	65	70	476	24	4	0	0	589	1151	4	8	0	22	2	0	114	12	41	0	409	23	194	24	71	0	3	0	0	2	1699	0	16	68	8	619	736	3	40	0	25	39	0	130	0	0	32	5	0	10	0	456	0	154	0	548	103	171	162	11	0	235	26	124	0	102	18	5	111	0	10	0	12	0	0	0	0	0
run02-104	67	3339	10	0	0	0	0	694	0	0	0	0	0	4499	0	0	0	0	0	0	0	0	0	0	0	0	0	6423	0	0	0	0	0	0	318	0	0	0	0	0	0	461	0	339	0	0	0	0	0	0	0	269	0	882	7538	0	0	634	0	0	0	0	0	0	1524	136	0	0	0	0	0	0	2612	235	0	0	0	0	0	0	0	0	2965	0	1846	0	21	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	19	13	0	1341	0	0	2600	0	0	0	0	0	55	0	0	0	0	0	173	0	0	8	68	728	0
run02-105	0	503	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	769	0	272	0	0	0	0	18	6525	0	0	0	4	10766	0	4
run02-106	30	16	9	0	1104	0	0	4	0	0	0	59	0	4660	185	364	0	46	65	0	0	0	0	0	0	0	132	21	0	73	147	0	44	0	5	0	0	616	0	0	0	8	0	61	9	0	0	0	0	0	0	585	0	13	785	0	0	177	0	0	15	0	0	0	176	0	0	0	0	0	0	0	2838	0	0	0	17	43	0	0	0	14	330	1584	190	0	36	0	0	12	2	0	12	0	0	0	0	0	0	0	0	0	0	0	0	1145	0	53	0	0	0	1848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	23	0	0	97	13	86	0	282	170	27	0	0	0	0	2	0	0	0	0	75	0	3
run02-107	210	1227	139	10	954	0	0	37	0	0	53	82	0	2159	112	12	0	16	5	0	0	0	0	0	0	0	17	10	0	0	0	0	0	0	45	0	0	0	0	0	0	21	0	1513	104	0	27	0	0	0	0	0	0	104	516	0	40	1100	0	0	0	0	0	11	131	78	0	0	0	0	0	0	869	0	0	0	0	83	0	0	0	91	161	1294	281	0	0	0	0	9	0	0	17	0	0	13	0	0	0	0	0	0	0	0	0	6	0	19	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	4	0	16	116	4	38	0	0	200	0	5	825	1592	0	0	276	304	173	0	3	0	4	0	0	2	0	5	5	151	31
run02-108	0	954	0	0	4022	0	0	330	0	0	0	0	0	2869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1058	0	0	0	49	0	31	0	325	0	0	31	0	0	0	0	38	0	87	1902	212	422	882	0	0	129	0	0	8	648	0	55	0	0	0	22	0	1965	20	0	0	7	258	0	112	0	209	305	1290	2732	0	45	0	59	36	0	0	0	71	0	129	0	249	0	57	0	16	0	0	0	4470	0	73	0	0	442	4449	0	0	38	0	0	0	108	0	0	0	30	0	0	0	269	0	25	0	0	0	143	0	107	33	0	0	95	570	353	0	0	28	77	0	0	350	42	323	0	0	29
run02-109	209	150	125	12	807	0	3	0	5	14	72	30	18	2141	1384	44	12	0	222	0	0	0	0	3	541	0	954	427	0	161	239	140	0	0	15	45	4	0	9	0	5	3	0	665	93	80	55	199	0	12	73	3	94	43	503	31	338	261	0	0	218	6	31	0	92	4	14	16	18	49	164	7	295	0	0	0	4	84	0	2	2	55	0	514	543	0	27	0	12	94	22	0	46	2	0	862	164	190	0	75	0	0	0	0	0	797	0	12	35	0	146	2457	12	14	14	19	0	0	167	0	0	67	0	9	5	0	133	0	18	0	0	441	64	4	129	27	425	5	508	0	40	44	0	0	0	0	0	0	2	0	542	0	0
run02-110	2	55	0	0	441	0	0	59	0	0	0	59	0	3215	103	19	0	0	0	0	0	0	0	0	0	0	122	208	0	0	109	0	0	0	5	431	0	1553	0	0	2	28	0	36	0	0	0	0	90	0	0	67	34	143	1050	0	41	908	0	0	89	21	0	5	311	69	17	139	53	61	0	4	268	0	13	0	31	219	0	19	0	0	363	339	453	26	53	0	0	27	11	0	0	0	0	168	15	38	0	6	0	2	0	0	0	1357	0	40	0	0	163	235	17	0	0	4	0	0	13	0	0	13	0	0	0	3	989	0	12	32	67	180	0	52	17	35	68	5	225	323	18	397	2	0	0	7	0	0	0	8	0	0	206
run02-111	11	210	0	2	174	0	45	0	0	3	0	143	0	4406	1280	96	0	50	0	0	0	0	0	0	0	0	530	84	0	25	41	0	0	0	0	483	9	0	6	0	0	40	0	198	0	0	0	35	0	0	0	0	792	204	1921	0	137	264	6	0	0	17	0	0	78	4	10	65	68	51	190	30	639	0	0	0	94	461	0	6	0	0	34	1102	86	74	52	0	76	63	50	0	166	11	0	218	19	47	0	89	0	3	0	0	0	2564	0	9	27	0	59	41	4	0	0	15	0	0	80	0	0	0	0	0	0	0	5	0	18	0	0	0	72	2	8	0	0	6	102	535	16	0	0	0	0	0	0	0	0	4	0	0	0
run02-112	125	5546	140	9	776	47	40	2	3	15	0	10	0	1529	270	14	0	5	50	0	0	2	0	0	47	0	242	473	0	0	173	340	6	0	0	13	0	0	6	43	4	0	0	409	41	0	14	285	215	301	62	5	93	246	833	10	325	210	0	0	65	4	0	0	30	0	9	8	0	4	20	12	221	0	0	0	13	152	0	30	0	29	0	38	92	0	9	9	11	35	5	122	31	0	0	533	2	716	45	67	0	0	0	0	4	448	0	46	48	0	621	462	0	0	3	110	64	0	370	8	0	19	0	0	0	7	0	0	53	0	0	67	11	0	19	11	0	32	0	0	63	1219	3	0	0	0	0	0	0	3	0	0	0
run02-113	44	1885	25	3	1574	0	0	0	3	0	105	32	10	1653	132	0	0	7	29	4	28	6	0	0	1981	0	94	247	16	0	7	114	6	0	0	408	0	1810	0	0	2	0	0	934	24	0	17	0	0	0	0	4	192	37	1952	0	94	212	0	0	328	2	19	0	15	0	0	98	4	0	36	4	142	0	0	0	0	49	0	0	0	1632	4	69	144	0	19	0	2	0	3	15	24	3	0	65	0	7	0	20	0	3	0	0	5	1023	12	17	8	0	16	230	0	3	0	0	0	0	2	11	0	2	0	20	0	0	0	0	8	0	0	475	0	2	171	4	0	0	76	208	389	4	0	14	0	0	0	0	0	0	0	16	0
run02-114	2	930	7	0	1250	2	0	4	12	0	326	268	0	3371	17	5	0	0	0	0	0	50	0	0	1861	0	106	89	0	0	26	0	13	0	0	1134	0	1332	0	0	0	6	0	54	0	0	0	0	0	0	0	0	341	127	2712	0	182	483	0	0	342	50	0	0	137	0	7	14	0	21	6	4	764	0	0	0	104	488	0	0	0	563	0	328	203	0	66	0	8	9	2	4	22	4	0	52	9	11	0	7	0	0	0	0	0	1625	0	83	0	0	5	1922	2	0	2	0	0	0	4	0	0	5	0	0	0	0	58	0	0	0	75	0	240	0	27	0	0	0	426	2392	0	0	0	0	0	0	0	0	0	6	37	0	0
run02-115	55	661	16	6	2005	0	0	0	0	12	0	34	0	2654	0	0	0	124	0	0	0	0	0	0	1303	0	114	1241	0	0	166	0	96	0	4	0	0	0	0	0	0	0	0	783	24	0	19	0	0	0	0	0	0	292	1098	0	0	311	0	0	84	0	0	6	444	56	0	95	0	397	40	0	58	55	9	0	35	77	0	2	0	170	181	1499	266	22	130	0	0	118	0	4	2	0	0	0	0	0	0	55	0	0	0	3	2	3248	0	10	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	16	28	15	323	928	2	0	1371	0	744	52	1280	48	0	0	611	83	475	0	0	0	0	2	0	0	0	0	0	303	0
run02-116	0	2567	0	0	1381	0	0	0	0	0	0	0	0	7613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	16	135	0	146	0	0	22	4	3	1683	2	0	0	4	0	0	0	181	0	56	978	0	536	312	0	0	197	0	0	2	119	107	20	68	0	0	0	3	872	0	9	14	0	78	0	87	0	76	1356	47	786	123	213	0	180	59	0	0	0	0	0	36	0	0	0	36	0	77	0	0	0	982	0	11	0	0	32	117	8	0	0	0	0	0	23	0	0	0	0	0	0	0	383	0	274	0	0	0	173	1336	42	0	404	0	336	1780	16	0	0	0	4	0	0	3	0	0	0	0	0
run02-117	3	102	0	0	0	0	228	0	0	0	0	0	0	4962	922	0	0	0	0	0	0	0	0	0	0	0	65	2	0	1081	216	0	0	0	91	0	0	0	0	21	8	58	0	22	0	0	0	0	0	11	0	3	0	129	2609	0	1090	30	30	0	0	7	0	5	398	0	0	0	0	36	42	0	335	183	482	0	57	325	0	39	10	0	102	3022	1280	9	133	0	157	216	28	0	50	67	52	0	29	0	0	38	0	0	0	6	0	293	0	203	0	0	0	308	592	0	0	7	0	0	31	0	0	0	0	0	0	0	0	0	38	4	0	0	248	0	0	0	303	524	0	0	2	2902	0	0	891	0	0	0	0	4	0	0	3
run02-118	6	165	9	0	1012	0	0	0	0	0	68	207	0	4007	198	0	0	0	0	0	0	52	0	0	0	0	318	12	0	0	166	0	0	0	0	567	0	0	7	0	81	12	0	1352	0	0	3	0	0	0	0	8	388	84	1375	214	313	314	0	0	68	0	0	0	96	9	7	44	0	0	15	10	449	0	57	0	0	90	0	17	0	0	17	1044	191	13	30	0	0	119	3	0	39	0	0	640	0	0	0	0	0	6	0	0	0	1616	0	24	0	0	0	796	14	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	438	0	0	166	0	0	22	498	0	0	270	5226	52	0	0	0	0	36	0	0	0	7	0	0	4
run02-119	12	58	13	0	1408	7	6	9	9	2	49	0	0	4765	79	373	10	32	41	0	0	67	0	0	0	0	143	112	0	892	106	0	0	0	2	360	2	0	0	0	0	8	0	112	0	39	6	2	0	0	0	908	69	46	1976	26	747	709	0	0	601	20	0	0	237	51	17	71	14	4	104	3	721	0	0	0	0	175	0	10	0	108	258	2602	587	0	98	0	8	20	0	15	24	0	0	232	0	34	5	42	0	0	0	3	0	2044	0	47	0	0	252	1079	0	0	0	8	0	0	11	0	0	14	0	0	5	0	0	0	0	0	0	0	135	34	17	0	0	16	166	1803	3	70	2	0	0	0	0	0	5	6	0	0	0
run02-120	63	716	68	0	1054	0	0	0	0	0	105	63	48	2700	353	62	0	95	7	0	0	4	0	0	1626	51	308	112	0	0	77	0	225	118	4	0	0	0	0	179	0	0	0	551	19	6	5	272	0	89	0	333	64	4	1187	34	421	126	0	0	44	43	0	0	17	0	19	7	0	15	103	14	293	0	17	0	20	256	0	0	0	1	0	1506	994	2	55	0	59	86	3	35	19	20	0	297	38	153	14	16	21	0	0	0	0	3294	0	94	23	0	7	607	3	8	2	26	10	0	70	0	0	8	0	0	0	0	0	0	0	0	70	7	228	0	21	14	170	0	233	0	107	0	4	5	0	0	0	12	0	0	0	89	0
